date,month,weekday,expert,precision,recall,f1,hit_at_2,hit_at_3,pred_span,n_items,status,window,lambda
2026-01-01,2026-01,Thursday,2F_A,1.0,1.0,1.0,1.0,1.0,0.341834502170852,10,ok,recent_60d,0.75
2026-01-01,2026-01,Thursday,2F_N,1.0,1.0,1.0,1.0,1.0,0.005219753411983683,10,ok,full_2025,1.25
2026-01-01,2026-01,Thursday,3F_A,0.0,0.0,0.0,0.0,0.0,0.08099521235046259,10,ok,full_2025,0.75
2026-01-01,2026-01,Thursday,3F_N,0.5,0.5,0.5,1.0,1.0,0.15897592051043585,10,ok,recent_60d,1.0
2026-01-02,2026-01,Friday,2F_A,1.0,1.0,1.0,1.0,1.0,0.9773564286619034,10,ok,recent_60d,1.0
2026-01-02,2026-01,Friday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9279078654950065,10,ok,full_2025,1.25
2026-01-02,2026-01,Friday,3F_A,0.5,0.5,0.5,1.0,1.0,0.6912253318647577,10,ok,full_2025,0.75
2026-01-02,2026-01,Friday,3F_N,0.5,0.5,0.5,1.0,1.0,0.038079089992923365,10,ok,recent_60d,0.75
2026-01-03,2026-01,Saturday,2F_A,1.0,1.0,1.0,1.0,1.0,0.6846595665875796,10,ok,full_2025,0.75
2026-01-03,2026-01,Saturday,2F_N,1.0,1.0,1.0,1.0,1.0,0.5958486065429827,10,ok,full_2025,1.25
2026-01-03,2026-01,Saturday,3F_A,0.0,0.0,0.0,0.0,0.0,0.0009754406584872689,10,ok,full_2025,0.75
2026-01-03,2026-01,Saturday,3F_N,1.0,1.0,1.0,1.0,1.0,0.09389909124876074,10,ok,recent_60d,0.75
2026-01-04,2026-01,Sunday,2F_A,1.0,1.0,1.0,1.0,1.0,0.9240228687904056,10,ok,full_2025,0.75
2026-01-04,2026-01,Sunday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9170479402164288,10,ok,full_2025,1.25
2026-01-04,2026-01,Sunday,3F_A,0.0,0.0,0.0,0.0,0.0,0.00047415718628716723,10,ok,full_2025,0.75
2026-01-04,2026-01,Sunday,3F_N,0.5,0.5,0.5,1.0,1.0,0.18525127724214896,10,ok,full_2025,0.75
2026-01-05,2026-01,Monday,2F_A,1.0,1.0,1.0,1.0,1.0,0.08120186233683221,10,ok,full_2025,0.75
2026-01-05,2026-01,Monday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9245362143303953,10,ok,full_2025,1.25
2026-01-05,2026-01,Monday,3F_A,1.0,1.0,1.0,1.0,1.0,0.9046838454159066,10,ok,full_2025,0.75
2026-01-05,2026-01,Monday,3F_N,1.0,1.0,1.0,1.0,1.0,0.9849844505696297,10,ok,full_2025,0.75
2026-01-06,2026-01,Tuesday,2F_A,0.5,0.5,0.5,1.0,1.0,0.11942392115428045,10,ok,full_2025,0.75
2026-01-06,2026-01,Tuesday,2F_N,1.0,1.0,1.0,1.0,1.0,0.987076724314165,10,ok,full_2025,1.25
2026-01-06,2026-01,Tuesday,3F_A,1.0,1.0,1.0,1.0,1.0,0.545072855049883,10,ok,full_2025,0.75
2026-01-06,2026-01,Tuesday,3F_N,1.0,1.0,1.0,1.0,1.0,0.9755062302046558,10,ok,full_2025,0.75
2026-01-07,2026-01,Wednesday,2F_A,1.0,1.0,1.0,1.0,1.0,0.9267605301845744,10,ok,full_2025,1.25
2026-01-07,2026-01,Wednesday,2F_N,0.5,0.5,0.5,1.0,1.0,0.8845282814803384,10,ok,full_2025,0.75
2026-01-07,2026-01,Wednesday,3F_A,1.0,1.0,1.0,1.0,1.0,0.16939249026501918,10,ok,full_2025,0.75
2026-01-07,2026-01,Wednesday,3F_N,1.0,1.0,1.0,1.0,1.0,0.8761734736499319,10,ok,full_2025,0.75
2026-01-08,2026-01,Thursday,2F_A,1.0,1.0,1.0,1.0,1.0,0.984474516494925,10,ok,full_2025,0.75
2026-01-08,2026-01,Thursday,2F_N,0.5,0.5,0.5,1.0,1.0,0.99001883991089,10,ok,full_2025,1.25
