min_games,top_k,eval_days,section_rho,section_p,section_lift,machine_baseline_rate,selected_machine_rate,selected_machine_lift,n_machines_per_day_avg
1000,1,60,,,1.1424052887177845,0.2943671200410834,0.3383333333333333,1.1744654815747781,3.4
1000,3,60,-0.06325509843337081,0.423728813559322,1.16715091887525,0.2943671200410834,0.3348210585710586,1.1367191319332062,11.95
1000,5,60,0.018167322161556053,0.5085531352181518,1.1240122138979889,0.2943671200410834,0.3301369489269947,1.1220548034054223,21.066666666666666
1000,10,60,-0.0015323474975098524,0.44927757990754424,1.0940722658690907,0.2943671200410834,0.32355682557814475,1.0979717020795765,43.9
2000,1,60,,,1.1606518531198082,0.3183338868367323,0.3877777777777778,1.2290197439338508,2.75
2000,3,60,-0.061592789766365445,0.423728813559322,1.135120854491565,0.3183338868367323,0.36956432456432453,1.1566133538222838,10.8
2000,5,60,-0.011583251814298486,0.4721780055130945,1.1480448812997217,0.3183338868367323,0.3782156144795464,1.1874734261249058,19.016666666666666
2000,10,60,-0.0038744815008224013,0.49124688612927775,1.1138152598017712,0.3183338868367323,0.3618069896073133,1.1382499408243398,38.45
3000,1,60,,,1.242214931836741,0.33884454822099663,0.40777777777777774,1.2176637060518303,3.283333333333333
3000,3,60,-0.00620382040312608,0.4632768361581921,1.1828412502577281,0.33884454822099663,0.40798696673696677,1.2032534021136894,10.4
3000,5,60,0.06626968015050065,0.5202487633961127,1.144435373796471,0.33884454822099663,0.39538559206058194,1.1738857171690065,17.316666666666666
3000,10,60,0.085088313011726,0.505792693087093,1.0439582241805596,0.33884454822099663,0.36293358286270133,1.074498674055125,35.65
