hall,top_k,eval_days,section_rho,section_p,section_lift,machine_baseline_rate,selected_machine_rate,selected_machine_lift,n_machines_per_day_avg,event_filter
蒲田1,1,60,,,1.1424052887177845,0.2943671200410834,0.3383333333333333,1.1744654815747781,3.4,all
蒲田1,3,60,-0.06325509843337081,0.423728813559322,1.16715091887525,0.2943671200410834,0.3348210585710586,1.1367191319332062,11.95,all
蒲田1,5,60,0.018167322161556053,0.5085531352181518,1.1240122138979889,0.2943671200410834,0.3301369489269947,1.1220548034054223,21.066666666666666,all
蒲田1,10,60,-0.0015323474975098524,0.44927757990754424,1.0940722658690907,0.2943671200410834,0.32355682557814475,1.0979717020795765,43.9,all
蒲田1,1,60,,,1.1091247680273535,0.30333575993684087,0.3505555555555555,1.1696955608181934,3.0833333333333335,event_only
蒲田1,3,60,-0.10163460352255527,0.39999999999999997,1.14619576203658,0.30333575993684087,0.340529193029193,1.1282290988208452,12.7,event_only
蒲田1,5,60,-0.04390468007308499,0.473206637029371,1.1254616530622876,0.30333575993684087,0.3436705292546254,1.1413801161567023,22.516666666666666,event_only
蒲田1,10,60,0.05052999949056169,0.5148792221197689,1.0644187435730774,0.30333575993684087,0.3206537808092181,1.0639546047507806,46.8,event_only
