variant,window,event_type,avg_diff,avg_diff_other,avg_diff_vs_other,win_rate,payout_rate,hit@10,hit@20,hit@50,lift@10,lift@20,lift@50,hit_t2500,hit_t3500,hit_t4500,lift_t2500,lift_t3500,lift_t4500,n_test_days
v11_seg_weights,90,all,181.01945525291828,118.7391589705124,62.280296282405885,39.09727626459144,100.43689619363693,0.9494163424124513,1.8054474708171206,4.63035019455253,1.3557665369649805,1.2890894941634243,1.3224280155642025,8.007782101167315,5.933852140077821,4.229571984435798,1.174128707849843,1.3020867987637805,1.3206606969215078,257
v11_seg_weights,90,event,229.52941176470588,149.55262225372076,79.97678951098513,41.3235294117647,101.01239075982079,0.8382352941176471,1.6764705882352942,4.617647058823529,1.1970000000000003,1.1970000000000003,1.3188,9.014705882352942,6.544117647058823,4.794117647058823,1.1661340341278772,1.2667795723558175,1.3131659861840967,68
v11_seg_weights,90,non_event,163.56613756613757,107.65283355644802,55.913304009689554,38.2962962962963,100.22983994760253,0.9894179894179894,1.8518518518518519,4.634920634920635,1.4128888888888893,1.3222222222222224,1.3237333333333332,7.645502645502646,5.714285714285714,4.026455026455026,1.177005098395312,1.3147899278417776,1.3233572066048092,189
v6a_hit_an,90,all,170.4124513618677,119.53787914303128,50.87457221883644,38.75486381322957,99.9787353783306,0.8715953307392996,1.6692607003891051,4.373540856031128,1.2446381322957198,1.1918521400778213,1.2490832684824904,7.821011673151751,5.680933852140078,4.046692607003891,1.1466225641684515,1.248590823007109,1.2654145421265621,257
v6a_hit_an,90,event,229.52941176470588,149.55262225372076,79.97678951098513,41.3235294117647,101.01239075982079,0.8382352941176471,1.6764705882352942,4.617647058823529,1.1970000000000003,1.1970000000000003,1.3188,9.014705882352942,6.544117647058823,4.794117647058823,1.1661340341278772,1.2667795723558175,1.3131659861840967,68
v6a_hit_an,90,non_event,149.14285714285714,108.73892394976733,40.40393319308982,37.83068783068783,99.60683820403784,0.8835978835978836,1.6666666666666667,4.285714285714286,1.2617777777777779,1.1900000000000002,1.224,7.391534391534392,5.37037037037037,3.7777777777777777,1.13960256439469,1.242046722712336,1.248234128391576,189
