test_date,variant,window,DD,dow,is_event,event_type,avg_diff,avg_diff_other,avg_diff_vs_other,win_rate,payout_rate,hit@10,hit@20,hit@50,lift@10,lift@20,lift@50,hit_t2500,hit_t3500,hit_t4500,lift_t2500,lift_t3500,lift_t4500,n_machines_scored,n_actual_machines,split_period,a_seg_hist_coverage,a_seg_fallback_count
2025-10-06,v6a_hit_an,90,6,0,False,non_event,230.0,165.96385542168676,64.03614457831324,40.0,99.09629568097871,1.0,2.0,5.0,1.4280000000000002,1.4280000000000002,1.428,7.0,5.0,3.0,1.2495,1.2310344827586208,1.1273684210526316,714,714,front,100.0,0
2025-10-06,v11_seg_weights,90,6,0,False,non_event,450.0,149.3975903614458,300.6024096385542,46.0,102.22336087960748,2.0,2.0,4.0,2.8560000000000003,1.4280000000000002,1.1424,7.0,5.0,3.0,1.2495,1.2310344827586208,1.1273684210526316,714,714,front,100.0,0
2025-10-07,v6a_hit_an,90,7,1,True,event,-266.0,210.84337349397592,-476.84337349397595,38.0,98.38886682239321,1.0,2.0,2.0,1.4280000000000002,1.4280000000000002,0.5712,3.0,2.0,2.0,0.38945454545454544,0.37578947368421056,0.5388679245283019,714,714,front,100.0,0
2025-10-07,v11_seg_weights,90,7,1,True,event,-266.0,210.84337349397592,-476.84337349397595,38.0,98.38886682239321,1.0,2.0,2.0,1.4280000000000002,1.4280000000000002,0.5712,3.0,2.0,2.0,0.38945454545454544,0.37578947368421056,0.5388679245283019,714,714,front,100.0,0
2025-10-08,v6a_hit_an,90,8,2,False,non_event,116.0,136.44578313253012,-20.445783132530124,34.0,101.69895420715953,2.0,2.0,5.0,2.8560000000000003,1.4280000000000002,1.428,10.0,6.0,4.0,1.5692307692307694,1.428,1.4280000000000002,714,714,front,100.0,0
2025-10-08,v11_seg_weights,90,8,2,False,non_event,-198.0,160.09036144578315,-358.0903614457832,34.0,98.62136700940317,1.0,1.0,5.0,1.4280000000000002,0.7140000000000001,1.428,8.0,5.0,3.0,1.2553846153846155,1.19,1.0710000000000002,714,714,front,100.0,0
2025-10-09,v6a_hit_an,90,9,3,False,non_event,426.0,194.4277108433735,231.5722891566265,44.0,99.0769196827508,1.0,1.0,5.0,1.4280000000000002,0.7140000000000001,1.428,8.0,5.0,4.0,1.3439999999999999,1.2750000000000001,1.5031578947368422,714,714,front,100.0,0
2025-10-09,v11_seg_weights,90,9,3,False,non_event,714.0,172.74096385542168,541.2590361445783,48.0,102.89245650512159,2.0,2.0,5.0,2.8560000000000003,1.4280000000000002,1.428,8.0,6.0,4.0,1.3439999999999999,1.53,1.5031578947368422,714,714,front,100.0,0
2025-10-10,v6a_hit_an,90,10,4,False,non_event,182.0,206.32530120481928,-24.325301204819283,44.0,101.08504493058294,0.0,0.0,1.0,0.0,0.0,0.2856,6.0,3.0,1.0,0.8318446601941747,0.6394029850746268,0.2746153846153846,714,714,front,100.0,0
2025-10-10,v11_seg_weights,90,10,4,False,non_event,-40.0,223.0421686746988,-263.0421686746988,42.0,99.85684411845398,0.0,0.0,1.0,0.0,0.0,0.2856,6.0,2.0,1.0,0.8318446601941747,0.4262686567164179,0.2746153846153846,714,714,front,100.0,0
2025-10-11,v6a_hit_an,90,11,5,True,event,-222.0,-183.8855421686747,-38.114457831325296,46.0,97.13203145769823,0.0,2.0,6.0,0.0,1.4280000000000002,1.7136,6.0,6.0,3.0,1.0710000000000002,1.7136,1.26,714,714,front,100.0,0
2025-10-11,v11_seg_weights,90,11,5,True,event,-222.0,-183.8855421686747,-38.114457831325296,46.0,97.13203145769823,0.0,2.0,6.0,0.0,1.4280000000000002,1.7136,6.0,6.0,3.0,1.0710000000000002,1.7136,1.26,714,714,front,100.0,0
2025-10-13,v6a_hit_an,90,13,0,False,non_event,100.0,358.43373493975906,-258.43373493975906,44.0,101.37823076631938,0.0,0.0,4.0,0.0,0.0,1.1424,8.0,7.0,5.0,0.9287804878048781,1.2653164556962027,1.1333333333333333,714,714,front,100.0,0
2025-10-13,v11_seg_weights,90,13,0,False,non_event,66.0,360.99397590361446,-294.99397590361446,44.0,101.10641361794416,0.0,0.0,4.0,0.0,0.0,1.1424,9.0,7.0,5.0,1.0448780487804878,1.2653164556962027,1.1333333333333333,714,714,front,100.0,0
2025-10-14,v6a_hit_an,90,14,1,False,non_event,174.0,244.4277108433735,-70.42771084337349,38.0,100.27222512561508,0.0,0.0,2.0,0.0,0.0,0.5712,5.0,5.0,2.0,0.7212121212121212,0.9916666666666667,0.6346666666666667,714,714,front,100.0,0
2025-10-14,v11_seg_weights,90,14,1,False,non_event,104.0,249.6987951807229,-145.6987951807229,38.0,98.11732345447791,0.0,0.0,3.0,0.0,0.0,0.8568,5.0,5.0,3.0,0.7212121212121212,0.9916666666666667,0.9520000000000001,714,714,front,100.0,0
2025-10-15,v6a_hit_an,90,15,2,False,non_event,-102.0,109.78915662650603,-211.78915662650604,32.0,98.39300960529624,0.0,0.0,4.0,0.0,0.0,1.1424,6.0,6.0,2.0,0.8318446601941747,1.2417391304347827,0.6346666666666667,714,714,front,100.0,0
2025-10-15,v11_seg_weights,90,15,2,False,non_event,268.0,81.92771084337349,186.0722891566265,36.0,99.81333852044833,1.0,1.0,5.0,1.4280000000000002,0.7140000000000001,1.428,7.0,6.0,3.0,0.9704854368932039,1.2417391304347827,0.9520000000000001,714,714,front,100.0,0
2025-10-16,v6a_hit_an,90,16,3,False,non_event,758.0,140.210843373494,617.789156626506,42.0,102.45699967093218,0.0,1.0,7.0,0.0,0.7140000000000001,1.9992,12.0,8.0,4.0,1.9253932584269662,1.8425806451612905,1.393170731707317,714,714,front,100.0,0
2025-10-16,v11_seg_weights,90,16,3,False,non_event,162.0,185.09036144578315,-23.090361445783145,30.0,93.92834331113511,1.0,2.0,2.0,1.4280000000000002,1.4280000000000002,0.5712,5.0,2.0,2.0,0.802247191011236,0.4606451612903226,0.6965853658536585,714,714,front,100.0,0
2025-10-17,v6a_hit_an,90,17,4,True,event,298.0,87.04819277108433,210.95180722891567,42.0,101.22524630174901,1.0,1.0,4.0,1.4280000000000002,0.7140000000000001,1.1424,9.0,6.0,4.0,1.224,1.2067605633802816,1.1424,714,714,front,100.0,0
2025-10-17,v11_seg_weights,90,17,4,True,event,298.0,87.04819277108433,210.95180722891567,42.0,101.22524630174901,1.0,1.0,4.0,1.4280000000000002,0.7140000000000001,1.1424,9.0,6.0,4.0,1.224,1.2067605633802816,1.1424,714,714,front,100.0,0
2025-10-18,v6a_hit_an,90,18,5,False,non_event,-20.0,-13.403614457831326,-6.596385542168674,42.0,99.31345790481559,0.0,1.0,4.0,0.0,0.7140000000000001,1.1424,5.0,5.0,4.0,0.7846153846153847,1.19,1.3283720930232559,714,714,front,100.0,0
2025-10-18,v11_seg_weights,90,18,5,False,non_event,-296.0,7.379518072289157,-303.37951807228916,46.0,97.31455283097361,0.0,0.0,3.0,0.0,0.0,0.8568,4.0,4.0,3.0,0.6276923076923078,0.952,0.9962790697674418,714,714,front,100.0,0
2025-10-19,v6a_hit_an,90,19,6,False,non_event,454.0,140.210843373494,313.78915662650604,54.0,100.43579258896743,0.0,0.0,3.0,0.0,0.0,0.8568,9.0,4.0,3.0,1.0891525423728812,0.7230379746835444,0.84,714,714,front,100.0,0
2025-10-19,v11_seg_weights,90,19,6,False,non_event,480.0,138.25301204819277,341.7469879518072,48.0,102.8353302505189,1.0,1.0,4.0,1.4280000000000002,0.7140000000000001,1.1424,10.0,7.0,4.0,1.2101694915254235,1.2653164556962027,1.1199999999999999,714,714,front,100.0,0
2025-10-20,v6a_hit_an,90,20,0,False,non_event,422.0,-65.66265060240964,487.66265060240966,44.0,105.65690006906375,2.0,3.0,6.0,2.8560000000000003,2.1420000000000003,1.7136,8.0,6.0,3.0,1.6090140845070422,2.5963636363636367,1.785,714,714,front,100.0,0
2025-10-20,v11_seg_weights,90,20,0,False,non_event,-10.0,-33.13253012048193,23.13253012048193,40.0,101.89854679475215,1.0,2.0,5.0,1.4280000000000002,1.4280000000000002,1.428,7.0,4.0,2.0,1.407887323943662,1.7309090909090912,1.19,714,714,front,100.0,0
2025-10-21,v6a_hit_an,90,21,1,True,event,116.0,265.96385542168673,-149.96385542168673,44.0,95.66021287704298,0.0,0.0,2.0,0.0,0.0,0.5712,6.0,2.0,1.0,0.9962790697674418,0.476,0.3038297872340426,714,714,front,100.0,0
2025-10-21,v11_seg_weights,90,21,1,True,event,116.0,265.96385542168673,-149.96385542168673,44.0,95.66021287704298,0.0,0.0,2.0,0.0,0.0,0.5712,6.0,2.0,1.0,0.9962790697674418,0.476,0.3038297872340426,714,714,front,100.0,0
2025-10-22,v6a_hit_an,90,22,2,True,event,-174.0,168.82530120481928,-342.8253012048193,36.0,95.65393260787944,0.0,0.0,2.0,0.0,0.0,0.5712,3.0,2.0,2.0,0.48134831460674155,0.5288888888888889,0.7140000000000001,714,714,front,100.0,0
2025-10-22,v11_seg_weights,90,22,2,True,event,-174.0,168.82530120481928,-342.8253012048193,36.0,95.65393260787944,0.0,0.0,2.0,0.0,0.0,0.5712,3.0,2.0,2.0,0.48134831460674155,0.5288888888888889,0.7140000000000001,714,714,front,100.0,0
2025-10-23,v6a_hit_an,90,23,3,False,non_event,438.0,158.5843373493976,279.41566265060237,42.0,101.56294500567637,1.0,1.0,4.0,1.4280000000000002,0.7140000000000001,1.1424,7.0,5.0,3.0,1.2190243902439024,1.3471698113207546,1.224,714,714,front,100.0,0
2025-10-23,v11_seg_weights,90,23,3,False,non_event,206.0,176.05421686746988,29.945783132530124,34.0,96.74828455238861,1.0,1.0,4.0,1.4280000000000002,0.7140000000000001,1.1424,6.0,5.0,3.0,1.0448780487804878,1.3471698113207546,1.224,714,714,front,100.0,0
2025-10-24,v6a_hit_an,90,24,4,False,non_event,62.0,128.76506024096386,-66.76506024096386,40.0,96.80359163425615,1.0,1.0,2.0,1.4280000000000002,0.7140000000000001,0.5712,5.0,2.0,1.0,0.8925000000000001,0.51,0.38594594594594595,714,714,front,100.0,0
2025-10-24,v11_seg_weights,90,24,4,False,non_event,28.0,131.32530120481928,-103.32530120481928,44.0,98.03278200114424,1.0,2.0,3.0,1.4280000000000002,1.4280000000000002,0.8568,6.0,3.0,2.0,1.0710000000000002,0.765,0.7718918918918919,714,714,front,100.0,0
2025-10-25,v6a_hit_an,90,25,5,False,non_event,132.0,57.37951807228916,74.62048192771084,40.0,101.57292131421462,2.0,2.0,5.0,2.8560000000000003,1.4280000000000002,1.428,10.0,7.0,5.0,1.3345794392523365,1.3693150684931508,1.373076923076923,714,714,front,100.0,0
2025-10-25,v11_seg_weights,90,25,5,False,non_event,-760.0,124.54819277108433,-884.5481927710844,30.0,92.48905653000293,0.0,0.0,3.0,0.0,0.0,0.8568,5.0,5.0,3.0,0.6672897196261682,0.978082191780822,0.8238461538461539,714,714,front,100.0,0
2025-10-26,v6a_hit_an,90,26,6,False,non_event,248.0,37.04819277108434,210.95180722891567,30.0,98.57448375024198,1.0,2.0,4.0,1.4280000000000002,1.4280000000000002,1.1424,8.0,6.0,4.0,1.1310891089108912,1.2417391304347827,1.2417391304347827,714,714,front,100.0,0
2025-10-26,v11_seg_weights,90,26,6,False,non_event,742.0,-0.15060240963855423,742.1506024096385,36.0,104.11356610241499,1.0,3.0,7.0,1.4280000000000002,2.1420000000000003,1.9992,13.0,9.0,6.0,1.838019801980198,1.8626086956521741,1.862608695652174,714,714,front,100.0,0
2025-10-27,v6a_hit_an,90,27,0,True,event,122.0,233.5843373493976,-111.5843373493976,40.0,102.89739220986023,1.0,2.0,4.0,1.4280000000000002,1.4280000000000002,1.1424,11.0,8.0,5.0,1.2083076923076923,1.1657142857142857,1.0656716417910448,714,714,front,100.0,0
2025-10-27,v11_seg_weights,90,27,0,True,event,122.0,233.5843373493976,-111.5843373493976,40.0,102.89739220986023,1.0,2.0,4.0,1.4280000000000002,1.4280000000000002,1.1424,11.0,8.0,5.0,1.2083076923076923,1.1657142857142857,1.0656716417910448,714,714,front,100.0,0
2025-10-28,v6a_hit_an,90,28,1,False,non_event,22.0,198.34337349397592,-176.34337349397592,38.0,98.94512776944092,1.0,1.0,1.0,1.4280000000000002,0.7140000000000001,0.2856,6.0,3.0,1.0,0.9736363636363636,0.751578947368421,0.408,714,714,front,100.0,0
2025-10-28,v11_seg_weights,90,28,1,False,non_event,662.0,150.15060240963857,511.84939759036143,36.0,102.363964242405,2.0,4.0,4.0,2.8560000000000003,2.8560000000000003,1.1424,9.0,6.0,4.0,1.4604545454545454,1.503157894736842,1.632,714,714,front,100.0,0
2025-10-29,v6a_hit_an,90,29,2,False,non_event,350.0,165.210843373494,184.789156626506,32.0,101.76144788330534,3.0,3.0,5.0,4.284000000000001,2.1420000000000003,1.428,5.0,5.0,4.0,0.8707317073170732,1.2101694915254235,1.298181818181818,714,714,front,100.0,0
2025-10-29,v11_seg_weights,90,29,2,False,non_event,222.0,174.84939759036143,47.150602409638566,38.0,99.77162835177214,1.0,1.0,5.0,1.4280000000000002,0.7140000000000001,1.428,5.0,5.0,3.0,0.8707317073170732,1.2101694915254235,0.9736363636363636,714,714,front,100.0,0
2025-10-30,v6a_hit_an,90,30,3,False,non_event,-108.0,631.3253012048193,-739.3253012048193,34.0,98.19707018366084,1.0,1.0,2.0,1.4280000000000002,0.7140000000000001,0.5712,5.0,4.0,3.0,0.4824324324324324,0.5769696969696969,0.6799999999999999,714,714,front,100.0,0
