hall,date,axis,axis_value,n_machines,total_games,total_diff,avg_diff,plus_rate,hit104_rate,games_share,share_of_total_diff,excess_vs_hall_day,hit104_lift
ザシティ,20250101,atype,A,46,204190,-13211,-287.19565217391306,0.2826086956521739,0.15217391304347827,0.5323853177520872,-4.95536384096024,-310.3782608695652,-0.09999999999999998
ザシティ,20250101,atype,N,69,179348,15877,230.1014492753623,0.4057971014492754,0.3188405797101449,0.46761468224791286,5.95536384096024,206.91884057971015,0.06666666666666665
ザシティ,20250101,dd,1,115,383538,2666,23.182608695652174,0.3565217391304348,0.25217391304347825,1.0,1.0,0.0,0.0
ザシティ,20250101,event_type,weekday,115,383538,2666,23.182608695652174,0.3565217391304348,0.25217391304347825,1.0,1.0,0.0,0.0
ザシティ,20250101,kakuban_bin,761-770,5,21048,-1417,-283.4,0.4,0.2,0.054878525726264414,-0.5315078769692423,-306.58260869565214,-0.05217391304347824
ザシティ,20250101,kakuban_bin,771-780,10,41988,306,30.6,0.3,0.2,0.10947546266602005,0.11477869467366841,7.417391304347827,-0.05217391304347824
ザシティ,20250101,kakuban_bin,781-790,10,52746,1606,160.6,0.5,0.3,0.13752483456658793,0.6024006001500375,137.41739130434783,0.04782608695652174
ザシティ,20250101,kakuban_bin,791-800,10,39950,-3809,-380.9,0.1,0.1,0.10416177797245645,-1.4287321830457616,-404.08260869565214,-0.15217391304347824
ザシティ,20250101,kakuban_bin,801-810,10,41666,-10190,-1019.0,0.1,0.0,0.10863591091365132,-3.822205551387847,-1042.182608695652,-0.25217391304347825
ザシティ,20250101,kakuban_bin,811-820,10,25124,-5457,-545.7,0.4,0.2,0.06550589511339164,-2.04688672168042,-568.8826086956523,-0.05217391304347824
ザシティ,20250101,kakuban_bin,821-830,9,28724,129,14.333333333333334,0.5555555555555556,0.4444444444444444,0.07489218799701725,0.04838709677419355,-8.84927536231884,0.19227053140096617
ザシティ,20250101,kakuban_bin,831-840,9,19097,11505,1278.3333333333333,0.5555555555555556,0.3333333333333333,0.049791676444055084,4.315453863465867,1255.1507246376812,0.08115942028985507
ザシティ,20250101,kakuban_bin,841-850,10,25802,8592,859.2,0.5,0.5,0.0672736469398078,3.222805701425356,836.0173913043478,0.24782608695652175
ザシティ,20250101,kakuban_bin,851-860,6,17565,-281,-46.833333333333336,0.16666666666666666,0.16666666666666666,0.04579728736135663,-0.1054013503375844,-70.0159420289855,-0.08550724637681159
ザシティ,20250101,kakuban_bin,861-870,8,17127,-6494,-811.75,0.125,0.125,0.04465528839384885,-2.4358589647411852,-834.9326086956522,-0.12717391304347825
ザシティ,20250101,kakuban_bin,871-880,10,20662,1423,142.3,0.4,0.3,0.05387210654485344,0.5337584396099024,119.11739130434783,0.04782608695652174
ザシティ,20250101,kakuban_bin,881-890,8,32039,6753,844.125,0.5,0.375,0.08353539936068917,2.533008252063016,820.9423913043478,0.12282608695652175
ザシティ,20250101,machine_category,at_smart,25,76071,16142,645.68,0.48,0.4,0.19834019054174554,6.054763690922731,622.4973913043477,0.14782608695652177
ザシティ,20250101,machine_category,hana_oki,1,6792,293,293.0,1.0,0.0,0.017708805907106988,0.10990247561890473,269.81739130434784,-0.25217391304347825
ザシティ,20250101,machine_category,juggler,45,197398,-13504,-300.0888888888889,0.26666666666666666,0.15555555555555556,0.5146765118449802,-5.0652663165791445,-323.27149758454107,-0.09661835748792269
ザシティ,20250101,machine_category,other,44,103277,-265,-6.0227272727272725,0.36363636363636365,0.2727272727272727,0.2692744917061673,-0.09939984996249063,-29.205335968379448,0.02055335968379446
ザシティ,20250101,machine_name,Re:ゼロから始める異世界生活 season2,2,2587,3274,1637.0,0.5,0.5,0.006745094358316516,1.2280570142535634,1613.817391304348,0.24782608695652175
ザシティ,20250101,machine_name,ToLOVEるダークネス,2,6080,1847,923.5,0.5,0.5,0.015852405759012145,0.6927981995498874,900.3173913043478,0.24782608695652175
ザシティ,20250101,machine_name,かぐや様は告らせたい,3,10575,2582,860.6666666666666,0.6666666666666666,0.6666666666666666,0.027572235345650235,0.9684921230307577,837.4840579710144,0.4144927536231884
ザシティ,20250101,machine_name,からくりサーカス,2,4745,1349,674.5,0.5,0.5,0.012371655481334313,0.5060015003750937,651.3173913043478,0.24782608695652175
ザシティ,20250101,machine_name,にゃんこ大戦争 BIGBANG,1,1665,5207,5207.0,1.0,1.0,0.004341160458676846,1.95311327831958,5183.817391304347,0.7478260869565218
ザシティ,20250101,machine_name,アイムジャグラーEX-TP,5,20462,-1916,-383.2,0.2,0.2,0.05335064582909647,-0.7186796699174793,-406.38260869565215,-0.05217391304347824
ザシティ,20250101,machine_name,ウルトラミラクルジャグラー,3,17431,-3717,-1239.0,0.3333333333333333,0.0,0.04544790868179946,-1.3942235558889722,-1262.182608695652,-0.25217391304347825
ザシティ,20250101,machine_name,ケロット4,1,5497,375,375.0,1.0,0.0,0.014332347772580552,0.1406601650412603,351.81739130434784,-0.25217391304347825
ザシティ,20250101,machine_name,ゲゲゲの鬼太郎 覚醒,1,3408,-1684,-1684.0,0.0,0.0,0.008885690596498913,-0.6316579144786196,-1707.182608695652,-0.25217391304347825
ザシティ,20250101,machine_name,ゴジラ対エヴァンゲリオン,1,969,1441,1441.0,1.0,1.0,0.0025264771678425607,0.540510127531883,1417.817391304348,0.7478260869565218
ザシティ,20250101,machine_name,ゴッドイーター リザレクション,3,7956,-1691,-563.6666666666666,0.3333333333333333,0.3333333333333333,0.020743707272812602,-0.6342835708927231,-586.8492753623188,0.08115942028985507
ザシティ,20250101,machine_name,ゴーゴージャグラー3,14,62810,1665,118.92857142857143,0.35714285714285715,0.2857142857142857,0.16376473778347908,0.6245311327831958,95.74596273291925,0.03354037267080745
ザシティ,20250101,machine_name,ジャグラーガールズ,3,9955,-2768,-922.6666666666666,0.0,0.0,0.025955707126803604,-1.0382595648912227,-945.8492753623188,-0.25217391304347825
ザシティ,20250101,machine_name,スマスロ北斗の拳,4,23584,11086,2771.5,1.0,0.75,0.0614906476020629,4.158289572393098,2748.317391304348,0.49782608695652175
ザシティ,20250101,machine_name,スマスロ炎炎ノ消防隊,1,1557,91,91.0,1.0,0.0,0.004059571672168077,0.034133533383345835,67.81739130434782,-0.25217391304347825
ザシティ,20250101,machine_name,ソードアート・オンライン,1,1095,-1017,-1017.0,0.0,0.0,0.002854997418769457,-0.38147036759189795,-1040.182608695652,-0.25217391304347825
ザシティ,20250101,machine_name,ダンベル何キロ持てる？,4,9583,-1111,-277.75,0.25,0.25,0.024985790195495624,-0.4167291822955739,-300.93260869565216,-0.0021739130434782483
ザシティ,20250101,machine_name,チバリヨ2,2,5129,-5590,-2795.0,0.0,0.0,0.013372860055587712,-2.096774193548387,-2818.182608695652,-0.25217391304347825
ザシティ,20250101,machine_name,ディスクアップ2,2,5415,459,229.5,1.0,0.5,0.014118548879120191,0.17216804201050262,206.31739130434784,0.24782608695652175
ザシティ,20250101,machine_name,ハッピージャグラーVIII,4,15838,-1862,-465.5,0.0,0.0,0.041294474080795125,-0.6984246061515379,-488.68260869565216,-0.25217391304347825
ザシティ,20250101,machine_name,バンドリ！,2,3036,-2370,-1185.0,0.0,0.0,0.007915773665190933,-0.8889722430607652,-1208.182608695652,-0.25217391304347825
ザシティ,20250101,machine_name,バーサスリヴァイズ,1,2456,-1516,-1516.0,0.0,0.0,0.006403537589495695,-0.568642160540135,-1539.182608695652,-0.25217391304347825
ザシティ,20250101,machine_name,ファンキージャグラー2,3,9876,-2543,-847.6666666666666,0.0,0.0,0.025749730144079597,-0.9538634658664666,-870.8492753623188,-0.25217391304347825
ザシティ,20250101,machine_name,マイジャグラーV,10,47008,-889,-88.9,0.5,0.2,0.12256412663152022,-0.3334583645911478,-112.08260869565218,-0.05217391304347824
ザシティ,20250101,machine_name,マッピー,1,2173,-10,-10.0,0.0,0.0,0.005665670676699571,-0.0037509377344336083,-33.18260869565218,-0.25217391304347825
