hall,machine_name,full_range,full_n,full_kruskal_p,full_effect_size,full_top_dd,recent_range,recent_n,recent_kruskal_p,recent_effect_size,recent_top_dd,n_common_dd_levels,spearman_rho,spearman_p,verdict,note
レイトギャップ,アイムジャグラーEX-TP,2025-03-20~2026-07-04,10248,7.530531599748427e-36,0.02117943295520856,19,2026-05-06~2026-07-04,228,0.0122829274889535,0.10128492497505148,21,29,-0.030049261083743836,0.8770287826136491,recent_drift,
レイトギャップ,ウルトラミラクルジャグラー,2025-03-20~2026-07-04,1496,0.0464559795022606,0.00964211670168976,30,2026-05-06~2026-07-04,181,0.4334721973556531,0.0033456275067004796,27,22,0.2930547713156409,0.18563736889409577,no_signal,
レイトギャップ,ゴーゴージャグラー3,2025-03-20~2026-07-04,5440,0.06291237075970656,0.0023383358220479588,19,2026-05-06~2026-07-04,711,0.006217459648297527,0.03354722087164511,18,31,0.5560483870967743,0.0011623975171298569,recent_drift,
レイトギャップ,ジャグラーガールズ,2025-03-20~2026-07-04,1534,0.2928049868438973,0.0024646576817984947,17,2026-05-06~2026-07-04,186,0.01704068907264787,0.1191400479994434,17,27,0.16178266178266176,0.420127072582745,recent_drift,
レイトギャップ,ネオアイムジャグラーEX,2025-10-06~2026-07-04,7963,2.4315463592843566e-23,0.01892377960297005,19,2026-05-06~2026-07-04,1981,2.3621705673335203e-08,0.03226166675542982,22,31,0.35564516129032264,0.04958732291684792,recent_drift,
レイトギャップ,ハッピージャグラーVIII,2025-03-20~2026-07-04,2121,0.013255007128723984,0.00943600639162636,21,2026-05-06~2026-07-04,264,0.45259257255480656,0.0009809243122183193,20,29,0.36108374384236447,0.054297234225273605,no_signal,
レイトギャップ,ファンキージャグラー2,2025-03-20~2026-07-04,4231,0.02021786348813684,0.004265376388600934,5,2026-05-06~2026-07-04,511,0.0017544939509047913,0.057610493965319295,5,31,0.18911290322580646,0.3082514424532382,recent_drift,
レイトギャップ,マイジャグラーV,2025-03-20~2026-07-04,2318,0.06263810260390643,0.005539918502805915,30,2026-05-06~2026-07-04,286,0.012082164765936194,0.0786272559077089,31,30,0.5799777530589544,0.0007814168616554107,recent_drift,
