hall,machine_name,period,dd,n,rb_rate_pooled,rb_rate_mean
金時,アイムジャグラーEX-TP,full,1,62,0.0031868890454712913,0.0030519032258064516
金時,アイムジャグラーEX-TP,full,2,64,0.002968761949788293,0.0028333125
金時,アイムジャグラーEX-TP,full,3,60,0.00295429077430629,0.0028604
金時,アイムジャグラーEX-TP,full,4,51,0.0031941322607358332,0.00313321568627451
金時,アイムジャグラーEX-TP,full,5,87,0.003177545346220045,0.003021735632183908
金時,アイムジャグラーEX-TP,full,6,65,0.0031715901184195417,0.0030216615384615385
金時,アイムジャグラーEX-TP,full,7,62,0.0030487460620363368,0.002938096774193548
金時,アイムジャグラーEX-TP,full,8,61,0.0030625302351711117,0.0029161803278688523
金時,アイムジャグラーEX-TP,full,9,58,0.003247102937950017,0.0031164827586206896
金時,アイムジャグラーEX-TP,full,10,55,0.0029967409330801963,0.0028836181818181817
金時,アイムジャグラーEX-TP,full,11,63,0.0030773483878477476,0.0029952222222222225
金時,アイムジャグラーEX-TP,full,12,63,0.002976190476190476,0.0028530634920634922
金時,アイムジャグラーEX-TP,full,13,59,0.003168324586825409,0.0029602033898305084
金時,アイムジャグラーEX-TP,full,14,59,0.0032791339162066193,0.0031481864406779658
金時,アイムジャグラーEX-TP,full,15,79,0.0030914683124497974,0.0029519493670886075
金時,アイムジャグラーEX-TP,full,16,57,0.0031733191152948097,0.0031059473684210527
金時,アイムジャグラーEX-TP,full,17,49,0.0029917321859019128,0.002911387755102041
金時,アイムジャグラーEX-TP,full,18,58,0.0031028987161439508,0.003019258620689655
金時,アイムジャグラーEX-TP,full,19,52,0.0030682481570146578,0.002908769230769231
金時,アイムジャグラーEX-TP,full,20,83,0.0029322727793026355,0.0028299277108433736
金時,アイムジャグラーEX-TP,full,21,52,0.0029503956314385535,0.002752
金時,アイムジャグラーEX-TP,full,22,56,0.0031536708493337673,0.0030521249999999997
金時,アイムジャグラーEX-TP,full,23,58,0.002962201701754651,0.002860224137931035
金時,アイムジャグラーEX-TP,full,24,57,0.0031420748788537965,0.0030372280701754387
金時,アイムジャグラーEX-TP,full,25,73,0.003197172426406839,0.0031044109589041095
金時,アイムジャグラーEX-TP,full,26,62,0.002815957594991511,0.0027191612903225805
金時,アイムジャグラーEX-TP,full,27,50,0.0031005046708901533,0.00300768
金時,アイムジャグラーEX-TP,full,28,45,0.0030540501295160827,0.0030393555555555556
金時,アイムジャグラーEX-TP,full,29,49,0.003102859538098208,0.0030356326530612244
金時,アイムジャグラーEX-TP,full,30,53,0.003111398331742683,0.0030247735849056605
金時,アイムジャグラーEX-TP,full,31,32,0.0031874347254058893,0.0031175625
金時,アイムジャグラーEX-TP,recent60d,1,6,0.0023484201537147735,0.0022868333333333334
金時,アイムジャグラーEX-TP,recent60d,2,7,0.0029813664596273293,0.0026564285714285713
金時,アイムジャグラーEX-TP,recent60d,3,9,0.003363453815261044,0.003286222222222222
金時,アイムジャグラーEX-TP,recent60d,4,6,0.003116716670064956,0.0030518333333333335
