date,year,month,day,source,is_event_day,is_grand_opening,kamata7_diff,kamata7_weekday_strategy,kamata7_full_half,kamata1_diff,kamata1_weekday_strategy,kamata1_full_half,kamata7_content,kamata1_content
20260325,2026,3,25,poco,0,0,7700.0,仕掛け不明,,5600.0,末尾→末尾1・7のハーフ,SBJ,仕掛け不明,末尾→末尾1・7のハーフ、全→SBJ
20260326,2026,3,26,poco,0,0,38200.0,,天膳、新鬼3、かぐや様、ToLOVEる他,,- / 全→不明、ニブ→北斗転生、新鬼3、モンハンライズ他,,全→天膳、ニブ→新鬼3、かぐや様、ToLOVEる他,- / 全→不明、ニブ→北斗転生、新鬼3、モンハンライズ他
20260327,2026,3,27,poco,1,0,50100.0,,北斗転生、ハッピー、ガルパン、グランベルム,21100.0,,からくり、ヴヴヴ2、モンハンライズ,全→北斗転生、ハッピー、ガルパン、グランベルム,全→からくり、ニブ→ヴヴヴ2、モンハンライズ
20260328,2026,3,28,poco,0,0,224100.0,並び→末尾6・0絡み,ヴヴヴ2他,54400.0,並び→末尾3絡み,からくり,並び→末尾6・0絡み、全→ヴヴヴ2他,並び→末尾3絡み、全→からくり
20260329,2026,3,29,poco,0,0,,- / 機種イチ以上,ToLOVEる,,- / 全→サンダー、クレアBT,,- / 機種イチ以上、全→ToLOVEる,- / 全→サンダー、クレアBT
20260330,2026,3,30,poco,1,0,192000.0,,ガールズ、アズレン、超電磁砲2、ガルパン、L炎炎、プリズムナナ、グランベルム,32300.0,,いざ番長、からくり、ガールズ、ミスター、モンスターハンターライズ,全→ガールズ、アズレン、超電磁砲2、ガルパン、L炎炎、プリズムナナ、グランベルム,全→いざ番長、からくり、ガールズ、ミスター、ニブイチ→モンスターハンターライズ
20260331,2026,3,31,poco,1,0,31200.0,,からくり、シャーマン、他サミー系多数,26300.0,,鉄拳6、北斗転生、モンハンライズ,全→からくり、シャーマン、他サミー系多数,全→鉄拳6、ニブ→北斗転生、モンハンライズ
20260401,2026,4,1,poco,1,0,182500.0,,ファンキー、新鬼武者3,68700.0,,無職転生、モンキー、マギレコ、L炎炎2,全→ファンキー、新鬼武者3,全→無職転生、ニブ→モンキー、マギレコ、L炎炎2
20260402,2026,4,2,poco,0,0,155800.0,,旧北斗、ヴヴヴ2、新鬼3、乙女4、SBJ,,- / 全→不明、ニブ→北斗転生、東京喰種、東リベ,,全→旧北斗、ニブ→ヴヴヴ2、新鬼3、乙女4、SBJ,- / 全→不明、ニブ→北斗転生、東京喰種、東リベ
20260403,2026,4,3,poco,0,0,85800.0,,からくり、Lハナビ、天膳,,- / 全→不明、ニブ→東京喰種,,全→からくり、Lハナビ、天膳,- / 全→不明、ニブ→東京喰種
20260404,2026,4,4,poco,1,0,241900.0,東日本合同・末尾ゾロ目,銭形5,7200.0,東日本合同・末尾ゾロ目,アズレン、ヴヴヴ2他,東日本合同・末尾ゾロ目、全→銭形5、他多数,東日本合同・末尾ゾロ目、全→アズレン、ニブ→ヴヴヴ2他
20260405,2026,4,5,poco,0,0,23400.0,,ウルミラ,21900.0,,吉宗、ファンキー、キンハナ他多数,全→ウルミラ,全→吉宗、ニブ→ファンキー、キンハナ他多数
20260406,2026,4,6,poco,0,0,51700.0,列仕掛け(死体蹴り),ToLOVEる,,- / 列仕掛け(ニブ),サンダー,列仕掛け(死体蹴り)、全→ToLOVEる,- / 列仕掛け(ニブ)、全→サンダー
20260407,2026,4,7,poco,1,0,129000.0,,新鬼武者3、SBJ,,- / 全→戦国乙女4、ニブ→北斗転生、カバネリ他,,全→新鬼武者3、SBJ,- / 全→戦国乙女4、ニブ→北斗転生、カバネリ他
20260408,2026,4,8,poco,0,0,149600.0,末尾2と7(ハーフ),モンハンライズ,22600.0,末尾0と6(ハーフ),鉄拳5,末尾2と7(ハーフ)、全→モンハンライズ,末尾0と6(ハーフ)、全→鉄拳5
20260409,2026,4,9,poco,0,0,11200.0,,いざ審判、シャーマン、プリズムナナ、東リベ他,21800.0,,モンハンライズ、アズレン、キンハナ他,全→いざ審判、シャーマン、プリズムナナ、ニブ→東リベ他,全→モンハンライズ、アズレン、ニブ→キンハナ他
20260410,2026,4,10,poco,0,0,54400.0,,無職転生,,- / 全→SBJ,,全→無職転生,- / 全→SBJ
20260411,2026,4,11,poco,1,0,192400.0,,東リベ、いざ審判,83900.0,,からくり、ウルミラ、新鬼3、SBJ、ヴヴヴ2他,全→東リベ、いざ審判,全→からくり、ウルミラ、新鬼3、SBJ、ニブ→ヴヴヴ2他
20260412,2026,4,12,poco,0,0,131000.0,,初代ヴヴヴ,18900.0,,吉宗、シェイクBT,全→初代ヴヴヴ,全→吉宗、シェイクBT
20260413,2026,4,13,poco,0,0,,- / 列仕掛け(マギレコ、北斗、喰種),Sカバネリ,,- / 列仕掛け(ToLOVEる〜SBJ),不明,- / 列仕掛け(マギレコ、北斗、喰種)、全→Sカバネリ,- / 列仕掛け(ToLOVEる〜SBJ)、全→不明
20260414,2026,4,14,poco,0,0,75500.0,角仕掛け,L炎炎2,73700.0,角仕掛け,不明,角仕掛け、全→L炎炎2,角仕掛け、全→不明
20260415,2026,4,15,poco,0,0,48900.0,末尾0と5(ハーフ),かぐや様,,- / 末尾3と7(ハーフ),不明,末尾0と5(ハーフ)、全→かぐや様,- / 末尾3と7(ハーフ)、全→不明
20260416,2026,4,16,poco,0,0,,- / 全→ガールズ、ニブ→無職転生、SAO,,,- / 全→不明、ニブ→ヴヴヴ2、東京喰種他,,- / 全→ガールズ、ニブ→無職転生、SAO,- / 全→不明、ニブ→ヴヴヴ2、東京喰種他
20260417,2026,4,17,poco,1,0,,- / 全→キンハナ,,,- / 全→化物語、ニブ→北斗転生、ヴヴヴ2,,- / 全→キンハナ,- / 全→化物語、ニブ→北斗転生、ヴヴヴ2
20260418,2026,4,18,poco,0,0,117900.0,3台並び,防振り,,- / 3台並び,SAO,3台並び、全→防振り,- / 3台並び、全→SAO
20260419,2026,4,19,poco,0,0,28300.0,,ガールズ,80200.0,,天膳、Lカバネリ,全→ガールズ,全→天膳、ニブ→Lカバネリ
20260420,2026,4,20,poco,0,0,49500.0,列仕掛け,ToLOVEる、SAO、鉄拳5,,- / 列仕掛け,SBJ、ハナハナ天膳、東京喰種,列仕掛け、全→ToLOVEる、SAO、鉄拳5,- / 列仕掛け、全→SBJ、ハナハナ天膳、ニブ→東京喰種
20260421,2026,4,21,poco,1,0,62600.0,,無職転生、からくり,,- / 全→アズレン、ニブ→ヴヴヴ2他,,全→無職転生、からくり,- / 全→アズレン、ニブ→ヴヴヴ2他
20260422,2026,4,22,poco,1,0,33700.0,,シャーマン,27000.0,,不明、モンキー、モンハン、L炎炎2他,全→シャーマン,全→不明、ニブ→モンキー、モンハン、L炎炎2他
20260423,2026,4,23,poco,0,0,,- / 全→Sカバネリ、シェイクBT、グランベルム、ニブ→多数,,,- / 全→不明、ニブ→キンハナ、L炎炎2他,,- / 全→Sカバネリ、シェイクBT、グランベルム、ニブ→多数,- / 全→不明、ニブ→キンハナ、L炎炎2他
20260424,2026,4,24,poco,0,0,,- / 全→からくり,,3100.0,,ガールズ、ToLOVEる,- / 全→からくり,全→ガールズ、ToLOVEる
20260425,2026,4,25,poco,0,0,36200.0,3台並び,ヴヴヴ2,11200.0,3台並び,ハッピー,3台並び、全→ヴヴヴ2,3台並び、全→ハッピー
20260426,2026,4,26,poco,0,0,188600.0,,アズレン、ウルミラ,93300.0,,ゴージャグ、ヨルムンガンド、多数,全→アズレン、ウルミラ,全→ゴージャグ、ヨルムンガンド、ニブ→多数
20260427,2026,4,27,poco,1,0,121800.0,,かぐや様、いざ審判、シェイクBT、グランベルム,21500.0,,マギレコ、東京喰種、北斗転生,全→かぐや様、いざ審判、シェイクBT、グランベルム,全→マギレコ、ニブ→東京喰種、北斗転生
20260428,2026,4,28,poco,0,0,55100.0,角仕掛け,攻殻機動隊,,- / 角仕掛け,無職転生、ヴヴヴ2,角仕掛け、全→攻殻機動隊,- / 角仕掛け、全→無職転生、ニブ→ヴヴヴ2
20260429,2026,4,29,poco,0,0,,- / 末尾4と9(ニブ),エウレカ、攻殻機動隊,37400.0,末尾5と8(ニブ),SAO、Sカバネリ、多数,- / 末尾4と9(ニブ)、全→エウレカ、攻殻機動隊,末尾5と8(ニブ)、全→SAO、Sカバネリ、ニブ→多数
20260430,2026,4,30,poco,1,0,169300.0,,ゴージャグ、初代ヴヴヴ、無職転生,153400.0,,ファンキー、モンハンライズ,全→ゴージャグ、初代ヴヴヴ、無職転生、他多数,全→ファンキー、モンハンライズ、他多数
20260501,2026,5,1,poco,1,0,204400.0,,東リベ、L炎炎2,55300.0,,ファンキー、アズレン、北斗転生,全→東リベ、L炎炎2,全→ファンキー、アズレン、ニブ→北斗転生
20260502,2026,5,2,poco,0,0,276500.0,並び→末尾不明,Lカバネリ,74300.0,並び→末尾5絡み,Lカバネリ,並び→末尾不明、全→Lカバネリ,並び→末尾5絡み、全→Lカバネリ、他多数ニブ
20260503,2026,5,3,poco,0,0,,- / 機種イチ以上,ハッピー,200.0,機種イチ以上,いざ審判,- / 機種イチ以上、全→ハッピー,機種イチ以上、全→いざ審判、他多数ニブ
20260504,2026,5,4,poco,0,0,,- / 列→モンキー,ミスター,,- / 列→モンハン〜GE、モンキー〜ステライト、他多数ニブ,,- / 列→モンキー、全→ミスター,- / 列→モンハン〜GE、モンキー〜ステライト、他多数ニブ
20260505,2026,5,5,poco,1,0,286500.0,末尾ゾロ目,モンキー,,- / 末尾ゾロ目,旧北斗、新鬼3、東リベ,末尾ゾロ目、全→モンキー,- / 末尾ゾロ目、全→旧北斗、ニブ→新鬼3、東リベ
20260506,2026,5,6,poco,0,0,,- / 末尾→1、6,ガールズ,1200.0,末尾→6、9,キンハナ,- / 末尾→1、6、全→ガールズ,末尾→6、9、全→キンハナ
20260507,2026,5,7,poco,1,0,93800.0,,東京喰種,57600.0,,SBJ,全→東京喰種,全→SBJ
20260508,2026,5,8,poco,0,0,100900.0,列イチ以上,モンハンライズ,,- / 列イチ以上,防振り,列イチ以上、全→モンハンライズ,- / 列イチ以上、全→防振り
20260509,2026,5,9,poco,0,0,47800.0,並び,ファンキー,,- / 並び→末尾0or5絡み,ハッピー,並び、全→ファンキー,- / 並び→末尾0or5絡み、全→ハッピー
20260510,2026,5,10,poco,0,0,124300.0,機種イチ以上,東リベ,,- / 機種イチ以上,ミスター、うみねこ,機種イチ以上、全→東リベ,- / 機種イチ以上、全→ミスター、うみねこ
20260511,2026,5,11,poco,1,0,,- / 全→戦国乙女4、防振り,,207800.0,,北斗転生、ヨルムンガンド,- / 全→戦国乙女4、防振り,全→北斗転生、ヨルムンガンド
20260512,2026,5,12,poco,0,0,79000.0,角→角9(AT)角6(ノーマル),旧北斗,16300.0,角→角9,防振り,角→角9(AT)角6(ノーマル)、全→旧北斗,角→角9、全→防振り
20260513,2026,5,13,poco,0,0,11000.0,末尾→末尾0(AT)末尾5(ノーマル),ステライト,,- / 末尾→1、2,ガールズ、SAO,末尾→末尾0(AT)末尾5(ノーマル)、全→ステライト,- / 末尾→1、2、全→ガールズ、SAO
20260514,2026,5,14,poco,0,0,95700.0,,からくり、北斗転生、SAO,12100.0,,吉宗、ミリオンゴッド‐神々の軌跡‐、モンハン、天膳,全→からくり、ニブ→北斗転生、SAO,全→吉宗、ニブ→ミリオンゴッド‐神々の軌跡‐、モンハン、天膳
20260515,2026,5,15,poco,0,0,,- / 列イチ以上,キンハナ,47400.0,列イチ以上,ToLOVEる,- / 列イチ以上、全→キンハナ,列イチ以上、全→ToLOVEる
20260516,2026,5,16,poco,0,0,177000.0,並び→末尾2or5絡み,ゴージャグ,,- / 並び→末尾1or5絡み,ToLOVEる,並び→末尾2or5絡み、全→ゴージャグ,- / 並び→末尾1or5絡み、全→ToLOVEる
20260517,2026,5,17,poco,1,0,260500.0,,ネオアイム、北斗転生,,- / 全→ゴージャグ,,全→ネオアイム、北斗転生,- / 全→ゴージャグ
20260518,2026,5,18,poco,0,0,52400.0,列→Lカバネリ、東京喰種,無職転生,,- / 列→東京喰種,モンハンライズ,列→Lカバネリ、東京喰種、全→無職転生,- / 列→東京喰種、全→モンハンライズ
20260519,2026,5,19,poco,0,0,136300.0,角→角3(AT)角8(ノーマル),モンハンライズ,22900.0,角→角8,戦国乙女4,角→角3(AT)角8(ノーマル)、全→モンハンライズ,角→角8、全→戦国乙女4
20260520,2026,5,20,poco,0,0,118900.0,末尾→末尾9(AT)末尾4(ノーマル),不明,25000.0,末尾→3、8,戦国乙女4,末尾→末尾9(AT)末尾4(ノーマル)、全→不明,末尾→3、8、全→戦国乙女4
20260521,2026,5,21,poco,1,0,175500.0,,不明,,- / 全→SBJ,,全→不明,- / 全→SBJ
20260522,2026,5,22,poco,1,0,60700.0,,創業日・ゾロ目,37900.0,,Lカバネリ,全→不明（創業日・ゾロ目）,全→Lカバネリ
20260523,2026,5,23,poco,0,0,,- / 並び,ウルミラ,109200.0,並び→末尾5絡み,SBJ、乙女4,- / 並び、全→ウルミラ,並び→末尾5絡み、全→SBJ、乙女4、他多数
20260524,2026,5,24,poco,0,0,247300.0,機種イチ以上,アズレン,10800.0,機種イチ以上,Lカバネリ,機種イチ以上、全→アズレン,機種イチ以上、全→Lカバネリ
20260525,2026,5,25,poco,0,0,13700.0,列→マギレコ、化物語、北斗転生、他,かぐや様,9900.0,列→モンハン〜GE、東京喰種,不明,列→マギレコ、化物語、北斗転生、他、全→かぐや様,列→モンハン〜GE、東京喰種、全→不明
20260526,2026,5,26,poco,0,0,70600.0,角→角4(AT)角6(ノーマル),ハッピー他,20000.0,角→角6,不明,角→角4(AT)角6(ノーマル)、全→ハッピー他,角→角6、全→不明
20260527,2026,5,27,poco,1,0,57200.0,,アズレン、からくり、バーサス他,6000.0,,鉄拳6、シャーマン,全→アズレン、からくり、バーサス他,全→鉄拳6、シャーマン
20260528,2026,5,28,poco,0,0,10700.0,,Sこのすば、ヴヴ2、新鬼3、からくり,,- / 全→不明、ニブ→東京喰種、からくり他,,全→Sこのすば、ニブ→ヴヴ2、新鬼3、からくり,- / 全→不明、ニブ→東京喰種、からくり他
20260529,2026,5,29,poco,0,0,48200.0,列イチ以上,不明,1100.0,列イチ以上,不明,列イチ以上、全→不明,列イチ以上、全→不明
20260530,2026,5,30,poco,1,0,362000.0,,マイジャグ、新鬼武者3,79300.0,,化物語、からくり、乙女4,全→マイジャグ、新鬼武者3,全→化物語、からくり、乙女4、他多数
20260531,2026,5,31,poco,1,0,,- / 全→からくり,,,- / 全→化物語、ミスター,,- / 全→からくり,- / 全→化物語、ミスター
