variant,window,event_type,avg_diff,avg_diff_other,avg_diff_vs_other,win_rate,payout_rate,hit@10,hit@20,hit@50,lift@10,lift@20,lift@50,hit_t2500,hit_t3500,hit_t4500,lift_t2500,lift_t3500,lift_t4500,n_test_days
v6a_hit_an,90,all,170.4124513618677,119.53787914303128,50.87457221883644,38.75486381322957,99.9787353783306,0.8715953307392996,1.6692607003891051,4.373540856031128,1.2446381322957198,1.1918521400778213,1.2490832684824904,7.821011673151751,5.680933852140078,4.046692607003891,1.1466225641684515,1.248590823007109,1.2654145421265621,257
v6a_hit_an,90,event,229.52941176470588,149.55262225372076,79.97678951098511,41.3235294117647,101.01239075982079,0.8382352941176471,1.6764705882352942,4.617647058823529,1.1970000000000003,1.1970000000000003,1.3188,9.014705882352942,6.544117647058823,4.794117647058823,1.1661340341278772,1.2667795723558175,1.3131659861840967,68
v6a_hit_an,90,non_event,149.14285714285714,108.73892394976733,40.40393319308982,37.83068783068783,99.60683820403784,0.8835978835978836,1.6666666666666667,4.285714285714286,1.2617777777777779,1.1900000000000002,1.224,7.391534391534392,5.37037037037037,3.7777777777777777,1.13960256439469,1.242046722712336,1.248234128391576,189
v9b_blend_05,90,all,165.68093385214007,119.89416811213727,45.786765740002814,38.89494163424124,100.03113782949251,0.8754863813229572,1.727626459143969,4.377431906614786,1.2501945525291829,1.2335252918287938,1.2501945525291829,7.750972762645914,5.680933852140078,4.081712062256809,1.132677220663201,1.2433320945180142,1.26753809725497,257
v9b_blend_05,90,event,157.47058823529412,154.97873848334513,2.4918497519489726,40.05882352941177,100.3988280058687,0.8382352941176471,1.7352941176470589,4.367647058823529,1.1970000000000003,1.239,1.2474,8.544117647058824,6.220588235294118,4.573529411764706,1.1073287739591773,1.200070327944505,1.2460977422690038,68
v9b_blend_05,90,non_event,168.63492063492063,107.27114808440109,61.36377255051954,38.476190476190474,99.89884718402384,0.8888888888888888,1.7248677248677249,4.380952380952381,1.2693333333333334,1.2315555555555557,1.2512,7.465608465608466,5.4867724867724865,3.9047619047619047,1.1417972967260241,1.258897174555044,1.2752520874086508,189
v9c_percentile,90,all,199.81322957198444,117.32396512118514,82.4892644507993,39.53307392996109,99.26469335930038,0.5252918287937743,1.1634241245136188,3.2217898832684826,0.7501167315175098,0.8306848249027238,0.9201431906614785,6.525291828793774,4.373540856031128,3.0,0.9553292138515781,0.956413328080987,0.9344419828318727,257
v9c_percentile,90,event,232.41176470588235,149.33557760453579,83.07618710134656,40.76470588235294,99.98618260596646,0.6029411764705882,1.25,3.176470588235294,0.8610000000000001,0.8925000000000002,0.9072000000000001,7.367647058823529,4.9411764705882355,3.4558823529411766,0.9520847862328132,0.9471866195842996,0.9367086304249239,68
v9c_percentile,90,non_event,188.08465608465607,105.80655957161981,82.27809651303627,39.08994708994709,99.00510992663746,0.4973544973544973,1.1322751322751323,3.238095238095238,0.7102222222222224,0.8084444444444445,0.9248000000000001,6.222222222222222,4.169312169312169,2.835978835978836,0.9564965211429856,0.9597329903972555,0.9336264694121507,189
