index,segment,avg_diff,avg_diff_other,win_rate,payout_rate,avg_diff_vs_other,hit@10,lift@10,hit@20,lift@20,hit@50,lift@50,hit_t2500,lift_t2500,hit_t3500,lift_t3500,hit_t4500,lift_t4500,test_date,variant,window,event_type,selection
0,2F_L_N,238.0,-137.04819277108433,40.0,100.49959245117348,375.04819277108436,1.0,1.4280000000000002,3.0,2.1420000000000003,7.0,1.9992,12.0,1.7136,7.0,1.8511111111111112,6.0,2.3156756756756756,2025-12-29,v9b_blend_05,90,non_event,top50
1,2F_R_N,-130.0,-109.33734939759036,36.0,97.09048825818849,-20.66265060240964,2.0,2.8560000000000003,3.0,2.1420000000000003,5.0,1.428,10.0,1.428,6.0,1.5866666666666667,4.0,1.5437837837837838,2025-12-29,v9b_blend_05,90,non_event,top50
2,3F_L_A,248.0,-137.8012048192771,50.0,99.50139520288522,385.80120481927713,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4284,0.0,0.0,0.0,0.0,2025-12-29,v9b_blend_05,90,non_event,top50
3,3F_L_N,-916.0,-50.15060240963855,30.0,93.92529535129319,-865.8493975903615,1.0,1.4280000000000002,2.0,1.4280000000000002,3.0,0.8568,8.0,1.1424,3.0,0.7933333333333333,2.0,0.7718918918918919,2025-12-29,v9b_blend_05,90,non_event,top50
4,3F_R_A,244.0,-137.5,40.0,98.12743260935773,381.5,0.0,0.0,0.0,0.0,1.0,0.2856,5.0,0.714,1.0,0.2644444444444444,0.0,0.0,2025-12-29,v9b_blend_05,90,non_event,top50
5,3F_R_N,-442.0,-85.8433734939759,28.000000000000004,95.22030958869529,-356.1566265060241,2.0,2.8560000000000003,2.0,1.4280000000000002,7.0,1.9992,11.0,1.5708,8.0,2.1155555555555554,6.0,2.3156756756756756,2025-12-29,v9b_blend_05,90,non_event,top50
0,2F_L_N,-600.0,-73.94578313253012,30.0,94.13803536139885,-526.0542168674699,1.0,1.4280000000000002,2.0,1.4280000000000002,4.0,1.1424,7.0,0.9996,4.0,1.0577777777777777,3.0,1.1578378378378378,2025-12-29,v9b_blend_05,90,non_event,bottom50
1,2F_R_N,168.0,-131.77710843373495,46.0,101.39840037300111,299.77710843373495,1.0,1.4280000000000002,1.0,0.7140000000000001,3.0,0.8568,6.0,0.8568,3.0,0.7933333333333333,2.0,0.7718918918918919,2025-12-29,v9b_blend_05,90,non_event,bottom50
2,3F_L_A,52.0,-123.0421686746988,44.0,98.01575089772892,175.04216867469881,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2856,1.0,0.2644444444444444,0.0,0.0,2025-12-29,v9b_blend_05,90,non_event,bottom50
3,3F_L_N,-6.0,-118.67469879518072,48.0,99.244748927996,112.67469879518072,0.0,0.0,1.0,0.7140000000000001,3.0,0.8568,10.0,1.428,3.0,0.7933333333333333,2.0,0.7718918918918919,2025-12-29,v9b_blend_05,90,non_event,bottom50
4,3F_R_A,246.0,-137.65060240963857,44.0,98.59150817232985,383.65060240963857,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4284,1.0,0.2644444444444444,0.0,0.0,2025-12-29,v9b_blend_05,90,non_event,bottom50
5,3F_R_N,-376.0,-90.8132530120482,36.0,103.61745615622547,-285.1867469879518,1.0,1.4280000000000002,2.0,1.4280000000000002,6.0,1.7136,10.0,1.428,7.0,1.8511111111111112,5.0,1.9297297297297296,2025-12-29,v9b_blend_05,90,non_event,bottom50
0,2F_L_N,238.0,-137.04819277108433,40.0,100.49959245117347,375.04819277108436,1.0,1.4280000000000002,3.0,2.1420000000000003,7.0,1.9992,12.0,1.7136,7.0,1.8511111111111112,6.0,2.3156756756756756,2025-12-29,v9c_percentile,90,non_event,top50
1,2F_R_N,-440.0,-85.99397590361446,32.0,95.37121572082572,-354.00602409638554,0.0,0.0,1.0,0.7140000000000001,3.0,0.8568,8.0,1.1424,4.0,1.0577777777777777,1.0,0.38594594594594595,2025-12-29,v9c_percentile,90,non_event,top50
2,3F_L_A,184.0,-132.98192771084337,50.0,99.19769847796235,316.98192771084337,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4284,0.0,0.0,0.0,0.0,2025-12-29,v9c_percentile,90,non_event,top50
3,3F_L_N,-916.0,-50.15060240963855,30.0,93.92529535129319,-865.8493975903615,1.0,1.4280000000000002,2.0,1.4280000000000002,3.0,0.8568,8.0,1.1424,3.0,0.7933333333333333,2.0,0.7718918918918919,2025-12-29,v9c_percentile,90,non_event,top50
4,3F_R_A,352.0,-145.63253012048193,44.0,99.24812613192748,497.63253012048193,0.0,0.0,0.0,0.0,1.0,0.2856,6.0,0.8568,1.0,0.2644444444444444,0.0,0.0,2025-12-29,v9c_percentile,90,non_event,top50
5,3F_R_N,-356.0,-92.31927710843374,28.000000000000004,96.04485617288908,-263.68072289156623,2.0,2.8560000000000003,2.0,1.4280000000000002,7.0,1.9992,11.0,1.5708,8.0,2.1155555555555554,6.0,2.3156756756756756,2025-12-29,v9c_percentile,90,non_event,top50
0,2F_L_N,-658.0,-69.57831325301204,30.0,93.58707117407103,-588.4216867469879,1.0,1.4280000000000002,2.0,1.4280000000000002,4.0,1.1424,7.0,0.9996,4.0,1.0577777777777777,3.0,1.1578378378378378,2025-12-29,v9c_percentile,90,non_event,bottom50
1,2F_R_N,140.0,-129.66867469879517,44.0,101.20644927570349,269.66867469879514,0.0,0.0,1.0,0.7140000000000001,3.0,0.8568,6.0,0.8568,3.0,0.7933333333333333,2.0,0.7718918918918919,2025-12-29,v9c_percentile,90,non_event,bottom50
2,3F_L_A,44.0,-122.43975903614458,40.0,97.51915750378262,166.43975903614458,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2856,1.0,0.2644444444444444,0.0,0.0,2025-12-29,v9c_percentile,90,non_event,bottom50
3,3F_L_N,-6.0,-118.67469879518072,48.0,99.244748927996,112.67469879518072,0.0,0.0,1.0,0.7140000000000001,3.0,0.8568,10.0,1.428,3.0,0.7933333333333333,2.0,0.7718918918918919,2025-12-29,v9c_percentile,90,non_event,bottom50
4,3F_R_A,300.0,-141.71686746987953,46.0,98.97498976443234,441.7168674698795,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4284,1.0,0.2644444444444444,0.0,0.0,2025-12-29,v9c_percentile,90,non_event,bottom50
5,3F_R_N,-500.0,-81.47590361445783,34.0,102.91973334794149,-418.5240963855422,1.0,1.4280000000000002,2.0,1.4280000000000002,6.0,1.7136,10.0,1.428,7.0,1.8511111111111112,5.0,1.9297297297297296,2025-12-29,v9c_percentile,90,non_event,bottom50
0,2F_L_N,-126.0,196.53614457831324,42.0,98.86788810717148,-322.53614457831327,0.0,0.0,0.0,0.0,2.0,0.5712,9.0,1.036451612903226,7.0,1.1623255813953488,2.0,0.48406779661016947,2025-12-30,v6a_hit_an,90,non_event,top50
1,2F_R_N,96.0,179.81927710843374,38.0,100.95335631337048,-83.81927710843374,0.0,0.0,1.0,0.7140000000000001,4.0,1.1424,10.0,1.1516129032258065,8.0,1.3283720930232559,5.0,1.2101694915254235,2025-12-30,v6a_hit_an,90,non_event,top50
2,3F_L_A,-20.0,188.55421686746988,40.0,97.92335241579447,-208.55421686746988,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4606451612903226,1.0,0.16604651162790698,0.0,0.0,2025-12-30,v6a_hit_an,90,non_event,top50
3,3F_L_N,538.0,146.53614457831324,48.0,102.79792755172201,391.46385542168673,2.0,2.8560000000000003,3.0,2.1420000000000003,4.0,1.1424,12.0,1.3819354838709679,11.0,1.8265116279069769,8.0,1.9362711864406779,2025-12-30,v6a_hit_an,90,non_event,top50
