baseline,variant,segment,event_type,n_days,acf_acf_lag1,acf_acf_lag2,acf_acf_lag3,acf_acf_threshold,acf_serial_correlation_detected,acf_recommended_bootstrap,additive_mean_diff,additive_ci_lower,additive_ci_upper,additive_se,p_value_wilcoxon,loo_min_mean,loo_max_mean,loo_sign_flips,loo_fragile,wins,losses,ties,win_pct,p_value_sign,lift_t2500_pooled_diff,lift_t2500_ci_lower,lift_t2500_ci_upper,lift_t2500_p_value,lift_t3500_pooled_diff,lift_t3500_ci_lower,lift_t3500_ci_upper,lift_t3500_p_value,lift_t4500_pooled_diff,lift_t4500_ci_lower,lift_t4500_ci_upper,lift_t4500_p_value,q_value_wilcoxon,q_value_sign,lift_t2500_q_value,lift_t3500_q_value,lift_t4500_q_value
v6a_hit_an,v9b_blend_05,2F_L_N,event,46,-0.009248393852488527,-0.23754083033944662,-0.11561219922109844,0.29488391230979427,False,iid,10.70625982189628,-58.58170835515978,81.44471581980092,35.50738083153786,0.7748161299441456,-2.6763052208835374,24.469076305220884,2,True,21,18,7,53.8,0.7492586247608418,0.01673764407110756,-0.03654384692274381,0.07043824701195223,0.5688,0.025341614906832177,-0.03825142511177358,0.08973628558956216,0.4434,-0.03938809603816473,-0.12920382417999085,0.04552217412775758,0.391,0.9980907365883468,1.0,0.9145599999999999,0.8185846153846155,1.0
v6a_hit_an,v9b_blend_05,2F_L_N,non_event,127,0.11120648793665822,-0.05135748812117818,-0.03152944291035365,0.17747130188322277,False,iid,-7.078360686841857,-45.52037875913101,30.88866212883026,19.65139411405707,0.5348524729582804,-12.323293172690766,-1.4508032128514068,0,False,54,60,13,47.4,0.63976936864295,-0.01958847736625513,-0.0595215719392146,0.020958980363804027,0.3592,-0.01294986397201714,-0.06259203580671342,0.038274409700063794,0.6336,0.013367869262289833,-0.0495208847105101,0.07905831209492012,0.6942,0.9980907365883468,1.0,0.6712615384615385,0.8834666666666666,1.0
v6a_hit_an,v9b_blend_05,2F_R_N,event,46,-0.014571858087036607,-0.06692962944075279,-0.15082134298881797,0.29488391230979427,False,iid,-13.838658983761118,-90.98100117862754,50.728503143006776,36.242713355794585,0.8815344944721457,-25.568273092369463,14.19397590361447,1,True,19,22,5,46.3,0.755228657504631,0.005579214690369039,-0.03338447404308567,0.04299564490825069,0.826,0.029595712716102174,-0.025757752097462727,0.0888832149289772,0.3438,-0.004681693109302776,-0.08370275386709917,0.06927239267234331,0.9392,0.9980907365883468,1.0,0.9593142857142858,0.750109090909091,1.0
v6a_hit_an,v9b_blend_05,2F_R_N,non_event,127,-0.11430796363692054,0.00808765906794847,-0.05907307908380406,0.17747130188322277,False,iid,10.803813679916512,-16.24043496821933,38.13551489422254,13.813389771159272,0.6522929484144445,7.510040160642568,13.586345381526101,0,False,54,54,19,50.0,1.0,0.01958847736625491,-0.010775026367120175,0.05146616322825842,0.2284,0.027749708511465077,-0.007307361648215316,0.06352667779235159,0.1294,0.0347901049475261,-0.005307687058632188,0.07611114640191413,0.1008,0.9980907365883468,1.0,0.54816,0.7021714285714287,1.0
v6a_hit_an,v9b_blend_05,3F_L_A,event,46,0.09267968995118908,0.0281820346045433,0.051891999758555435,0.29488391230979427,False,iid,3.085646935568355,-24.312326479832375,32.35370940282869,14.575016494341005,0.412539073809454,-3.297590361445787,6.69076305220883,4,True,20,26,0,43.5,0.4613911821367651,0.02919540001505594,-0.02248615665926551,0.08386313426964291,0.2962,0.04254286680991082,-0.011570789776116126,0.11479625074855809,0.1528,0.015371367061356334,0.0,0.05122908254124916,0.7432,0.9980907365883468,1.0,0.6462545454545455,0.7021714285714287,1.0
v6a_hit_an,v9b_blend_05,3F_L_A,non_event,127,-0.06647837988419701,0.06767947645732586,-0.10313534726951518,0.17747130188322277,False,iid,9.093492078550428,-5.655914998576983,23.673560383265347,7.5316411064288005,0.21222078985669268,6.827309236947795,11.196787148594382,0,False,65,50,12,56.5,0.19149593512028115,0.0008155441882691239,-0.023388587372100398,0.025338931733095826,0.9664,0.021456678284701325,-0.0025247636971897276,0.04641602257589293,0.079,-0.004899028826884533,-0.031233972064772495,0.022908530594885096,0.699,0.9980907365883468,1.0,0.9664,0.7021714285714287,1.0
v6a_hit_an,v9b_blend_05,3F_L_N,event,46,-0.07946459070982208,0.05938706481398412,-0.11364655977956006,0.29488391230979427,False,iid,5.610267155578845,-39.41329557359874,51.5688744106862,23.156494592189695,0.8511777222213425,-5.973895582329308,12.616867469879526,3,True,20,13,13,60.6,0.296206368599087,0.02789607345184597,-0.011257723809170875,0.06925242809995279,0.1884,0.043181130934381695,-0.004279292777944255,0.09392075750667328,0.0868,0.007569458600305223,-0.056202380504791656,0.06501491246636251,0.7964,0.9980907365883468,1.0,0.5024000000000001,0.7021714285714287,1.0
v6a_hit_an,v9b_blend_05,3F_L_N,non_event,127,-0.17323860358672002,0.01906170674566534,-0.08154977016460682,0.17747130188322277,False,iid,-10.990086329570248,-35.68137273503463,15.799730813015838,13.04166005086323,0.01692389398654042,-16.044176706827308,-7.492971887550199,0,False,33,55,39,37.5,0.024622831581791033,-0.01713991769547296,-0.036716265132919146,0.00359045826971006,0.1094,-0.012325907452459539,-0.036327698036236464,0.012463447641940077,0.3292,-0.0187965400526513,-0.0509294415268018,0.013388525162278694,0.2778,0.18616283385194463,0.5839462217504154,0.40525714285714287,0.750109090909091,1.0
v6a_hit_an,v9b_blend_05,3F_R_A,event,46,0.1402830782298863,0.07343202110336647,-0.1631983795919562,0.29488391230979427,False,iid,3.085646935568358,-19.77619172341541,27.538230094290192,12.06244580556985,0.9884288074496963,-1.3859437751004033,6.8341365461847365,5,True,18,20,8,47.4,0.8714146793645341,-0.0023900790843022213,-0.036191608789064855,0.03361526052806084,0.8886,-0.004398921832884095,-0.03869074787504891,0.02837811030140383,0.8248,0.028196971646720748,-0.00412005750140294,0.07441413355508081,0.212,1.0,1.0,0.9664,0.9080347826086956,1.0
v6a_hit_an,v9b_blend_05,3F_R_A,non_event,127,-0.001666684841783709,0.014419916055409005,0.08747432349001741,0.17747130188322277,False,iid,6.079261929608196,-7.536422066217624,20.23682999715396,7.1240861900581995,0.6124829549666324,3.7550200803212848,8.022088353413654,0,False,60,55,12,52.2,0.7093227303228259,0.003522079096013375,-0.01637677303828248,0.024161766724083225,0.7308,0.01086432203228116,-0.016093081628136146,0.03793420709469372,0.4258,-0.009659644931457656,-0.034716168766516495,0.013605992191158666,0.4422,0.9980907365883468,1.0,0.9593142857142858,0.8185846153846155,1.0
