date,weekday,avg_diff,is_anomaly,anomaly_direction,zscore,rolling_median,iqd_bound_upper,iqd_bound_lower
2025-06-08,日,-169,0,,-0.904487106017192,6.5,530.0,-517.0
2025-06-09,月,28,0,,0.0927679083094556,10.0,533.5,-513.5
2025-06-10,火,-210,0,,-1.1164137931034481,6.0,528.0,-516.0
2025-06-11,水,9,0,,0.010337164750957854,7.0,529.0,-515.0
2025-06-12,木,-190,0,,-0.991615671641791,7.0,543.0,-529.0
2025-06-13,金,-131,0,,-0.8337569444444444,2.5,434.5,-429.5
2025-06-14,土,340,0,,1.6761828358208954,7.0,543.0,-529.0
2025-06-15,日,22,0,,0.055369402985074624,11.0,547.0,-525.0
2025-06-16,月,70,0,,0.30233998100664766,11.0,537.5,-515.5
2025-06-17,火,439,0,,1.9055181518151816,11.0,617.0,-595.0
2025-06-18,水,-220,0,,-1.0011855421686746,11.0,633.5,-611.5
2025-06-19,木,-189,0,,-0.7843023255813953,11.0,699.0,-677.0
2025-06-20,金,-144,0,,-0.6021454283657307,11.0,705.5,-683.5
2025-06-21,土,-79,0,,-0.3496328293736501,11.0,705.5,-683.5
2025-06-22,日,-79,0,,-0.3496328293736501,11.0,705.5,-683.5
2025-06-23,月,-288,0,,-1.2311466458658347,4.5,645.5,-636.5
2025-06-24,火,158,0,,0.5811076923076923,11.0,693.5,-671.5
2025-06-25,水,-100,0,,-0.4131003663003663,4.5,687.0,-678.0
2025-06-26,木,-85,0,,-0.1968869286287089,-39.5,584.0,-663.0
2025-06-27,金,55,0,,0.2280317991631799,4.5,602.0,-593.0
2025-06-28,土,145,0,,0.6117292724196277,11.0,602.0,-580.0
2025-06-29,日,-145,0,,-0.744190036900369,4.5,546.5,-537.5
2025-06-30,月,344,0,,1.5201928934010152,11.0,602.0,-580.0
2025-07-01,火,-6,0,,-0.07760744500846023,11.0,602.0,-580.0
2025-07-02,水,115,0,,0.47477495769881556,11.0,602.0,-580.0
2025-07-03,木,-332,0,,-1.5939468556244463,1.5,566.0,-563.0
2025-07-04,金,-26,0,,-0.054285714285714284,-16.0,481.0,-513.0
2025-07-05,土,11,0,,0.14657142857142857,-16.0,481.0,-513.0
2025-07-06,日,171,0,,1.0151428571428571,-16.0,481.0,-513.0
2025-07-07,月,131,0,,0.7979999999999999,-16.0,481.0,-513.0
2025-07-08,火,-59,0,,-0.23724744376278117,-16.0,473.0,-505.0
2025-07-09,水,-48,0,,-0.06069120654396728,-37.0,452.0,-526.0
2025-07-10,木,783,1,high,4.307096903096903,-16.0,484.5,-516.5
2025-07-11,金,897,1,high,4.652075542965061,-16.0,513.5,-545.5
2025-07-12,土,66,0,,0.36030073606729757,2.5,478.0,-473.0
2025-07-13,日,191,0,,0.9880398740818468,16.5,493.0,-460.0
2025-07-14,月,403,0,,2.1884092339979015,16.5,493.0,-460.0
2025-07-15,火,-94,0,,-0.5281075050709939,2.5,495.5,-490.5
2025-07-16,水,-19,0,,-0.035572008113590264,-12.5,480.5,-505.5
2025-07-17,木,227,0,,1.3106916835699796,-12.5,480.5,-505.5
2025-07-18,金,-98,0,,-0.46790872210953344,-12.5,480.5,-505.5
2025-07-19,土,20,0,,0.09908709338929696,2.5,479.0,-474.0
2025-07-20,日,-2,0,,-0.03751229946524064,4.5,472.0,-463.0
2025-07-21,月,315,0,,1.671253360910031,15.5,499.0,-468.0
2025-07-22,火,-28,0,,-0.26197098214285713,15.5,463.5,-432.5
2025-07-23,水,-57,0,,-0.439561797752809,15.5,460.5,-429.5
2025-07-24,木,546,1,high,2.9725628245067495,15.5,497.0,-466.0
2025-07-25,金,-109,0,,-0.697613707165109,15.5,497.0,-466.0
2025-07-26,土,299,0,,1.3515842911877394,37.5,559.5,-484.5
2025-07-27,日,217,0,,0.8774803738317758,43.0,578.0,-492.0
2025-07-28,月,-92,0,,-0.5193106535362578,15.5,574.0,-543.0
2025-07-29,火,-97,0,,-0.5434646374216652,15.5,574.0,-543.0
2025-07-30,水,299,0,,1.3695308863025961,15.5,574.0,-543.0
2025-07-31,木,127,0,,0.40578692927484333,43.0,601.5,-515.5
2025-08-01,金,-229,0,,-1.1654787985865724,15.5,581.5,-550.5
2025-08-02,土,-116,0,,-0.6268321554770317,15.5,581.5,-550.5
2025-08-03,日,37,0,,0.040517667844522966,28.5,594.5,-537.5
2025-08-04,月,401,0,,1.388734904270987,51.5,730.5,-627.5
2025-08-05,火,-99,0,,-0.4715490061686086,28.5,758.0,-701.0
2025-08-06,水,-167,0,,-0.6339759679572764,9.0,758.0,-740.0
2025-08-07,木,517,0,,1.6789464968152865,28.5,813.5,-756.5
2025-08-08,金,294,0,,0.8334585987261146,51.5,836.5,-733.5
2025-08-09,土,225,0,,0.598214696485623,51.5,834.0,-731.0
2025-08-10,日,54,0,,0.03092784895482131,45.5,787.0,-696.0
2025-08-11,月,277,0,,0.8148558382257012,45.5,812.0,-721.0
2025-08-12,火,126,0,,0.28335159817351596,45.5,812.0,-721.0
2025-08-13,水,-218,0,,-0.9217699237699237,28.5,750.0,-693.0
2025-08-14,木,65,0,,0.07302012491325469,45.5,766.0,-675.0
2025-08-15,金,-73,0,,-0.4437376821651631,45.5,766.0,-675.0
2025-08-16,土,20,0,,-0.0318735232800556,28.5,748.0,-691.0
2025-08-17,日,194,0,,0.5703245551601424,45.5,748.0,-657.0
2025-08-18,月,345,0,,1.0215901856763925,59.5,813.5,-694.5
2025-08-19,火,-126,0,,-0.6491297016861219,59.5,830.5,-711.5
2025-08-20,水,-160,0,,-0.7647434482758619,45.5,770.5,-679.5
2025-08-21,木,-55,0,,-0.3739986206896551,45.5,770.5,-679.5
2025-08-22,金,-49,0,,-0.3516703448275862,45.5,770.5,-679.5
2025-08-23,土,-39,0,,-0.2832270606531882,28.5,671.5,-614.5
2025-08-24,日,456,0,,1.5393036831132731,45.5,765.0,-674.0
2025-08-25,月,-3,0,,-0.13331294117647058,28.5,666.0,-609.0
2025-08-26,火,24,0,,0.008619808306709265,22.0,648.0,-604.0
2025-08-27,水,101,0,,0.30853041362530415,30.5,647.0,-586.0
2025-08-28,木,-8,0,,-0.18175503062117235,30.5,602.0,-541.0
2025-08-29,金,-86,0,,-0.5603538461538462,22.0,542.0,-498.0
2025-08-30,土,362,0,,1.5288666666666668,22.0,622.0,-578.0
2025-08-31,日,112,0,,0.3847541557305337,30.5,602.0,-541.0
2025-09-01,月,-180,0,,-0.9937515310586176,30.5,602.0,-541.0
2025-09-02,火,-103,0,,-0.5620833333333334,22.0,622.0,-578.0
2025-09-03,水,-229,0,,-1.1746562786434465,8.5,554.0,-537.0
2025-09-04,木,452,0,,1.9335666666666667,22.0,622.0,-578.0
2025-09-05,金,-107,0,,-0.58007,22.0,622.0,-578.0
2025-09-06,土,-143,0,,-0.741155031731641,8.5,560.0,-543.0
2025-09-07,日,99,0,,0.5517943502824858,8.5,451.0,-434.0
2025-09-08,月,-25,0,,-0.12646875000000002,-5.5,410.5,-421.5
2025-09-09,火,261,0,,1.6248971751412429,-5.5,437.0,-448.0
2025-09-10,水,-74,0,,-0.3729206730769231,-16.5,399.5,-432.5
2025-09-11,木,-115,0,,-0.5422130750605326,-32.0,381.0,-445.0
2025-09-12,金,-114,0,,-0.5356803874092009,-32.0,381.0,-445.0
2025-09-13,土,6,0,,0.2482421307506053,-32.0,381.0,-445.0
2025-09-14,日,94,0,,0.7218619854721549,-16.5,396.5,-429.5
2025-09-15,月,0,0,,0.10778934624697335,-16.5,396.5,-429.5
2025-09-16,火,233,0,,1.6299055690072637,-16.5,396.5,-429.5
2025-09-17,水,357,0,,2.439958837772397,-16.5,396.5,-429.5
2025-09-18,木,-71,0,,-0.3689861982434128,-16.5,382.0,-415.0
2025-09-19,金,841,1,high,5.939810143042912,-5.5,379.0,-390.0
2025-09-20,土,101,0,,0.7192327698309492,-1.5,383.0,-386.0
2025-09-21,日,13,0,,0.07016905071521456,3.0,387.5,-381.5
2025-09-22,月,-49,0,,-0.3648790637191157,3.0,387.5,-381.5
2025-09-23,火,155,0,,1.0665695708712613,3.0,387.5,-381.5
2025-09-24,水,334,0,,1.9262948294829483,9.5,464.0,-445.0
2025-09-25,木,-158,0,,-0.8937818930041151,3.0,489.0,-483.0
2025-09-26,金,-189,0,,-0.9972627372627372,-4.0,496.5,-504.5
2025-09-27,土,333,0,,1.3933333333333333,3.0,642.0,-636.0
2025-09-28,日,106,0,,0.40744444444444444,9.5,648.5,-629.5
2025-09-29,月,44,0,,0.18597602397602397,9.5,510.0,-491.0
2025-09-30,火,115,0,,0.5670099601593626,9.5,511.5,-492.5
2025-10-01,水,-36,0,,-0.254951194184839,9.5,491.0,-472.0
2025-10-02,木,-180,0,,-1.0487610256410256,9.5,497.0,-478.0
2025-10-03,金,-185,0,,-1.0764328205128206,9.5,497.0,-478.0
2025-10-04,土,563,1,high,3.0632676923076922,9.5,497.0,-478.0
2025-10-05,日,107,0,,0.4852073310423826,28.5,465.0,-408.0
2025-10-06,月,-242,0,,-1.6719564719358533,28.5,465.0,-408.0
2025-10-07,火,299,0,,1.2725527462946817,28.5,602.0,-545.0
2025-10-08,水,0,0,,-0.1340767218831735,28.5,602.0,-545.0
2025-10-09,木,-117,0,,-0.6853353413654618,9.5,507.5,-488.5
2025-10-10,金,257,0,,0.973153906866614,28.5,662.0,-605.0
2025-10-11,土,119,0,,0.2417562724014337,69.0,627.0,-489.0
2025-10-12,日,-185,0,,-1.228121863799283,69.0,627.0,-489.0
2025-10-13,月,-203,0,,-1.1502445141065831,69.0,707.0,-569.0
2025-10-14,火,119,0,,0.196641065830721,72.5,710.5,-565.5
2025-10-15,水,-40,0,,-0.4757445141065831,72.5,710.5,-565.5
2025-10-16,木,60,0,,0.04291053677932405,52.0,555.0,-451.0
2025-10-17,金,42,0,,-0.006008908685968819,43.0,492.0,-406.0
2025-10-18,土,80,0,,0.17247488584474885,52.0,490.0,-386.0
2025-10-19,日,-77,0,,-0.7194666666666666,43.0,493.0,-407.0
2025-10-20,月,-180,0,,-1.0533113828786453,27.5,559.0,-504.0
2025-10-21,火,38,0,,-0.010152398871119473,40.0,571.5,-491.5
2025-10-22,水,70,0,,0.1370573847601129,43.0,574.5,-488.5
2025-10-23,木,-46,0,,-0.44492425695110255,40.0,561.5,-481.5
2025-10-24,金,243,0,,1.050228187919463,40.0,561.5,-481.5
2025-10-25,土,-95,0,,-0.8112026726057906,40.0,489.0,-409.0
2025-10-26,日,-79,0,,-0.7869166666666667,40.0,448.0,-368.0
2025-10-27,月,163,0,,0.8133676470588236,40.0,448.0,-368.0
2025-10-28,火,-65,0,,-0.5554705882352942,19.0,427.0,-389.0
2025-10-29,水,-41,0,,-0.15209313725490198,-18.0,390.0,-426.0
2025-10-30,木,84,0,,0.7157243172951885,-18.0,366.5,-402.5
2025-10-31,金,-33,0,,-0.11577893368010402,-16.5,368.0,-401.0
2025-11-01,土,-141,0,,-0.8736046814044213,-16.5,368.0,-401.0
2025-11-02,日,-40,0,,-0.17636439499304588,-16.5,343.0,-376.0
2025-11-03,月,-117,0,,-0.6241063218390804,-36.5,311.5,-384.5
2025-11-04,火,491,1,high,4.089640804597701,-36.5,311.5,-384.5
2025-11-05,水,-63,0,,-0.22135294117647059,-36.5,286.5,-359.5
2025-11-06,木,29,0,,0.5664070512820513,-36.5,275.5,-348.5
2025-11-07,金,224,0,,2.1759411764705883,-36.5,286.5,-359.5
2025-11-08,土,31,0,,0.28354777070063697,-2.0,312.0,-316.0
2025-11-09,日,-48,0,,-0.1023993399339934,-36.5,266.5,-339.5
2025-11-10,月,51,0,,0.8341872791519435,-36.5,246.5,-319.5
2025-11-11,火,308,1,high,2.945,-2.0,282.0,-286.0
2025-11-12,水,3,0,,-0.12824131627056673,16.0,289.5,-257.5
2025-11-13,木,69,0,,0.5542403100775194,16.0,274.0,-242.0
2025-11-14,金,69,0,,0.4078372093023256,30.0,288.0,-228.0
2025-11-15,土,-56,0,,-0.7414351145038168,16.0,278.0,-246.0
2025-11-16,日,103,0,,0.8458594594594594,16.0,293.5,-261.5
2025-11-17,月,185,0,,1.608331569664903,16.0,299.5,-267.5
2025-11-18,火,-170,0,,-1.7701164021164022,16.0,299.5,-267.5
2025-11-19,水,-63,0,,-0.7518236331569665,16.0,299.5,-267.5
2025-11-20,木,-14,0,,-0.08089241622574957,-5.5,278.0,-289.0
2025-11-21,金,-35,0,,-0.10963604240282686,-23.5,259.5,-306.5
2025-11-22,土,-148,0,,-1.1724293193717277,-23.5,263.0,-310.0
2025-11-23,日,-200,0,,-1.6774082397003744,-34.0,233.0,-301.0
2025-11-24,月,58,0,,0.832905303030303,-23.5,240.5,-287.5
2025-11-25,火,0,0,,0.07249904030710172,-7.0,253.5,-267.5
2025-11-26,水,-221,0,,-2.061334622823985,-23.5,235.0,-282.0
2025-11-27,木,224,0,,2.392468330134357,-7.0,253.5,-267.5
2025-11-28,金,-293,1,low,-2.922833333333333,-7.0,257.0,-271.0
2025-11-29,土,-105,0,,-0.6839409020217729,-23.5,298.0,-345.0
2025-11-30,日,191,0,,1.633651376146789,-7.0,320.0,-334.0
2025-12-01,月,-211,0,,-1.6831559633027524,-7.0,320.0,-334.0
2025-12-02,火,111,0,,0.7815634920634921,1.5,379.5,-376.5
2025-12-03,水,-60,0,,-0.526752380952381,1.5,316.5,-313.5
2025-12-04,木,41,0,,0.4036780303030303,1.5,265.5,-262.5
2025-12-05,金,49,0,,0.33917714285714284,16.0,278.5,-246.5
2025-12-06,土,-236,0,,-1.9595565749235475,1.5,328.5,-325.5
2025-12-07,日,142,0,,1.1592324159021408,1.5,328.5,-325.5
2025-12-08,月,-64,0,,-0.46957557251908394,-7.0,320.5,-334.5
2025-12-09,火,27,0,,0.2100732824427481,1.5,329.0,-326.0
2025-12-10,水,-104,0,,-0.7531107913669065,-7.0,340.5,-354.5
2025-12-11,木,20,0,,0.213,-7.0,335.0,-349.0
2025-12-12,金,-44,0,,-0.15383333333333332,-24.5,317.5,-366.5
2025-12-13,土,-134,0,,-0.698523287671233,-39.5,325.5,-404.5
2025-12-14,日,337,1,high,2.783005479452055,-39.5,325.5,-404.5
2025-12-15,月,47,0,,0.5285123287671233,-24.5,340.5,-389.5
2025-12-16,火,-166,0,,-0.8841891191709844,-39.5,346.5,-425.5
2025-12-17,水,368,1,high,2.8482772020725386,-39.5,346.5,-425.5
2025-12-18,木,-199,0,,-1.1148471502590673,-39.5,346.5,-425.5
2025-12-19,金,-248,0,,-1.3393642857142856,-39.5,380.5,-459.5
2025-12-20,土,1,0,,0.2601642857142857,-39.5,380.5,-459.5
2025-12-21,日,1,0,,0.14774761904761904,-22.0,398.0,-442.0
2025-12-22,月,-63,0,,-0.26784019370460044,-22.0,391.0,-435.0
2025-12-23,火,-95,0,,-0.561922967189729,-22.0,328.5,-372.5
2025-12-24,水,346,1,high,2.832707560627675,-22.0,328.5,-372.5
2025-12-25,木,22,0,,0.3348445078459344,-21.5,329.0,-372.0
2025-12-26,金,59,0,,0.48522170542635656,1.0,323.5,-321.5
2025-12-27,土,55,0,,0.46032227488151656,1.0,317.5,-315.5
2025-12-28,日,-278,0,,-2.378331753554502,1.0,317.5,-315.5
2025-12-29,月,-168,0,,-1.266561111111111,1.0,361.0,-359.0
2025-12-30,火,-218,0,,-1.2836731234866827,-21.5,391.5,-434.5
2025-12-31,水,-176,0,,-1.0093002421307504,-21.5,391.5,-434.5
2026-01-01,木,159,0,,1.1791501210653752,-21.5,391.5,-434.5
2026-01-02,金,95,0,,0.5995555555555556,1.0,424.0,-422.0
2026-01-03,土,-31,0,,-0.10205200945626478,-15.0,408.0,-438.0
2026-01-04,日,178,0,,1.2053564814814814,-15.0,417.0,-447.0
2026-01-05,月,-89,0,,-0.5410623306233062,-15.0,354.0,-384.0
2026-01-06,火,-12,0,,0.07139554317548746,-21.5,337.5,-380.5
2026-01-07,水,79,0,,0.6178346883468835,-5.5,363.5,-374.5
2026-01-08,木,-93,0,,-0.5227831978319784,-21.5,347.5,-390.5
2026-01-09,金,-21,0,,-0.03330864197530864,-16.5,348.0,-381.0
2026-01-10,土,32,0,,0.3589931412894376,-16.5,348.0,-381.0
2026-01-11,日,-37,0,,-0.15173936899862825,-16.5,348.0,-381.0
2026-01-12,月,236,0,,1.933433234421365,-5.5,331.5,-342.5
2026-01-13,火,-118,0,,-0.8042496328928047,-16.5,324.0,-357.0
