date,period,observed,trend,seasonal,resid
2025-01-01,7,-102.0,119.03925030443459,-146.89978515129638,-74.1394651531382
2025-01-02,7,-66.0,105.94171042304923,-145.28124779529074,-26.66046262775849
2025-01-03,7,194.99999999999997,91.78843303877201,39.464554715432755,63.74701224579522
2025-01-04,7,790.0,76.83826851382796,100.67227548772304,612.489455998449
2025-01-05,7,-47.0,61.30124143833148,-108.11030483747838,-0.1909366008530995
2025-01-06,7,-62.0,45.49492184550622,-179.9605846732744,72.4656628277682
2025-01-07,7,434.0,29.938243921669034,377.4838053983379,26.577950679993073
2025-01-08,7,-73.0,11.255361014602489,-119.6716260815383,35.41626506693582
2025-01-09,7,-113.0,-15.134114942277877,-107.32253754997602,9.456652492253896
2025-01-10,7,-101.0,-36.67026891461561,49.6116806841667,-113.94141176955108
2025-01-11,7,17.0,-52.96853112624702,74.60453421116009,-4.636003084913064
2025-01-12,7,-206.0,-65.33805022407331,-87.57129703046144,-53.09065274546525
2025-01-13,7,-287.0,-73.07917999227708,-110.58618501326764,-103.33463499445527
2025-01-14,7,205.0,-75.42949660835171,249.4668249139485,30.962671694403213
2025-01-15,7,-130.0,-73.14305998792796,-100.19128906543578,43.33434905336374
2025-01-16,7,-126.0,-68.97842586581567,-72.19059758052737,15.169023446343033
2025-01-17,7,2.0,-63.68628018538354,60.888005234147194,4.798274951236344
2025-01-18,7,-27.0,-57.02069023497495,47.063932667594514,-17.043242432619564
2025-01-19,7,-100.0,-50.22255621176867,-74.24291310586689,24.46546931763556
2025-01-20,7,-115.0,-42.28816437659021,-38.82814268662456,-33.88369293678523
2025-01-21,7,-33.0,-30.84126886978959,136.19485053599712,-138.35358166620753
2025-01-22,7,-46.99999999999999,-17.90830108181826,-92.70790361639985,63.616204698218105
2025-01-23,7,-55.0,-7.488025476369017,-44.345270577152,-3.1667039464789832
2025-01-24,7,68.0,-0.31013881220932543,82.58846146131643,-14.278322649107102
2025-01-25,7,83.0,5.9366209993955765,20.086665974197675,56.97671302640675
2025-01-26,7,95.0,10.948004524137557,-61.15818806143545,145.2101835372979
2025-01-27,7,69.0,10.803690887799792,49.63059093847757,8.56571817372264
2025-01-28,7,-57.999999999999986,5.037717723331912,36.4819446454057,-99.5196623687376
2025-01-29,7,-151.0,-1.9573120861820867,-113.46364227273631,-35.579045641081606
2025-01-30,7,30.0,-8.511179887877704,-41.45597663466634,79.96715652254404
2025-01-31,7,124.0,-15.413590890514842,119.04044178578555,20.373149104729293
2025-02-01,7,-109.0,-23.91150784100662,8.116944281167713,-93.2054364401611
2025-02-02,7,-154.0,-31.508738901755674,-76.82185358412242,-45.6694075141219
2025-02-03,7,194.0,-35.81074873068541,93.6057839207574,136.20496480992801
2025-02-04,7,194.0,-39.57083316851429,6.531934404843499,227.0388987636708
2025-02-05,7,-263.0,-43.95908142177244,-105.14931274901825,-113.89160582920933
2025-02-06,7,-271.0,-47.69079759806858,-37.774367348273614,-185.53483505365782
2025-02-07,7,128.0,-49.647901925539074,132.04493956018666,45.60296236535241
2025-02-08,7,9.0,-48.977404175783114,-26.43749430403633,84.41489847981944
2025-02-09,7,-183.0,-42.41618090719668,-94.54383700028768,-46.039982092515636
2025-02-10,7,-184.0,-29.215669421338024,111.40560431537767,-266.18993489403965
2025-02-11,7,-53.0,-16.163889384531807,18.12282982136996,-54.958940436838155
2025-02-12,7,-38.00000000000001,-7.046089720194525,-65.18838448690693,34.23447420710145
2025-02-13,7,67.0,0.7489529879816905,-46.69822506847447,112.94927208049278
2025-02-14,7,122.0,10.809116455530003,115.34856299391971,-4.1576794494497165
2025-02-15,7,-26.999999999999996,19.099055032673444,-69.06088928040104,22.961834247727598
2025-02-16,7,-105.0,18.985457178818653,-60.59077516425226,-63.3946820145664
2025-02-17,7,150.0,10.990485192882012,94.45158353406786,44.55793127305012
2025-02-18,7,56.0,2.5826596580625996,-4.834007533991969,58.25134787592937
2025-02-19,7,26.0,-4.131539617888477,-6.873799566662215,37.00533918455069
2025-02-20,7,-145.0,-10.530807647198186,-31.86712513067688,-102.60206722212493
2025-02-21,7,-253.99999999999997,-16.79319830170741,82.07743511110266,-319.2842368093952
2025-02-22,7,-181.0,-21.65290467591145,-110.10191154682423,-49.24518377726432
2025-02-23,7,120.0,-26.25576222900912,-8.37607714241719,154.6318393714263
2025-02-24,7,6.0,-29.89619873718719,86.56246079554445,-50.66626205835726
2025-02-25,7,-98.0,-32.157772888986464,-22.011650725251336,-43.83057638576219
2025-02-26,7,11.0,-35.699945055443386,24.7714684447491,21.928476610694286
2025-02-27,7,60.000000000000014,-42.01954354983528,-46.779362793048975,148.79890634288427
