series_name,n_obs,adf_stat,p_value,used_lag,critical_1pct,critical_5pct,critical_10pct,is_stationary_5pct
avg_diff,497,-5.465077242547248,2.4692152276181514e-06,10,-3.4435761493506294,-2.867372960189225,-2.5698767442886696,1
lag1_avg_diff,496,-5.464322515826992,2.478322835402235e-06,10,-3.4436029548776395,-2.867384756137026,-2.5698830308597813,1
lag7_avg_diff,490,-5.429159983817615,2.940864648658814e-06,10,-3.4437660979098843,-2.8674565460819896,-2.569921291128696,1
roll7_avg_diff,492,-3.6207938568202396,0.005375713555888784,14,-3.4437112724287253,-2.8674324209387345,-2.569908433637385,1
roll14_avg_diff,490,-2.6620335547794047,0.0808416706900037,16,-3.4437660979098843,-2.8674565460819896,-2.569921291128696,0
roll28_avg_diff,495,-2.643299746588371,0.08437416494248418,11,-3.4436298692815304,-2.867396599893435,-2.5698893429241916,0
