feature,vif,is_high_vif_10
win_rate,33.13639173311045,1
avg_games,28.842607835622168,1
roll14_avg_diff,4.486816839281068,0
day_of_month,4.223492279567927,0
weekday_num,3.780610051529594,0
day_last_digit,3.545846513398875,0
roll28_avg_diff,2.864886968301878,0
roll7_avg_diff,2.8368174318212156,0
lag7_avg_diff,1.2731364865676156,0
lag1_avg_diff,1.263586660996844,0
lag14_avg_diff,1.1809666477893392,0
