section,key,median_days,mean_days,mode_days,max_days,n_intervals,source_kind,source_path,coverage
info,no_interval_data,,,,,0,topk,ml\last_digit\reports\digit_lag_v4b_pctrank_only_xgb_ranker_ndcg_testperiod_topk.csv,hit(日×expert) 8/428 で tail-level 復元可能
