hall,machine_name,n_machine_days,axis,outcome,test,statistic,p_value,effect_size,n_obs,n_levels,n_sparse_levels,note
レイトギャップ,HEY！エリートサラリーマン鏡,624,day_of_week,diff,kruskal,3.503908332728189,0.7434496362573226,0.0,624,7,0.0,
レイトギャップ,HEY！エリートサラリーマン鏡,624,day_of_week,hit104,chi2,1.4225885420146258,0.9644699244155056,0.0,624,7,,
レイトギャップ,HEY！エリートサラリーマン鏡,624,day_of_week,plus,chi2,3.4414437412655596,0.7517433518577898,0.0,624,7,,
レイトギャップ,HEY！エリートサラリーマン鏡,624,dd,diff,kruskal,31.169762551861993,0.4070957880489404,0.0019726181313018433,624,31,0.0,
レイトギャップ,HEY！エリートサラリーマン鏡,624,dd,hit104,chi2,23.943136349278184,0.7745911772087781,0.0,624,31,,
レイトギャップ,HEY！エリートサラリーマン鏡,624,dd,plus,chi2,26.675513449674522,0.6402537345110573,0.0,624,31,,
レイトギャップ,HEY！エリートサラリーマン鏡,624,dd_bin,diff,kruskal,4.5049071180948514,0.3419660190752098,0.0008156819355328779,624,5,0.0,
レイトギャップ,HEY！エリートサラリーマン鏡,624,dd_bin,hit104,chi2,0.8808137020574001,0.9272971246939523,0.0,624,5,,
レイトギャップ,HEY！エリートサラリーマン鏡,624,dd_bin,plus,chi2,3.767845115483978,0.4383352760224739,0.0,624,5,,
レイトギャップ,HEY！エリートサラリーマン鏡,624,is_x_day,diff,kruskal,2.9592798339468813,0.0853859637221209,0.0031499675786927353,624,2,0.0,
レイトギャップ,HEY！エリートサラリーマン鏡,624,is_x_day,hit104,chi2,1.0915981996513775,0.29611737063408156,0.012018798483251852,624,2,,
レイトギャップ,HEY！エリートサラリーマン鏡,624,is_x_day,plus,chi2,1.974190436126906,0.16000377243214692,0.03951121517292359,624,2,,
レイトギャップ,SHAKE BONUS TRIGGER,220,day_of_week,diff,kruskal,6.200483781887,0.4011107895052549,0.0009412384126150224,220,7,0.0,
レイトギャップ,SHAKE BONUS TRIGGER,220,day_of_week,hit104,chi2,9.395967443360286,0.15250308235411977,0.12402386756898966,220,7,,
レイトギャップ,SHAKE BONUS TRIGGER,220,day_of_week,plus,chi2,5.085892897613832,0.5328449248820513,0.0,220,7,,
レイトギャップ,SHAKE BONUS TRIGGER,220,dd,diff,kruskal,30.05744285384835,0.4111399519607613,0.005685176633593281,216,31,1.0,dropped sparse levels (<5): 31:4
レイトギャップ,SHAKE BONUS TRIGGER,220,dd,hit104,chi2,28.327603533082982,0.5530810148370585,0.0,220,31,,warning: 87.1% of expected cells are below 5
レイトギャップ,SHAKE BONUS TRIGGER,220,dd,plus,chi2,31.301956379741593,0.4006730983022807,0.0729356496513381,220,31,,warning: 100.0% of expected cells are below 5
レイトギャップ,SHAKE BONUS TRIGGER,220,dd_bin,diff,kruskal,3.1123233378653934,0.5392074602731961,0.0,220,5,0.0,
レイトギャップ,SHAKE BONUS TRIGGER,220,dd_bin,hit104,chi2,2.190591876085485,0.7007520696691636,0.0,220,5,,
レイトギャップ,SHAKE BONUS TRIGGER,220,dd_bin,plus,chi2,1.0007448065108326,0.9096830315516343,0.0,220,5,,
レイトギャップ,SHAKE BONUS TRIGGER,220,is_x_day,diff,kruskal,0.031510369504159454,0.8591065514113918,0.0,220,2,0.0,
レイトギャップ,SHAKE BONUS TRIGGER,220,is_x_day,hit104,chi2,1.4382354361508622,0.23042509877098052,0.04450018051453835,220,2,,
レイトギャップ,SHAKE BONUS TRIGGER,220,is_x_day,plus,chi2,0.12484989243975135,0.7238327797380008,0.0,220,2,,
レイトギャップ,ToLOVEるダークネス TRANCE ver.8.7,1111,day_of_week,diff,kruskal,8.011060744719673,0.23729408698029644,0.001821612993405501,1111,7,0.0,
レイトギャップ,ToLOVEるダークネス TRANCE ver.8.7,1111,day_of_week,hit104,chi2,3.874756068272594,0.693620713354214,0.0,1111,7,,
レイトギャップ,ToLOVEるダークネス TRANCE ver.8.7,1111,day_of_week,plus,chi2,3.6245629407617277,0.7273301081740509,0.0,1111,7,,
レイトギャップ,ToLOVEるダークネス TRANCE ver.8.7,1111,dd,diff,kruskal,23.098320145818946,0.8111964589582398,0.0,1111,31,0.0,
レイトギャップ,ToLOVEるダークネス TRANCE ver.8.7,1111,dd,hit104,chi2,25.893606428197007,0.6805509222327486,0.0,1111,31,,
レイトギャップ,ToLOVEるダークネス TRANCE ver.8.7,1111,dd,plus,chi2,23.643721764170678,0.7878990382847588,0.0,1111,31,,
レイトギャップ,ToLOVEるダークネス TRANCE ver.8.7,1111,dd_bin,diff,kruskal,1.534739939778728,0.8204704193725785,0.0,1111,5,0.0,
レイトギャップ,ToLOVEるダークネス TRANCE ver.8.7,1111,dd_bin,hit104,chi2,1.8455630576610136,0.7641366242657142,0.0,1111,5,,
レイトギャップ,ToLOVEるダークネス TRANCE ver.8.7,1111,dd_bin,plus,chi2,3.7691519366057804,0.43814820546272726,0.0,1111,5,,
レイトギャップ,ToLOVEるダークネス TRANCE ver.8.7,1111,is_x_day,diff,kruskal,2.1818429276988156,0.13964715357093496,0.0010656834334524937,1111,2,0.0,
レイトギャップ,ToLOVEるダークネス TRANCE ver.8.7,1111,is_x_day,hit104,chi2,0.004372459455929354,0.9472786454221702,0.0,1111,2,,
レイトギャップ,ToLOVEるダークネス TRANCE ver.8.7,1111,is_x_day,plus,chi2,0.05198484271101776,0.8196448038293244,0.0,1111,2,,
レイトギャップ,いざ！番長,1404,day_of_week,diff,kruskal,3.5779994143641347,0.7335649543219398,0.0,1404,7,0.0,
レイトギャップ,いざ！番長,1404,day_of_week,hit104,chi2,3.647122196391107,0.724303889056926,0.0,1404,7,,
レイトギャップ,いざ！番長,1404,day_of_week,plus,chi2,4.521454042592372,0.606479112276012,0.0,1404,7,,
レイトギャップ,いざ！番長,1404,dd,diff,kruskal,31.19922400613265,0.4056605937059099,0.000873433362077676,1404,31,0.0,
レイトギャップ,いざ！番長,1404,dd,hit104,chi2,27.471344298156048,0.5984290888677066,0.0,1404,31,,
レイトギャップ,いざ！番長,1404,dd,plus,chi2,27.485308854491535,0.5976908618782574,0.0,1404,31,,
レイトギャップ,いざ！番長,1404,dd_bin,diff,kruskal,5.875446733093685,0.2086450834193975,0.0013405623538911256,1404,5,0.0,
レイトギャップ,いざ！番長,1404,dd_bin,hit104,chi2,4.11603969260962,0.3905293123603486,0.008981993415220263,1404,5,,
レイトギャップ,いざ！番長,1404,dd_bin,plus,chi2,1.8894702375550279,0.7560790561070005,0.0,1404,5,,
レイトギャップ,いざ！番長,1404,is_x_day,diff,kruskal,0.012458738488734983,0.9111257289525584,0.0,1404,2,0.0,
レイトギャップ,いざ！番長,1404,is_x_day,hit104,chi2,0.6332567494028064,0.42616322733115297,0.0,1404,2,,
レイトギャップ,いざ！番長,1404,is_x_day,plus,chi2,2.6334608904874717,0.10463341426694969,0.0341138607680173,1404,2,,
レイトギャップ,かぐや様は告らせたい,4521,day_of_week,diff,kruskal,6.766102670572913,0.3430206507375231,0.00016971702936927622,4521,7,0.0,
レイトギャップ,かぐや様は告らせたい,4521,day_of_week,hit104,chi2,9.146036393401275,0.16553013339174957,0.02637673415720751,4521,7,,
レイトギャップ,かぐや様は告らせたい,4521,day_of_week,plus,chi2,9.510236658625594,0.14685036469499582,0.027862293313020262,4521,7,,
レイトギャップ,かぐや様は告らせたい,4521,dd,diff,kruskal,42.6185730989568,0.0632860759981346,0.0028103726278300226,4521,31,0.0,
レイトギャップ,かぐや様は告らせたい,4521,dd,hit104,chi2,51.19460468557796,0.009288697995680334,0.06846607672784912,4521,31,,
レイトギャップ,かぐや様は告らせたい,4521,dd,plus,chi2,59.05486229344511,0.0011964405103603375,0.08016607008959618,4521,31,,
レイトギャップ,かぐや様は告らせたい,4521,dd_bin,diff,kruskal,9.542747088101944,0.04887626187325643,0.001227357636869341,4521,5,0.0,
レイトギャップ,かぐや様は告らせたい,4521,dd_bin,hit104,chi2,9.419539361047054,0.05142704930720501,0.03462394265508025,4521,5,,
レイトギャップ,かぐや様は告らせたい,4521,dd_bin,plus,chi2,13.976849394645816,0.007369310616752185,0.04697948367686791,4521,5,,
レイトギャップ,かぐや様は告らせたい,4521,is_x_day,diff,kruskal,0.04670886084329516,0.8288923954169174,0.0,4521,2,0.0,
レイトギャップ,かぐや様は告らせたい,4521,is_x_day,hit104,chi2,2.0111630805404017,0.15614557049112482,0.014955256949211663,4521,2,,
レイトギャップ,かぐや様は告らせたい,4521,is_x_day,plus,chi2,5.706112387934127,0.016905938425205966,0.03226649053363303,4521,2,,
レイトギャップ,からくりサーカス,5573,day_of_week,diff,kruskal,34.76759863760975,4.780084355663315e-06,0.005168451066764238,5573,7,0.0,
レイトギャップ,からくりサーカス,5573,day_of_week,hit104,chi2,6.275126891425272,0.39308645140890114,0.007013090104229605,5573,7,,
レイトギャップ,からくりサーカス,5573,day_of_week,plus,chi2,6.743699372346749,0.34520148075782253,0.0115445902251131,5573,7,,
レイトギャップ,からくりサーカス,5573,dd,diff,kruskal,31.49749440138739,0.39125499831603566,0.0002702083005029572,5573,31,0.0,
レイトギャップ,からくりサーカス,5573,dd,hit104,chi2,53.1504582367784,0.005708614982320469,0.06445012167259263,5573,31,,
レイトギャップ,からくりサーカス,5573,dd,plus,chi2,65.86309682950156,0.00016991858466936394,0.08022057030291925,5573,31,,
レイトギャップ,からくりサーカス,5573,dd_bin,diff,kruskal,8.491063168189916,0.07515858006756536,0.0008065846207237636,5573,5,0.0,
レイトギャップ,からくりサーカス,5573,dd_bin,hit104,chi2,8.847398792582888,0.0650290446431076,0.029492844940021568,5573,5,,
レイトギャップ,からくりサーカス,5573,dd_bin,plus,chi2,15.851649136989305,0.003224827377673857,0.04611802418005958,5573,5,,
レイトギャップ,からくりサーカス,5573,is_x_day,diff,kruskal,0.5860598857527424,0.4439467938132633,0.0,5573,2,0.0,
レイトギャップ,からくりサーカス,5573,is_x_day,hit104,chi2,2.744555520256868,0.09758620955694874,0.017693530984681134,5573,2,,
レイトギャップ,からくりサーカス,5573,is_x_day,plus,chi2,4.9829248598908435,0.025598669406841947,0.026735340829731596,5573,2,,
レイトギャップ,とある科学の超電磁砲2,651,day_of_week,diff,kruskal,4.222878022518134,0.6465435025009745,0.0,651,7,0.0,
レイトギャップ,とある科学の超電磁砲2,651,day_of_week,hit104,chi2,6.997322965100413,0.3210948406866517,0.038989042534753514,651,7,,
レイトギャップ,とある科学の超電磁砲2,651,day_of_week,plus,chi2,5.9379841219393015,0.4301729316603299,0.0,651,7,,
レイトギャップ,とある科学の超電磁砲2,651,dd,diff,kruskal,27.95837537794625,0.5726425805563851,0.0,651,31,0.0,
レイトギャップ,とある科学の超電磁砲2,651,dd,hit104,chi2,25.688674415559536,0.6909226134310871,0.0,651,31,,
レイトギャップ,とある科学の超電磁砲2,651,dd,plus,chi2,28.6637614995444,0.5353064870572932,0.0,651,31,,
レイトギャップ,とある科学の超電磁砲2,651,dd_bin,diff,kruskal,3.5123583677682735,0.4760017173290715,0.0,651,5,0.0,
レイトギャップ,とある科学の超電磁砲2,651,dd_bin,hit104,chi2,4.719891246675502,0.3172640669749652,0.03313699048228418,651,5,,
レイトギャップ,とある科学の超電磁砲2,651,dd_bin,plus,chi2,4.160821167403252,0.38467837278159,0.015425637367546083,651,5,,
レイトギャップ,とある科学の超電磁砲2,651,is_x_day,diff,kruskal,0.8458445517099726,0.35773055814940746,0.0,651,2,0.0,
レイトギャップ,とある科学の超電磁砲2,651,is_x_day,hit104,chi2,0.6315605775585942,0.4267834610396761,0.0,651,2,,
レイトギャップ,とある科学の超電磁砲2,651,is_x_day,plus,chi2,0.06540836627366402,0.7981434256830806,0.0,651,2,,
レイトギャップ,ひぐらしのなく頃に 業,310,day_of_week,diff,kruskal,2.7991692718224472,0.8335981081585828,0.0,310,7,0.0,
レイトギャップ,ひぐらしのなく頃に 業,310,day_of_week,hit104,chi2,4.11323722489183,0.6613554602458591,0.0,310,7,,
レイトギャップ,ひぐらしのなく頃に 業,310,day_of_week,plus,chi2,3.957470042629624,0.6824320019592316,0.0,310,7,,
レイトギャップ,ひぐらしのなく頃に 業,310,dd,diff,kruskal,29.798003965991807,0.4760333333158693,0.0,310,31,0.0,
レイトギャップ,ひぐらしのなく頃に 業,310,dd,hit104,chi2,30.025777798972413,0.46433399269872727,0.0,310,31,,warning: 53.2% of expected cells are below 5
レイトギャップ,ひぐらしのなく頃に 業,310,dd,plus,chi2,35.42467360867361,0.22751665433706003,0.1313071207552754,310,31,,warning: 54.8% of expected cells are below 5
レイトギャップ,ひぐらしのなく頃に 業,310,dd_bin,diff,kruskal,5.521252541919396,0.2378676705570285,0.004987713252194741,310,5,0.0,
レイトギャップ,ひぐらしのなく頃に 業,310,dd_bin,hit104,chi2,5.580937440922387,0.23270609044490084,0.07123526087967595,310,5,,
レイトギャップ,ひぐらしのなく頃に 業,310,dd_bin,plus,chi2,4.652980383772044,0.3247913053910501,0.045511906877570056,310,5,,
レイトギャップ,ひぐらしのなく頃に 業,310,is_x_day,diff,kruskal,1.2830509922337952,0.25733252474295476,0.0009189967280318024,310,2,0.0,
レイトギャップ,ひぐらしのなく頃に 業,310,is_x_day,hit104,chi2,0.814559597611759,0.36677562875407077,0.0,310,2,,
レイトギャップ,ひぐらしのなく頃に 業,310,is_x_day,plus,chi2,0.013015673334299038,0.9091694188538862,0.0,310,2,,
レイトギャップ,アイムジャグラーEX-TP,11749,day_of_week,diff,kruskal,28.022874270921925,9.303528889377245e-05,0.0018755641518414176,11749,7,0.0,
レイトギャップ,アイムジャグラーEX-TP,11749,day_of_week,hit104,chi2,16.10486142175417,0.013202064654762766,0.029327310562908014,11749,7,,
レイトギャップ,アイムジャグラーEX-TP,11749,day_of_week,plus,chi2,17.846142709239746,0.006628417873284348,0.031753905694960144,11749,7,,
レイトギャップ,アイムジャグラーEX-TP,11749,dd,diff,kruskal,102.01420844719327,8.903001558873925e-10,0.00614560577292996,11749,31,0.0,
レイトギャップ,アイムジャグラーEX-TP,11749,dd,hit104,chi2,85.61415587384187,2.9875494257513265e-07,0.06880194830666123,11749,31,,
レイトギャップ,アイムジャグラーEX-TP,11749,dd,plus,chi2,81.2238259065792,1.3155081496952637e-06,0.06603029134036989,11749,31,,
レイトギャップ,アイムジャグラーEX-TP,11749,dd_bin,diff,kruskal,23.534390090368294,9.900739128512542e-05,0.0016633506548338125,11749,5,0.0,
