hall,machine_name,n_machine_days,axis,outcome,test,statistic,p_value,effect_size,n_obs,n_levels,n_sparse_levels,note
ARROW,ウルトラミラクルジャグラー,537,dd,hit104,chi2,56.894450461741755,0.0021519827064766057,0.22376766056515826,537,31,,warning: 50.0% of expected cells are below 5
ARROW,SHAKE BONUS TRIGGER,353,dd,hit104,chi2,43.484283434849054,0.053073080469544835,0.19510460702080085,353,31,,warning: 51.6% of expected cells are below 5
ARROW,ニューパルサーDX3,537,day_of_week,plus,chi2,19.24193236655147,0.0037739707370071564,0.15711237772415546,537,7,,
ARROW,アズールレーン THE ANIMATION,292,day_of_week,hit104,chi2,13.041961252640837,0.04237441730551544,0.15533386736623292,292,7,,
ARROW,ヨルムンガンド,295,day_of_week,hit104,chi2,12.832473023284269,0.0457747829479164,0.152218779083153,295,7,,
ARROW,ゴーゴージャグラー3,4284,dd,plus,chi2,115.0833189910116,6.720125777535896e-12,0.14093871541172975,4284,31,,
ARROW,ヨルムンガンド,295,day_of_week,plus,chi2,11.564916990138599,0.07240926744118655,0.1373284083735324,295,7,,
ARROW,化物語,827,dd,hit104,chi2,44.231018281117,0.04544119908651812,0.131091153033783,827,31,,
ARROW,ニューパルサーDX3,537,dd,plus,chi2,38.65376409100226,0.1336763678567257,0.1266519489486676,537,31,,
ARROW,ジャグラーガールズ,537,dd,hit104,chi2,38.64009506494204,0.13399804124146736,0.1265512314023014,537,31,,warning: 50.0% of expected cells are below 5
ARROW,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,367,dd,plus,chi2,35.87618439931803,0.2121589598201316,0.12582254440581772,367,31,,warning: 45.2% of expected cells are below 5
ARROW,ヨルムンガンド,295,dd_bin,hit104,chi2,8.655129238688051,0.07032201262740966,0.12564902927661972,295,5,,
ARROW,SHAKE BONUS TRIGGER,353,dd,plus,chi2,35.62877517104132,0.22048220196696117,0.12549439320308522,353,31,,
ARROW,ゴーゴージャグラー3,4284,dd,hit104,chi2,93.64323169653827,1.822102009964583e-08,0.12189283743224616,4284,31,,
ARROW,化物語,827,dd,plus,chi2,40.67752402644832,0.09239463195751697,0.11350256799959688,827,31,,
ARROW,SHAKE BONUS TRIGGER,353,dd_bin,plus,chi2,8.32933153689249,0.08023259872351576,0.11075673012220807,353,5,,
ARROW,ミスタージャグラー,537,dd,hit104,chi2,36.30297386738553,0.19832475236913674,0.10795785404797362,537,31,,warning: 50.0% of expected cells are below 5
ARROW,ディスクアップ ULTRAREMIX,447,is_x_day,plus,chi2,6.108686807923503,0.013451903991607238,0.10700226650870795,447,2,,
ARROW,ウルトラミラクルジャグラー,537,dd,plus,chi2,36.1886218638008,0.201966571114401,0.10696520096639105,537,31,,
ARROW,ハッピージャグラーVIII,2685,dd,plus,chi2,60.60799728013346,0.0007766381315803656,0.10676942889429474,2685,31,,
ARROW,戦国乙女4 戦乱に閃く炯眼の軍師,1590,dd,plus,chi2,47.644361394010154,0.02150642516491239,0.1053194624012161,1590,31,,
ARROW,ハッピージャグラーVIII,2685,dd,hit104,chi2,59.612666501617475,0.0010254165431242922,0.10501843792322721,2685,31,,
ARROW,ディスクアップ ULTRAREMIX,447,day_of_week,hit104,chi2,10.807455876717844,0.09451266483534154,0.10367709294932966,447,7,,
ARROW,無職転生 ～異世界行ったら本気だす～,287,dd,plus,chi2,33.14514998113269,0.31627754827577936,0.10310379123616752,287,31,,warning: 53.2% of expected cells are below 5
ARROW,ディスクアップ ULTRAREMIX,447,is_x_day,hit104,chi2,5.435612589813768,0.019730169090053963,0.0997012659547693,447,2,,
ARROW,ウルトラミラクルジャグラー,537,dd_bin,hit104,chi2,9.304573454350933,0.053921470901219674,0.09941178874716132,537,5,,
ARROW,ニューパルサーDX3,537,day_of_week,hit104,chi2,11.226990025568973,0.08160931481877796,0.0986458136443558,537,7,,
ARROW,ニューパルサーDX3,537,is_x_day,hit104,chi2,5.940416830979661,0.014797518678639675,0.09598826449146004,537,2,,
ARROW,アズールレーン THE ANIMATION,292,day_of_week,plus,chi2,8.632434014098486,0.19532921494147895,0.09473867658501493,292,7,,
ARROW,不二子BT,263,day_of_week,hit104,chi2,8.369462174822914,0.2122655569960046,0.09463863768173601,263,7,,
