hall,machine_name,n_machine_days,axis,outcome,test,statistic,p_value,effect_size,n_obs,n_levels,n_sparse_levels,note
ARROW,SHAKE BONUS TRIGGER,353,day_of_week,diff,kruskal,5.674373699072392,0.46063669039365884,0.0,353,7,0.0,
ARROW,SHAKE BONUS TRIGGER,353,day_of_week,hit104,chi2,8.240808397516876,0.22098663564762083,0.079483075860511,353,7,,
ARROW,SHAKE BONUS TRIGGER,353,day_of_week,plus,chi2,5.216163978545453,0.5164025328116657,0.0,353,7,,
ARROW,SHAKE BONUS TRIGGER,353,dd,diff,kruskal,42.985042016327434,0.05877367110062688,0.04032621744201066,353,31,0.0,
ARROW,SHAKE BONUS TRIGGER,353,dd,hit104,chi2,43.484283434849054,0.053073080469544835,0.19510460702080085,353,31,,warning: 51.6% of expected cells are below 5
ARROW,SHAKE BONUS TRIGGER,353,dd,plus,chi2,35.62877517104132,0.22048220196696117,0.12549439320308522,353,31,,
ARROW,SHAKE BONUS TRIGGER,353,dd_bin,diff,kruskal,7.073146817360009,0.1320728734162758,0.008830881659080487,353,5,0.0,
ARROW,SHAKE BONUS TRIGGER,353,dd_bin,hit104,chi2,6.840460710616308,0.1445631931787721,0.08965083638339193,353,5,,
ARROW,SHAKE BONUS TRIGGER,353,dd_bin,plus,chi2,8.32933153689249,0.08023259872351576,0.11075673012220807,353,5,,
ARROW,SHAKE BONUS TRIGGER,353,is_x_day,diff,kruskal,1.9487388249360211,0.1627228191924583,0.0027029596152023396,353,2,0.0,
ARROW,SHAKE BONUS TRIGGER,353,is_x_day,hit104,chi2,0.40930475251719234,0.5223225965770661,0.0,353,2,,
ARROW,SHAKE BONUS TRIGGER,353,is_x_day,plus,chi2,2.316127502435152,0.1280384294207972,0.0610815678718498,353,2,,
ARROW,いざ！番長,2458,day_of_week,diff,kruskal,9.071506669655987,0.1695963454337893,0.0012531646959020755,2458,7,0.0,
ARROW,いざ！番長,2458,day_of_week,hit104,chi2,21.059987609068493,0.0017896353519902635,0.07828427815017652,2458,7,,
ARROW,いざ！番長,2458,day_of_week,plus,chi2,19.75029840455111,0.0030674274735851418,0.07480229995069129,2458,7,,
ARROW,いざ！番長,2458,dd,diff,kruskal,38.938018052908596,0.12712333304542683,0.0036827433262911395,2458,31,0.0,
ARROW,いざ！番長,2458,dd,hit104,chi2,34.80512240266129,0.2498003833383938,0.04416692899405654,2458,31,,
ARROW,いざ！番長,2458,dd,plus,chi2,38.95955218353576,0.12663741532308703,0.06034544314631832,2458,31,,
ARROW,いざ！番長,2458,dd_bin,diff,kruskal,7.59479298626259,0.10760123865766544,0.0014654679927690948,2458,5,0.0,
ARROW,いざ！番長,2458,dd_bin,hit104,chi2,6.72274950961973,0.15128535816309394,0.03327908870005992,2458,5,,
ARROW,いざ！番長,2458,dd_bin,plus,chi2,7.169343733479316,0.127205253188221,0.035906292006978854,2458,5,,
ARROW,いざ！番長,2458,is_x_day,diff,kruskal,1.9791885964638936,0.15947591254612908,0.00039869242527031497,2458,2,0.0,
ARROW,いざ！番長,2458,is_x_day,hit104,chi2,2.7009479214557373,0.10028860312154673,0.02630819191121004,2458,2,,
ARROW,いざ！番長,2458,is_x_day,plus,chi2,6.207762904630948,0.012719126725803269,0.04603690175817333,2458,2,,
ARROW,かぐや様は告らせたい,3683,day_of_week,diff,kruskal,5.9345226138352105,0.4305647900785462,0.0,3683,7,0.0,
ARROW,かぐや様は告らせたい,3683,day_of_week,hit104,chi2,8.534610387591933,0.20149196175120912,0.026228537566071727,3683,7,,
ARROW,かぐや様は告らせたい,3683,day_of_week,plus,chi2,15.198356746362936,0.018768798323786848,0.049977528561353464,3683,7,,
ARROW,かぐや様は告らせたい,3683,dd,diff,kruskal,29.25162537392075,0.5044086495419025,0.0,3683,31,0.0,
ARROW,かぐや様は告らせたい,3683,dd,hit104,chi2,48.77965430907212,0.016549621471065836,0.07140155807373626,3683,31,,
ARROW,かぐや様は告らせたい,3683,dd,plus,chi2,59.13950264248383,0.0011688428444076933,0.08894846667854824,3683,31,,
ARROW,かぐや様は告らせたい,3683,dd_bin,diff,kruskal,5.098071772006346,0.2773819336076393,0.00029855132463467806,3683,5,0.0,
ARROW,かぐや様は告らせたい,3683,dd_bin,hit104,chi2,5.780890287489949,0.21611998058897558,0.021985897735993815,3683,5,,
ARROW,かぐや様は告らせたい,3683,dd_bin,plus,chi2,4.90015821441299,0.2976961490251525,0.01562626998315156,3683,5,,
ARROW,かぐや様は告らせたい,3683,is_x_day,diff,kruskal,0.17041810333426072,0.6797404930700007,0.0,3683,2,0.0,
ARROW,かぐや様は告らせたい,3683,is_x_day,hit104,chi2,8.94054937009907,0.0027890882393194682,0.04643826353934311,3683,2,,
ARROW,かぐや様は告らせたい,3683,is_x_day,plus,chi2,11.048226264781372,0.0008877208736976634,0.052239252939148946,3683,2,,
ARROW,からくりサーカス,3502,day_of_week,diff,kruskal,11.92147448434906,0.06374371475548338,0.0016942702387264836,3502,7,0.0,
ARROW,からくりサーカス,3502,day_of_week,hit104,chi2,2.6415452977629057,0.8523023226213525,0.0,3502,7,,
ARROW,からくりサーカス,3502,day_of_week,plus,chi2,8.383017842937063,0.21136352509858944,0.026080228213595444,3502,7,,
ARROW,からくりサーカス,3502,dd,diff,kruskal,41.11746473542681,0.08497180440374985,0.0032029572847671584,3502,31,0.0,
ARROW,からくりサーカス,3502,dd,hit104,chi2,46.22774787358042,0.02955456609150058,0.06806414514200897,3502,31,,
ARROW,からくりサーカス,3502,dd,plus,chi2,37.73391468987064,0.1567015795208922,0.046974581967298604,3502,31,,
ARROW,からくりサーカス,3502,dd_bin,diff,kruskal,10.033008304348161,0.039875317036620776,0.001725195397297158,3502,5,0.0,
ARROW,からくりサーカス,3502,dd_bin,hit104,chi2,8.955196468063663,0.06222916443068497,0.03761701477386173,3502,5,,
ARROW,からくりサーカス,3502,dd_bin,plus,chi2,10.26799674965052,0.03614735233716454,0.042308610105623076,3502,5,,
ARROW,からくりサーカス,3502,is_x_day,diff,kruskal,0.0022245472441474994,0.9623816377642921,0.0,3502,2,0.0,
ARROW,からくりサーカス,3502,is_x_day,hit104,chi2,1.9518807658941797,0.1623843243786129,0.016486560796754323,3502,2,,
ARROW,からくりサーカス,3502,is_x_day,plus,chi2,1.996431012785629,0.15767008163249194,0.01686806729285168,3502,2,,
ARROW,アズールレーン THE ANIMATION,292,day_of_week,diff,kruskal,14.21285341228571,0.02734677280427518,0.028817029516791968,292,7,0.0,
ARROW,アズールレーン THE ANIMATION,292,day_of_week,hit104,chi2,13.041961252640837,0.04237441730551544,0.15533386736623292,292,7,,
ARROW,アズールレーン THE ANIMATION,292,day_of_week,plus,chi2,8.632434014098486,0.19532921494147895,0.09473867658501493,292,7,,
ARROW,アズールレーン THE ANIMATION,292,dd,diff,kruskal,27.762169287352023,0.5830383196288013,0.0,292,31,0.0,
ARROW,アズールレーン THE ANIMATION,292,dd,hit104,chi2,22.370620772946857,0.8402248504945113,0.0,292,31,,warning: 51.6% of expected cells are below 5
ARROW,アズールレーン THE ANIMATION,292,dd,plus,chi2,29.086219135802466,0.5130706862870231,0.0,292,31,,warning: 53.2% of expected cells are below 5
ARROW,アズールレーン THE ANIMATION,292,dd_bin,diff,kruskal,0.987721115725937,0.9116521188820722,0.0,292,5,0.0,
ARROW,アズールレーン THE ANIMATION,292,dd_bin,hit104,chi2,3.9264540597257325,0.41605070356191487,0.0,292,5,,
ARROW,アズールレーン THE ANIMATION,292,dd_bin,plus,chi2,2.5692124824811775,0.6322865693733005,0.0,292,5,,
ARROW,アズールレーン THE ANIMATION,292,is_x_day,diff,kruskal,0.7496151256120095,0.3865981116372431,0.0,292,2,0.0,
ARROW,アズールレーン THE ANIMATION,292,is_x_day,hit104,chi2,0.9321039560670186,0.33431680954076803,0.0,292,2,,
ARROW,アズールレーン THE ANIMATION,292,is_x_day,plus,chi2,0.596859449956795,0.4397788032144424,0.0,292,2,,
ARROW,アレックス ブライト,597,day_of_week,diff,kruskal,3.267738814225782,0.7745698426534882,0.0,597,7,0.0,
ARROW,アレックス ブライト,597,day_of_week,hit104,chi2,4.2524690070237705,0.6425523938018451,0.0,597,7,,
ARROW,アレックス ブライト,597,day_of_week,plus,chi2,4.186222478479416,0.651491728865792,0.0,597,7,,
ARROW,アレックス ブライト,597,dd,diff,kruskal,32.23973306971917,0.35646235323524,0.003957125564874862,597,31,0.0,
ARROW,アレックス ブライト,597,dd,hit104,chi2,24.40203152983543,0.7535388085177055,0.0,597,31,,
ARROW,アレックス ブライト,597,dd,plus,chi2,27.92396161889576,0.5744662650046721,0.0,597,31,,
