hall,machine_name,n_machine_days,axis,outcome,test,statistic,p_value,effect_size,n_obs,n_levels,n_sparse_levels,note
金時,スマスロ炎炎ノ消防隊2,237,dd,hit104,chi2,45.02629000463823,0.038384886259923645,0.2512632395887348,237,31,,warning: 58.1% of expected cells are below 5
金時,SHAKE BONUS TRIGGER,222,dd,hit104,chi2,39.87410714285715,0.10732572527008825,0.20991875103151714,222,31,,warning: 85.5% of expected cells are below 5
金時,スマスロ炎炎ノ消防隊2,237,dd_bin,hit104,chi2,13.432076856449829,0.009346649399836123,0.19973814162522122,237,5,,
金時,ミリオンゴッド‐神々の軌跡‐,206,dd,hit104,chi2,35.772398860398866,0.18028953016222551,0.17985215113632902,206,30,,warning: 80.0% of expected cells are below 5
金時,スマスロ炎炎ノ消防隊2,237,dd,plus,chi2,37.36778913356703,0.1666648089697108,0.175160948931934,237,31,,warning: 100.0% of expected cells are below 5
金時,スマスロ炎炎ノ消防隊2,237,dd_bin,plus,chi2,10.537009258116065,0.03229099762112895,0.16621633306129222,237,5,,
金時,SHAKE BONUS TRIGGER,222,dd,plus,chi2,35.55700044654171,0.22293861306999282,0.1566239529147847,222,31,,warning: 100.0% of expected cells are below 5
金時,アズールレーン THE ANIMATION,278,dd,hit104,chi2,36.29090862840863,0.19870676471575907,0.1493993504391884,278,31,,warning: 51.6% of expected cells are below 5
金時,バーサスリヴァイズ,629,dd_bin,plus,chi2,14.95916350325001,0.0047866684820117005,0.1320636177066567,629,5,,
金時,鉄拳6,471,is_x_day,hit104,chi2,8.567498044340866,0.0034221710500103556,0.12687239889683286,471,2,,
金時,スーパーブラックジャック,553,dd_bin,hit104,chi2,11.692132601856802,0.01979369005339124,0.11799127520828362,553,5,,
金時,東京リベンジャーズ,672,dd,hit104,chi2,39.35147850876969,0.11804794742009947,0.11777108938110874,672,31,,
金時,鉄拳6,471,is_x_day,plus,chi2,7.4434151358429705,0.006366895982511785,0.11706805290988014,471,2,,
金時,甲鉄城のカバネリ,866,is_x_day,plus,chi2,12.762328410041118,0.000353670368889234,0.11660509938116069,866,2,,
金時,甲鉄城のカバネリ,866,dd,plus,chi2,41.701187386439805,0.07589541971977443,0.11613486727195653,866,31,,
金時,攻殻機動隊,230,dd,hit104,chi2,33.2163338453661,0.3132309064363718,0.11607459418295434,230,31,,warning: 67.7% of expected cells are below 5
金時,化物語,466,is_x_day,plus,chi2,7.015984794134596,0.008078518714887723,0.11372350992017528,466,2,,
金時,ゴッドイーター リザレクション,1630,dd,hit104,chi2,50.74817374767058,0.010356114004780611,0.11280715617042646,1630,31,,
金時,鉄拳6,471,dd,plus,chi2,35.86733701975618,0.2124527519934851,0.11112130141026946,471,31,,
金時,マギアレコード 魔法少女まどか☆マギカ外伝,911,dd,plus,chi2,41.10240370351438,0.08521746905297839,0.11029157180313709,911,31,,
金時,マギアレコード 魔法少女まどか☆マギカ外伝,911,dd,hit104,chi2,40.97720782080246,0.08728251691957999,0.1096660966369256,911,31,,
金時,鉄拳6,471,dd,hit104,chi2,35.65927660028463,0.21944401747048656,0.1091112271013153,471,31,,
金時,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,418,dd,plus,chi2,34.96670960636626,0.24385377592513557,0.10834259664459023,418,31,,
金時,バーサスリヴァイズ,629,dd,plus,chi2,36.177234603861436,0.20233182081443368,0.0987943196129665,629,31,,
金時,化物語,466,is_x_day,hit104,chi2,5.44220954734676,0.019655789542499656,0.09771672405309584,466,2,,
金時,スーパーブラックジャック,553,dd_bin,plus,chi2,9.205421276177312,0.05616507733623064,0.09704130264374179,553,5,,
金時,東京リベンジャーズ,672,dd,plus,chi2,36.35063081462326,0.19682097506030127,0.09694234025614247,672,31,,
金時,化物語,466,day_of_week,hit104,chi2,10.33902365625673,0.11108201789308947,0.09645479678966451,466,7,,
金時,鉄拳6,471,day_of_week,plus,chi2,10.186953720748601,0.11699657751226834,0.09424060040791837,471,7,,
金時,ディスクアップ2,1039,dd,hit104,chi2,39.11124975222295,0.12325586204610708,0.09354069543758034,1039,31,,
