hall,machine_name,n_machine_days,axis,outcome,test,statistic,p_value,effect_size,n_obs,n_levels,n_sparse_levels,note
ヒロキ,甲鉄城のカバネリ 海門(うなと)決戦,450,dd,plus,chi2,53.15510204081633,0.005701909965790702,0.22676381864412176,450,31,,
ヒロキ,ミリオンゴッド‐神々の軌跡‐,267,dd,plus,chi2,41.8500014807327,0.057925980536695704,0.21885861639512702,267,30,,warning: 60.0% of expected cells are below 5
ヒロキ,スマスロ秘宝伝,358,dd,hit104,chi2,42.87984105151807,0.06003987301350634,0.18932215691477705,358,31,,warning: 56.5% of expected cells are below 5
ヒロキ,麻雀格闘倶楽部 覚醒,432,dd,hit104,chi2,44.005852340452016,0.0476347784111477,0.1798189460328424,432,31,,warning: 50.0% of expected cells are below 5
ヒロキ,ミリオンゴッド‐神々の軌跡‐,267,dd,hit104,chi2,37.47605263191369,0.13443525037711568,0.17735682915000975,267,30,,warning: 60.0% of expected cells are below 5
ヒロキ,アズールレーン THE ANIMATION,260,day_of_week,plus,chi2,13.734937562792869,0.03274135044646347,0.17255614612451553,260,7,,
ヒロキ,甲鉄城のカバネリ 海門(うなと)決戦,450,dd,hit104,chi2,43.15257945228566,0.056804551108108656,0.17071726855859787,450,31,,warning: 50.0% of expected cells are below 5
ヒロキ,スマスロ ハナビ,213,dd,hit104,chi2,35.94911098218552,0.20974817032854082,0.16551421830442403,213,31,,warning: 66.1% of expected cells are below 5
ヒロキ,アズールレーン THE ANIMATION,260,day_of_week,hit104,chi2,13.017422492533692,0.042760109156270355,0.16433275330825617,260,7,,
ヒロキ,SHAKE BONUS TRIGGER,218,dd_bin,plus,chi2,9.711255281806972,0.04558281706720561,0.16197148010314957,218,5,,
ヒロキ,Re:ゼロから始める異世界生活 season2,296,day_of_week,plus,chi2,12.527672891939932,0.051180730363144154,0.1485227675887177,296,7,,
ヒロキ,ヱヴァンゲリヲン ～約束の扉～,418,dd,plus,chi2,39.20724306145555,0.12115332923630738,0.1480112215507005,418,31,,
ヒロキ,スマスロ ハナビ,213,dd_bin,plus,chi2,8.4965259917264,0.07499260037828678,0.1453323727540507,213,5,,
ヒロキ,麻雀格闘倶楽部 覚醒,432,dd,plus,chi2,38.276210745775956,0.14278589410265485,0.13798894804148948,432,31,,
ヒロキ,ヱヴァンゲリヲン ～約束の扉～,418,dd,hit104,chi2,37.77967082896961,0.15548891878394516,0.1359553875617605,418,31,,warning: 50.0% of expected cells are below 5
ヒロキ,主役は銭形5,527,dd,plus,chi2,39.70854126571903,0.11063383781197221,0.1354582556683406,527,31,,
ヒロキ,ディスクアップ ULTRAREMIX,474,dd,hit104,chi2,38.633675169070024,0.13414932983807923,0.13460684689669064,474,31,,
ヒロキ,ダーリン・イン・ザ・フランキス,547,dd,hit104,chi2,39.86503837479131,0.10750482892583953,0.13404202382788188,547,31,,
ヒロキ,クランキークレスト,475,dd,plus,chi2,37.88519563697673,0.1527194972776345,0.12846003919888063,475,31,,
ヒロキ,甲鉄城のカバネリ 海門(うなと)決戦,450,dd_bin,plus,chi2,11.144132703220906,0.02499103657558914,0.12606128012973436,450,5,,
ヒロキ,スマスロ ハナビ,213,dd_bin,hit104,chi2,7.275896508500487,0.12200708375250303,0.12395032963987541,213,5,,
ヒロキ,スマスロ秘宝伝,358,dd_bin,hit104,chi2,9.274674831380615,0.05458885428377547,0.12142376253430873,358,5,,
ヒロキ,スマスロ秘宝伝,358,dd,plus,chi2,35.2403757641816,0.23399921869540038,0.12018173224366165,358,31,,warning: 46.8% of expected cells are below 5
ヒロキ,スマスロ秘宝伝,358,dd_bin,plus,chi2,9.117041393295393,0.058239661600595405,0.11959170705654591,358,5,,
ヒロキ,クランキークレスト,475,dd,hit104,chi2,36.73851294781492,0.18488611044113892,0.11867101209694916,475,31,,warning: 45.2% of expected cells are below 5
ヒロキ,アズールレーン THE ANIMATION,260,dd_bin,plus,chi2,7.585105696031272,0.10801451908672145,0.11739967203751252,260,5,,
ヒロキ,アズールレーン THE ANIMATION,260,dd,plus,chi2,33.56042698373302,0.2987450217507684,0.11532475914286718,260,31,,warning: 75.8% of expected cells are below 5
ヒロキ,ハッピージャグラーVIII,1687,dd,plus,chi2,52.255903000547136,0.00714687072604343,0.11484715003147325,1687,31,,
ヒロキ,ファミスタ回胴版!!,472,day_of_week,plus,chi2,11.341241225874498,0.07838541034264306,0.10636361932450487,472,7,,
ヒロキ,新鬼武者3,1496,dd,plus,chi2,46.599867921654784,0.02721391022552545,0.10530988973684743,1496,31,,
