hall,machine_name,axis,outcome,axis_level,axis_level_order,n,avg_diff,plus_rate,hit104_rate
ザシティ,いざ！番長,dd,plus,1,1,12,-695.3333333333334,25.0,25.0
ザシティ,いざ！番長,dd,plus,2,2,13,-663.5384615384615,30.76923076923077,30.76923076923077
ザシティ,いざ！番長,dd,plus,3,3,14,191.07142857142858,42.857142857142854,35.714285714285715
ザシティ,いざ！番長,dd,plus,4,4,14,-205.21428571428572,35.714285714285715,35.714285714285715
ザシティ,いざ！番長,dd,plus,5,5,13,715.7692307692307,38.46153846153847,30.76923076923077
ザシティ,いざ！番長,dd,plus,6,6,15,-344.0,33.33333333333333,33.33333333333333
ザシティ,いざ！番長,dd,plus,7,7,14,305.0,35.714285714285715,35.714285714285715
ザシティ,いざ！番長,dd,plus,8,8,15,-565.0,26.666666666666668,26.666666666666668
ザシティ,いざ！番長,dd,plus,9,9,13,-1310.076923076923,7.6923076923076925,7.6923076923076925
ザシティ,いざ！番長,dd,plus,10,10,13,-969.2307692307693,23.076923076923077,15.384615384615385
ザシティ,いざ！番長,dd,plus,11,11,13,-1497.6153846153845,15.384615384615385,15.384615384615385
ザシティ,いざ！番長,dd,plus,12,12,12,125.33333333333333,25.0,25.0
ザシティ,いざ！番長,dd,plus,13,13,11,668.0,27.27272727272727,27.27272727272727
ザシティ,いざ！番長,dd,plus,14,14,13,609.2307692307693,53.84615384615385,30.76923076923077
ザシティ,いざ！番長,dd,plus,15,15,15,-1307.5333333333333,13.333333333333334,13.333333333333334
ザシティ,いざ！番長,dd,plus,16,16,12,498.5833333333333,41.66666666666667,41.66666666666667
ザシティ,いざ！番長,dd,plus,17,17,10,1041.5,40.0,40.0
ザシティ,いざ！番長,dd,plus,18,18,17,808.4705882352941,47.05882352941176,47.05882352941176
ザシティ,いざ！番長,dd,plus,19,19,13,-488.6923076923077,23.076923076923077,23.076923076923077
ザシティ,いざ！番長,dd,plus,20,20,15,-460.8,20.0,20.0
ザシティ,いざ！番長,dd,plus,21,21,18,-373.3888888888889,22.22222222222222,16.666666666666664
ザシティ,いざ！番長,dd,plus,22,22,14,435.0,42.857142857142854,35.714285714285715
ザシティ,いざ！番長,dd,plus,23,23,13,-124.07692307692308,30.76923076923077,15.384615384615385
ザシティ,いざ！番長,dd,plus,24,24,15,-671.2666666666667,26.666666666666668,6.666666666666667
ザシティ,いざ！番長,dd,plus,25,25,15,650.0,40.0,40.0
ザシティ,いざ！番長,dd,plus,26,26,14,-1171.5,7.142857142857142,7.142857142857142
ザシティ,いざ！番長,dd,plus,27,27,15,439.6,53.333333333333336,53.333333333333336
ザシティ,いざ！番長,dd,plus,28,28,16,836.125,62.5,50.0
ザシティ,いざ！番長,dd,plus,29,29,11,-394.45454545454544,27.27272727272727,18.181818181818183
ザシティ,いざ！番長,dd,plus,30,30,14,-841.3571428571429,28.57142857142857,21.428571428571427
ザシティ,いざ！番長,dd,plus,31,31,8,-490.125,25.0,25.0
ザシティ,からくりサーカス,dd,plus,1,1,19,172.89473684210526,42.10526315789473,42.10526315789473
ザシティ,からくりサーカス,dd,plus,2,2,16,397.375,37.5,31.25
ザシティ,からくりサーカス,dd,plus,3,3,15,-552.3333333333334,33.33333333333333,20.0
ザシティ,からくりサーカス,dd,plus,4,4,18,-778.4444444444445,27.77777777777778,27.77777777777778
ザシティ,からくりサーカス,dd,plus,5,5,22,-633.7272727272727,27.27272727272727,22.727272727272727
ザシティ,からくりサーカス,dd,plus,6,6,19,-332.94736842105266,31.57894736842105,31.57894736842105
ザシティ,からくりサーカス,dd,plus,7,7,23,310.0869565217391,56.52173913043478,52.17391304347826
ザシティ,からくりサーカス,dd,plus,8,8,28,73.17857142857143,35.714285714285715,32.142857142857146
ザシティ,からくりサーカス,dd,plus,9,9,19,154.6315789473684,63.1578947368421,63.1578947368421
ザシティ,からくりサーカス,dd,plus,10,10,17,354.5882352941176,52.94117647058824,52.94117647058824
ザシティ,からくりサーカス,dd,plus,11,11,19,-725.1052631578947,31.57894736842105,26.31578947368421
ザシティ,からくりサーカス,dd,plus,12,12,16,-857.125,25.0,18.75
ザシティ,からくりサーカス,dd,plus,13,13,25,848.04,56.00000000000001,44.0
ザシティ,からくりサーカス,dd,plus,14,14,23,431.04347826086956,43.47826086956522,43.47826086956522
ザシティ,からくりサーカス,dd,plus,15,15,20,-726.45,25.0,25.0
ザシティ,からくりサーカス,dd,plus,16,16,17,-346.0,35.294117647058826,17.647058823529413
ザシティ,からくりサーカス,dd,plus,17,17,14,149.92857142857142,64.28571428571429,50.0
ザシティ,からくりサーカス,dd,plus,18,18,27,426.9259259259259,37.03703703703704,33.33333333333333
ザシティ,からくりサーカス,dd,plus,19,19,20,-583.05,30.0,30.0
