hall,machine_name,n_machine_days,axis,outcome,test,statistic,p_value,effect_size,n_obs,n_levels,n_sparse_levels,note
ザシティ,いざ！番長,420,day_of_week,diff,kruskal,5.2697069195114095,0.5097154107894095,0.0,420,7,0.0,
ザシティ,いざ！番長,420,day_of_week,hit104,chi2,3.1948311040172883,0.7840261660624751,0.0,420,7,,
ザシティ,いざ！番長,420,day_of_week,plus,chi2,7.273147312508213,0.29632376212906736,0.05481221302233154,420,7,,
ザシティ,いざ！番長,420,dd,diff,kruskal,40.798088314919454,0.09030904009877942,0.027758581786425332,420,31,0.0,
ザシティ,いざ！番長,420,dd,hit104,chi2,33.34939311382543,0.3075816354438527,0.08844739734903213,420,31,,warning: 50.0% of expected cells are below 5
ザシティ,いざ！番長,420,dd,plus,chi2,33.69677064610237,0.2931172014632984,0.09301618215701662,420,31,,warning: 45.2% of expected cells are below 5
ザシティ,いざ！番長,420,dd_bin,diff,kruskal,7.207200139722481,0.12533546097078713,0.007728193107765014,420,5,0.0,
ザシティ,いざ！番長,420,dd_bin,hit104,chi2,4.178007082790393,0.38245090725220193,0.020051336439547672,420,5,,
ザシティ,いざ！番長,420,dd_bin,plus,chi2,4.623985877525983,0.32809803296661066,0.03829426441935672,420,5,,
ザシティ,いざ！番長,420,is_x_day,diff,kruskal,0.2121997085891054,0.6450487312140829,0.0,420,2,0.0,
ザシティ,いざ！番長,420,is_x_day,hit104,chi2,2.3308945182283756,0.12682897692123002,0.056308802743873426,420,2,,
ザシティ,いざ！番長,420,is_x_day,plus,chi2,1.725058260448681,0.18904323571803025,0.041530267364408964,420,2,,
ザシティ,かぐや様は告らせたい,1195,day_of_week,diff,kruskal,27.108697696843375,0.00013817263562911306,0.017768264054581966,1195,7,0.0,
ザシティ,かぐや様は告らせたい,1195,day_of_week,hit104,chi2,6.068916002678595,0.4155145497609422,0.0073150519350549705,1195,7,,
ザシティ,かぐや様は告らせたい,1195,day_of_week,plus,chi2,5.869377578313347,0.4379805867442358,0.0,1195,7,,
ザシティ,かぐや様は告らせたい,1195,dd,diff,kruskal,21.887164019928274,0.8581169131426649,0.0,1195,31,0.0,
ザシティ,かぐや様は告らせたい,1195,dd,hit104,chi2,20.2842575243833,0.9089290443022321,0.0,1195,31,,
ザシティ,かぐや様は告らせたい,1195,dd,plus,chi2,16.857661203147135,0.9742427197082297,0.0,1195,31,,
ザシティ,かぐや様は告らせたい,1195,dd_bin,diff,kruskal,0.57313468038174,0.966001738477674,0.0,1195,5,0.0,
ザシティ,かぐや様は告らせたい,1195,dd_bin,hit104,chi2,1.9296034678764507,0.7487048795024643,0.0,1195,5,,
ザシティ,かぐや様は告らせたい,1195,dd_bin,plus,chi2,0.6204299423865516,0.9607666232723792,0.0,1195,5,,
ザシティ,かぐや様は告らせたい,1195,is_x_day,diff,kruskal,0.0957380025211491,0.7570054186744928,0.0,1195,2,0.0,
ザシティ,かぐや様は告らせたい,1195,is_x_day,hit104,chi2,0.3694037074124856,0.5433294781977547,0.0,1195,2,,
ザシティ,かぐや様は告らせたい,1195,is_x_day,plus,chi2,0.8775017994185901,0.34888683049590485,0.0,1195,2,,
ザシティ,からくりサーカス,591,day_of_week,diff,kruskal,3.533599857440808,0.7394941479326242,0.0,591,7,0.0,
ザシティ,からくりサーカス,591,day_of_week,hit104,chi2,2.0134645341870923,0.9184561125817583,0.0,591,7,,
ザシティ,からくりサーカス,591,day_of_week,plus,chi2,4.16753706076384,0.6540157218183411,0.0,591,7,,
ザシティ,からくりサーカス,591,dd,diff,kruskal,52.43212664721534,0.00683925152711641,0.040057369012884536,591,31,0.0,
ザシティ,からくりサーカス,591,dd,hit104,chi2,46.253570000099316,0.02938651598221475,0.1657175925768125,591,31,,
