hall,machine_name,axis,outcome,axis_level,axis_level_order,n,avg_diff,plus_rate,hit104_rate
ARROW,SHAKE BONUS TRIGGER,dd,hit104,1,1,12,-235.58333333333334,41.66666666666667,33.33333333333333
ARROW,SHAKE BONUS TRIGGER,dd,hit104,2,2,12,-506.5,25.0,16.666666666666664
ARROW,SHAKE BONUS TRIGGER,dd,hit104,3,3,12,529.5,58.333333333333336,41.66666666666667
ARROW,SHAKE BONUS TRIGGER,dd,hit104,4,4,12,-224.58333333333334,41.66666666666667,25.0
ARROW,SHAKE BONUS TRIGGER,dd,hit104,5,5,12,-722.25,16.666666666666664,16.666666666666664
ARROW,SHAKE BONUS TRIGGER,dd,hit104,6,6,11,12.545454545454545,54.54545454545454,18.181818181818183
ARROW,SHAKE BONUS TRIGGER,dd,hit104,7,7,11,-360.45454545454544,27.27272727272727,27.27272727272727
ARROW,SHAKE BONUS TRIGGER,dd,hit104,8,8,11,-222.72727272727272,45.45454545454545,36.36363636363637
ARROW,SHAKE BONUS TRIGGER,dd,hit104,9,9,11,306.90909090909093,63.63636363636363,54.54545454545454
ARROW,SHAKE BONUS TRIGGER,dd,hit104,10,10,11,63.18181818181818,54.54545454545454,18.181818181818183
ARROW,SHAKE BONUS TRIGGER,dd,hit104,11,11,11,1878.5454545454545,81.81818181818183,72.72727272727273
ARROW,SHAKE BONUS TRIGGER,dd,hit104,12,12,10,-26.5,50.0,30.0
ARROW,SHAKE BONUS TRIGGER,dd,hit104,13,13,11,57.72727272727273,45.45454545454545,36.36363636363637
ARROW,SHAKE BONUS TRIGGER,dd,hit104,14,14,11,-430.3636363636364,36.36363636363637,9.090909090909092
ARROW,SHAKE BONUS TRIGGER,dd,hit104,15,15,11,79.18181818181819,45.45454545454545,27.27272727272727
ARROW,SHAKE BONUS TRIGGER,dd,hit104,16,16,11,61.63636363636363,45.45454545454545,45.45454545454545
ARROW,SHAKE BONUS TRIGGER,dd,hit104,17,17,10,-357.8,30.0,20.0
ARROW,SHAKE BONUS TRIGGER,dd,hit104,18,18,11,112.9090909090909,54.54545454545454,27.27272727272727
ARROW,SHAKE BONUS TRIGGER,dd,hit104,19,19,12,-208.91666666666666,41.66666666666667,25.0
ARROW,SHAKE BONUS TRIGGER,dd,hit104,20,20,12,712.4166666666666,58.333333333333336,50.0
ARROW,SHAKE BONUS TRIGGER,dd,hit104,21,21,12,-40.75,41.66666666666667,25.0
ARROW,SHAKE BONUS TRIGGER,dd,hit104,22,22,13,394.38461538461536,84.61538461538461,46.15384615384615
ARROW,SHAKE BONUS TRIGGER,dd,hit104,23,23,13,397.53846153846155,46.15384615384615,46.15384615384615
ARROW,SHAKE BONUS TRIGGER,dd,hit104,24,24,13,1589.923076923077,84.61538461538461,84.61538461538461
ARROW,SHAKE BONUS TRIGGER,dd,hit104,25,25,12,263.9166666666667,50.0,41.66666666666667
