date,last_digit,is_rank_1,is_top_3,is_top_5,month_progress,day_of_week,day_of_month,days_since_last_rank1,rolling_avg_diff_7d,rolling_avg_diff_14d,rolling_avg_diff_21d,rolling_avg_diff_28d,rolling_avg_diff_35d,rolling_avg_games_7d,rolling_avg_games_14d,rolling_avg_games_21d,rolling_avg_games_28d,rolling_avg_games_35d,rolling_avg_efficiency_7d,rolling_avg_efficiency_14d,rolling_avg_efficiency_21d,rolling_avg_efficiency_28d,rolling_avg_efficiency_35d,rolling_rank_sum_7d,rolling_rank_sum_14d,rolling_rank_sum_21d,dow_lastdigit_rank1_rate,periodicity_strength,prior_week_rank1_rate,prior_same_weekday_rank1_rate
2025-07-12,8,0,0,0,0.3548387,5.0,12.0,0.0,77320.0,77320.0,77320.0,77320.0,77320.0,393670.6,393670.6,393670.6,393670.6,393670.6,0.1937859,0.1937859,0.1937859,0.1937859,0.1937859,33.0,33.0,33.0,0.125,0.045774646,0.0,0.0
2025-07-12,9,0,0,0,0.3548387,5.0,12.0,0.0,70040.0,70040.0,70040.0,70040.0,70040.0,399701.8,399701.8,399701.8,399701.8,399701.8,0.17261389,0.17261389,0.17261389,0.17261389,0.17261389,38.0,38.0,38.0,0.075,0.03547945,0.0,0.0
2025-07-12,ã‚¾ãƒ­ç›®,0,0,1,0.3548387,5.0,12.0,0.0,96940.0,96940.0,96940.0,96940.0,96940.0,389387.0,389387.0,389387.0,389387.0,389387.0,0.24838637,0.24838637,0.24838637,0.24838637,0.24838637,23.0,23.0,23.0,0.025,0.038751386,0.14285715,0.0
2025-07-13,0,0,0,0,0.38709676,6.0,13.0,0.0,70833.336,70833.336,70833.336,70833.336,70833.336,402858.0,402858.0,402858.0,402858.0,402858.0,0.17331663,0.17331663,0.17331663,0.17331663,0.17331663,38.0,38.0,38.0,0.075,0.036321186,0.0,0.0
2025-07-13,1,1,1,1,0.38709676,6.0,13.0,0.0,76033.336,76033.336,76033.336,76033.336,76033.336,416202.5,416202.5,416202.5,416202.5,416202.5,0.17994978,0.17994978,0.17994978,0.17994978,0.17994978,37.0,37.0,37.0,0.125,0.046272263,0.0,0.0
2025-07-13,2,0,0,0,0.38709676,6.0,13.0,0.0,82516.664,82516.664,82516.664,82516.664,82516.664,396729.16,396729.16,396729.16,396729.16,396729.16,0.20512739,0.20512739,0.20512739,0.20512739,0.20512739,30.0,30.0,30.0,0.05,0.047563225,0.0,0.0
2025-07-13,3,0,0,0,0.38709676,6.0,13.0,0.0,91133.336,91133.336,91133.336,91133.336,91133.336,395390.66,395390.66,395390.66,395390.66,395390.66,0.22577114,0.22577114,0.22577114,0.22577114,0.22577114,39.0,39.0,39.0,0.05,0.03312406,0.14285715,0.0
2025-07-13,4,0,0,0,0.38709676,6.0,13.0,0.0,89783.336,89783.336,89783.336,89783.336,89783.336,398495.5,398495.5,398495.5,398495.5,398495.5,0.22385001,0.22385001,0.22385001,0.22385001,0.22385001,33.0,33.0,33.0,0.075,0.0377796,0.14285715,0.0
2025-07-13,5,0,0,0,0.38709676,6.0,13.0,0.0,65850.0,65850.0,65850.0,65850.0,65850.0,403030.84,403030.84,403030.84,403030.84,403030.84,0.16335386,0.16335386,0.16335386,0.16335386,0.16335386,41.0,41.0,41.0,0.1,0.03521127,0.0,0.0
2025-07-13,6,0,0,1,0.38709676,6.0,13.0,0.0,123500.0,123500.0,123500.0,123500.0,123500.0,402815.5,402815.5,402815.5,402815.5,402815.5,0.29798055,0.29798055,0.29798055,0.29798055,0.29798055,20.0,20.0,20.0,0.075,0.033639003,0.2857143,0.0
2025-07-13,7,0,0,0,0.38709676,6.0,13.0,0.0,74700.0,74700.0,74700.0,74700.0,74700.0,398450.5,398450.5,398450.5,398450.5,398450.5,0.18323386,0.18323386,0.18323386,0.18323386,0.18323386,43.0,43.0,43.0,0.075,0.052751012,0.0,0.0
2025-07-13,8,0,1,1,0.38709676,6.0,13.0,0.0,70500.0,70500.0,70500.0,70500.0,70500.0,396558.66,396558.66,396558.66,396558.66,396558.66,0.17624904,0.17624904,0.17624904,0.17624904,0.17624904,40.0,40.0,40.0,0.075,0.045774646,0.2857143,0.0
2025-07-13,9,0,1,1,0.38709676,6.0,13.0,0.0,60483.332,60483.332,60483.332,60483.332,60483.332,400850.84,400850.84,400850.84,400850.84,400850.84,0.14905073,0.14905073,0.14905073,0.14905073,0.14905073,47.0,47.0,47.0,0.075,0.03547945,0.0,0.0
