hall,machine_name,n_units,n_machine_days,avg_diff,plus_rate,hit104_rate,avg_payout_rate,top3_rate,expected_top3_rate,top3_lift,bottom3_rate,expected_bottom3_rate,bottom3_lift,tier
みとや,北斗の拳 転生の章2,17,2192,121,34.4,29.425182481751825,99.63923818837058,3.4215328467153285,1.2975517090672382,2.6369144464962724,1.824817518248175,1.2975517090672382,1.4063543714646785,C
みとや,シン・エヴァンゲリオン,7,76,119,34.2,30.263157894736842,98.83160046417274,0.0,1.278080256891031,0.0,0.0,1.278080256891031,0.0,C
みとや,頭文字D 2nd,7,330,118,40.9,33.03030303030303,96.1360130796932,1.5151515151515151,1.2659764948050984,1.1968243655146047,0.0,1.2659764948050984,0.0,C
みとや,ディスクアップ ULTRAREMIX,15,1330,113,48.1,37.29323308270677,98.33265448346752,0.2255639097744361,1.2924629044888742,0.1745225406400651,0.6766917293233082,1.2924629044888742,0.5235676219201951,B
みとや,戦国乙女4 戦乱に閃く炯眼の軍師,35,2281,109,35.1,29.28540113985094,94.08402388168827,3.0688294607628235,1.290147074610546,2.378666371575663,1.0960105217010083,1.290147074610546,0.8495237041341653,C
みとや,ハイパーラッシュ,2,366,104,48.9,36.6120218579235,98.58295200707948,0.0,1.2775147610454551,0.0,0.0,1.2775147610454551,0.0,B
みとや,絶対衝激IV,2,58,101,24.1,24.137931034482758,107.70915006175356,5.172413793103448,1.2649667809220118,4.088972035560782,1.7241379310344827,1.2649667809220118,1.3629906785202606,C
みとや,東京喰種,27,5360,95,38.8,35.31716417910447,101.52925430418888,3.75,1.3032616631204128,2.8773960794805675,7.108208955223881,1.3032616631204128,5.454168687970628,C
みとや,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,9,480,94,42.1,33.125,97.0335721619943,0.4166666666666667,1.289599135296491,0.3230978179671864,0.20833333333333334,1.289599135296491,0.1615489089835932,C
みとや,A‐SLOT+ この素晴らしい世界に祝福を！,1,61,89,47.5,32.78688524590164,97.0263193503956,0.0,1.2882738596005487,0.0,0.0,1.2882738596005487,0.0,C
みとや,新ハナビ,3,397,86,47.6,28.71536523929471,98.88249380065831,0.0,1.3005262806762812,0.0,0.0,1.3005262806762812,0.0,C
みとや,ウルトラミラクルジャグラー,5,2685,85,41.0,25.512104283054004,97.21559813268323,0.037243947858472994,1.3003924939990807,0.02864054355153739,0.037243947858472994,1.3003924939990807,0.02864054355153739,C
みとや,ガールズ&パンツァー 最終章,9,193,82,40.9,37.30569948186528,102.47062983465388,1.5544041450777202,1.3141689347483754,1.182803902890417,2.5906735751295336,1.3141689347483754,1.971339838150695,C
みとや,スーパーブラックジャック,29,2044,82,37.8,34.19765166340509,98.93703523752231,1.761252446183953,1.283502630693125,1.372223479770221,1.5655577299412915,1.283502630693125,1.2197542042401965,C
みとや,甲鉄城のカバネリ,12,1649,73,40.4,34.32383262583384,98.38487023213675,0.3032140691328078,1.284068565961267,0.23613541922180661,0.3638568829593693,1.284068565961267,0.2833625030661679,C
みとや,バーニングエクスプレス,3,89,70,37.1,31.46067415730337,96.9495135749641,3.3707865168539324,1.3806059964657342,2.4415267827917138,1.1235955056179776,1.3806059964657342,0.8138422609305714,C
みとや,ゴッドイーター リザレクション,54,3079,69,34.8,30.626826891848,99.60786821731978,2.2085092562520297,1.2916576447553956,1.7098255603715027,1.1042546281260148,1.2916576447553956,0.8549127801857513,C
みとや,ファンキージャグラー2,17,2617,69,42.1,25.869316010699272,97.04724180813601,0.07642338555598013,1.3029884672253644,0.0586523883198438,0.03821169277799007,1.3029884672253644,0.0293261941599219,C
みとや,マイジャグラーV,34,18433,68,43.7,25.26989638148972,98.27684946602452,0.07595074051972006,1.3012981685717075,0.05836536341481435,0.07052568762545434,1.3012981685717075,0.05419640888518476,C
みとや,スマスロ炎炎ノ消防隊,13,599,66,39.7,31.21869782971619,96.95271614371619,2.1702838063439067,1.2819473014561522,1.6929586761317732,1.001669449081803,1.2819473014561522,0.7813655428300491,C
みとや,ミスタージャグラー,10,2658,56,40.1,24.040632054176072,96.46193185247235,0.07524454477050413,1.2994326290328564,0.05790569136816831,0.0,1.2994326290328564,0.0,C
みとや,アイムジャグラーEX-TP,27,7539,50,41.3,25.507361719060885,96.90805896301492,0.026528717336516777,1.2890393624470897,0.020580222846069748,0.026528717336516777,1.2890393624470897,0.020580222846069748,C
みとや,真・一騎当千,2,117,48,37.6,28.205128205128204,99.93574208694247,1.7094017094017095,1.2652347968027315,1.35105492966317,0.0,1.2652347968027315,0.0,C
みとや,モンスターハンターライズ,49,2975,47,35.3,30.42016806722689,101.57222047754104,2.588235294117647,1.2854191474454755,2.013534106179505,1.3781512605042017,1.2854191474454755,1.0721415370566196,C
みとや,ゴーゴージャグラー3,11,5901,34,41.1,24.470428740891375,97.11640294419773,0.03389256058295204,1.3003877558570065,0.026063426412851386,0.05083884087442806,1.3003877558570065,0.039095139619277075,C
みとや,攻殻機動隊,10,563,32,34.8,31.438721136767317,99.24263215820831,3.7300177619893424,1.2999267594744137,2.8694060913843047,2.3090586145648313,1.2999267594744137,1.7762990089521888,C
みとや,ジャグラーガールズ,6,3211,23,39.6,23.450638430395514,96.59850762816598,0.0,1.3001276180869954,0.0,0.06228589224540642,1.3001276180869954,0.047907521830090595,C
みとや,ディスクアップ2,1,82,23,47.6,34.146341463414636,99.07380709131436,0.0,1.2792504984311979,0.0,1.2195121951219512,1.2792504984311979,0.9533021066769124,C
みとや,ルパン三世 大航海者の秘宝,10,518,19,34.2,32.432432432432435,104.5746993263768,3.088803088803089,1.2686972812524986,2.434625764905655,3.474903474903475,1.2686972812524986,2.7389539855188616,C
みとや,A‐SLOT+ 異世界かるてっと,2,105,9,44.8,33.33333333333333,98.02808788010178,0.0,1.3227612382686538,0.0,0.9523809523809524,1.3227612382686538,0.7199946028260643,C
みとや,うみねこのなく頃に2,2,231,9,47.6,31.601731601731604,97.96027126931736,0.0,1.3022302361956122,0.0,0.0,1.3022302361956122,0.0,C
みとや,ナイツ,2,121,9,39.7,30.57851239669421,97.14472692005634,0.0,1.2714920312353957,0.0,0.0,1.2714920312353957,0.0,C
みとや,ヨルムンガンド,1,53,9,34.0,30.18867924528302,96.86185098450719,0.0,1.323205594640635,0.0,3.7735849056603774,1.323205594640635,2.8518507788543874,C
みとや,新鬼武者3,16,1103,6,34.0,28.73980054397099,98.1255956177188,2.9918404351767904,1.319099574286237,2.26809294271486,1.9038984587488668,1.319099574286237,1.4433318726367292,C
みとや,痛いのは嫌なので防御力に極振りしたいと思います。,13,815,4,37.7,29.8159509202454,95.991300773703,0.8588957055214724,1.2888881719909746,0.6663849697640695,0.245398773006135,1.2888881719909746,0.19039570564687702,C
みとや,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,14,683,0,37.5,28.69692532942899,95.37836027705237,0.7320644216691069,1.2964622871943012,0.564663105822678,0.43923865300146414,1.2964622871943012,0.3387978634936068,C
みとや,スマスロ ハナビ,4,458,-2,42.1,27.074235807860266,96.55103277553845,0.0,1.3010337317045455,0.0,0.0,1.3010337317045455,0.0,C
みとや,ネオアイムジャグラーEX,17,4095,-2,41.2,23.907203907203908,96.76855509721189,0.09768009768009768,1.318456615819791,0.07408669842303614,0.04884004884004884,1.318456615819791,0.03704334921151807,C
みとや,ダーリン・イン・ザ・フランキス,15,201,-3,35.8,33.83084577114428,103.30659284855217,1.4925373134328357,1.30030461110596,1.1478366689504964,0.9950248756218906,1.30030461110596,0.7652244459669977,C
みとや,SHAKE BONUS TRIGGER,5,293,-4,47.1,33.105802047781566,98.38597757774815,0.3412969283276451,1.3204642982567827,0.2584673654397244,0.3412969283276451,1.3204642982567827,0.2584673654397244,C
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,4,830,-17,38.4,25.421686746987955,94.759172075127,0.12048192771084339,1.3213671374624039,0.09117975186080439,0.0,1.3213671374624039,0.0,C
みとや,ヱヴァンゲリヲン ～約束の扉～,8,579,-20,35.4,26.94300518134715,94.51051228018025,0.17271157167530224,1.3104528970115028,0.13179532974376432,0.0,1.3104528970115028,0.0,C
みとや,マタドールIII,3,67,-22,32.8,25.37313432835821,93.5586843285319,0.0,1.2978655856601373,0.0,0.0,1.2978655856601373,0.0,C
みとや,吉宗,34,1178,-26,35.7,31.57894736842105,97.97794333240957,3.225806451612903,1.2948163637644166,2.4913235126520363,3.8200339558573853,1.2948163637644166,2.9502515281405692,C
みとや,バーサスリヴァイズ,1,187,-29,41.2,24.06417112299465,97.51285426775732,0.0,1.2784567295138385,0.0,0.0,1.2784567295138385,0.0,C
みとや,ダンベル何キロ持てる？,16,459,-30,33.3,28.322440087145967,96.7212178584461,2.6143790849673203,1.2516693991576948,2.0887137503933983,1.5250544662309369,1.2516693991576948,1.218416354396149,C
みとや,化物語,7,984,-30,35.7,30.691056910569102,96.8052355720332,1.524390243902439,1.315229402571926,1.1590299311447112,2.1341463414634148,1.315229402571926,1.6226419036025959,C
みとや,アレックス ブライト,8,807,-33,42.1,28.872366790582404,96.99362378440937,0.12391573729863693,1.316771779366301,0.09410570551433874,0.12391573729863693,1.316771779366301,0.09410570551433874,C
みとや,スマスロ サンダーV,8,345,-34,39.1,28.985507246376812,96.14775395186957,0.0,1.3105638795726857,0.0,0.0,1.3105638795726857,0.0,C
みとや,マジカルハロウィン ボーナストリガー,4,83,-42,41.0,25.301204819277107,95.70608193421245,0.0,1.3217417262874065,0.0,0.0,1.3217417262874065,0.0,C
みとや,聖闘士星矢 海皇覚醒 CUSTOM EDITION,2,52,-49,40.4,34.61538461538461,100.03581431013299,0.0,1.2075721066060596,0.0,1.9230769230769231,1.2075721066060596,1.5925151902372312,C
みとや,ニューパルサーBT,2,55,-51,38.2,21.818181818181817,96.55087045845356,0.0,1.272702544139755,0.0,0.0,1.272702544139755,0.0,C
みとや,デビル メイ クライ5 スタイリッシュトライブ,16,312,-58,30.1,27.884615384615387,98.86030917759919,3.5256410256410255,1.2898242774681612,2.7334274034301966,0.9615384615384616,1.2898242774681612,0.7454802009355083,C
みとや,押忍！番長4,9,345,-81,35.4,29.565217391304348,98.46075124322313,0.5797101449275363,1.2652544583960197,0.4581767257018345,1.1594202898550725,1.2652544583960197,0.916353451403669,C
みとや,ありふれた職業で世界最強,7,218,-84,33.9,29.357798165137616,96.26583142477386,0.45871559633027525,1.2495945108523752,0.367091558378706,0.0,1.2495945108523752,0.0,C
みとや,不二子BT,3,191,-84,40.3,30.36649214659686,96.89788195744957,0.0,1.3051929338970243,0.0,0.0,1.3051929338970243,0.0,C
みとや,シャーマンキング,13,448,-87,31.2,30.13392857142857,105.85180013013485,4.017857142857143,1.272389018381245,3.157726988219947,4.241071428571429,1.272389018381245,3.333156265343277,C
みとや,主役は銭形4,5,276,-91,30.1,27.536231884057973,98.98582298384109,2.536231884057971,1.2594336247774325,2.0137876535622707,1.0869565217391304,1.2594336247774325,0.8630518515266874,C
みとや,ToLOVEるダークネス,18,795,-94,34.1,30.69182389937107,98.86924441221069,2.767295597484277,1.2723538094248268,2.174941888793688,3.647798742138365,1.2723538094248268,2.8669688534098614,C
みとや,鉄拳6,20,646,-95,33.7,31.57894736842105,101.56891146211166,1.5479876160990713,1.2886503411132915,1.2012472015967752,1.8575851393188854,1.2886503411132915,1.4414966419161301,C
みとや,クランキークレスト,4,474,-98,39.0,26.582278481012654,97.15509296114949,0.0,1.2972090372854879,0.0,0.0,1.2972090372854879,0.0,C
みとや,七つの魔剣が支配する,15,330,-121,28.5,24.242424242424242,101.22950977194324,3.0303030303030303,1.2873456884823051,2.3539155468610424,0.0,1.2873456884823051,0.0,C
みとや,回胴黙示録カイジ 狂宴,9,331,-128,36.3,28.09667673716012,94.78387563155758,0.0,1.2747217453023658,0.0,0.3021148036253776,1.2747217453023658,0.23700451077950002,C
みとや,緑ドン VIVA!情熱南米編 REVIVAL,14,336,-130,31.2,27.380952380952383,106.10657504779621,2.380952380952381,1.258815299705453,1.8914231353157958,0.5952380952380952,1.258815299705453,0.47285578382894894,C
みとや,とある科学の超電磁砲2,10,190,-135,37.4,32.631578947368425,94.4514796942992,0.0,1.322046423149993,0.0,2.1052631578947367,1.322046423149993,1.5924275585410994,C
みとや,革命機ヴァルヴレイヴ2,32,1387,-135,33.5,29.776496034607064,96.78766706300543,3.1002162941600577,1.293455239463203,2.3968485337356387,3.1002162941600577,1.293455239463203,2.3968485337356387,C
みとや,スマスロ炎炎ノ消防隊2,5,579,-136,35.6,29.879101899827287,96.93948049642161,1.5544041450777202,1.30186251910438,1.1939848657345762,3.1088082901554404,1.30186251910438,2.3879697314691524,C
みとや,ビッグドリーム THE GOLDEN PUSHER,5,79,-136,30.4,29.11392405063291,97.60971368023237,2.5316455696202533,1.2708674798192645,1.9920610211697993,3.79746835443038,1.2708674798192645,2.9880915317546988,C
みとや,スマスロ ドルアーガの塔,3,53,-141,30.2,30.18867924528302,90.77468246439184,0.0,1.3132677357653917,0.0,0.0,1.3132677357653917,0.0,C
みとや,いざ！番長,19,1142,-142,32.7,27.933450087565674,97.43345801465607,2.539404553415061,1.3043255755563279,1.946910036117279,2.714535901926445,1.3043255755563279,2.08117969378054,C
みとや,バイオハザード5,29,1034,-142,30.3,24.661508704061895,98.43682612373792,2.7079303675048356,1.282822925752699,2.110915164628783,0.5802707930367506,1.282822925752699,0.45233896384902494,C
みとや,転生したら剣でした,6,139,-154,28.1,25.179856115107913,95.48464910596007,0.7194244604316548,1.297960005012332,0.5542732115423075,0.0,1.297960005012332,0.0,C
みとや,Re:ゼロから始める異世界生活 season2,8,196,-155,29.1,25.510204081632654,97.74066602463895,1.0204081632653061,1.2288767223901476,0.8303584441575449,0.0,1.2288767223901476,0.0,C
みとや,からくりサーカス,37,3015,-156,33.9,30.18242122719735,98.33907753103858,2.7197346600331676,1.281352750111062,2.1225495163587333,3.7810945273631837,1.281352750111062,2.950861522742629,C
みとや,わたしの幸せな結婚,5,184,-160,31.0,26.08695652173913,96.10005212306604,0.5434782608695652,1.3040198620507621,0.4167714593049726,0.0,1.3040198620507621,0.0,C
みとや,かぐや様は告らせたい,18,3010,-178,30.9,27.17607973421927,94.43768283830873,3.189368770764119,1.2918905376612473,2.4687608414083906,4.318936877076411,1.2918905376612473,3.343113639407196,C
みとや,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,2,76,-201,36.8,31.57894736842105,99.88708655799971,0.0,1.3168063895612234,0.0,0.0,1.3168063895612234,0.0,C
みとや,真打 吉宗,6,156,-211,41.7,34.61538461538461,97.16743908534026,2.564102564102564,1.323145311338718,1.9378843292036332,10.897435897435898,1.323145311338718,8.236008399115443,C
みとや,アズールレーン THE ANIMATION,11,751,-231,31.0,28.22902796271638,100.82057612831818,2.929427430093209,1.3135618933787605,2.230140387643325,3.462050599201065,1.3135618933787605,2.6356204581239293,C
みとや,咲‐Saki‐ 頂上決戦,4,145,-232,26.2,18.620689655172416,90.87137301437961,0.0,1.3094579810922695,0.0,0.0,1.3094579810922695,0.0,Avoid
みとや,スマスロ秘宝伝,10,310,-235,33.5,26.129032258064516,94.24022734381597,1.2903225806451613,1.2946206040095065,0.9966800904056107,0.3225806451612903,1.2946206040095065,0.24917002260140267,C
みとや,スマート沖スロ ニューキングハナハナV,3,383,-260,30.8,19.5822454308094,92.89579052842356,0.0,1.29971275331442,0.0,0.26109660574412535,1.29971275331442,0.20088793087418616,C
みとや,沖ドキ!DUO アンコール,9,713,-268,31.8,28.892005610098177,99.34042987442864,1.6830294530154277,1.2856628997449684,1.309075227533814,4.067321178120617,1.2856628997449684,3.1635984665400505,C
みとや,ToLOVEるダークネス TRANCE ver.8.7,9,376,-278,34.3,31.382978723404253,97.96721429565625,2.6595744680851063,1.3192033967398717,2.0160458005624258,3.9893617021276597,1.3192033967398717,3.024068700843639,C
みとや,ゴジラ対エヴァンゲリオン,3,375,-282,25.9,21.6,94.85137954286056,1.866666666666667,1.2718468467974495,1.4676819550773683,0.26666666666666666,1.2718468467974495,0.2096688507253383,Avoid
みとや,革命機ヴァルヴレイヴ,13,563,-290,27.2,22.735346358792185,95.3550509225119,2.3090586145648313,1.256441841246398,1.8377759628525512,1.9538188277087036,1.256441841246398,1.5550411993367743,Avoid
みとや,チバリヨ2プラス,4,197,-297,33.5,29.949238578680205,96.73962241009728,2.5380710659898478,1.2453204823511144,2.038086662798698,4.060913705583756,1.2453204823511144,3.2609386604779167,C
みとや,機動戦士ガンダムユニコーン 覚醒DRIVE,13,111,-298,32.4,28.82882882882883,94.87103164907157,0.0,1.2717461797384417,0.0,0.0,1.2717461797384417,0.0,C
みとや,沖ドキ!GOLD‐30,3,507,-303,36.3,32.938856015779095,103.10693753026933,0.39447731755424065,1.293403800419636,0.3049916177965885,4.536489151873767,1.293403800419636,3.5074036046607677,C
みとや,聖戦士ダンバイン,7,150,-303,32.7,28.000000000000004,93.31368362399915,0.6666666666666667,1.2546476380588916,0.531357686767011,2.666666666666667,1.2546476380588916,2.125430747068044,C
みとや,銀河英雄伝説 Die Neue These,1,40,-303,25.0,20.0,96.40691157359532,0.0,1.3458512407003567,0.0,0.0,1.3458512407003567,0.0,Avoid
みとや,沖ドキ!BLACK,13,2164,-310,40.7,35.351201478743064,101.96554788130354,0.41589648798521256,1.2862116543017426,0.32334996078930267,4.5286506469500925,1.2862116543017426,3.520921795261296,C
みとや,絶対衝激～PLATONIC HEART～,2,33,-316,33.3,18.181818181818183,91.95729149506481,0.0,1.2662376026046045,0.0,0.0,1.2662376026046045,0.0,C
みとや,桃太郎電鉄 ～パチスロも定番!～,1,55,-317,25.5,23.636363636363637,96.55033574913303,0.0,1.2738364752305338,0.0,0.0,1.2738364752305338,0.0,Avoid
みとや,新鬼武者2,2,118,-327,31.4,26.27118644067797,93.4562699897249,0.0,1.2498059711159426,0.0,0.0,1.2498059711159426,0.0,C
みとや,範馬刃牙,3,129,-342,33.3,29.457364341085274,95.92417418876192,0.0,1.2717410407074923,0.0,1.550387596899225,1.2717410407074923,1.2191063646390752,C
みとや,バイオハザード RE:3,5,87,-347,24.1,22.988505747126435,91.5644136192312,0.0,1.277474855222691,0.0,2.2988505747126435,1.277474855222691,1.7995270633423974,Avoid
みとや,無職転生 ～異世界行ったら本気だす～,5,254,-349,24.8,24.015748031496063,96.63257338223272,1.1811023622047243,1.285572205529925,0.9187366972653728,1.574803149606299,1.285572205529925,1.224982263020497,Avoid
みとや,ようこそ実力至上主義の教室へ,3,70,-376,21.4,20.0,90.42116311826535,0.0,1.2554547840671333,0.0,0.0,1.2554547840671333,0.0,Avoid
みとや,機動戦士ガンダムSEED,13,151,-397,24.5,19.867549668874172,92.8869633326194,1.3245033112582782,1.2622235137446758,1.049341338388504,1.9867549668874174,1.2622235137446758,1.574012007582756,Avoid
みとや,一方通行 とある魔術の禁書目録,4,129,-404,23.3,19.379844961240313,91.85663463173854,0.0,1.247241455014481,0.0,0.0,1.247241455014481,0.0,Avoid
みとや,麻雀格闘倶楽部 覚醒,1,33,-404,30.3,18.181818181818183,91.06925324880258,0.0,1.2247089936298072,0.0,0.0,1.2247089936298072,0.0,C
みとや,麻雀物語,12,266,-415,28.6,22.932330827067666,92.33109433519898,1.5037593984962405,1.2784672516053406,1.1762205067106772,2.2556390977443606,1.2784672516053406,1.7643307600660156,C
みとや,アイドルマスター ミリオンライブ！ ネクストプロローグ,5,50,-500,18.0,16.0,87.23104069627072,0.0,1.274881294041431,0.0,0.0,1.274881294041431,0.0,Avoid
みとや,マジカルハロウィン8,1,32,-513,21.9,18.75,90.46426695520314,0.0,1.22112847110931,0.0,0.0,1.22112847110931,0.0,Avoid
みとや,炎炎ノ消防隊,1,30,-543,30.0,26.666666666666668,89.2711577475863,0.0,1.2173999507128457,0.0,0.0,1.2173999507128457,0.0,C
みとや,ギルティクラウン2,10,134,-635,20.9,17.16417910447761,89.54421365585335,0.7462686567164178,1.2630476870921499,0.5908475700030883,0.0,1.2630476870921499,0.0,Avoid
みとや,ゴブリンスレイヤーII,3,81,-638,24.7,20.98765432098765,90.80869381057441,0.0,1.2486355083876532,0.0,2.4691358024691357,1.2486355083876532,1.977467231936643,Avoid
みとや,ドッチ,2,78,-666,24.4,21.794871794871796,88.48922622991583,0.0,1.2979036548269631,0.0,1.282051282051282,1.2979036548269631,0.9877861714028422,Avoid
