hall,machine_name,n_units,n_machine_days,avg_diff,plus_rate,hit104_rate,avg_payout_rate,top3_rate,expected_top3_rate,top3_lift,bottom3_rate,expected_bottom3_rate,bottom3_lift,tier
蒲田1,わたしの幸せな結婚,10,114,626,37.7,34.21052631578947,106.17255076338628,0.8771929824561403,0.8733271159454827,1.0044265962204464,0.0,0.8733271159454827,0.0,C
蒲田1,炎炎ノ消防隊,5,861,532,51.3,44.83159117305458,102.32663656369594,0.11614401858304298,0.8551793466367756,0.1358124690917885,0.23228803716608595,0.8551793466367756,0.271624938183577,B
蒲田1,ワンパンマン,6,156,481,37.2,32.05128205128205,104.89355556836063,0.641025641025641,0.8376122815699778,0.7653011484312708,0.0,0.8376122815699778,0.0,C
蒲田1,コードギアス 反逆のルルーシュ/復活のルルーシュ,3,197,375,36.5,32.99492385786802,106.35233996241973,2.030456852791878,0.8340604958426693,2.434423957150091,0.0,0.8340604958426693,0.0,C
蒲田1,ギルティクラウン2,9,140,366,41.4,39.285714285714285,103.32440205873274,0.7142857142857143,0.8453646534944823,0.8449439083276936,0.7142857142857143,0.8453646534944823,0.8449439083276936,C
蒲田1,Re:ゼロから始める異世界生活 season2,14,108,363,39.8,39.81481481481482,101.13357195534975,3.7037037037037033,0.8187414589594133,4.523654766928449,0.9259259259259258,0.8187414589594133,1.1309136917321123,C
蒲田1,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,6,143,358,35.0,32.86713286713287,101.30650978018892,2.097902097902098,0.9680593762799996,2.1671213040297075,0.6993006993006993,0.9680593762799996,0.7223737680099024,C
蒲田1,甲鉄城のカバネリ,9,1621,356,48.4,42.751388032078964,101.94156384006479,0.0,0.9065476278088527,0.0,0.061690314620604564,0.9065476278088527,0.06804972262705218,B
蒲田1,絶対衝激IV,5,31,342,35.5,32.25806451612903,106.06576449559009,3.225806451612903,0.9357556152187572,3.4472744797355954,0.0,0.9357556152187572,0.0,C
蒲田1,戦国乙女4 戦乱に閃く炯眼の軍師,17,3329,329,38.6,31.99158906578552,96.59877968986262,1.8624211474917391,0.9064416484038577,2.0546508986775427,0.06007810153199159,0.9064416484038577,0.06627906124766267,C
蒲田1,痛いのは嫌なので防御力に極振りしたいと思います。,27,2086,320,43.8,36.91275167785235,98.5844629868789,0.23969319271332695,0.9305296973638726,0.2575879022371467,0.09587727708533077,0.9305296973638726,0.10303516089485867,C
蒲田1,スマスロ サンダーV,5,104,304,50.0,41.34615384615385,99.13357937439349,0.0,0.9843894468805975,0.0,0.0,0.9843894468805975,0.0,B
蒲田1,ソードアート・オンライン,24,1107,287,39.8,35.50135501355013,100.20118811290584,0.18066847335140018,0.9272689870702391,0.19483933558722033,0.0,0.9272689870702391,0.0,C
蒲田1,バイオハザード RE:2,4,428,284,43.2,38.31775700934579,101.56210197773318,0.23364485981308408,0.8585426580136402,0.2721412356535137,0.0,0.8585426580136402,0.0,C
蒲田1,押忍!番長ZERO,8,779,257,46.9,40.821566110397946,99.61340195273391,0.0,0.8797860191084551,0.0,0.0,0.8797860191084551,0.0,B
蒲田1,機動戦士ガンダムユニコーン 覚醒DRIVE,4,39,254,30.8,30.76923076923077,106.7099161247334,0.0,0.9588064866089301,0.0,0.0,0.9588064866089301,0.0,C
蒲田1,真打 吉宗,4,212,239,42.5,40.09433962264151,101.98728356492305,3.7735849056603774,0.9882038115663223,3.8186301869036225,1.8867924528301887,0.9882038115663223,1.9093150934518113,C
蒲田1,デビル メイ クライ5 スタイリッシュトライブ,25,933,229,35.5,31.72561629153269,101.79551697514755,2.3579849946409435,0.9460896189867644,2.4923484491525016,0.21436227224008575,0.9460896189867644,0.2265771317411365,C
蒲田1,グランベルム,2,213,226,44.1,35.68075117370892,97.98051097595884,0.0,0.8420348986993267,0.0,0.0,0.8420348986993267,0.0,C
