scope,n_pairs,hit_at_2_rate,loss_mean,loss_p50,loss_p90,loss_p95,rank2_rescue_on_miss1,rank3_rescue_on_miss12,critical_miss_rate,catastrophic_rate,catastrophic_on_critical_rate
current_overall,584,0.9931506849315068,610.7876712328767,0.0,900.0,3500.0,0.8918918918918919,0.0,0.00684931506849315,0.011986301369863013,0.5
