dd,rank_from_min,section_size_group,section_machine_count,diff_sum,games_sum,machine_count,pay_rate
17,5,small,8,-3700,166841,3,99.26
17,6,large,22,53600,476226,9,103.75
17,6,medium,14,86700,793379,15,103.64
17,6,small,8,-100,177524,3,99.98
17,7,large,22,17600,455700,9,101.29
17,7,medium,14,6900,798436,15,100.29
17,7,small,8,8700,179064,3,101.62
17,8,large,22,22300,498400,9,101.49
17,8,medium,14,97300,843191,15,103.85
17,8,small,8,3700,60632,1,102.03
17,9,large,22,-7800,471001,9,99.45
17,9,medium,14,36900,863773,15,101.42
17,10,large,22,20800,484841,9,101.43
17,10,medium,14,35800,678667,12,101.76
17,11,large,22,86100,492041,9,105.83
17,11,medium,14,35700,554672,10,102.15
17,12,large,22,27000,480206,9,101.87
17,12,medium,14,5800,587474,10,100.33
17,13,large,22,13700,491725,9,100.93
17,13,medium,14,-2800,218137,4,99.57
18,1,large,22,28800,355399,9,102.7
18,1,medium,14,1800,616354,15,100.1
18,1,small,8,-5500,137524,3,98.67
18,2,large,22,-2500,334639,9,99.75
18,2,medium,14,60400,550951,15,103.65
18,2,small,8,25900,137551,3,106.28
18,3,large,22,33000,314218,9,103.5
18,3,medium,14,9600,610758,15,100.52
18,3,small,8,-7100,145635,3,98.37
18,4,large,22,2000,331042,9,100.2
18,4,medium,14,6400,614374,15,100.35
18,4,small,8,-2200,147908,3,99.5
18,5,large,22,5800,332483,9,100.58
18,5,medium,14,20800,548939,15,101.26
18,5,small,8,3600,132368,3,100.91
18,6,large,22,1400,378581,9,100.12
18,6,medium,14,33400,594744,15,101.87
18,6,small,8,800,141219,3,100.19
18,7,large,22,14800,314518,9,101.57
18,7,medium,14,26400,577119,15,101.52
18,7,small,8,4700,157564,3,100.99
18,8,large,22,50300,331016,9,105.07
18,8,medium,14,5300,573621,15,100.31
18,8,small,8,-1000,43857,1,99.24
18,9,large,22,-29400,336583,9,97.09
18,9,medium,14,120100,618779,15,106.47
18,10,large,22,11500,293499,9,101.31
18,10,medium,14,93500,525762,12,105.93
18,11,large,22,24600,309112,9,102.65
18,11,medium,14,26000,404393,10,102.14
18,12,large,22,11800,349840,9,101.12
18,12,medium,14,9400,440929,10,100.71
18,13,large,22,30800,321379,9,103.19
18,13,medium,14,27200,154855,4,105.85
19,1,large,22,22300,367564,9,102.02
19,1,medium,14,-31800,641973,15,98.35
19,1,small,8,8300,151620,3,101.82
19,2,large,22,61000,320885,9,106.34
19,2,medium,14,26200,580212,15,101.51
19,2,small,8,8700,141232,3,102.05
19,3,large,22,12200,349621,9,101.16
19,3,medium,14,94500,610600,15,105.16
19,3,small,8,-4800,128951,3,98.76
19,4,large,22,27200,342469,9,102.65
19,4,medium,14,62300,631714,15,103.29
19,4,small,8,23400,171483,3,104.55
19,5,large,22,24500,326080,9,102.5
19,5,medium,14,41200,565358,15,102.43
19,5,small,8,11200,127228,3,102.93
19,6,large,22,-31500,337975,9,96.89
19,6,medium,14,42300,564745,15,102.5
19,6,small,8,-300,137014,3,99.93
19,7,large,22,6800,299106,9,100.76
19,7,medium,14,-1900,614778,15,99.9
19,7,small,8,4700,170461,3,100.92
19,8,large,22,-42800,333003,9,95.72
19,8,medium,14,25900,588529,15,101.47
19,8,small,8,-8400,44340,1,93.69
19,9,large,22,12100,311100,9,101.3
19,9,medium,14,-27000,622374,15,98.55
19,10,large,22,32500,342384,9,103.16
19,10,medium,14,21500,528861,12,101.36
19,11,large,22,20600,285256,9,102.41
19,11,medium,14,7100,426320,10,100.56
19,12,large,22,37900,316000,9,104.0
19,12,medium,14,-26200,418762,10,97.91
19,13,large,22,-24900,305562,9,97.28
19,13,medium,14,-11400,148962,4,97.45
20,1,large,22,-25900,381865,9,97.74
20,1,medium,14,36300,647923,15,101.87
20,1,small,8,10700,147042,3,102.43
20,2,large,22,55500,333373,9,105.55
20,2,medium,14,43800,637685,15,102.29
20,2,small,8,28100,135651,3,106.9
20,3,large,22,-23300,355376,9,97.81
20,3,medium,14,24800,618461,15,101.34
20,3,small,8,1800,146676,3,100.41
20,4,large,22,17600,330131,9,101.78
20,4,medium,14,54800,608004,15,103.0
20,4,small,8,-2400,144274,3,99.45
20,5,large,22,25300,339434,9,102.48
20,5,medium,14,24200,595241,15,101.36
20,5,small,8,13400,152309,3,102.93
20,6,large,22,41500,340213,9,104.07
20,6,medium,14,4600,598200,15,100.26
20,6,small,8,5900,154115,3,101.28
20,7,large,22,-6800,335318,9,99.32
20,7,medium,14,46100,594705,15,102.58
20,7,small,8,17100,158223,3,103.6
20,8,large,22,17100,329618,9,101.73
20,8,medium,14,55200,617993,15,102.98
20,8,small,8,6200,55200,1,103.74
20,9,large,22,11300,387217,9,100.97
20,9,medium,14,27600,663372,15,101.39
20,10,large,22,22800,349623,9,102.17
20,10,medium,14,23000,525085,12,101.46
20,11,large,22,1900,324986,9,100.19
20,11,medium,14,39400,432745,10,103.03
20,12,large,22,71500,336362,9,107.09
