dd,rank_from_min,section_size_group,section_machine_count,diff_sum,games_sum,machine_count,pay_rate
20,11,large,22,30800,697675,17,101.47
20,11,medium,14,37300,528257,13,102.35
20,12,large,22,49600,701149,17,102.36
20,12,medium,14,-68400,545434,13,95.82
20,13,large,22,-18100,697223,17,99.13
20,13,medium,14,56900,244735,6,107.75
21,1,large,22,67400,838644,17,102.68
21,1,medium,14,53400,873036,19,102.04
21,1,small,8,-17700,158621,3,96.28
21,2,large,22,47800,770736,17,102.07
21,2,medium,14,85900,788140,19,103.63
21,2,small,8,-20000,156785,3,95.75
21,3,large,22,-50800,770531,17,97.8
21,3,medium,14,73900,794466,19,103.1
21,3,small,8,-14900,127364,3,96.1
21,4,large,22,-43700,779821,17,98.13
21,4,medium,14,125300,816202,19,105.12
21,4,small,8,3100,161039,3,100.64
21,5,large,22,24600,768004,17,101.07
21,5,medium,14,29800,782422,19,101.27
21,5,small,8,5700,147077,3,101.29
21,6,large,22,147800,768367,17,106.41
21,6,medium,14,32500,805598,19,101.34
21,6,small,8,10100,159614,3,102.11
21,7,large,22,2400,755714,17,100.11
21,7,medium,14,126500,818903,19,105.15
21,7,small,8,1100,160639,3,100.23
21,8,large,22,27100,801202,17,101.13
21,8,medium,14,-16200,815093,19,99.34
21,8,small,8,-5300,42623,1,95.86
21,9,large,22,57700,760708,17,102.53
21,9,medium,14,-13400,825015,19,99.46
21,10,large,22,24400,773591,17,101.05
21,10,medium,14,55300,702509,15,102.62
21,11,large,22,100300,757382,17,104.41
21,11,medium,14,15500,565537,13,100.91
21,12,large,22,4600,734551,17,100.21
21,12,medium,14,1900,618215,13,100.1
21,13,large,22,208700,802837,17,108.67
21,13,medium,14,16500,253436,6,102.17
22,1,large,22,-7300,892986,17,99.73
22,1,medium,14,-33600,914895,19,98.78
22,1,small,8,16400,175655,3,103.11
22,2,large,22,146200,838184,17,105.81
22,2,medium,14,58500,813494,19,102.4
22,2,small,8,14000,159697,3,102.92
22,3,large,22,-65300,844342,17,97.42
22,3,medium,14,65200,850432,19,102.56
22,3,small,8,-5400,140443,3,98.72
22,4,large,22,116400,859314,17,104.52
22,4,medium,14,55200,872771,19,102.11
22,4,small,8,7900,161430,3,101.63
22,5,large,22,110000,838964,17,104.37
22,5,medium,14,61600,804075,19,102.55
22,5,small,8,3600,162101,3,100.74
22,6,large,22,25900,832262,17,101.04
22,6,medium,14,119700,823532,19,104.84
22,6,small,8,7000,158987,3,101.47
22,7,large,22,-3500,810938,17,99.86
22,7,medium,14,26500,841487,19,101.05
22,7,small,8,7300,167541,3,101.45
22,8,large,22,18200,885465,17,100.69
22,8,medium,14,102500,860360,19,103.97
22,8,small,8,-4100,52661,1,97.4
22,9,large,22,-4800,899302,17,99.82
22,9,medium,14,-53000,884221,19,98.0
22,10,large,22,-19700,867350,17,99.24
22,10,medium,14,38700,687746,15,101.88
22,11,large,22,-7200,808985,17,99.7
22,11,medium,14,-54400,580693,13,96.88
22,12,large,22,81900,827082,17,103.3
22,12,medium,14,18400,610326,13,101.0
22,13,large,22,-7200,815090,17,99.71
22,13,medium,14,-5900,258167,6,99.24
23,1,large,22,7000,789652,17,100.3
23,1,medium,14,-64300,816614,19,97.38
23,1,small,8,6000,164704,3,101.21
23,2,large,22,-16200,701035,17,99.23
23,2,medium,14,65300,750970,19,102.9
23,2,small,8,9900,145370,3,102.27
23,3,large,22,21200,752551,17,100.94
23,3,medium,14,39200,753105,19,101.74
23,3,small,8,12500,166178,3,102.51
23,4,large,22,-35800,699351,17,98.29
23,4,medium,14,63700,786819,19,102.7
23,4,small,8,1100,140829,3,100.26
23,5,large,22,-22900,740683,17,98.97
23,5,medium,14,22000,779118,19,100.94
23,5,small,8,-9600,126478,3,97.47
23,6,large,22,3400,712263,17,100.16
23,6,medium,14,25300,718783,19,101.17
23,6,small,8,1100,154789,3,100.24
23,7,large,22,-118800,658002,17,93.98
23,7,medium,14,37600,735026,19,101.71
23,7,small,8,4400,148442,3,100.99
23,8,large,22,-56800,694929,17,97.28
23,8,medium,14,47300,765867,19,102.06
23,8,small,8,-300,45656,1,99.78
23,9,large,22,-25200,711241,17,98.82
23,9,medium,14,49500,836822,19,101.97
23,10,large,22,19700,708301,17,100.93
23,10,medium,14,43700,624216,15,102.33
23,11,large,22,18400,696839,17,100.88
23,11,medium,14,69700,564246,13,104.12
23,12,large,22,12600,720437,17,100.58
23,12,medium,14,10400,527729,13,100.66
23,13,large,22,33700,716327,17,101.57
23,13,medium,14,37300,232639,6,105.34
24,1,large,22,-14500,800469,17,99.4
24,1,medium,14,-67000,800476,19,97.21
24,1,small,8,-7600,166131,3,98.48
24,2,large,22,-52400,703364,17,97.52
24,2,medium,14,-10700,682773,19,99.48
24,2,small,8,10500,148315,3,102.36
24,3,large,22,67600,726152,17,103.1
24,3,medium,14,55500,708726,19,102.61
24,3,small,8,13300,153979,3,102.88
24,4,large,22,11400,701707,17,100.54
24,4,medium,14,63700,764143,19,102.78
24,4,small,8,10400,159355,3,102.18
24,5,large,22,18100,714953,17,100.84
24,5,medium,14,48900,731228,19,102.23
24,5,small,8,1200,149718,3,100.27
24,6,large,22,77900,669739,17,103.88
24,6,medium,14,71900,713030,19,103.36
24,6,small,8,-4100,145576,3,99.06
24,7,large,22,81900,714638,17,103.82
24,7,medium,14,30400,756743,19,101.34
24,7,small,8,4600,167593,3,100.91
24,8,large,22,133700,731457,17,106.09
24,8,medium,14,67300,747831,19,103.0
24,8,small,8,-4000,50804,1,97.38
24,9,large,22,48300,726382,17,102.22
24,9,medium,14,42000,837046,19,101.67
24,10,large,22,75500,681777,17,103.69
24,10,medium,14,15900,606034,15,100.87
24,11,large,22,72200,703226,17,103.42
24,11,medium,14,35200,524323,13,102.24
24,12,large,22,15500,679401,17,100.76
24,12,medium,14,34000,509156,13,102.23
24,13,large,22,-12600,749192,17,99.44
24,13,medium,14,-3000,224388,6,99.55
25,1,large,22,-13500,813778,17,99.45
25,1,medium,14,20200,817992,19,100.82
25,1,small,8,1500,153158,3,100.33
25,2,large,22,54100,776220,17,102.32
25,2,medium,14,74200,768826,19,103.22
25,2,small,8,21500,146587,3,104.89
25,3,large,22,-14100,741578,17,99.37
25,3,medium,14,66500,756975,19,102.93
25,3,small,8,-1700,122331,3,99.54
25,4,large,22,20600,744528,17,100.92
25,4,medium,14,88300,810573,19,103.63
25,4,small,8,5600,150785,3,101.24
25,5,large,22,-6200,729603,17,99.72
25,5,medium,14,98300,746255,19,104.39
25,5,small,8,1500,144691,3,100.35
25,6,large,22,40500,687664,17,101.96
25,6,medium,14,48300,758677,19,102.12
25,6,small,8,-2400,119833,3,99.33
25,7,large,22,38300,702555,17,101.82
25,7,medium,14,-6100,742997,19,99.73
25,7,small,8,-4500,131266,3,98.86
25,8,large,22,62800,774439,17,102.7
25,8,medium,14,-18700,771632,19,99.19
25,8,small,8,5800,49052,1,103.94
25,9,large,22,14900,729744,17,100.68
25,9,medium,14,68600,816324,19,102.8
25,10,large,22,120700,673093,17,105.98
25,10,medium,14,15400,610237,15,100.84
25,11,large,22,41100,697731,17,101.96
25,11,medium,14,15700,551631,13,100.95
25,12,large,22,31300,685350,17,101.52
25,12,medium,14,66600,573957,13,103.87
25,13,large,22,4900,735507,17,100.22
25,13,medium,14,34800,237067,6,104.89
26,1,large,22,-70400,767837,17,96.94
26,1,medium,14,92300,796702,19,103.86
26,1,small,8,3300,163618,3,100.67
26,2,large,22,-13000,683169,17,99.37
26,2,medium,14,78600,741816,19,103.53
26,2,small,8,-5500,128374,3,98.57
26,3,large,22,-73500,703175,17,96.52
26,3,medium,14,85600,728636,19,103.92
26,3,small,8,-2700,145841,3,99.38
26,4,large,22,60800,743467,17,102.73
26,4,medium,14,118700,773288,19,105.12
26,4,small,8,10800,153307,3,102.35
26,5,large,22,59900,662612,17,103.01
26,5,medium,14,57000,701818,19,102.71
26,5,small,8,4800,133066,3,101.2
26,6,large,22,68200,664300,17,103.42
26,6,medium,14,58800,698841,19,102.8
26,6,small,8,2500,131864,3,100.63
26,7,large,22,40500,671669,17,102.01
26,7,medium,14,3200,728473,19,100.15
26,7,small,8,12600,171372,3,102.45
26,8,large,22,-14500,696975,17,99.31
26,8,medium,14,102300,711885,19,104.79
26,8,small,8,-6500,46286,1,95.32
26,9,large,22,-4100,676239,17,99.8
26,9,medium,14,40800,780290,19,101.74
26,10,large,22,91700,674400,17,104.53
26,10,medium,14,-400,595079,15,99.98
26,11,large,22,66600,620396,17,103.58
26,11,medium,14,47300,509501,13,103.09
26,12,large,22,54400,699824,17,102.59
26,12,medium,14,6800,497312,13,100.46
26,13,large,22,-64100,681491,17,96.86
26,13,medium,14,-17900,224508,6,97.34
27,1,large,22,20200,1015968,17,100.66
27,1,medium,14,-21300,1026924,19,99.31
27,1,small,8,-9700,177365,3,98.18
27,2,large,22,25200,934189,17,100.9
27,2,medium,14,4000,957208,19,100.14
27,2,small,8,-5400,165396,3,98.91
27,3,large,22,-4200,931927,17,99.85
27,3,medium,14,138100,965412,19,104.77
27,3,small,8,12600,168710,3,102.49
27,4,large,22,67000,937804,17,102.38
27,4,medium,14,57600,941367,19,102.04
27,4,small,8,2100,160109,3,100.44
27,5,large,22,177900,938914,17,106.32
27,5,medium,14,27200,940226,19,100.96
27,5,small,8,15300,186462,3,102.74
27,6,large,22,59300,964931,17,102.05
27,6,medium,14,73600,965320,19,102.54
27,6,small,8,4800,171840,3,100.93
27,7,large,22,106600,979782,17,103.63
27,7,medium,14,60500,971336,19,102.08
27,7,small,8,-1900,189973,3,99.67
27,8,large,22,69400,990360,17,102.34
27,8,medium,14,62200,930107,19,102.23
27,8,small,8,-7600,46102,1,94.5
27,9,large,22,41700,959238,17,101.45
27,9,medium,14,-9300,1001869,19,99.69
27,10,large,22,67500,946441,17,102.38
27,10,medium,14,-11500,813077,15,99.53
27,11,large,22,89400,929700,17,103.21
27,11,medium,14,81600,680516,13,104.0
27,12,large,22,-89500,951161,17,96.86
27,12,medium,14,63600,680127,13,103.12
27,13,large,22,43800,949150,17,101.54
27,13,medium,14,-6700,306162,6,99.27
28,1,large,22,-4200,793088,17,99.82
28,1,medium,14,-20200,747593,19,99.1
28,1,small,8,-4600,153145,3,99.0
28,2,large,22,1200,713856,17,100.06
28,2,medium,14,86100,701892,19,104.09
28,2,small,8,3900,150208,3,100.87
28,3,large,22,-200,703381,17,99.99
28,3,medium,14,82500,736927,19,103.73
28,3,small,8,2100,149429,3,100.47
28,4,large,22,3400,692843,17,100.16
28,4,medium,14,40800,716689,19,101.9
28,4,small,8,3600,143840,3,100.83
28,5,large,22,19500,672557,17,100.97
28,5,medium,14,37400,712903,19,101.75
28,5,small,8,3900,131124,3,100.99
28,6,large,22,10200,691137,17,100.49
28,6,medium,14,10800,698073,19,100.52
28,6,small,8,4200,132392,3,101.06
28,7,large,22,17000,717006,17,100.79
28,7,medium,14,93900,754341,19,104.15
28,7,small,8,18800,172856,3,103.63
28,8,large,22,132700,758607,17,105.83
28,8,medium,14,131900,724138,19,106.07
28,8,small,8,400,50379,1,100.26
28,9,large,22,61600,739027,17,102.78
28,9,medium,14,26300,731621,19,101.2
28,10,large,22,15700,735262,17,100.71
28,10,medium,14,59400,598413,15,103.31
28,11,large,22,41300,700216,17,101.97
28,11,medium,14,16800,492982,13,101.14
28,12,large,22,20100,709662,17,100.94
28,12,medium,14,3600,485384,13,100.25
28,13,large,22,-17600,685482,17,99.14
28,13,medium,14,5000,239309,6,100.7
29,1,large,22,44400,754520,17,101.96
29,1,medium,14,-68100,749478,19,96.97
29,1,small,8,9300,164129,3,101.89
29,2,large,22,-1500,674885,17,99.93
29,2,medium,14,-6700,701728,19,99.68
29,2,small,8,2800,148858,3,100.63
29,3,large,22,-5300,680023,17,99.74
29,3,medium,14,14100,708649,19,100.66
29,3,small,8,-9100,134710,3,97.75
29,4,large,22,20800,674194,17,101.03
29,4,medium,14,84600,689720,19,104.09
29,4,small,8,3400,144644,3,100.78
29,5,large,22,-62500,682057,17,96.95
29,5,medium,14,-26300,700397,19,98.75
29,5,small,8,-300,154728,3,99.94
29,6,large,22,9400,673048,17,100.47
29,6,medium,14,87300,650796,19,104.47
29,6,small,8,14500,147043,3,103.29
29,7,large,22,98800,707292,17,104.66
29,7,medium,14,6300,762024,19,100.28
29,7,small,8,3100,159699,3,100.65
29,8,large,22,9300,656944,17,100.47
29,8,medium,14,22300,702242,19,101.06
29,8,small,8,-4600,46859,1,96.73
29,9,large,22,28300,727220,17,101.3
29,9,medium,14,47400,739572,19,102.14
29,10,large,22,-34500,687526,17,98.33
29,10,medium,14,3100,569467,15,100.18
29,11,large,22,68000,638495,17,103.55
29,11,medium,14,-8000,484292,13,99.45
29,12,large,22,9400,676130,17,100.46
29,12,medium,14,-18900,515875,13,98.78
29,13,large,22,-78400,653606,17,96.0
29,13,medium,14,-13300,221806,6,98.0
30,1,large,22,71600,846788,17,102.82
30,1,medium,14,24200,864802,19,100.93
30,1,small,8,13400,165035,3,102.71
30,2,large,22,29100,814732,17,101.19
30,2,medium,14,150200,811600,19,106.17
30,2,small,8,-13800,143900,3,96.8
30,3,large,22,10700,809516,17,100.44
30,3,medium,14,84400,825093,19,103.41
30,3,small,8,-2800,140177,3,99.33
30,4,large,22,72700,818630,17,102.96
30,4,medium,14,-1500,820270,19,99.94
30,4,small,8,3800,154876,3,100.82
30,5,large,22,79200,812818,17,103.25
30,5,medium,14,91800,793488,19,103.86
30,5,small,8,2800,148128,3,100.63
30,6,large,22,131600,807574,17,105.43
30,6,medium,14,74400,774865,19,103.2
30,6,small,8,-3000,152362,3,99.34
30,7,large,22,-12500,782885,17,99.47
30,7,medium,14,102400,791801,19,104.31
30,7,small,8,10500,166468,3,102.1
30,8,large,22,32900,795841,17,101.38
30,8,medium,14,104900,816215,19,104.28
30,8,small,8,-2100,45629,1,98.47
30,9,large,22,12100,820361,17,100.49
30,9,medium,14,109700,836985,19,104.37
30,10,large,22,85900,792599,17,103.61
30,10,medium,14,57800,701954,15,102.74
30,11,large,22,-11800,777813,17,99.49
30,11,medium,14,15500,594589,13,100.87
30,12,large,22,-4900,800330,17,99.8
30,12,medium,14,23300,586250,13,101.32
30,13,large,22,34000,792714,17,101.43
30,13,medium,14,-11100,252270,6,98.53
31,1,large,22,-100,476342,17,99.99
31,1,medium,14,-20100,480339,19,98.61
31,1,small,8,1000,98174,3,100.34
31,2,large,22,-7000,478119,17,99.51
31,2,medium,14,6300,448748,19,100.47
31,2,small,8,-900,92559,3,99.68
31,3,large,22,58800,455701,17,104.3
31,3,medium,14,-2900,453189,19,99.79
31,3,small,8,-4300,90516,3,98.42
31,4,large,22,-6800,460096,17,99.51
31,4,medium,14,18800,461941,19,101.36
31,4,small,8,-100,80558,3,99.96
31,5,large,22,39900,447004,17,102.98
31,5,medium,14,1700,453401,19,100.12
31,5,small,8,9600,101898,3,103.14
31,6,large,22,-800,458083,17,99.94
31,6,medium,14,-14400,445548,19,98.92
31,6,small,8,8400,99341,3,102.82
31,7,large,22,5800,465410,17,100.42
31,7,medium,14,-3100,454262,19,99.77
31,7,small,8,-2200,90617,3,99.19
31,8,large,22,27200,461684,17,101.96
31,8,medium,14,8800,433414,19,100.68
31,8,small,8,1500,37741,1,101.32
31,9,large,22,27900,484972,17,101.92
31,9,medium,14,2000,485412,19,100.14
31,10,large,22,7000,459161,17,100.51
31,10,medium,14,-22600,378909,15,98.01
31,11,large,22,44700,448503,17,103.32
31,11,medium,14,-19000,336310,13,98.12
31,12,large,22,28500,453061,17,102.1
31,12,medium,14,-10100,329447,13,98.98
31,13,large,22,51800,468893,17,103.68
31,13,medium,14,-8900,142241,6,97.91
