dd,rank_from_min,section_size_group,section_machine_count,diff_sum,games_sum,machine_count,pay_rate
25,4,large,22,-4200,675002,14,99.79
25,4,medium,14,1800,496030,11,100.12
25,5,large,22,500,694124,14,100.02
25,5,medium,14,60300,469067,11,104.29
25,6,large,22,73300,675724,14,103.62
25,6,medium,14,8900,492422,11,100.6
25,7,large,22,62600,688156,14,103.03
25,7,medium,14,-24800,460392,11,98.2
25,8,large,22,89700,693404,14,104.31
25,8,medium,14,17600,515345,11,101.14
25,9,large,22,11600,684955,14,100.56
25,9,medium,14,5600,480493,11,100.39
25,10,large,22,11200,664508,14,100.56
25,10,medium,14,18800,443058,10,101.41
25,11,large,22,40100,665863,14,102.01
25,11,medium,14,-34100,446696,9,97.46
25,12,large,22,2200,629140,14,100.12
25,12,medium,14,7700,419274,9,100.61
25,13,large,22,71400,703555,14,103.38
25,13,medium,14,22600,292754,6,102.57
26,1,large,22,-29200,716946,14,98.64
26,1,medium,14,-200,530104,11,99.99
26,2,large,22,19700,632453,14,101.04
26,2,medium,14,29500,448671,11,102.19
26,3,large,22,-10800,656070,14,99.45
26,3,medium,14,21700,493255,11,101.47
26,4,large,22,74800,683521,14,103.65
26,4,medium,14,2600,445160,11,100.19
26,5,large,22,19600,576551,14,101.13
26,5,medium,14,21100,481264,11,101.46
26,6,large,22,52800,633638,14,102.78
26,6,medium,14,11400,466755,11,100.81
26,7,large,22,23600,611650,14,101.29
26,7,medium,14,-3400,486013,11,99.77
26,8,large,22,-600,643916,14,99.97
26,8,medium,14,31700,468939,11,102.25
26,9,large,22,12300,629942,14,100.65
26,9,medium,14,15400,454959,11,101.13
26,10,large,22,32800,593308,14,101.84
26,10,medium,14,-5200,444083,10,99.61
26,11,large,22,86300,597387,14,104.82
26,11,medium,14,8800,389278,9,100.75
26,12,large,22,42300,617263,14,102.28
26,12,medium,14,25600,414366,9,102.06
26,13,large,22,-16900,665075,14,99.15
26,13,medium,14,-5000,249891,6,99.33
27,1,large,22,-18300,1005248,14,99.39
27,1,medium,14,9700,765065,11,100.42
27,2,large,22,21200,900210,14,100.79
27,2,medium,14,-51700,657295,11,97.38
27,3,large,22,41100,935887,14,101.46
27,3,medium,14,42500,681069,11,102.08
27,4,large,22,-39600,880160,14,98.5
27,4,medium,14,11300,671061,11,100.56
27,5,large,22,106700,938862,14,103.79
27,5,medium,14,47000,690689,11,102.27
27,6,large,22,81600,873890,14,103.11
27,6,medium,14,-33100,684891,11,98.39
27,7,large,22,82900,933380,14,102.96
27,7,medium,14,58200,695416,11,102.79
27,8,large,22,62200,930533,14,102.23
27,8,medium,14,37100,678461,11,101.82
27,9,large,22,41500,909200,14,101.52
27,9,medium,14,-35900,679485,11,98.24
27,10,large,22,44200,925112,14,101.59
27,10,medium,14,10700,678826,10,100.53
27,11,large,22,21500,894833,14,100.8
27,11,medium,14,12200,545955,9,100.74
27,12,large,22,-78600,924757,14,97.17
27,12,medium,14,18200,564367,9,101.07
27,13,large,22,-8900,952005,14,99.69
27,13,medium,14,4700,396967,6,100.39
28,1,large,22,-2200,742755,14,99.9
28,1,medium,14,-41500,541184,11,97.44
28,2,large,22,12400,674262,14,100.61
28,2,medium,14,68700,532431,11,104.3
28,3,large,22,13900,671400,14,100.69
28,3,medium,14,55300,512112,11,103.6
28,4,large,22,-8100,712957,14,99.62
28,4,medium,14,27200,522741,11,101.73
28,5,large,22,20800,611738,14,101.13
28,5,medium,14,47200,489490,11,103.21
28,6,large,22,10500,658863,14,100.53
28,6,medium,14,15500,519553,11,100.99
28,7,large,22,55900,678548,14,102.75
28,7,medium,14,27000,512624,11,101.76
28,8,large,22,72200,646065,14,103.73
28,8,medium,14,55300,496344,11,103.71
28,9,large,22,48600,653939,14,102.48
28,9,medium,14,25300,491210,11,101.72
28,10,large,22,8300,686128,14,100.4
28,10,medium,14,10400,450527,10,100.77
28,11,large,22,15300,638136,14,100.8
28,11,medium,14,17800,395637,9,101.5
28,12,large,22,-200,709852,14,99.99
28,12,medium,14,16000,461020,9,101.16
28,13,large,22,1700,638685,14,100.09
28,13,medium,14,33000,311949,6,103.53
29,1,large,22,-10500,686193,14,99.49
29,1,medium,14,-60800,489027,11,95.86
29,2,large,22,-10600,638082,14,99.45
29,2,medium,14,11000,483839,11,100.76
29,3,large,22,-22900,568251,14,98.66
29,3,medium,14,1300,457609,11,100.09
29,4,large,22,55000,643477,14,102.85
29,4,medium,14,23500,458444,11,101.71
29,5,large,22,-43600,604170,14,97.59
29,5,medium,14,14500,453905,11,101.06
29,6,large,22,61600,609639,14,103.37
29,6,medium,14,28000,512230,11,101.82
29,7,large,22,15400,604350,14,100.85
29,7,medium,14,18000,503026,11,101.19
29,8,large,22,22200,592345,14,101.25
29,8,medium,14,-24900,498166,11,98.33
29,9,large,22,26200,658380,14,101.33
29,9,medium,14,19400,478325,11,101.35
29,10,large,22,-9000,605204,14,99.5
29,10,medium,14,-2100,411989,10,99.83
29,11,large,22,33500,574917,14,101.94
29,11,medium,14,-19400,354437,9,98.18
29,12,large,22,32500,630963,14,101.72
29,12,medium,14,17100,382239,9,101.49
29,13,large,22,-58700,593856,14,96.71
29,13,medium,14,-18100,274321,6,97.8
30,1,large,22,67700,854677,14,102.64
30,1,medium,14,39300,687492,11,101.91
30,2,large,22,56900,768065,14,102.47
30,2,medium,14,94800,615771,11,105.13
30,3,large,22,13900,795859,14,100.58
30,3,medium,14,44600,623347,11,102.38
30,4,large,22,-23300,779369,14,99.0
30,4,medium,14,48800,657271,11,102.47
30,5,large,22,28700,788072,14,101.21
30,5,medium,14,77800,592005,11,104.38
30,6,large,22,21600,765135,14,100.94
30,6,medium,14,37700,605130,11,102.08
30,7,large,22,12900,811555,14,100.53
30,7,medium,14,64700,619394,11,103.48
30,8,large,22,15500,734369,14,100.7
30,8,medium,14,50800,606842,11,102.79
30,9,large,22,3300,787380,14,100.14
30,9,medium,14,48900,619234,11,102.63
30,10,large,22,37400,800136,14,101.56
30,10,medium,14,32800,566943,10,101.93
30,11,large,22,-46700,790845,14,98.03
30,11,medium,14,60100,537086,9,103.73
30,12,large,22,-32400,785409,14,98.62
30,12,medium,14,47700,511899,9,103.11
30,13,large,22,42600,762673,14,101.86
30,13,medium,14,16800,368126,6,101.52
31,1,large,22,26200,461323,14,101.89
31,1,medium,14,15500,359010,11,101.44
31,2,large,22,27200,466856,14,101.94
31,2,medium,14,30500,374621,11,102.71
31,3,large,22,42200,448723,14,103.13
31,3,medium,14,31300,340456,11,103.06
31,4,large,22,-2100,417880,14,99.83
31,4,medium,14,9400,322943,11,100.97
31,5,large,22,63300,420436,14,105.02
31,5,medium,14,-13800,335994,11,98.63
31,6,large,22,22800,411123,14,101.85
31,6,medium,14,47100,324412,11,104.84
31,7,large,22,23100,448953,14,101.72
31,7,medium,14,11900,335380,11,101.18
31,8,large,22,-3300,411696,14,99.73
31,8,medium,14,37400,332611,11,103.75
31,9,large,22,11300,441051,14,100.85
31,9,medium,14,17200,330208,11,101.74
31,10,large,22,18200,436804,14,101.39
31,10,medium,14,-13600,290978,10,98.44
31,11,large,22,41400,459550,14,103.0
31,11,medium,14,6200,264781,9,100.78
31,12,large,22,17000,451076,14,101.26
31,12,medium,14,-5200,279772,9,99.38
31,13,large,22,39700,419056,14,103.16
31,13,medium,14,25200,185750,6,104.52
