weekday,segment6,rank_basis,kakuban_group,n,mean_residual,median_residual,std_residual,mean_games
Tue,2F_L_N,rank_from_max,K2,848,167.1035468878144,-461.02941176470586,3094.8997888336366,4539.864386792453
Tue,2F_L_N,rank_from_max,K3-4,1776,262.7759429643621,-435.5042016806723,3246.762948306529,4580.149211711711
Tue,2F_L_N,rank_from_max,K5-9,4898,217.4001258068134,-458.9572192513368,3215.950620684869,4420.900775826868
Tue,2F_R_A,rank_from_max,K1,178,11.974986623863014,-119.28571428571429,1551.1240612961483,5637.5
Tue,2F_R_A,rank_from_max,K10-14,95,7.481203007518799,-271.42857142857144,1813.8662622992067,5736.38947368421
Tue,2F_R_A,rank_from_max,K15+,4,-1061.3636363636363,-661.3636363636364,1691.2532233715735,5132.25
Tue,2F_R_A,rank_from_max,K2,178,166.5977795612627,-103.57142857142857,1682.0137239112044,5562.544943820225
Tue,2F_R_A,rank_from_max,K3-4,268,120.55929766750661,-192.85714285714286,1712.8515659062568,5494.350746268657
Tue,2F_R_A,rank_from_max,K5-9,613,102.97737336073389,-100.0,1626.1158718056897,5419.331158238173
Tue,2F_R_N,rank_from_max,K1,941,-91.29268855272167,-664.2857142857143,2852.5349375941864,4424.920297555792
Tue,2F_R_N,rank_from_max,K10-14,3024,111.2479586985014,-508.82352941176475,2978.5954914518074,4326.464947089947
Tue,2F_R_N,rank_from_max,K15+,1143,29.493697980265868,-547.0588235294117,3056.87981526064,4319.055993000875
Tue,2F_R_N,rank_from_max,K2,869,78.32450812761181,-537.5,2942.901929641318,4386.023014959724
Tue,2F_R_N,rank_from_max,K3-4,1664,213.13105220963678,-410.4166666666667,3029.264005662301,4430.8629807692305
Tue,2F_R_N,rank_from_max,K5-9,4029,200.81489181057754,-422.22222222222223,3022.2222793690876,4347.795234549516
Tue,3F_L_A,rank_from_max,K1,570,-125.67880584327953,-336.9318181818182,1265.1151875310327,5599.238596491228
Tue,3F_L_A,rank_from_max,K10-14,2103,88.27368601441354,-136.36363636363637,1288.2730803544264,5629.264384213029
Tue,3F_L_A,rank_from_max,K15+,633,-5.152412753123664,-168.75,1271.0853536252519,5417.1611374407585
Tue,3F_L_A,rank_from_max,K2,502,-18.795721211059867,-180.90909090909093,1202.0377505715194,5480.306772908367
Tue,3F_L_A,rank_from_max,K3-4,968,121.55021416255919,-116.02564102564102,1275.9767475661235,5635.854338842975
Tue,3F_L_A,rank_from_max,K5-9,2642,282.79775517190353,68.75,1339.2191190600745,5786.1161998485995
Tue,3F_L_N,rank_from_max,K1,496,-95.99086341525857,-496.66666666666663,3303.2636494213266,4667.175403225807
Tue,3F_L_N,rank_from_max,K10-14,2239,116.62696640365242,-405.55555555555554,3497.4141121141156,4643.867798124163
Tue,3F_L_N,rank_from_max,K15+,712,-4.380071785268423,-346.875,2907.8647785273747,4803.289325842697
Tue,3F_L_N,rank_from_max,K2,470,149.09338061465724,-660.0,3756.1050953546214,4576.21914893617
Tue,3F_L_N,rank_from_max,K3-4,932,24.170477382655484,-466.66666666666663,3463.4003219786814,4703.639484978541
Tue,3F_L_N,rank_from_max,K5-9,2513,126.56831302623188,-413.3333333333333,3518.36560893753,4696.539594110624
Tue,3F_R_A,rank_from_max,K1,596,-40.51100884574039,-292.8571428571429,1269.802452832532,5621.511744966443
Tue,3F_R_A,rank_from_max,K10-14,2234,135.08759295017128,-76.9230769230769,1316.4267152782236,5662.247985675917
Tue,3F_R_A,rank_from_max,K15+,642,54.43807231190409,-175.0,1308.9959128374546,5378.5965732087225
Tue,3F_R_A,rank_from_max,K2,521,21.92034293281894,-114.28571428571433,1175.7548930909682,5504.6372360844525
Tue,3F_R_A,rank_from_max,K3-4,1032,210.00805880166345,13.333333333333334,1369.1976421142408,5733.569767441861
Tue,3F_R_A,rank_from_max,K5-9,2417,199.0818425127486,-7.692307692307693,1374.0997054918907,5710.347538270584
Tue,3F_R_N,rank_from_max,K1,518,-255.6333118833119,-744.047619047619,3576.3355542756153,4853.9324324324325
Tue,3F_R_N,rank_from_max,K10-14,1834,-27.508016565404777,-770.0892857142858,3771.6228757610447,4675.1586695747
Tue,3F_R_N,rank_from_max,K15+,407,-33.773546273546295,-400.0,3530.222903297191,4905.916461916462
Tue,3F_R_N,rank_from_max,K2,463,-206.79111385374884,-856.25,3492.8195429952525,4573.699784017279
Tue,3F_R_N,rank_from_max,K3-4,957,75.40532583636033,-713.3333333333333,3879.3132122517113,4695.080459770115
Tue,3F_R_N,rank_from_max,K5-9,2107,293.58870846234396,-486.6666666666667,3914.89846009954,4618.041290934979
Wed,2F_L_A,rank_from_max,K1,210,134.56349206349205,-50.0,1517.6882702324242,5159.685714285714
Wed,2F_L_A,rank_from_max,K10-14,149,243.4004474272931,-16.666666666666657,1655.918846198386,5063.201342281879
Wed,2F_L_A,rank_from_max,K2,179,120.27932960893855,0.0,1376.9754240086515,4897.150837988826
Wed,2F_L_A,rank_from_max,K3-4,434,206.4104674127715,57.14285714285717,1561.3476356694514,5063.447004608295
Wed,2F_L_A,rank_from_max,K5-9,588,207.34855847100744,38.75,1535.174198353709,4991.18537414966
Wed,2F_L_N,rank_from_max,K1,936,-163.36526866763478,-743.0555555555555,3052.1788112418617,4549.827991452991
Wed,2F_L_N,rank_from_max,K10-14,3100,107.87041572437681,-550.0,3144.312363362232,4418.49129032258
Wed,2F_L_N,rank_from_max,K15+,1189,2.8979437175895044,-629.4117647058823,3219.3088273812655,4633.47771236333
Wed,2F_L_N,rank_from_max,K2,851,422.99668240525017,-318.75,3320.5222736362034,4453.312573443009
Wed,2F_L_N,rank_from_max,K3-4,1730,-64.19027132525942,-616.025641025641,2960.6384047377437,4451.554335260115
Wed,2F_L_N,rank_from_max,K5-9,4768,197.54817412657363,-444.4444444444444,3163.8557810855723,4392.8294882550335
Wed,2F_R_A,rank_from_max,K1,183,-31.195680457975534,42.85714285714286,1433.8149587390426,5542.726775956284
Wed,2F_R_A,rank_from_max,K10-14,100,-41.42142857142857,11.42857142857143,1581.323485935663,5620.65
Wed,2F_R_A,rank_from_max,K15+,1,-281.81818181818187,-281.81818181818187,,4522.0
Wed,2F_R_A,rank_from_max,K2,173,141.8896229011836,-271.42857142857144,1820.2831774719841,5117.450867052024
Wed,2F_R_A,rank_from_max,K3-4,255,16.52134793311264,-150.0,1529.5835899046135,5237.266666666666
Wed,2F_R_A,rank_from_max,K5-9,592,19.586148648648646,-200.0,1554.9980798788458,5156.581081081081
Wed,2F_R_N,rank_from_max,K1,955,-66.07451661024189,-695.4545454545455,3042.029418308205,4406.94554973822
Wed,2F_R_N,rank_from_max,K10-14,3005,140.16996028831693,-494.1176470588234,3062.200021122321,4270.188352745425
Wed,2F_R_N,rank_from_max,K15+,1177,121.73433886569225,-582.3529411764706,3239.867504974875,4406.911639762107
Wed,2F_R_N,rank_from_max,K2,863,312.7415779507491,-425.0,3207.228845538069,4427.067207415991
Wed,2F_R_N,rank_from_max,K3-4,1656,140.15139430207634,-355.55555555555554,2966.7465376484215,4310.882246376812
Wed,2F_R_N,rank_from_max,K5-9,3926,182.31780480872135,-344.09722222222223,3075.339746787206,4249.94803871625
Wed,3F_L_A,rank_from_max,K1,588,28.05895210231944,-150.0,1136.0989770228177,5672.714285714285
Wed,3F_L_A,rank_from_max,K10-14,2148,135.80634662513154,-68.99038461538461,1249.4887385060536,5625.457635009311
Wed,3F_L_A,rank_from_max,K15+,644,113.26257528703181,-102.27272727272728,1210.2821808250624,5618.785714285715
Wed,3F_L_A,rank_from_max,K2,504,81.05086464461463,-153.58974358974356,1184.047995053739,5701.878968253968
Wed,3F_L_A,rank_from_max,K3-4,1006,180.32105982155682,-22.25274725274715,1249.1814216044345,5593.993041749503
Wed,3F_L_A,rank_from_max,K5-9,2664,137.51745267370268,-61.53846153846155,1251.8177464883865,5521.71584084084
Wed,3F_L_N,rank_from_max,K1,529,275.44896030245746,-222.22222222222223,3488.3556852412676,4848.678638941399
Wed,3F_L_N,rank_from_max,K10-14,2305,104.30947216196674,-393.3333333333333,3314.2600472699596,4642.338828633406
Wed,3F_L_N,rank_from_max,K15+,747,152.95255094451878,-160.0,2977.596360837198,4861.894243641232
Wed,3F_L_N,rank_from_max,K2,471,120.68555589256225,-300.0,3250.2300955989585,4578.709129511677
Wed,3F_L_N,rank_from_max,K3-4,953,144.6374648145372,-520.0,3408.5677337394927,4617.568730325289
Wed,3F_L_N,rank_from_max,K5-9,2561,149.84522879827443,-444.44444444444446,3524.0578360518307,4714.488090589613
Wed,3F_R_A,rank_from_max,K1,609,-10.150798845380125,-264.2857142857143,1330.6212354471322,5762.172413793103
Wed,3F_R_A,rank_from_max,K10-14,2246,146.9124326993873,-71.42857142857143,1325.2033288923633,5640.5596616206585
Wed,3F_R_A,rank_from_max,K15+,651,90.48439463762044,-95.45454545454545,1282.8839653312293,5434.293394777265
Wed,3F_R_A,rank_from_max,K2,514,54.721522802748474,-162.01923076923077,1188.2713630439027,5391.741245136187
Wed,3F_R_A,rank_from_max,K3-4,1035,192.5368906455863,-20.0,1324.6573699647681,5667.786473429952
Wed,3F_R_A,rank_from_max,K5-9,2429,167.50827017088852,-7.142857142857167,1283.9599437169256,5587.396871140387
Wed,3F_R_N,rank_from_max,K1,525,-445.5868858654573,-1000.0,3366.799197091591,4818.885714285714
Wed,3F_R_N,rank_from_max,K10-14,1913,-75.49131257312126,-726.6666666666667,3667.85461769868,4705.5546262415055
Wed,3F_R_N,rank_from_max,K15+,414,-334.80676328502415,-1083.75,3649.4334075522015,4940.466183574879
Wed,3F_R_N,rank_from_max,K2,496,49.96131752432156,-780.0,3659.828247829055,4679.955645161291
Wed,3F_R_N,rank_from_max,K3-4,961,-154.4147548023719,-800.0,3672.0242062458974,4666.174817898023
Wed,3F_R_N,rank_from_max,K5-9,2191,94.03207928538826,-625.0,3708.252302531487,4579.910543130991
Fri,2F_L_A,rank_from_min,K1,208,30.627861721611698,-66.25,1518.2977925122439,5413.9807692307695
Fri,2F_L_A,rank_from_min,K10-14,156,236.55982905982904,-20.83333333333335,1637.0612677132315,5382.955128205128
Fri,2F_L_A,rank_from_min,K2,186,8.0805171530978,-200.0,1562.9904681741637,5077.091397849463
Fri,2F_L_A,rank_from_min,K3-4,449,361.1284335560505,40.0,1662.4516940877597,5288.371937639198
Fri,2F_L_A,rank_from_min,K5-9,605,107.78709169618263,-60.0,1583.0872791182712,5119.304132231405
Fri,2F_L_N,rank_from_min,K1,906,-126.51950163198708,-624.2647058823529,2889.5530908908436,4633.5110375275935
Fri,2F_L_N,rank_from_min,K10-14,2993,132.83445538103467,-505.88235294117646,3035.927236488719,4432.948212495824
Fri,2F_L_N,rank_from_min,K15+,1138,-12.169622801988645,-515.6417112299465,3104.546377413777,4647.227592267135
Fri,2F_L_N,rank_from_min,K2,839,284.5354803434275,-247.05882352941177,3054.683322237533,4528.342073897497
Fri,2F_L_N,rank_from_min,K3-4,1701,88.30501237493667,-488.8888888888889,3002.1492419764572,4544.694297472075
Fri,2F_L_N,rank_from_min,K5-9,4703,77.24167553972686,-460.0,2919.8300570956026,4406.516266213055
Fri,2F_R_A,rank_from_min,K1,190,-62.856516290726816,-121.42857142857144,1639.161783830423,5432.621052631579
Fri,2F_R_A,rank_from_min,K10-14,98,17.281341107871736,150.0,1662.6811695651866,5569.34693877551
Fri,2F_R_A,rank_from_min,K15+,3,-1718.181818181818,-1750.0,548.4199693755849,3770.6666666666665
Fri,2F_R_A,rank_from_min,K2,176,-98.91166125541123,-300.0,1397.1458992197563,4990.221590909091
Fri,2F_R_A,rank_from_min,K3-4,270,201.82090748757415,114.28571428571428,1510.237428461861,5464.970370370371
Fri,2F_R_A,rank_from_min,K5-9,617,9.337809678166243,-157.1428571428571,1476.5984997299176,5218.341977309562
Fri,2F_R_N,rank_from_min,K1,935,-213.94644588573493,-766.6666666666666,2948.3453071065005,4423.100534759358
Fri,2F_R_N,rank_from_min,K10-14,2961,128.0571663852104,-488.2352941176471,3014.351217754349,4270.046943600135
Fri,2F_R_N,rank_from_min,K15+,1137,52.99846791679013,-529.4117647058823,3051.7574194296726,4315.0008795074755
Fri,2F_R_N,rank_from_min,K2,866,275.21089100298786,-320.83333333333337,3107.3557433600886,4308.456120092379
Fri,2F_R_N,rank_from_min,K3-4,1641,221.6248455684148,-400.0,2994.810851558043,4349.515539305302
Fri,2F_R_N,rank_from_min,K5-9,3908,149.23012162709014,-384.03361344537814,2948.2417886921494,4307.838792221085
Fri,3F_L_A,rank_from_min,K1,548,-109.61148644542807,-289.76190476190476,1189.8127291564651,5697.337591240876
Fri,3F_L_A,rank_from_min,K10-14,2057,207.57739748502996,-26.66666666666667,1311.4891525016203,5604.872630043753
Fri,3F_L_A,rank_from_min,K15+,597,5.219722349119342,-218.75,1219.9986113210655,5477.355108877722
Fri,3F_L_A,rank_from_min,K2,493,141.18371233229246,-58.33333333333334,1271.6253040136507,5341.576064908722
Fri,3F_L_A,rank_from_min,K3-4,952,189.4803926815481,-85.41666666666667,1298.5399109429352,5542.018907563025
Fri,3F_L_A,rank_from_min,K5-9,2483,252.25809933119638,31.25,1301.8257753669168,5592.396294804672
Fri,3F_L_N,rank_from_min,K1,501,-151.8778712416437,-555.5555555555555,3460.1709146519347,4871.125748502994
Fri,3F_L_N,rank_from_min,K10-14,2258,106.10575098064028,-302.77777777777777,3194.9119453973194,4660.48449955713
Fri,3F_L_N,rank_from_min,K15+,721,5.16624287255354,-316.6666666666667,3036.965111563408,4858.93758668516
Fri,3F_L_N,rank_from_min,K2,468,228.32850020350023,-338.54166666666663,3465.121337700873,4579.997863247863
Fri,3F_L_N,rank_from_min,K3-4,913,103.22323927745617,-428.57142857142856,3328.8945592035866,4625.532311062431
Fri,3F_L_N,rank_from_min,K5-9,2505,-10.49534264803727,-381.25,3170.6004402987587,4701.368463073853
Fri,3F_R_A,rank_from_min,K1,572,-200.06901679323008,-310.0961538461538,1147.1552384034446,5622.6783216783215
Fri,3F_R_A,rank_from_min,K10-14,2158,114.28913783930003,-61.53846153846155,1278.3574897189458,5612.64874884152
Fri,3F_R_A,rank_from_min,K15+,629,-22.80688442453147,-218.75,1205.1570486008698,5299.233704292528
Fri,3F_R_A,rank_from_min,K2,510,69.96819112260287,-143.75,1245.3434604882816,5554.045098039216
Fri,3F_R_A,rank_from_min,K3-4,999,169.18689085355754,0.0,1276.347728424257,5560.217217217217
Fri,3F_R_A,rank_from_min,K5-9,2320,202.26346408620117,15.384615384615387,1277.6509703171012,5514.870689655172
Fri,3F_R_N,rank_from_min,K1,511,-338.70193054390705,-1033.3333333333333,3327.099572587339,4899.009784735812
Fri,3F_R_N,rank_from_min,K10-14,1817,35.01110543281705,-693.3333333333333,3654.0214817636397,4693.4391854705555
Fri,3F_R_N,rank_from_min,K15+,400,-354.265625,-1064.7916666666665,3450.431253317734,5067.0675
Fri,3F_R_N,rank_from_min,K2,461,-226.78295974933718,-940.0,3675.4276296433272,4696.726681127982
Fri,3F_R_N,rank_from_min,K3-4,909,221.7248589938359,-400.0,3725.9028274221296,4675.293729372937
Fri,3F_R_N,rank_from_min,K5-9,2108,101.78113046293788,-665.4761904761905,3840.1218345397456,4633.537476280835
Mon,2F_L_A,rank_from_min,K1,194,261.1352479135984,102.08333333333334,1651.5151062834839,5133.927835051546
Mon,2F_L_A,rank_from_min,K10-14,147,320.68027210884355,275.0,1762.2385786359355,5225.013605442177
Mon,2F_L_A,rank_from_min,K2,169,423.4967596506057,160.0,1621.6475930876047,5044.12426035503
Mon,2F_L_A,rank_from_min,K3-4,419,-53.42482100238664,-200.0,1513.2460195710769,4785.737470167064
Mon,2F_L_A,rank_from_min,K5-9,557,96.75899803368385,-100.0,1609.1598355431206,4825.159784560144
Mon,2F_L_N,rank_from_min,K1,927,-22.511496292906912,-477.7777777777778,2884.8185460076597,4595.675296655879
Mon,2F_L_N,rank_from_min,K10-14,3077,39.11121736694297,-516.6666666666666,2943.2763850046304,4399.502437439064
Mon,2F_L_N,rank_from_min,K15+,1156,-5.12456516107542,-570.5882352941176,2911.861498720939,4493.929930795848
Mon,2F_L_N,rank_from_min,K2,854,37.53031895053868,-348.0769230769231,2861.0578164027847,4421.98243559719
Mon,2F_L_N,rank_from_min,K3-4,1733,29.49674273958921,-507.6923076923077,2970.5610566627706,4426.8828620888635
Mon,2F_L_N,rank_from_min,K5-9,4743,71.49222875703695,-488.2352941176471,2946.5155581108024,4348.625764284208
Mon,2F_R_A,rank_from_min,K1,178,43.584135901551605,-91.96428571428571,1550.9533256323843,5384.1741573033705
Mon,2F_R_A,rank_from_min,K10-14,100,85.40714285714286,-23.571428571428555,1758.898191117227,5580.31
Mon,2F_R_A,rank_from_min,K15+,1,595.4545454545455,595.4545454545455,,3420.0
Mon,2F_R_A,rank_from_min,K2,163,46.661554192229055,-157.1428571428571,1530.622135582872,5291.509202453988
Mon,2F_R_A,rank_from_min,K3-4,251,118.98169227850504,10.0,1447.9381835336371,5076.832669322709
Mon,2F_R_A,rank_from_min,K5-9,571,131.914106034071,-28.571428571428555,1500.2140270747195,5131.840630472855
Mon,2F_R_N,rank_from_min,K1,931,-124.46143559865362,-758.3333333333334,2946.395725792877,4464.890440386681
Mon,2F_R_N,rank_from_min,K10-14,2966,118.37326856601678,-502.94117647058823,2994.496888906398,4236.151719487525
Mon,2F_R_N,rank_from_min,K15+,1129,48.287106331380315,-605.8823529411765,3093.307907259386,4237.094774136404
Mon,2F_R_N,rank_from_min,K2,866,152.84190331925018,-461.11111111111114,2938.2698833217814,4233.086605080832
Mon,2F_R_N,rank_from_min,K3-4,1661,57.496609729274304,-588.8888888888887,2857.223518053328,4244.4641782059
Mon,2F_R_N,rank_from_min,K5-9,3913,214.24244576380744,-376.9230769230769,2975.357195614341,4279.376693074368
Mon,3F_L_A,rank_from_min,K1,534,-63.16746533740915,-268.99038461538464,1249.9204889660623,5646.262172284644
Mon,3F_L_A,rank_from_min,K10-14,2074,123.16105623723755,-35.416666666666664,1205.7837350806376,5547.262777242045
Mon,3F_L_A,rank_from_min,K15+,587,3.033077796706419,-159.09090909090907,1169.6795410476147,5494.056218057922
Mon,3F_L_A,rank_from_min,K2,488,146.12211900121736,-91.875,1150.7734176000788,5607.69262295082
Mon,3F_L_A,rank_from_min,K3-4,962,180.82241909164986,41.8831168831169,1171.530960354377,5524.813929313929
Mon,3F_L_A,rank_from_min,K5-9,2525,136.64237940277545,-50.0,1230.5564310033,5454.148514851485
Mon,3F_L_N,rank_from_min,K1,504,-87.14364449483496,-462.7777777777777,3434.8492295428555,4807.150793650793
Mon,3F_L_N,rank_from_min,K10-14,2212,69.94601954705934,-387.30158730158735,3408.343739107162,4725.297016274864
Mon,3F_L_N,rank_from_min,K15+,687,-51.772804463852516,-327.7777777777778,3055.72112569258,4896.541484716157
Mon,3F_L_N,rank_from_min,K2,461,65.85601521881347,-507.1428571428571,3433.988996313431,4640.114967462039
Mon,3F_L_N,rank_from_min,K3-4,893,15.53018183757264,-573.3333333333333,3562.627918062446,4679.040313549832
Mon,3F_L_N,rank_from_min,K5-9,2405,129.6974061974062,-326.66666666666663,3487.3312039715256,4794.344698544699
Mon,3F_R_A,rank_from_min,K1,564,-88.14777568766931,-183.48214285714286,1164.6407616759489,5602.79255319149
Mon,3F_R_A,rank_from_min,K10-14,2159,169.41165943829213,-31.25,1287.5409527623597,5628.987031032885
Mon,3F_R_A,rank_from_min,K15+,619,53.547204680080284,-100.0,1212.8562121873633,5383.617124394184
Mon,3F_R_A,rank_from_min,K2,510,88.5235083543907,-80.9090909090909,1273.2148470026857,5480.590196078431
Mon,3F_R_A,rank_from_min,K3-4,992,180.58095298518685,-15.476190476190474,1255.0868840389435,5643.831653225807
Mon,3F_R_A,rank_from_min,K5-9,2296,205.2815915936561,0.0,1311.6162991193887,5576.518728222996
Mon,3F_R_N,rank_from_min,K1,504,-175.19077538422778,-733.3333333333334,3480.425417367902,4928.351190476191
Mon,3F_R_N,rank_from_min,K10-14,1775,-40.32246814218646,-725.0,3847.2668793289454,4823.508732394366
Mon,3F_R_N,rank_from_min,K15+,393,28.587786259541986,-512.5,3499.4428786931926,5042.208651399491
Mon,3F_R_N,rank_from_min,K2,463,-113.16423257567965,-722.2222222222222,3681.1149688333376,4806.29373650108
Mon,3F_R_N,rank_from_min,K3-4,885,-56.97300690521031,-675.0,3828.4946646566555,4733.336723163842
Mon,3F_R_N,rank_from_min,K5-9,2052,67.02348076982578,-553.3333333333333,3637.4130111768663,4708.202729044834
Sat,2F_L_A,rank_from_min,K1,232,145.63474958949098,66.07142857142856,1665.3403886653036,6001.318965517241
Sat,2F_L_A,rank_from_min,K10-14,181,25.340699815837983,-58.333333333333314,1624.5049266578287,5776.640883977901
Sat,2F_L_A,rank_from_min,K2,220,35.67532467532465,-53.571428571428584,1514.8022586216675,5565.727272727273
Sat,2F_L_A,rank_from_min,K3-4,523,97.49294364017118,0.0,1472.4351352898418,5635.307839388145
Sat,2F_L_A,rank_from_min,K5-9,698,111.27421885659709,46.428571428571445,1571.9935940981618,5728.0257879656165
Sat,2F_L_N,rank_from_min,K1,1093,-235.3265266208595,-814.2857142857142,3147.307360546188,5021.503202195791
Sat,2F_L_N,rank_from_min,K10-14,3841,-21.492291228687996,-617.6470588235294,3242.652337303968,4826.597240302005
Sat,2F_L_N,rank_from_min,K15+,1442,-184.0504869202756,-763.6363636363636,3202.210841146584,4966.929264909847
Sat,2F_L_N,rank_from_min,K2,1067,-108.71533860287373,-700.0,3208.9401427529997,4929.835988753514
Sat,2F_L_N,rank_from_min,K3-4,2179,-10.32698231963275,-538.4615384615385,3222.573312707674,4944.463056447912
Sat,2F_L_N,rank_from_min,K5-9,6022,1.4262144096745617,-681.1764705882354,3302.4199400944526,4799.947691796745
Sat,2F_R_A,rank_from_min,K1,202,-79.79255068363979,-213.39285714285714,1608.374147796412,6128.376237623763
Sat,2F_R_A,rank_from_min,K10-14,104,-114.9175824175824,-127.85714285714286,1854.2116719478602,6466.759615384615
Sat,2F_R_A,rank_from_min,K15+,2,1188.6363636363637,1188.6363636363637,73.92479985132086,4869.5
Sat,2F_R_A,rank_from_min,K2,198,-32.67255892255893,-107.14285714285714,1654.2996863984465,5940.520202020202
Sat,2F_R_A,rank_from_min,K3-4,308,-133.64546438410073,-333.75,1558.7866972668664,5794.048701298701
Sat,2F_R_A,rank_from_min,K5-9,694,-95.14998690070736,-260.7142857142857,1593.0922643627,5825.982708933718
Sat,2F_R_N,rank_from_min,K1,1121,-148.25097915937238,-759.0909090909091,3152.8943612272556,4787.552185548618
Sat,2F_R_N,rank_from_min,K10-14,3837,64.68207777341752,-522.7272727272727,3224.5896425904275,4630.859786291374
Sat,2F_R_N,rank_from_min,K15+,1454,-33.02975748258541,-626.0695187165775,3220.3839620202807,4597.284731774415
Sat,2F_R_N,rank_from_min,K2,1095,51.30243650610292,-515.3846153846154,3060.868991846872,4642.1506849315065
Sat,2F_R_N,rank_from_min,K3-4,2147,92.54134320766286,-558.3333333333334,3213.377528095666,4658.681881695389
Sat,2F_R_N,rank_from_min,K5-9,5038,88.49492686814334,-438.10160427807483,3124.6267728300472,4674.487098054784
Sat,3F_L_A,rank_from_min,K1,642,-170.41222666222666,-290.4545454545455,1314.624205370958,6500.894080996884
Sat,3F_L_A,rank_from_min,K10-14,2640,39.3666609589905,-155.0,1337.3997212516992,6289.824242424243
Sat,3F_L_A,rank_from_min,K15+,774,-59.6632017852948,-220.73863636363637,1328.9083893579552,6142.21834625323
Sat,3F_L_A,rank_from_min,K2,623,14.509602222282796,-191.66666666666669,1380.437429323879,6141.796147672552
Sat,3F_L_A,rank_from_min,K3-4,1244,65.85715998899278,-135.41666666666669,1354.3935398347785,6277.757234726688
Sat,3F_L_A,rank_from_min,K5-9,3333,120.31724438677634,-76.92307692307692,1359.2498303471064,6248.466846684669
Sat,3F_L_N,rank_from_min,K1,588,-73.48605712126124,-525.8333333333334,3567.143806894945,5399.039115646258
Sat,3F_L_N,rank_from_min,K10-14,2788,-25.97758818974744,-520.0,3491.4131496805758,5224.269368723099
Sat,3F_L_N,rank_from_min,K15+,830,16.67804551539488,-300.0,3037.2123065143137,5377.780722891566
Sat,3F_L_N,rank_from_min,K2,577,48.50781271491847,-542.8571428571429,3433.9609204244925,5163.07452339688
Sat,3F_L_N,rank_from_min,K3-4,1148,-92.95742077318731,-533.3333333333333,3398.8759209296854,5147.792682926829
Sat,3F_L_N,rank_from_min,K5-9,3083,46.945641485051155,-453.33333333333326,3667.3596853106915,5305.872202400259
Sat,3F_R_A,rank_from_min,K1,656,-157.20658914256472,-291.6666666666667,1311.5803726181362,6587.754573170731
Sat,3F_R_A,rank_from_min,K10-14,2720,-57.463142709006675,-236.03896103896105,1329.8064559263955,6289.072794117647
Sat,3F_R_A,rank_from_min,K15+,769,5.326181187689636,-140.9090909090909,1275.8790385813318,6211.529258777633
Sat,3F_R_A,rank_from_min,K2,639,-15.6924569952739,-156.25,1326.6524241119769,6361.062597809077
Sat,3F_R_A,rank_from_min,K3-4,1282,-25.154959445131052,-225.0,1326.558429332954,6238.358814352574
Sat,3F_R_A,rank_from_min,K5-9,2970,109.00128140658444,-115.9090909090909,1384.3616602631585,6297.284848484848
Sat,3F_R_N,rank_from_min,K1,579,-158.48185157770646,-700.0,3910.590793964676,5424.725388601037
Sat,3F_R_N,rank_from_min,K10-14,2253,-23.95718407203096,-721.4285714285716,4005.811245678052,5325.532623169108
Sat,3F_R_N,rank_from_min,K15+,450,-118.85555555555557,-653.125,3942.320713812401,5606.977777777778
Sat,3F_R_N,rank_from_min,K2,573,-356.7832211418599,-993.3333333333333,3770.8550716160194,5291.347294938918
Sat,3F_R_N,rank_from_min,K3-4,1125,-59.16693121693119,-666.6666666666666,3840.7122470708027,5271.6684444444445
Sat,3F_R_N,rank_from_min,K5-9,2576,191.83447020112393,-476.3888888888889,4016.4927554130218,5205.83152173913
Sun,2F_L_A,rank_from_min,K1,224,-75.87372448979593,-280.3571428571429,1557.2355026811208,5814.808035714285
Sun,2F_L_A,rank_from_min,K10-14,169,-69.53648915187375,-108.33333333333337,1727.547510856102,5869.491124260355
Sun,2F_L_A,rank_from_min,K2,203,203.08644147314098,-128.57142857142856,1813.7431679794897,5691.694581280788
Sun,2F_L_A,rank_from_min,K3-4,495,148.83453583453584,-114.28571428571433,1751.566922199469,5788.595959595959
Sun,2F_L_A,rank_from_min,K5-9,659,81.45873979333767,-200.0,1732.6299784520638,5622.227617602428
Sun,2F_L_N,rank_from_min,K1,1030,-201.0435052050557,-781.6666666666666,3051.540074925573,4906.730097087378
Sun,2F_L_N,rank_from_min,K10-14,3623,-74.0538436981505,-600.0,3080.124290456788,4643.209494893735
Sun,2F_L_N,rank_from_min,K15+,1347,-71.49570346462131,-627.2727272727273,3053.423804601895,4789.936896807721
Sun,2F_L_N,rank_from_min,K2,996,-88.47874572405048,-624.6323529411765,2978.0252249970313,4727.300200803213
Sun,2F_L_N,rank_from_min,K3-4,2050,31.661843027051066,-513.8888888888889,3109.640408926695,4725.12487804878
Sun,2F_L_N,rank_from_min,K5-9,5636,32.92626132883615,-537.8571428571429,3120.2780753915054,4640.185947480482
Sun,2F_R_A,rank_from_min,K1,195,-90.74725274725273,-260.0,1767.5041518400587,5987.6461538461535
Sun,2F_R_A,rank_from_min,K10-14,102,178.01820728291327,-90.0,1935.6422614308617,6631.725490196079
Sun,2F_R_A,rank_from_min,K15+,1,-786.3636363636364,-786.3636363636364,,4313.0
Sun,2F_R_A,rank_from_min,K2,191,-6.357516828721015,-110.0,1681.1640828149161,6030.7696335078535
Sun,2F_R_A,rank_from_min,K3-4,285,85.47619047619047,-37.5,1623.5642334626034,5966.3859649122805
