weekday,segment6,rank_basis,kakuban_group,n,mean_residual,median_residual,std_residual,mean_games
Mon,2F_R_N,rank_from_max,K5-9,3913,214.24244576380744,-376.9230769230769,2975.357195614341,4279.376693074368
Mon,3F_L_A,rank_from_max,K1,534,-63.16746533740915,-268.99038461538464,1249.9204889660623,5646.262172284644
Mon,3F_L_A,rank_from_max,K10-14,2074,123.16105623723755,-35.416666666666664,1205.7837350806376,5547.262777242045
Mon,3F_L_A,rank_from_max,K15+,587,3.033077796706419,-159.09090909090907,1169.6795410476147,5494.056218057922
Mon,3F_L_A,rank_from_max,K2,488,146.12211900121736,-91.875,1150.7734176000788,5607.69262295082
Mon,3F_L_A,rank_from_max,K3-4,962,180.82241909164986,41.8831168831169,1171.530960354377,5524.813929313929
Mon,3F_L_A,rank_from_max,K5-9,2525,136.64237940277545,-50.0,1230.5564310033,5454.148514851485
Mon,3F_L_N,rank_from_max,K1,504,-87.14364449483496,-462.7777777777777,3434.8492295428555,4807.150793650793
Mon,3F_L_N,rank_from_max,K10-14,2212,69.94601954705934,-387.30158730158735,3408.343739107162,4725.297016274864
Mon,3F_L_N,rank_from_max,K15+,687,-51.772804463852516,-327.7777777777778,3055.72112569258,4896.541484716157
Mon,3F_L_N,rank_from_max,K2,461,65.85601521881347,-507.1428571428571,3433.988996313431,4640.114967462039
Mon,3F_L_N,rank_from_max,K3-4,893,15.53018183757264,-573.3333333333333,3562.627918062446,4679.040313549832
Mon,3F_L_N,rank_from_max,K5-9,2405,129.6974061974062,-326.66666666666663,3487.3312039715256,4794.344698544699
Mon,3F_R_A,rank_from_max,K1,564,-88.14777568766931,-183.48214285714286,1164.6407616759489,5602.79255319149
Mon,3F_R_A,rank_from_max,K10-14,2159,169.41165943829213,-31.25,1287.5409527623597,5628.987031032885
Mon,3F_R_A,rank_from_max,K15+,619,53.547204680080284,-100.0,1212.8562121873633,5383.617124394184
Mon,3F_R_A,rank_from_max,K2,510,88.5235083543907,-80.9090909090909,1273.2148470026857,5480.590196078431
Mon,3F_R_A,rank_from_max,K3-4,992,180.58095298518685,-15.476190476190474,1255.0868840389435,5643.831653225807
Mon,3F_R_A,rank_from_max,K5-9,2296,205.2815915936561,0.0,1311.6162991193887,5576.518728222996
Mon,3F_R_N,rank_from_max,K1,504,-175.19077538422778,-733.3333333333334,3480.425417367902,4928.351190476191
Mon,3F_R_N,rank_from_max,K10-14,1775,-40.32246814218646,-725.0,3847.2668793289454,4823.508732394366
Mon,3F_R_N,rank_from_max,K15+,393,28.587786259541986,-512.5,3499.4428786931926,5042.208651399491
Mon,3F_R_N,rank_from_max,K2,463,-113.16423257567965,-722.2222222222222,3681.1149688333376,4806.29373650108
Mon,3F_R_N,rank_from_max,K3-4,885,-56.97300690521031,-675.0,3828.4946646566555,4733.336723163842
Mon,3F_R_N,rank_from_max,K5-9,2052,67.02348076982578,-553.3333333333333,3637.4130111768663,4708.202729044834
Sat,2F_L_A,rank_from_max,K1,232,145.63474958949098,66.07142857142856,1665.3403886653036,6001.318965517241
Sat,2F_L_A,rank_from_max,K10-14,181,25.340699815837983,-58.333333333333314,1624.5049266578287,5776.640883977901
Sat,2F_L_A,rank_from_max,K2,220,35.67532467532465,-53.571428571428584,1514.8022586216675,5565.727272727273
Sat,2F_L_A,rank_from_max,K3-4,523,97.49294364017118,0.0,1472.4351352898418,5635.307839388145
Sat,2F_L_A,rank_from_max,K5-9,698,111.27421885659709,46.428571428571445,1571.9935940981618,5728.0257879656165
Sat,2F_L_N,rank_from_max,K1,1093,-235.3265266208595,-814.2857142857142,3147.307360546188,5021.503202195791
Sat,2F_L_N,rank_from_max,K10-14,3841,-21.492291228687996,-617.6470588235294,3242.652337303968,4826.597240302005
Sat,2F_L_N,rank_from_max,K15+,1442,-184.0504869202756,-763.6363636363636,3202.210841146584,4966.929264909847
Sat,2F_L_N,rank_from_max,K2,1067,-108.71533860287373,-700.0,3208.9401427529997,4929.835988753514
Sat,2F_L_N,rank_from_max,K3-4,2179,-10.32698231963275,-538.4615384615385,3222.573312707674,4944.463056447912
Sat,2F_L_N,rank_from_max,K5-9,6022,1.4262144096745617,-681.1764705882354,3302.4199400944526,4799.947691796745
Sat,2F_R_A,rank_from_max,K1,202,-79.79255068363979,-213.39285714285714,1608.374147796412,6128.376237623763
Sat,2F_R_A,rank_from_max,K10-14,104,-114.9175824175824,-127.85714285714286,1854.2116719478602,6466.759615384615
Sat,2F_R_A,rank_from_max,K15+,2,1188.6363636363637,1188.6363636363637,73.92479985132086,4869.5
Sat,2F_R_A,rank_from_max,K2,198,-32.67255892255893,-107.14285714285714,1654.2996863984465,5940.520202020202
Sat,2F_R_A,rank_from_max,K3-4,308,-133.64546438410073,-333.75,1558.7866972668664,5794.048701298701
Sat,2F_R_A,rank_from_max,K5-9,694,-95.14998690070736,-260.7142857142857,1593.0922643627,5825.982708933718
Sat,2F_R_N,rank_from_max,K1,1121,-148.25097915937238,-759.0909090909091,3152.8943612272556,4787.552185548618
Sat,2F_R_N,rank_from_max,K10-14,3837,64.68207777341752,-522.7272727272727,3224.5896425904275,4630.859786291374
Sat,2F_R_N,rank_from_max,K15+,1454,-33.02975748258541,-626.0695187165775,3220.3839620202807,4597.284731774415
Sat,2F_R_N,rank_from_max,K2,1095,51.30243650610292,-515.3846153846154,3060.868991846872,4642.1506849315065
Sat,2F_R_N,rank_from_max,K3-4,2147,92.54134320766286,-558.3333333333334,3213.377528095666,4658.681881695389
Sat,2F_R_N,rank_from_max,K5-9,5038,88.49492686814334,-438.10160427807483,3124.6267728300472,4674.487098054784
Sat,3F_L_A,rank_from_max,K1,642,-170.41222666222666,-290.4545454545455,1314.624205370958,6500.894080996884
Sat,3F_L_A,rank_from_max,K10-14,2640,39.3666609589905,-155.0,1337.3997212516992,6289.824242424243
Sat,3F_L_A,rank_from_max,K15+,774,-59.6632017852948,-220.73863636363637,1328.9083893579552,6142.21834625323
Sat,3F_L_A,rank_from_max,K2,623,14.509602222282796,-191.66666666666669,1380.437429323879,6141.796147672552
Sat,3F_L_A,rank_from_max,K3-4,1244,65.85715998899278,-135.41666666666669,1354.3935398347785,6277.757234726688
Sat,3F_L_A,rank_from_max,K5-9,3333,120.31724438677634,-76.92307692307692,1359.2498303471064,6248.466846684669
Sat,3F_L_N,rank_from_max,K1,588,-73.48605712126124,-525.8333333333334,3567.143806894945,5399.039115646258
Sat,3F_L_N,rank_from_max,K10-14,2788,-25.97758818974744,-520.0,3491.4131496805758,5224.269368723099
Sat,3F_L_N,rank_from_max,K15+,830,16.67804551539488,-300.0,3037.2123065143137,5377.780722891566
Sat,3F_L_N,rank_from_max,K2,577,48.50781271491847,-542.8571428571429,3433.9609204244925,5163.07452339688
Sat,3F_L_N,rank_from_max,K3-4,1148,-92.95742077318731,-533.3333333333333,3398.8759209296854,5147.792682926829
Sat,3F_L_N,rank_from_max,K5-9,3083,46.945641485051155,-453.33333333333326,3667.3596853106915,5305.872202400259
Sat,3F_R_A,rank_from_max,K1,656,-157.20658914256472,-291.6666666666667,1311.5803726181362,6587.754573170731
Sat,3F_R_A,rank_from_max,K10-14,2720,-57.463142709006675,-236.03896103896105,1329.8064559263955,6289.072794117647
Sat,3F_R_A,rank_from_max,K15+,769,5.326181187689636,-140.9090909090909,1275.8790385813318,6211.529258777633
Sat,3F_R_A,rank_from_max,K2,639,-15.6924569952739,-156.25,1326.6524241119769,6361.062597809077
Sat,3F_R_A,rank_from_max,K3-4,1282,-25.154959445131052,-225.0,1326.558429332954,6238.358814352574
Sat,3F_R_A,rank_from_max,K5-9,2970,109.00128140658444,-115.9090909090909,1384.3616602631585,6297.284848484848
Sat,3F_R_N,rank_from_max,K1,579,-158.48185157770646,-700.0,3910.590793964676,5424.725388601037
Sat,3F_R_N,rank_from_max,K10-14,2253,-23.95718407203096,-721.4285714285716,4005.811245678052,5325.532623169108
Sat,3F_R_N,rank_from_max,K15+,450,-118.85555555555557,-653.125,3942.320713812401,5606.977777777778
Sat,3F_R_N,rank_from_max,K2,573,-356.7832211418599,-993.3333333333333,3770.8550716160194,5291.347294938918
Sat,3F_R_N,rank_from_max,K3-4,1125,-59.16693121693119,-666.6666666666666,3840.7122470708027,5271.6684444444445
Sat,3F_R_N,rank_from_max,K5-9,2576,191.83447020112393,-476.3888888888889,4016.4927554130218,5205.83152173913
Sun,2F_L_A,rank_from_max,K1,224,-75.87372448979593,-280.3571428571429,1557.2355026811208,5814.808035714285
Sun,2F_L_A,rank_from_max,K10-14,169,-69.53648915187375,-108.33333333333337,1727.547510856102,5869.491124260355
Sun,2F_L_A,rank_from_max,K2,203,203.08644147314098,-128.57142857142856,1813.7431679794897,5691.694581280788
Sun,2F_L_A,rank_from_max,K3-4,495,148.83453583453584,-114.28571428571433,1751.566922199469,5788.595959595959
Sun,2F_L_A,rank_from_max,K5-9,659,81.45873979333767,-200.0,1732.6299784520638,5622.227617602428
Sun,2F_L_N,rank_from_max,K1,1030,-201.0435052050557,-781.6666666666666,3051.540074925573,4906.730097087378
Sun,2F_L_N,rank_from_max,K10-14,3623,-74.0538436981505,-600.0,3080.124290456788,4643.209494893735
Sun,2F_L_N,rank_from_max,K15+,1347,-71.49570346462131,-627.2727272727273,3053.423804601895,4789.936896807721
Sun,2F_L_N,rank_from_max,K2,996,-88.47874572405048,-624.6323529411765,2978.0252249970313,4727.300200803213
Sun,2F_L_N,rank_from_max,K3-4,2050,31.661843027051066,-513.8888888888889,3109.640408926695,4725.12487804878
Sun,2F_L_N,rank_from_max,K5-9,5636,32.92626132883615,-537.8571428571429,3120.2780753915054,4640.185947480482
Sun,2F_R_A,rank_from_max,K1,195,-90.74725274725273,-260.0,1767.5041518400587,5987.6461538461535
Sun,2F_R_A,rank_from_max,K10-14,102,178.01820728291327,-90.0,1935.6422614308617,6631.725490196079
Sun,2F_R_A,rank_from_max,K15+,1,-786.3636363636364,-786.3636363636364,,4313.0
Sun,2F_R_A,rank_from_max,K2,191,-6.357516828721015,-110.0,1681.1640828149161,6030.7696335078535
Sun,2F_R_A,rank_from_max,K3-4,285,85.47619047619047,-37.5,1623.5642334626034,5966.3859649122805
Sun,2F_R_A,rank_from_max,K5-9,656,-5.9657111181501445,-135.71428571428572,1622.5745461501342,5855.632621951219
Sun,2F_R_N,rank_from_max,K1,1064,-43.53293057807102,-585.4166666666666,2952.4574089544835,4637.24530075188
Sun,2F_R_N,rank_from_max,K10-14,3573,57.88407025219887,-541.1764705882352,3016.3948235330663,4462.131542121467
Sun,2F_R_N,rank_from_max,K15+,1356,176.8094219787674,-506.8181818181818,3310.969789017031,4549.412241887906
Sun,2F_R_N,rank_from_max,K2,1012,63.58269164862109,-529.1666666666667,3208.232042964815,4508.856719367589
Sun,2F_R_N,rank_from_max,K3-4,1990,104.4515315661118,-578.125,3152.445209613276,4482.561809045226
Sun,2F_R_N,rank_from_max,K5-9,4669,124.6855811604687,-508.33333333333337,3074.4942458880328,4476.557935318056
Sun,3F_L_A,rank_from_max,K1,610,-107.2343476195935,-248.33333333333334,1260.927075898692,6104.003278688525
Sun,3F_L_A,rank_from_max,K10-14,2427,46.54308677176414,-157.14285714285714,1282.8652169213665,6060.093943139678
Sun,3F_L_A,rank_from_max,K15+,709,71.16991494636065,-122.72727272727272,1289.0861140256898,6072.458392101552
Sun,3F_L_A,rank_from_max,K2,576,118.22111771330522,-121.42857142857144,1235.4795892319717,6112.180555555556
Sun,3F_L_A,rank_from_max,K3-4,1119,73.96833394487551,-120.0,1312.633181549924,6054.898123324397
Sun,3F_L_A,rank_from_max,K5-9,3021,70.55608561690985,-143.75,1282.51265081227,6052.178748758689
Sun,3F_L_N,rank_from_max,K1,561,-147.89282884871122,-755.5555555555555,3496.2050832621107,5278.331550802139
Sun,3F_L_N,rank_from_max,K10-14,2637,134.84915518476382,-450.0,3617.88808517773,5140.688661357603
Sun,3F_L_N,rank_from_max,K15+,796,-96.85196817420436,-425.0,3112.431085836413,5358.628140703518
Sun,3F_L_N,rank_from_max,K2,551,91.45359807564886,-586.6666666666667,3852.5133687318416,5163.524500907441
Sun,3F_L_N,rank_from_max,K3-4,1070,137.33136774959206,-445.0,3523.7733351452125,5065.721495327103
Sun,3F_L_N,rank_from_max,K5-9,2935,50.38795597739379,-500.0,3561.494248517705,5124.324361158433
Sun,3F_R_A,rank_from_max,K1,619,-81.9043886915454,-243.75,1316.365464057954,6253.819063004847
Sun,3F_R_A,rank_from_max,K10-14,2528,38.28865342858618,-137.5,1347.7547365950718,6160.674841772152
Sun,3F_R_A,rank_from_max,K15+,719,-52.09624056981499,-190.9090909090909,1285.259642869004,5828.7371349095965
Sun,3F_R_A,rank_from_max,K2,597,-3.06667996994629,-157.14285714285714,1280.3911973445042,6075.780569514238
Sun,3F_R_A,rank_from_max,K3-4,1182,37.54208742470165,-110.26785714285714,1330.3261528724388,6037.920473773265
Sun,3F_R_A,rank_from_max,K5-9,2743,61.44543693030751,-120.0,1345.998976048465,5951.547575647101
Sun,3F_R_N,rank_from_max,K1,551,-624.1513626019072,-1075.0,3614.3763697678264,5328.381125226861
Sun,3F_R_N,rank_from_max,K10-14,2124,-72.27490807999284,-766.6666666666667,3831.482492010573,5146.347457627118
Sun,3F_R_N,rank_from_max,K15+,429,-567.1503496503497,-1137.5,3549.4272901091826,5488.009324009324
Sun,3F_R_N,rank_from_max,K2,538,18.282254971381384,-623.8095238095237,3770.7684770200754,5072.001858736059
Sun,3F_R_N,rank_from_max,K3-4,1061,-137.56116945678684,-880.0,3791.6513300158263,5067.740810556079
Sun,3F_R_N,rank_from_max,K5-9,2435,143.9643020110166,-522.2222222222222,3818.680820411942,4987.750308008213
Thu,2F_L_A,rank_from_max,K1,189,-159.84001007810534,-216.66666666666669,1365.955602701221,4771.26455026455
Thu,2F_L_A,rank_from_max,K10-14,148,-137.92792792792795,-307.5,1415.6059203586315,4934.97972972973
Thu,2F_L_A,rank_from_max,K2,160,-0.15848214285715584,-50.0,1375.2501247733935,4827.7875
Thu,2F_L_A,rank_from_max,K3-4,403,346.487061325771,125.0,1532.9257791664766,5076.401985111663
Thu,2F_L_A,rank_from_max,K5-9,520,169.40315934065933,6.25,1450.7046055683256,4768.703846153846
Thu,2F_L_N,rank_from_max,K1,844,-24.70104263437829,-444.9579831932773,2799.900569097772,4375.38981042654
Thu,2F_L_N,rank_from_max,K10-14,2759,110.727063633834,-452.9411764705883,3049.1251737272237,4306.7397607828925
Thu,2F_L_N,rank_from_max,K15+,1062,48.37394382509037,-426.1363636363636,2906.04096196206,4451.353107344633
Thu,2F_L_N,rank_from_max,K2,753,64.8543683269486,-442.8571428571429,2897.60438787407,4284.278884462152
Thu,2F_L_N,rank_from_max,K3-4,1561,187.4924689632927,-450.0,3163.0171099922636,4335.386931454196
Thu,2F_L_N,rank_from_max,K5-9,4225,219.7085673424692,-405.88235294117646,3076.942489151154,4230.599289940828
Thu,2F_R_A,rank_from_max,K1,175,-54.13333333333334,-30.0,1319.973969346415,5035.771428571428
Thu,2F_R_A,rank_from_max,K10-14,99,19.18470418470414,-30.0,1472.915226918698,5742.828282828283
Thu,2F_R_A,rank_from_max,K15+,2,659.090909090909,659.090909090909,1979.8989873223331,4637.5
Thu,2F_R_A,rank_from_max,K2,164,255.42392566782812,-14.285714285714253,1510.2339860698123,5384.426829268293
Thu,2F_R_A,rank_from_max,K3-4,239,86.95923671865093,107.14285714285711,1390.9876581310216,4840.092050209205
Thu,2F_R_A,rank_from_max,K5-9,561,128.48513785679563,28.571428571428584,1392.6575443306547,4813.741532976827
Thu,2F_R_N,rank_from_max,K1,854,-106.34764242354818,-627.2058823529412,2830.5980728862746,4232.269320843091
Thu,2F_R_N,rank_from_max,K10-14,2669,231.12273257968386,-318.75,2942.227906210873,4164.589359310603
Thu,2F_R_N,rank_from_max,K15+,1043,126.44347855066368,-495.4545454545455,2995.2025164788615,4179.889741131352
Thu,2F_R_N,rank_from_max,K2,767,111.66186850192524,-371.42857142857144,2829.373443636192,4182.590612777053
Thu,2F_R_N,rank_from_max,K3-4,1477,295.24483741507515,-300.0,3064.9949541238966,4273.224779959377
Thu,2F_R_N,rank_from_max,K5-9,3478,261.35103812747747,-280.9523809523809,3021.6701789356944,4254.216791259344
Thu,3F_L_A,rank_from_max,K1,535,-156.83928454722846,-318.75,1174.6377807544966,5380.302803738317
Thu,3F_L_A,rank_from_max,K10-14,1972,201.74499372331522,16.025641025641036,1250.559616488507,5554.536511156187
Thu,3F_L_A,rank_from_max,K15+,574,-6.876583782071589,-127.27272727272737,1237.7238107797666,5320.831010452962
Thu,3F_L_A,rank_from_max,K2,461,188.00266255797706,16.666666666666686,1223.2504309670123,5613.156182212581
Thu,3F_L_A,rank_from_max,K3-4,902,232.21732812641903,93.02884615384616,1231.430608984476,5582.525498891353
Thu,3F_L_A,rank_from_max,K5-9,2402,294.24359275889253,133.33333333333331,1287.7521395061724,5665.051623646961
Thu,3F_L_N,rank_from_max,K1,461,-198.00825500120513,-580.0,3162.798865870018,4629.062906724512
Thu,3F_L_N,rank_from_max,K10-14,1972,151.36031424063876,-316.66666666666663,3240.773260100704,4470.720588235294
Thu,3F_L_N,rank_from_max,K15+,665,83.87656641604012,-268.75,2838.612693260889,4639.953383458646
Thu,3F_L_N,rank_from_max,K2,399,227.93004336237414,-422.2222222222222,3261.501910074511,4479.428571428572
Thu,3F_L_N,rank_from_max,K3-4,815,182.87486610186,-357.14285714285717,3291.5997896214926,4450.01717791411
Thu,3F_L_N,rank_from_max,K5-9,2234,123.14950405706897,-306.6666666666667,3416.3657956412353,4474.589973142345
Thu,3F_R_A,rank_from_max,K1,561,-62.11170959165612,-175.0,1145.2856810262845,5403.65953654189
Thu,3F_R_A,rank_from_max,K10-14,2081,130.41822885587902,-58.33333333333334,1228.3385610757757,5469.726093224412
Thu,3F_R_A,rank_from_max,K15+,598,12.289513023208663,-134.375,1175.2195023307752,5208.020066889632
Thu,3F_R_A,rank_from_max,K2,500,184.80172827172825,44.5054945054945,1228.7280090582428,5527.706
Thu,3F_R_A,rank_from_max,K3-4,946,91.69430023816918,-91.66666666666667,1231.8702150693834,5367.028541226216
Thu,3F_R_A,rank_from_max,K5-9,2184,190.73650269907137,-33.33333333333334,1293.4578737183554,5481.999542124542
Thu,3F_R_N,rank_from_max,K1,460,-626.2021221532091,-1335.0,3536.4796379409927,4678.476086956522
Thu,3F_R_N,rank_from_max,K10-14,1629,97.51326405331926,-633.3333333333334,3658.7538110739742,4532.596071209331
Thu,3F_R_N,rank_from_max,K15+,367,-748.433242506812,-1360.0,3244.0879246614318,4748.869209809264
Thu,3F_R_N,rank_from_max,K2,419,-151.811095957874,-800.0,3307.8038493495314,4542.427207637232
Thu,3F_R_N,rank_from_max,K3-4,820,107.60148083623695,-805.5555555555555,3896.449684375568,4489.829268292683
Thu,3F_R_N,rank_from_max,K5-9,1849,18.134652364641532,-720.0,3592.1578076511214,4440.333153055706
Tue,2F_L_A,rank_from_max,K1,200,-93.675,-113.33333333333331,1612.3741571516157,5247.56
Tue,2F_L_A,rank_from_max,K10-14,149,80.30201342281879,-41.66666666666663,1795.5011142476874,5251.013422818792
Tue,2F_L_A,rank_from_max,K2,192,160.56051587301585,-95.0,1504.1219936076793,4996.411458333333
Tue,2F_L_A,rank_from_max,K3-4,441,78.32226541410216,-125.0,1667.3506800728037,5447.834467120181
Tue,2F_L_A,rank_from_max,K5-9,612,166.0864067849362,-5.0,1625.0754742601232,5139.3741830065355
Tue,2F_L_N,rank_from_max,K1,927,-137.81781864306134,-654.5454545454545,2818.9618814126716,4569.61380798274
Tue,2F_L_N,rank_from_max,K10-14,3048,69.33845466586321,-573.5294117647059,3071.080608696431,4466.319881889764
Tue,2F_L_N,rank_from_max,K15+,1199,141.1033258553251,-517.6470588235294,3141.0115837046105,4532.547956630526
