test_date,variant,window,DD,dow,is_event,event_type,avg_diff,avg_diff_other,avg_diff_vs_other,win_rate,payout_rate,hit@10,hit@20,hit@50,lift@10,lift@20,lift@50,n_machines_scored,n_actual_machines
2026-01-20,v1_baseline,90,20,1,False,non_event,-286.0,283.8855421686747,-569.8855421686746,36.0,94.07690394561119,0.0,0.0,1.0,0.0,0.0,0.2856,714,714
2026-01-20,v2_dd_individual,90,20,1,False,non_event,-72.0,267.7710843373494,-339.7710843373494,38.0,98.62830494933444,1.0,1.0,1.0,1.4280000000000002,0.7140000000000001,0.2856,714,714
2026-01-20,v3_hist_payout,90,20,1,False,non_event,-50.0,266.1144578313253,-316.1144578313253,38.0,99.41217975176448,1.0,1.0,2.0,1.4280000000000002,0.7140000000000001,0.5712,714,714
2026-01-20,v4_kakuban_fix,90,20,1,False,non_event,150.0,251.05421686746988,-101.05421686746988,38.0,101.03180144019781,1.0,2.0,3.0,1.4280000000000002,1.4280000000000002,0.8568,714,714
2026-01-21,v1_baseline,90,21,2,True,event,-348.0,363.1024096385542,-711.1024096385543,28.000000000000004,96.04548155394323,1.0,1.0,2.0,1.4280000000000002,0.7140000000000001,0.5712,714,714
2026-01-21,v2_dd_individual,90,21,2,True,event,564.0,294.4277108433735,269.5722891566265,54.0,102.04257361934962,0.0,1.0,6.0,0.0,0.7140000000000001,1.7136,714,714
2026-01-21,v3_hist_payout,90,21,2,True,event,504.0,298.9457831325301,205.0542168674699,52.0,101.52005585918569,0.0,1.0,6.0,0.0,0.7140000000000001,1.7136,714,714
2026-01-21,v4_kakuban_fix,90,21,2,True,event,404.0,306.4759036144578,97.52409638554218,44.0,99.63185031417217,1.0,3.0,7.0,1.4280000000000002,2.1420000000000003,1.9992,714,714
2026-01-22,v1_baseline,90,22,3,True,event,-44.0,218.22289156626505,-262.22289156626505,38.0,97.62913334872316,0.0,2.0,5.0,0.0,1.4280000000000002,1.428,714,714
2026-01-22,v2_dd_individual,90,22,3,True,event,-330.0,239.75903614457832,-569.7590361445783,38.0,94.5986578045642,0.0,1.0,2.0,0.0,0.7140000000000001,0.5712,714,714
2026-01-22,v3_hist_payout,90,22,3,True,event,-106.0,222.89156626506025,-328.89156626506025,42.0,97.3258204461376,0.0,1.0,3.0,0.0,0.7140000000000001,0.8568,714,714
2026-01-22,v4_kakuban_fix,90,22,3,True,event,306.0,191.86746987951807,114.13253012048193,38.0,97.09724204782084,0.0,2.0,4.0,0.0,1.4280000000000002,1.1424,714,714
2026-01-23,v1_baseline,90,23,4,False,non_event,18.0,3.6144578313253013,14.385542168674698,32.0,100.08943453079895,1.0,3.0,5.0,1.4280000000000002,2.1420000000000003,1.428,714,714
2026-01-23,v2_dd_individual,90,23,4,False,non_event,-464.0,39.90963855421687,-503.9096385542169,22.0,94.48634313739238,1.0,1.0,2.0,1.4280000000000002,0.7140000000000001,0.5712,714,714
2026-01-23,v3_hist_payout,90,23,4,False,non_event,-436.0,37.80120481927711,-473.80120481927713,24.0,94.83852488152368,1.0,1.0,1.0,1.4280000000000002,0.7140000000000001,0.2856,714,714
2026-01-23,v4_kakuban_fix,90,23,4,False,non_event,-372.0,32.98192771084337,-404.98192771084337,30.0,93.65887126741441,0.0,1.0,1.0,0.0,0.7140000000000001,0.2856,714,714
2026-01-24,v1_baseline,90,24,5,False,non_event,996.0,145.03012048192772,850.9698795180723,42.0,108.17345073526695,1.0,4.0,8.0,1.4280000000000002,2.8560000000000003,2.2848,714,714
2026-01-24,v2_dd_individual,90,24,5,False,non_event,1008.0,144.1265060240964,863.8734939759036,48.0,106.9602865684787,0.0,3.0,7.0,0.0,2.1420000000000003,1.9992,714,714
2026-01-24,v3_hist_payout,90,24,5,False,non_event,1102.0,137.04819277108433,964.9518072289156,48.0,108.20302629396872,0.0,3.0,7.0,0.0,2.1420000000000003,1.9992,714,714
2026-01-24,v4_kakuban_fix,90,24,5,False,non_event,1052.0,140.8132530120482,911.1867469879518,46.0,109.12354042496881,2.0,5.0,9.0,2.8560000000000003,3.5700000000000003,2.5704,714,714
2026-01-25,v1_baseline,90,25,6,False,non_event,-510.0,149.6987951807229,-659.6987951807229,36.0,94.84452966533878,0.0,2.0,3.0,0.0,1.4280000000000002,0.8568,714,714
2026-01-25,v2_dd_individual,90,25,6,False,non_event,592.0,66.71686746987952,525.2831325301205,46.0,103.16434567777807,1.0,3.0,7.0,1.4280000000000002,2.1420000000000003,1.9992,714,714
2026-01-25,v3_hist_payout,90,25,6,False,non_event,1086.0,29.518072289156628,1056.4819277108434,52.0,107.80088654317544,1.0,3.0,9.0,1.4280000000000002,2.1420000000000003,2.5704,714,714
2026-01-25,v4_kakuban_fix,90,25,6,False,non_event,650.0,62.34939759036145,587.6506024096385,38.0,103.4605551593853,2.0,4.0,6.0,2.8560000000000003,2.8560000000000003,1.7136,714,714
2026-01-26,v1_baseline,90,26,0,False,non_event,420.0,153.6144578313253,266.3855421686747,40.0,100.79771780123521,1.0,1.0,5.0,1.4280000000000002,0.7140000000000001,1.428,714,714
2026-01-26,v2_dd_individual,90,26,0,False,non_event,512.0,146.6867469879518,365.3132530120482,48.0,103.06436953567022,0.0,2.0,6.0,0.0,1.4280000000000002,1.7136,714,714
2026-01-26,v3_hist_payout,90,26,0,False,non_event,820.0,123.49397590361446,696.5060240963855,50.0,106.76510271636198,1.0,3.0,7.0,1.4280000000000002,2.1420000000000003,1.9992,714,714
2026-01-26,v4_kakuban_fix,90,26,0,False,non_event,522.0,145.93373493975903,376.066265060241,40.0,104.41568772807946,2.0,2.0,5.0,2.8560000000000003,1.4280000000000002,1.428,714,714
2026-01-27,v1_baseline,90,27,1,True,event,530.0,298.1927710843373,231.80722891566268,48.0,105.639255075727,1.0,2.0,4.0,1.4280000000000002,1.4280000000000002,1.1424,714,714
2026-01-27,v2_dd_individual,90,27,1,True,event,394.0,308.43373493975906,85.56626506024094,42.0,106.06668703234763,2.0,2.0,3.0,2.8560000000000003,1.4280000000000002,0.8568,714,714
2026-01-27,v3_hist_payout,90,27,1,True,event,680.0,286.8975903614458,393.1024096385542,48.0,108.21269613539303,2.0,2.0,4.0,2.8560000000000003,1.4280000000000002,1.1424,714,714
2026-01-27,v4_kakuban_fix,90,27,1,True,event,160.0,326.0542168674699,-166.0542168674699,30.0,104.02692399625643,2.0,3.0,4.0,2.8560000000000003,2.1420000000000003,1.1424,714,714
2026-01-28,v1_baseline,90,28,2,False,non_event,-54.0,-28.46385542168675,-25.53614457831325,32.0,98.60082582871102,1.0,3.0,7.0,1.4280000000000002,2.1420000000000003,1.9992,714,714
2026-01-28,v2_dd_individual,90,28,2,False,non_event,-372.0,-4.518072289156627,-367.48192771084337,26.0,94.03208282682746,1.0,3.0,5.0,1.4280000000000002,2.1420000000000003,1.428,714,714
2026-01-28,v3_hist_payout,90,28,2,False,non_event,-372.0,-4.518072289156627,-367.48192771084337,26.0,93.77165646800061,1.0,3.0,5.0,1.4280000000000002,2.1420000000000003,1.428,714,714
2026-01-28,v4_kakuban_fix,90,28,2,False,non_event,-668.0,17.771084337349397,-685.7710843373494,34.0,93.22339397483535,0.0,0.0,2.0,0.0,0.0,0.5712,714,714
2026-01-29,v1_baseline,90,29,3,False,non_event,-422.0,5.120481927710843,-427.12048192771084,28.000000000000004,93.00743940977561,1.0,2.0,3.0,1.4280000000000002,1.4280000000000002,0.8568,714,714
2026-01-29,v2_dd_individual,90,29,3,False,non_event,-382.0,2.108433734939759,-384.10843373493975,26.0,92.12494051057293,1.0,2.0,4.0,1.4280000000000002,1.4280000000000002,1.1424,714,714
2026-01-29,v3_hist_payout,90,29,3,False,non_event,-428.0,5.572289156626506,-433.5722891566265,28.000000000000004,92.43744785573084,1.0,2.0,4.0,1.4280000000000002,1.4280000000000002,1.1424,714,714
