variant,window,event_type,avg_diff,avg_diff_other,avg_diff_vs_other,win_rate,payout_rate,hit@10,hit@20,hit@50,lift@10,lift@20,lift@50,n_test_days
v1_baseline,90,all,161.81927710843374,99.74687908259544,62.07239802583829,38.36144578313253,99.77008481198379,0.8493975903614458,1.7710843373493976,4.253012048192771,1.2129397590361446,1.26455421686747,1.2146602409638554,166
v1_baseline,90,event,159.85714285714286,151.88253012048193,7.974612736660926,39.904761904761905,100.53411263875034,0.7380952380952381,1.5476190476190477,4.023809523809524,1.0540000000000003,1.105,1.1492,42
v1_baseline,90,non_event,162.48387096774192,82.08802953750487,80.39584143023708,37.83870967741935,99.51130119324029,0.8870967741935484,1.846774193548387,4.330645161290323,1.2667741935483872,1.3185967741935487,1.2368322580645161,124
v2_dd_individual,90,all,160.44578313253012,99.850304833793,60.59547829873712,38.7710843373494,99.78321571256265,0.8554216867469879,1.6927710843373494,4.0602409638554215,1.2215421686746988,1.2086385542168676,1.1596048192771085,166
v2_dd_individual,90,event,278.2857142857143,142.9647160068847,135.32099827882962,41.666666666666664,101.3104477143467,0.9285714285714286,1.6666666666666667,3.9285714285714284,1.326,1.1900000000000002,1.122,42
v2_dd_individual,90,non_event,120.53225806451613,85.24703653322969,35.28522153128644,37.79032258064516,99.26592745389385,0.8306451612903226,1.7016129032258065,4.104838709677419,1.1861612903225809,1.214951612903226,1.1723419354838711,124
v3_hist_payout,90,all,157.18072289156626,100.0961678037451,57.08455508782116,38.963855421686745,99.75370320498168,0.8493975903614458,1.716867469879518,4.186746987951807,1.2129397590361446,1.225843373493976,1.195734939759036,166
v3_hist_payout,90,event,242.76190476190476,145.63970166379806,97.12220309810671,41.57142857142857,100.91538160529392,0.8333333333333334,1.5238095238095237,3.857142857142857,1.1900000000000002,1.088,1.1016000000000001,42
v3_hist_payout,90,non_event,128.19354838709677,84.6701321414691,43.52341624562767,38.08064516129032,99.36023148874689,0.8548387096774194,1.782258064516129,4.298387096774194,1.220709677419355,1.2725322580645162,1.2276193548387098,124
v4_kakuban_fix,90,all,102.63855421686748,104.20325881840614,-1.5647046015386832,37.63855421686747,99.50902460416583,0.9096385542168675,1.783132530120482,4.343373493975903,1.298963855421687,1.2731566265060241,1.240467469879518,166
v4_kakuban_fix,90,event,206.9047619047619,148.33978772231785,58.56497418244406,41.904761904761905,100.83474403000139,0.7619047619047619,1.7380952380952381,4.190476190476191,1.088,1.241,1.1968,42
v4_kakuban_fix,90,non_event,67.3225806451613,89.25378935095219,-21.931208705790905,36.193548387096776,99.0599906050925,0.9596774193548387,1.7983870967741935,4.395161290322581,1.3704193548387098,1.2840483870967743,1.255258064516129,124
v1_baseline,180,all,170.6024096385542,99.08549862098998,71.51691101756423,37.72289156626506,99.729071780054,0.7650602409638554,1.7349397590361446,4.307228915662651,1.0925060240963858,1.2387469879518074,1.230144578313253,166
v1_baseline,180,event,159.04761904761904,151.94348823866898,7.104130808950084,39.095238095238095,100.12596024101583,0.6190476190476191,1.7142857142857142,4.142857142857143,0.8840000000000001,1.2240000000000002,1.1832,42
v1_baseline,180,non_event,174.51612903225808,81.18198600855033,93.33414302370774,37.25806451612903,99.59464181747015,0.8145161290322581,1.7419354838709677,4.362903225806452,1.1631290322580645,1.243741935483871,1.2460451612903227,124
v2_dd_individual,180,all,171.3855421686747,99.02652779793874,72.35901437073596,38.795180722891565,99.70731822708791,0.8132530120481928,1.6686746987951808,4.265060240963855,1.1613253012048195,1.1914337349397592,1.2181012048192772,166
v2_dd_individual,180,event,263.0952380952381,144.10857716580608,118.986660929432,42.04761904761905,101.14100231667842,0.7857142857142857,1.7380952380952381,4.166666666666667,1.122,1.241,1.1900000000000002,42
v2_dd_individual,180,non_event,140.32258064516128,83.75680139914496,56.56577924601632,37.693548387096776,99.22171555158145,0.8225806451612904,1.6451612903225807,4.298387096774194,1.1746451612903226,1.1746451612903226,1.2276193548387098,124
v3_hist_payout,180,all,164.50602409638554,99.5445637973581,64.96146029902744,39.19277108433735,99.5865223673541,0.8012048192771084,1.6265060240963856,4.126506024096385,1.1441204819277109,1.1613253012048195,1.1785301204819276,166
v3_hist_payout,180,event,292.42857142857144,141.8997418244406,150.5288296041308,42.714285714285715,101.33057612491814,0.7380952380952381,1.619047619047619,4.0476190476190474,1.0540000000000003,1.1560000000000001,1.156,42
v3_hist_payout,180,non_event,121.1774193548387,85.19845511076565,35.97896424407306,38.0,98.99579448172757,0.8225806451612904,1.6290322580645162,4.153225806451613,1.1746451612903226,1.1631290322580645,1.1861612903225807,124
v4_kakuban_fix,180,all,172.7710843373494,98.92219480330964,73.84888953403977,38.397590361445786,100.29484258982549,0.9759036144578314,1.8795180722891567,4.662650602409639,1.3935903614457834,1.341975903614458,1.3316530120481929,166
v4_kakuban_fix,180,event,230.23809523809524,146.58275960986805,83.65533562822719,40.666666666666664,101.1178707339857,0.8333333333333334,1.7619047619047619,4.642857142857143,1.1900000000000002,1.2580000000000002,1.326,42
v4_kakuban_fix,180,non_event,153.30645161290323,82.77910027205597,70.52735134084726,37.62903225806452,100.01607499260994,1.0241935483870968,1.9193548387096775,4.669354838709677,1.4625483870967744,1.3704193548387098,1.3335677419354839,124
