hall,date,axis,axis_value,n_machines,total_games,total_diff,avg_diff,plus_rate,hit104_rate,games_share,share_of_total_diff,excess_vs_hall_day,hit104_lift
金時,20250101,atype,A,49,148693,8903,181.69387755102042,0.4897959183673469,0.2857142857142857,0.5280216190110936,0.3962524479259391,-8.71290210999652,-0.0702179176755448
金時,20250101,atype,N,69,132911,13565,196.59420289855072,0.4492753623188406,0.4057971014492754,0.47197838098890643,0.6037475520740608,6.187423237533778,0.049864898059444884
金時,20250101,dd,1,118,281604,22468,190.40677966101694,0.4661016949152542,0.3559322033898305,1.0,1.0,0.0,0.0
金時,20250101,event_type,weekday,118,281604,22468,190.40677966101694,0.4661016949152542,0.3559322033898305,1.0,1.0,0.0,0.0
金時,20250101,kakuban_bin,301-310,10,24612,-6032,-603.2,0.3,0.3,0.08739932671410917,-0.26847071390421934,-793.606779661017,-0.055932203389830515
金時,20250101,kakuban_bin,311-320,7,11254,-1207,-172.42857142857142,0.42857142857142855,0.2857142857142857,0.03996392096703172,-0.053720847427452374,-362.83535108958836,-0.0702179176755448
金時,20250101,kakuban_bin,321-330,7,11298,-1503,-214.71428571428572,0.2857142857142857,0.2857142857142857,0.04012016874760302,-0.06689513975431725,-405.1210653753027,-0.0702179176755448
金時,20250101,kakuban_bin,331-340,6,8054,5833,972.1666666666666,0.8333333333333334,0.8333333333333334,0.028600446016391813,0.25961367277906355,781.7598870056497,0.47740112994350287
金時,20250101,kakuban_bin,341-350,9,21377,1545,171.66666666666666,0.3333333333333333,0.2222222222222222,0.07591156375619665,0.06876446501691294,-18.740112994350284,-0.1337099811676083
金時,20250101,kakuban_bin,351-360,8,12589,2326,290.75,0.375,0.375,0.0447046206730018,0.10352501335232331,100.34322033898306,0.019067796610169496
金時,20250101,kakuban_bin,361-370,7,15218,6002,857.4285714285714,0.5714285714285714,0.42857142857142855,0.0540404255621369,0.26713548157379385,667.0217917675545,0.07263922518159804
金時,20250101,kakuban_bin,371-380,2,1444,488,244.0,0.5,0.5,0.005127768071476258,0.021719779241588036,53.59322033898306,0.1440677966101695
金時,20250101,kakuban_bin,401-410,9,21927,2396,266.22222222222223,0.3333333333333333,0.2222222222222222,0.07786466101333787,0.10664055545664945,75.81544256120529,-0.1337099811676083
金時,20250101,kakuban_bin,411-420,9,35211,-796,-88.44444444444444,0.4444444444444444,0.1111111111111111,0.12503728640218179,-0.03542816450062311,-278.85122410546137,-0.2448210922787194
金時,20250101,kakuban_bin,421-430,8,28067,3837,479.625,0.75,0.625,0.0996683285748782,0.17077621506142068,289.2182203389831,0.2690677966101695
金時,20250101,kakuban_bin,431-440,8,29487,-1308,-163.5,0.5,0.375,0.10471087058422465,-0.05821612960655154,-353.9067796610169,0.019067796610169496
金時,20250101,kakuban_bin,441-450,9,23270,9832,1092.4444444444443,0.5555555555555556,0.4444444444444444,0.08263376940668457,0.4376001424247819,902.0376647834274,0.08851224105461392
金時,20250101,kakuban_bin,451-460,6,12557,121,20.166666666666668,0.5,0.16666666666666666,0.044590985923495405,0.005385437066049493,-170.24011299435028,-0.18926553672316385
金時,20250101,kakuban_bin,461-470,9,17498,2158,239.77777777777777,0.5555555555555556,0.4444444444444444,0.062136901464467834,0.09604771230194054,49.37099811676083,0.08851224105461392
金時,20250101,kakuban_bin,471-480,4,7741,-1224,-306.0,0.25,0.25,0.027488956122782345,-0.05447747908136016,-496.4067796610169,-0.1059322033898305
金時,20250101,machine_category,at_smart,30,49853,15983,532.7666666666667,0.43333333333333335,0.4,0.17703228647320352,0.7113672779063557,342.35988700564974,0.04406779661016952
金時,20250101,machine_category,hana_oki,6,12873,7254,1209.0,0.6666666666666666,0.3333333333333333,0.045713129074871094,0.3228591774968845,1018.5932203389831,-0.02259887005649719
金時,20250101,machine_category,juggler,43,135820,1649,38.348837209302324,0.46511627906976744,0.27906976744186046,0.4823084899362225,0.07339327042905465,-152.0579424517146,-0.07686243594797004
金時,20250101,machine_category,other,39,83058,-2418,-62.0,0.46153846153846156,0.41025641025641024,0.2949460945157029,-0.10761972583229482,-252.40677966101694,0.05432420686657974
金時,20250101,machine_name,A‐SLOT+ この素晴らしい世界に祝福を！,1,1550,-446,-446.0,0.0,0.0,0.0055041831792162045,-0.019850453978992346,-636.4067796610169,-0.3559322033898305
金時,20250101,machine_name,D4DJ Pachi‐Slot Mix,1,428,-570,-570.0,0.0,0.0,0.0015198647746480873,-0.025369414278084385,-760.4067796610169,-0.3559322033898305
金時,20250101,machine_name,Re:ゼロから始める異世界生活 season2,2,3859,54,27.0,0.5,0.5,0.013703640573287311,0.0024034181947658892,-163.40677966101694,0.1440677966101695
金時,20250101,machine_name,ToLOVEるダークネス,2,1647,1493,746.5,0.5,0.5,0.0058486385136574765,0.06645006231084209,556.0932203389831,0.1440677966101695
金時,20250101,machine_name,かぐや様は告らせたい,1,5396,7320,7320.0,1.0,1.0,0.01916165963551654,0.32579668862382055,7129.593220338983,0.6440677966101696
金時,20250101,machine_name,からくりサーカス,4,7838,-4821,-1205.25,0.0,0.0,0.02783341145722362,-0.2145718354993769,-1395.656779661017,-0.3559322033898305
金時,20250101,machine_name,アイムジャグラーEX-TP,8,29728,419,52.375,0.625,0.375,0.10556668229144472,0.0186487448816094,-138.03177966101694,0.019067796610169496
金時,20250101,machine_name,ウルトラミラクルジャグラー,3,11755,-1940,-646.6666666666666,0.3333333333333333,0.0,0.04174301501399128,-0.08634502403418194,-837.0734463276835,-0.3559322033898305
金時,20250101,machine_name,クランキークレスト,1,2340,1032,1032.0,1.0,1.0,0.008309541057655431,0.045931992166636994,841.5932203389831,0.6440677966101696
金時,20250101,machine_name,コードギアス反逆のルルーシュ3 C.C.&Kallen ver.,1,3876,-460,-460.0,0.0,0.0,0.013764009033962585,-0.020473562399857575,-650.4067796610169,-0.3559322033898305
金時,20250101,machine_name,ゴジラ対エヴァンゲリオン,2,1444,488,244.0,0.5,0.5,0.005127768071476258,0.021719779241588036,53.59322033898306,0.1440677966101695
金時,20250101,machine_name,ゴッドイーター リザレクション,4,8729,-509,-127.25,0.5,0.5,0.03099742901379242,-0.022654441872885882,-317.6567796610169,0.1440677966101695
金時,20250101,machine_name,ゴーゴージャグラー3,7,20328,3152,450.2857142857143,0.42857142857142855,0.2857142857142857,0.07218647462394,0.1402884101833719,259.8789346246973,-0.0702179176755448
金時,20250101,machine_name,ジャグラーガールズ,1,6251,1479,1479.0,1.0,1.0,0.02219783809889064,0.06582695388997685,1288.593220338983,0.6440677966101696
金時,20250101,machine_name,スマスロ北斗の拳,5,3969,-642,-128.4,0.4,0.4,0.014094260024715559,-0.028573971871105573,-318.80677966101695,0.04406779661016952
金時,20250101,machine_name,スマスロ炎炎ノ消防隊,2,5720,981,490.5,1.0,0.5,0.020312211474268833,0.04366209720491365,300.0932203389831,0.1440677966101695
金時,20250101,machine_name,ゾンビランドサガ,1,2967,-553,-553.0,0.0,0.0,0.010536071930796437,-0.024612782624176606,-743.4067796610169,-0.3559322033898305
金時,20250101,machine_name,ダンベル何キロ持てる？,2,4339,-1741,-870.5,0.5,0.0,0.015408161815883297,-0.07748798290902617,-1060.906779661017,-0.3559322033898305
金時,20250101,machine_name,ディスクアップ2,2,3035,1262,631.0,1.0,1.0,0.010777545773497536,0.05616877336656578,440.5932203389831,0.6440677966101696
金時,20250101,machine_name,ニューパルサーSP4 with 太鼓の達人,1,3159,1854,1854.0,1.0,1.0,0.011217880427834831,0.08251735802029553,1663.593220338983,0.6440677966101696
金時,20250101,machine_name,ハイパーラッシュ,1,5384,2796,2796.0,1.0,1.0,0.019119046604451642,0.12444365319565605,2605.593220338983,0.6440677966101696
金時,20250101,machine_name,ハッピージャグラーVIII,3,7225,872,290.6666666666667,0.6666666666666666,0.6666666666666666,0.025656595786991664,0.03881075307103436,100.25988700564974,0.3107344632768361
金時,20250101,machine_name,バーサスリヴァイズ,1,2724,-898,-898.0,0.0,0.0,0.00967315805173222,-0.039967954424069786,-1088.406779661017,-0.3559322033898305
金時,20250101,machine_name,ファンキージャグラー2,8,17909,-1047,-130.875,0.25,0.25,0.06359639777844064,-0.04659960833184974,-321.2817796610169,-0.1059322033898305
