scope,n_pairs,hit_at_2_rate,loss_mean,loss_p50,loss_p90,loss_p95,rank2_rescue_on_miss1,rank3_rescue_on_miss12,critical_miss_rate,catastrophic_rate,catastrophic_on_critical_rate,hit_at_2_rate_delta,hit_at_2_rate_direction,loss_mean_delta,loss_mean_direction,rank2_rescue_on_miss1_delta,rank2_rescue_on_miss1_direction,critical_miss_rate_delta,critical_miss_rate_direction,catastrophic_rate_delta,catastrophic_rate_direction
current_overall,432.0,0.9907407407407407,917.824074074074,0.0,1300.0,4959.999999999991,0.7666666666666667,0.0,0.016203703703703703,0.020833333333333332,0.5714285714285714,,,,,,,,,,
baseline_overall,432.0,0.8634259259259259,1885.4166666666667,0.0,7500.0,12304.999999999989,0.3023255813953488,0.0,0.1388888888888889,0.034722222222222224,0.18333333333333332,,,,,,,,,,
overall_delta,,,,,,,,,,,,0.12731481481481477,improved,-967.5925925925927,improved,0.4643410852713179,improved,-0.12268518518518519,improved,-0.013888888888888892,improved
