metric,test_type,n_current,n_baseline,n_paired,mean_current,mean_baseline,delta_mean,ci_low,ci_high,p_value,cohens_d,cohens_d_label,condition,difficulty,p_value_adj_bonferroni,p_value_adj_bh,sig_raw_0_05,sig_bh_0_05,sig_bonf_0_05
critical_miss_rate,wilcoxon,33,33,33,0.030303030303030304,0.06060606060606061,-0.030303030303030304,-0.15151515151515152,0.06060606060606061,0.5637028616507731,-0.1436379142813083,negligible,anomaly_direction,high_anomaly,1.0,0.6693971482102931,False,False,False
hit_at_2,wilcoxon,33,33,33,0.9696969696969697,0.9393939393939394,0.030303030303030276,-0.06060606060606061,0.15151515151515152,0.5637028616507731,0.14363791428130815,negligible,anomaly_direction,high_anomaly,1.0,0.6693971482102931,False,False,False
loss_value,wilcoxon,33,33,33,1824.2424242424242,766.6666666666666,1057.5757575757575,-957.7272727272726,3754.621212121211,0.6744240722352938,0.21421150993851196,small,anomaly_direction,high_anomaly,1.0,0.7659552055519485,False,False,False
rank2_rescue_on_miss1,mannwhitneyu,7,3,0,0.8571428571428571,0.3333333333333333,0.5238095238095237,-0.1428571428571429,1.0,,1.2001983962979579,large,anomaly_direction,high_anomaly,,,False,False,False
critical_miss_rate,wilcoxon,24,24,24,0.0,0.25,-0.25,-0.4166666666666667,-0.08333333333333333,0.014305878435429648,-0.7993052538854533,medium,anomaly_direction,low_anomaly,0.81543507081949,0.040771753540974495,True,True,False
hit_at_2,wilcoxon,24,24,24,1.0,0.75,0.25,0.08333333333333333,0.4166666666666667,0.014305878435429648,0.7993052538854533,medium,anomaly_direction,low_anomaly,0.81543507081949,0.040771753540974495,True,True,False
loss_value,wilcoxon,24,24,24,137.5,2637.5,-2500.0,-4400.104166666667,-941.6666666666666,0.007685794055213263,-0.7947332358067941,medium,anomaly_direction,low_anomaly,0.438090261147156,0.03318609863068957,True,True,False
rank2_rescue_on_miss1,mannwhitneyu,3,8,0,1.0,0.25,0.75,0.375,1.0,,1.8371173070873836,large,anomaly_direction,low_anomaly,,,False,False,False
critical_miss_rate,wilcoxon,375,375,375,0.016,0.13866666666666666,-0.12266666666666666,-0.16,-0.088,1.7818723327580102e-10,-0.4711963724311231,small,anomaly_direction,normal,1.0156672296720658e-08,5.078336148360329e-09,True,True,True
hit_at_2,wilcoxon,375,375,375,0.992,0.864,0.128,0.09333333333333334,0.16266666666666665,1.1352143584921891e-11,0.5104193287449669,medium,anomaly_direction,normal,6.470721843405478e-10,6.470721843405478e-10,True,True,True
loss_value,wilcoxon,375,375,375,888.0,1935.7333333333333,-1047.7333333333333,-1614.1666666666667,-502.1333333333333,1.1504966179336261e-05,-0.24141468085637224,small,anomaly_direction,normal,0.0006557830722221669,0.00021859435740738896,True,True,True
rank2_rescue_on_miss1,mannwhitneyu,20,75,0,0.7,0.30666666666666664,0.3933333333333333,0.16666666666666669,0.61,0.0014582368858650024,0.8450854537988269,large,anomaly_direction,normal,0.08311950249430514,0.009235500277145016,True,True,False
critical_miss_rate,wilcoxon,420,282,276,0.007142857142857143,0.0035460992907801418,0.003596757852077001,0.0,0.018115942028985508,0.15729920705028502,0.047729872056271494,negligible,difficulty_failure,hit_day,1.0,0.2716986303595832,False,False,False
hit_at_2,mannwhitneyu,420,282,276,1.0,1.0,0.0,0.0,0.0,1.0,,na,difficulty_failure,hit_day,1.0,1.0,False,False,False
loss_value,wilcoxon,420,282,276,795.4761904761905,678.0141843971631,117.46200607902733,-126.45833333333333,823.1884057971015,0.5272692158858048,0.03564962135650412,negligible,difficulty_failure,hit_day,1.0,0.6539221159209084,False,False,False
rank2_rescue_on_miss1,mannwhitneyu,25,23,0,0.88,0.9565217391304348,-0.07652173913043481,-0.24,0.05747826086956389,0.3540956542918754,-0.27366698197129413,small,difficulty_failure,hit_day,1.0,0.4805583879675452,False,False,False
critical_miss_rate,mannwhitneyu,12,150,6,0.3333333333333333,0.3933333333333333,-0.06,-0.32333333333333336,0.22666666666666663,0.6853283418096381,-0.12237891592902168,negligible,difficulty_failure,miss_day,1.0,0.7659552055519485,False,False,False
hit_at_2,mannwhitneyu,12,150,6,0.6666666666666666,0.6066666666666667,0.05999999999999994,-0.22666666666666674,0.32333333333333325,0.6853283418096381,0.12237891592902157,negligible,difficulty_failure,miss_day,1.0,0.7659552055519485,False,False,False
loss_value,mannwhitneyu,12,150,6,5200.0,4155.333333333333,1044.666666666667,-2981.666666666666,6018.291666666662,0.7253533154595003,0.15581488453932407,negligible,difficulty_failure,miss_day,1.0,0.7950988265613753,False,False,False
rank2_rescue_on_miss1,mannwhitneyu,5,63,0,0.2,0.06349206349206349,0.13650793650793652,-0.1111111111111111,0.5523809523809524,0.27510554655027675,0.5201320764593913,medium,difficulty_failure,miss_day,1.0,0.4355837820379382,False,False,False
critical_miss_rate,wilcoxon,108,108,27,0.046296296296296294,0.4444444444444444,-0.39814814814814814,-0.37037037037037035,0.0,0.05878172135535886,-1.0388278286192436,large,pred_span_quartile,Q1,1.0,0.11168527057518184,False,False,False
hit_at_2,wilcoxon,108,108,27,0.9722222222222222,0.5648148148148148,0.40740740740740744,0.07407407407407407,0.37037037037037035,0.014305878435429648,1.0979880102687596,large,pred_span_quartile,Q1,0.81543507081949,0.040771753540974495,True,True,False
loss_value,wilcoxon,108,108,27,2913.8888888888887,5454.62962962963,-2540.740740740741,-2474.1666666666665,3262.962962962963,0.47747463486775077,-0.35772122870385553,small,pred_span_quartile,Q1,1.0,0.6284784452903142,False,False,False
rank2_rescue_on_miss1,mannwhitneyu,17,63,0,0.7058823529411765,0.23809523809523808,0.46778711484593843,0.22128851540616246,0.6918767507002801,0.00033094494784655136,1.0682158949033638,large,pred_span_quartile,Q1,0.018863862027253427,0.0031439770045422377,True,True,True
critical_miss_rate,wilcoxon,108,108,19,0.009259259259259259,0.07407407407407407,-0.06481481481481481,-0.15789473684210525,0.0,0.31731050786291415,-0.32718200194289593,small,pred_span_quartile,Q2,1.0,0.4411389987362465,False,False,False
hit_at_2,wilcoxon,108,108,19,1.0,0.9259259259259259,0.07407407407407407,0.0,0.15789473684210525,0.31731050786291415,0.3981438414926426,small,pred_span_quartile,Q2,1.0,0.4411389987362465,False,False,False
loss_value,wilcoxon,108,108,19,600.925925925926,1580.5555555555557,-979.6296296296297,-810.5263157894736,-5.2631578947368425,0.06788915486182899,-0.29685370112391735,small,pred_span_quartile,Q2,1.0,0.12482844603626621,False,False,False
