segment,target,feature,importance_mean,importance_std,n_models
2F_A,target_is_top3,prior_top1_rate,30.4281495765095,1.683449508511986,90
2F_A,target_is_top3,weekday_prior_top1_rate,24.99900510964542,3.3670231458887048,90
2F_A,target_is_top3,day_of_month,16.721999985932296,1.84928493222879,90
2F_A,target_is_top3,lag1_rank_pct,15.894004978866958,1.3184269601951315,90
2F_A,target_is_top3,day_of_week_num,7.597118328303634,0.7715335687799516,90
2F_A,target_is_top3,is_weekend,4.359722020742192,0.6171554989585055,90
2F_A,target_is_top5,prior_top1_rate,35.64430123353529,1.4273233718791551,90
2F_A,target_is_top5,day_of_month,19.91334791176855,2.672256712070699,90
2F_A,target_is_top5,lag1_rank_pct,17.932489347408204,1.7347684445316311,90
2F_A,target_is_top5,weekday_prior_top1_rate,17.40966602732919,2.3509595624512554,90
2F_A,target_is_top5,day_of_week_num,4.65005622784897,0.8058705534793561,90
2F_A,target_is_top5,is_weekend,4.450139252109789,0.5902782693069004,90
2F_N,target_is_top3,prior_top1_rate,28.387531787570293,1.7047646588763636,90
2F_N,target_is_top3,weekday_prior_top1_rate,24.582875421365856,1.5142495380673449,90
2F_N,target_is_top3,lag1_rank_pct,17.91775006429517,1.4373256124905127,90
2F_N,target_is_top3,day_of_month,14.268476982152949,1.197791175987362,90
2F_N,target_is_top3,day_of_week_num,8.608282480411576,1.0851847943015955,90
2F_N,target_is_top3,is_weekend,6.235083264204158,0.6919447981399621,90
2F_N,target_is_top5,prior_top1_rate,32.10883917180017,1.232412269184106,90
2F_N,target_is_top5,weekday_prior_top1_rate,20.9555605218205,1.3196136377909011,90
2F_N,target_is_top5,lag1_rank_pct,20.119672668539224,2.0526032483987127,90
2F_N,target_is_top5,day_of_month,11.74714145020332,1.3638857897724994,90
2F_N,target_is_top5,day_of_week_num,7.659789174578967,1.0152887262010817,90
2F_N,target_is_top5,is_weekend,7.408997013057815,0.7566106625943941,90
3F_A,target_is_top3,prior_top1_rate,27.291203297001555,1.972658859068529,90
3F_A,target_is_top3,weekday_prior_top1_rate,25.050106370350644,1.9391996902047912,90
3F_A,target_is_top3,lag1_rank_pct,22.975017706820438,1.1622708350177215,90
3F_A,target_is_top3,day_of_month,14.248493263169662,1.1913036322739148,90
3F_A,target_is_top3,day_of_week_num,6.5325487111604525,1.2600746124460247,90
3F_A,target_is_top3,is_weekend,3.9026306514972506,0.6054367343664449,90
3F_A,target_is_top5,prior_top1_rate,23.660311662769814,1.7349697284657433,90
3F_A,target_is_top5,weekday_prior_top1_rate,23.352824591471446,1.324760640120891,90
3F_A,target_is_top5,lag1_rank_pct,23.191954165580974,1.1695531013351808,90
3F_A,target_is_top5,day_of_month,15.275143434871795,1.0614307489327997,90
3F_A,target_is_top5,day_of_week_num,8.130480816211307,0.8847027669093884,90
3F_A,target_is_top5,is_weekend,6.389285329094662,0.7735985934880791,90
3F_N,target_is_top3,prior_top1_rate,44.865451205778136,1.456435052774703,90
3F_N,target_is_top3,lag1_rank_pct,20.104504960856346,1.1825937670834001,90
3F_N,target_is_top3,weekday_prior_top1_rate,16.070543140449978,1.014682638497545,90
3F_N,target_is_top3,day_of_month,8.729934227091784,0.7977554324551108,90
3F_N,target_is_top3,day_of_week_num,6.594974125002993,0.75415558517864,90
3F_N,target_is_top3,is_weekend,3.63459234082076,0.5486950226842918,90
3F_N,target_is_top5,prior_top1_rate,49.496440528564676,1.7984344002661083,90
3F_N,target_is_top5,lag1_rank_pct,16.22255414510597,1.0531374126455564,90
3F_N,target_is_top5,weekday_prior_top1_rate,15.330242115070059,1.5943945382580749,90
3F_N,target_is_top5,day_of_month,9.817181357309803,0.8596794656512844,90
3F_N,target_is_top5,day_of_week_num,6.154669570467098,0.748792263668254,90
3F_N,target_is_top5,is_weekend,2.9789122834823925,0.4606459837032033,90
