suspect_tweet_id,suspect_handle,image_index,image_path,matched_tweet_id,matched_handle,matched_image_path
2094382077475266855,999999Q9Q,5,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2094382077475266855_5.jpg,2094388859861860479,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2094388859861860479_3.jpg
2094382077475266855,999999Q9Q,5,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2094382077475266855_5.jpg,2094390867960443195,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2094390867960443195_3.jpg
2094382077475266855,999999Q9Q,5,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2094382077475266855_5.jpg,2094393222944706859,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2094393222944706859_3.jpg
2094382077475266855,999999Q9Q,5,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2094382077475266855_5.jpg,2094395900340879493,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2094395900340879493_3.jpg
2096257486236094507,999999Q9Q,5,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096257486236094507_5.jpg,2095840278129320286,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2095840278129320286_1.jpg
2096257486236094507,999999Q9Q,6,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096257486236094507_6.jpg,2095840278129320286,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2095840278129320286_2.jpg
2096257486236094507,999999Q9Q,7,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096257486236094507_7.jpg,2095840278129320286,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2095840278129320286_3.jpg
2096257486236094507,999999Q9Q,8,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096257486236094507_8.jpg,2095840278129320286,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2095840278129320286_4.jpg
2096266119594324343,999999Q9Q,3,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096266119594324343_3.jpg,2095876194642321826,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2095876194642321826_1.jpg
2096266119594324343,999999Q9Q,4,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096266119594324343_4.jpg,2095876194642321826,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2095876194642321826_2.jpg
2096266119594324343,999999Q9Q,5,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096266119594324343_5.jpg,2095876194642321826,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2095876194642321826_3.jpg
2096266119594324343,999999Q9Q,6,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096266119594324343_6.jpg,2095876194642321826,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2095876194642321826_4.jpg
2096628920485613987,999999Q9Q,3,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096628920485613987_3.jpg,2096243690364944585,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096243690364944585_1.jpg
2096628920485613987,999999Q9Q,4,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096628920485613987_4.jpg,2096243690364944585,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096243690364944585_2.jpg
2096628920485613987,999999Q9Q,5,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096628920485613987_5.jpg,2096243690364944585,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096243690364944585_3.jpg
2096628920485613987,999999Q9Q,5,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096628920485613987_5.jpg,2096590711080780260,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096590711080780260_3.jpg
2096628920485613987,999999Q9Q,5,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096628920485613987_5.jpg,2096988031018549741,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096988031018549741_7.jpg
2096628920485613987,999999Q9Q,6,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096628920485613987_6.jpg,2096243690364944585,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096243690364944585_4.jpg
2096628920485613987,999999Q9Q,6,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096628920485613987_6.jpg,2096590711080780260,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096590711080780260_2.jpg
2096628920485613987,999999Q9Q,6,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096628920485613987_6.jpg,2096988031018549741,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096988031018549741_6.jpg
2096988031018549741,999999Q9Q,5,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096988031018549741_5.jpg,2096590711080780260,999999Q9Q,C:\Users\apto117\Documents\pachinko-analyzer\src\2026project\scraper\twitter_monitor\images\999999Q9Q\2096590711080780260_1.jpg
