test_date,variant,window,DD,dow,is_event,event_type,avg_diff,avg_diff_other,avg_diff_vs_other,win_rate,payout_rate,hit@10,hit@20,hit@50,lift@10,lift@20,lift@50,hit_t2500,hit_t3500,hit_t4500,lift_t2500,lift_t3500,lift_t4500,n_machines_scored,n_actual_machines,split_period,a_seg_hist_coverage,a_seg_fallback_count
2025-10-06,v9c_percentile,90,6,0,False,non_event,166.0,170.78313253012047,-4.783132530120469,38.0,100.10116587316887,1.0,2.0,4.0,1.4280000000000002,1.4280000000000002,1.1424,6.0,4.0,3.0,1.0710000000000002,0.9848275862068966,1.1273684210526316,714,714,front,100.0,0
2025-10-07,v9c_percentile,90,7,1,True,event,-190.0,205.12048192771084,-395.12048192771084,44.0,97.77906871742022,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.649090909090909,0.18789473684210528,0.0,714,714,front,100.0,0
2025-10-08,v9c_percentile,90,8,2,False,non_event,240.0,127.10843373493977,112.89156626506023,38.0,97.96261015208137,1.0,1.0,5.0,1.4280000000000002,0.7140000000000001,1.428,7.0,6.0,3.0,1.0984615384615386,1.428,1.0710000000000002,714,714,front,100.0,0
2025-10-09,v9c_percentile,90,9,3,False,non_event,208.0,210.84337349397592,-2.8433734939759177,46.0,98.23866117574947,0.0,0.0,4.0,0.0,0.0,1.1424,7.0,4.0,2.0,1.176,1.02,0.7515789473684211,714,714,front,100.0,0
2025-10-10,v9c_percentile,90,10,4,False,non_event,332.0,195.03012048192772,136.96987951807228,40.0,101.35042070252997,0.0,0.0,1.0,0.0,0.0,0.2856,7.0,4.0,2.0,0.9704854368932039,0.8525373134328358,0.5492307692307692,714,714,front,100.0,0
2025-10-11,v9c_percentile,90,11,5,True,event,-60.0,-196.0843373493976,136.0843373493976,44.0,97.55296211969944,0.0,1.0,3.0,0.0,0.7140000000000001,0.8568,4.0,3.0,2.0,0.7140000000000001,0.8568,0.84,714,714,front,100.0,0
2025-10-13,v9c_percentile,90,13,0,False,non_event,178.0,352.56024096385545,-174.56024096385545,40.0,100.4202228898545,0.0,0.0,3.0,0.0,0.0,0.8568,8.0,4.0,3.0,0.9287804878048781,0.7230379746835444,0.6799999999999999,714,714,front,100.0,0
2025-10-14,v9c_percentile,90,14,1,False,non_event,300.0,234.93975903614458,65.06024096385542,38.0,101.77318675055999,0.0,1.0,3.0,0.0,0.7140000000000001,0.8568,7.0,5.0,3.0,1.0096969696969698,0.9916666666666667,0.9520000000000001,714,714,front,100.0,0
2025-10-15,v9c_percentile,90,15,2,False,non_event,-18.0,103.46385542168674,-121.46385542168674,36.0,98.4640854531143,0.0,0.0,2.0,0.0,0.0,0.5712,4.0,4.0,1.0,0.5545631067961165,0.8278260869565218,0.31733333333333336,714,714,front,100.0,0
2025-10-16,v9c_percentile,90,16,3,False,non_event,418.0,165.8132530120482,252.1867469879518,36.0,98.87072076276331,0.0,1.0,3.0,0.0,0.7140000000000001,0.8568,8.0,4.0,3.0,1.2835955056179775,0.9212903225806452,1.0448780487804878,714,714,front,100.0,0
