index,segment,avg_diff,avg_diff_other,win_rate,payout_rate,avg_diff_vs_other,hit@10,lift@10,hit@20,lift@20,hit@50,lift@50,hit_t2500,lift_t2500,hit_t3500,lift_t3500,hit_t4500,lift_t4500,test_date,variant,window,event_type,selection
2,3F_L_A,60.0,140.66265060240963,34.0,96.07486572729775,-80.66265060240963,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6276923076923078,1.0,0.238,0.0,0.0,2025-10-08,v9c_percentile,90,non_event,top50
3,3F_L_N,-610.0,191.1144578313253,30.0,95.10817051300593,-801.1144578313254,0.0,0.0,1.0,0.7140000000000001,1.0,0.2856,5.0,0.7846153846153847,1.0,0.238,1.0,0.35700000000000004,2025-10-08,v9c_percentile,90,non_event,top50
4,3F_R_A,712.0,91.56626506024097,50.0,100.85935340182958,620.433734939759,1.0,1.4280000000000002,1.0,0.7140000000000001,4.0,1.1424,7.0,1.0984615384615386,6.0,1.428,3.0,1.0710000000000002,2025-10-08,v9c_percentile,90,non_event,top50
5,3F_R_N,238.0,127.25903614457832,36.0,100.97538181971223,110.74096385542168,1.0,1.4280000000000002,2.0,1.4280000000000002,5.0,1.428,10.0,1.5692307692307694,6.0,1.428,5.0,1.7850000000000001,2025-10-08,v9c_percentile,90,non_event,top50
0,2F_L_N,84.0,138.85542168674698,32.0,99.4757386195318,-54.85542168674698,1.0,1.4280000000000002,1.0,0.7140000000000001,3.0,0.8568,8.0,1.2553846153846155,4.0,0.952,3.0,1.0710000000000002,2025-10-08,v9c_percentile,90,non_event,bottom50
1,2F_R_N,170.0,132.37951807228916,34.0,95.04301930726912,37.62048192771084,0.0,0.0,1.0,0.7140000000000001,5.0,1.428,9.0,1.4123076923076925,6.0,1.428,4.0,1.4280000000000002,2025-10-08,v9c_percentile,90,non_event,bottom50
2,3F_L_A,-110.0,153.46385542168676,32.0,95.55019327267848,-263.46385542168673,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15692307692307694,0.0,0.0,0.0,0.0,2025-10-08,v9c_percentile,90,non_event,bottom50
3,3F_L_N,254.0,126.05421686746988,48.0,104.77659712714622,127.94578313253012,0.0,0.0,3.0,2.1420000000000003,6.0,1.7136,8.0,1.2553846153846155,6.0,1.428,4.0,1.4280000000000002,2025-10-08,v9c_percentile,90,non_event,bottom50
4,3F_R_A,550.0,103.76506024096386,48.0,100.56603624762712,446.23493975903614,0.0,0.0,0.0,0.0,3.0,0.8568,5.0,0.7846153846153847,4.0,0.952,1.0,0.35700000000000004,2025-10-08,v9c_percentile,90,non_event,bottom50
5,3F_R_N,-90.0,151.9578313253012,38.0,99.0120562957042,-241.9578313253012,0.0,0.0,2.0,1.4280000000000002,4.0,1.1424,9.0,1.4123076923076925,5.0,1.19,4.0,1.4280000000000002,2025-10-08,v9c_percentile,90,non_event,bottom50
0,2F_L_N,-202.0,241.71686746987953,34.0,95.91058963928462,-443.7168674698795,0.0,0.0,0.0,0.0,3.0,0.8568,6.0,1.008,4.0,1.02,1.0,0.37578947368421056,2025-10-09,v9c_percentile,90,non_event,top50
1,2F_R_N,256.0,207.2289156626506,42.0,98.77694007508973,48.77108433734941,1.0,1.4280000000000002,1.0,0.7140000000000001,6.0,1.7136,8.0,1.3439999999999999,6.0,1.53,3.0,1.1273684210526316,2025-10-09,v9c_percentile,90,non_event,top50
2,3F_L_A,-2.0,226.65662650602408,34.0,94.71461822820079,-228.65662650602408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-09,v9c_percentile,90,non_event,top50
3,3F_L_N,-60.0,231.02409638554218,24.0,93.52307603899753,-291.0240963855422,1.0,1.4280000000000002,1.0,0.7140000000000001,4.0,1.1424,5.0,0.84,5.0,1.2750000000000001,4.0,1.5031578947368422,2025-10-09,v9c_percentile,90,non_event,top50
4,3F_R_A,258.0,207.07831325301206,48.0,97.73756011267317,50.921686746987945,0.0,0.0,0.0,0.0,1.0,0.2856,2.0,0.33599999999999997,1.0,0.255,0.0,0.0,2025-10-09,v9c_percentile,90,non_event,top50
5,3F_R_N,1054.0,147.13855421686748,34.0,100.47443126727376,906.8614457831325,3.0,4.284000000000001,7.0,4.998,8.0,2.2848,10.0,1.68,10.0,2.5500000000000003,8.0,3.0063157894736845,2025-10-09,v9c_percentile,90,non_event,top50
