variant,segment,event_type,n_days,mean_vs_other,ci_lower,ci_upper,se,wins,losses,win_pct,p_value_wilcoxon,p_value_sign,verdict,loo_min_mean,loo_max_mean,loo_sign_flips,loo_fragile,q_value_wilcoxon,q_value_sign
v11_seg_weights,2F_L_N,event,88,161.57810788608978,59.37606790799561,258.1590464129244,51.04465749451084,53,35,60.2,0.00420089586758564,0.06934604368506445,USEFUL,150.84448137377092,173.9779808890735,0,False,0.006049290049323321,0.0860847438849076
v11_seg_weights,2F_L_N,non_event,254,143.28270562565226,95.37533262973153,192.8697775353382,24.693053489327145,163,91,64.2,3.683592050104452e-08,7.350027200196084e-06,USEFUL,138.77437020810518,147.42721081956287,0,False,1.4734368200417808e-07,2.9400108800784334e-05
v11_seg_weights,2F_R_N,event,88,82.6656626506024,-23.018392319277098,191.58885713307768,54.63523394230605,49,39,55.7,0.3021226209857656,0.33739903685311995,ns,61.955338595762356,95.08080598255087,0,False,0.3021226209857656,0.35724603902095053
v11_seg_weights,2F_R_N,non_event,254,40.72267811403092,-8.068926098093154,89.40358421876482,24.894100640058415,131,123,51.6,0.17449677104770112,0.6605876761736802,ns,35.88878041811515,44.51950092861564,0,False,0.17948239307763544,0.6605876761736802
v11_seg_weights,3F_L_A,event,88,141.68503559693318,79.8565529162103,205.60995858433728,32.209909801221855,50,38,56.8,0.0012430037716616757,0.2407931245390016,USEFUL,132.8840188339565,146.17449106771915,0,False,0.0029639600379403096,0.27089226510637676
v11_seg_weights,3F_L_A,non_event,254,90.96549188881512,64.6825609524713,116.70041623185655,13.199042233843345,172,82,67.7,1.448995996155711e-10,1.678151249597054e-08,USEFUL,88.71101004809755,93.26515548359448,0,False,7.4519794088008e-10,1.208268899709879e-07
v11_seg_weights,3F_L_N,event,88,-171.105421686747,-284.8929798740416,-52.554382872398726,59.10065991388756,34,54,38.6,0.0016811580254922937,0.04221061162240417,WORSE,-192.0337210912616,-156.72739232793242,0,False,0.0031853520483011884,0.0562808154965389
v11_seg_weights,3F_L_N,non_event,254,-62.675576321032175,-116.05441016032634,-8.169085001423019,27.24711648003032,108,146,42.5,0.005005817983059037,0.02007445020584066,WORSE,-68.26622696318873,-58.66924615457881,0,False,0.006931132591927898,0.042210568425927485
v11_seg_weights,3F_R_A,event,88,74.16100766703177,19.792777929901423,130.38001095290252,28.305440330879033,54,34,61.4,0.019151865741821462,0.04221061162240417,maybe,65.47375709735495,80.71105110095556,0,False,0.023774729886399056,0.0562808154965389
v11_seg_weights,3F_R_A,non_event,254,90.9993596432976,67.18431778294278,115.82220021819562,12.428490475761734,169,85,66.5,6.424265373157932e-11,1.4855809678538674e-07,USEFUL,88.47707033668269,93.17046049811896,0,False,7.4519794088008e-10,8.913485807123204e-07
v11_seg_weights,3F_R_N,event,88,-157.2731380065717,-289.91797473986855,-24.698396426615595,67.87350609145456,31,57,35.2,0.009195590817748718,0.007343408723708127,WORSE,-178.99958454507686,-137.33381803074363,0,False,0.01226078775699829,0.017624180936899506
v11_seg_weights,3F_R_N,non_event,254,-76.78149606299213,-135.33700609524715,-16.975403187553372,30.214388788005138,95,159,37.4,0.002219202892781633,7.115970392461844e-05,WORSE,-83.44642602028668,-71.98923758274204,0,False,0.003631422915460854,0.0002328863037532967
v12a_debut_multiplier,2F_L_N,event,88,205.17668400876235,111.40847651971525,297.35002224808323,47.62236133905833,57,31,64.8,0.00011870200164091247,0.007343408723708127,USEFUL,192.18155380141255,217.58329871208977,0,False,0.0003884792780975317,0.017624180936899506
