variant,segment,event_type,n_days,mean_vs_other,ci_lower,ci_upper,se,wins,losses,win_pct,p_value_wilcoxon,p_value_sign,verdict,loo_min_mean,loo_max_mean,loo_sign_flips,loo_fragile,q_value_wilcoxon,q_value_sign
v12a_debut_multiplier,2F_L_N,non_event,254,167.7690921164975,121.57194704012905,215.0347286784935,23.912743280220628,176,78,69.3,4.062744509654859e-11,7.165440048103478e-10,USEFUL,163.46740320967666,172.26539359017096,0,False,7.4519794088008e-10,2.579558417317252e-08
v12a_debut_multiplier,2F_R_N,event,88,111.40553121577219,7.725222480832428,214.41320851588165,52.76078700148605,49,39,55.7,0.06058035901917094,0.33739903685311995,ns,95.97361861238056,126.42196371693672,0,False,0.06608766438455012,0.35724603902095053
v12a_debut_multiplier,2F_R_N,non_event,254,120.62517787686177,71.77644554596338,169.80975120956262,24.72075639966379,154,100,60.6,7.470644685521781e-06,0.0008478992047401564,USEFUL,115.98726129815705,125.29034715938855,0,False,2.689432086787841e-05,0.0023480285669727407
v12a_debut_multiplier,3F_L_A,event,88,141.68503559693318,79.8565529162103,205.60995858433728,32.209909801221855,50,38,56.8,0.0012430037716616757,0.2407931245390016,USEFUL,132.8840188339565,146.17449106771915,0,False,0.0029639600379403096,0.27089226510637676
v12a_debut_multiplier,3F_L_A,non_event,254,91.01629352053887,64.73846942889668,116.7109465420738,13.201278490580972,172,82,67.7,1.448995996155711e-10,1.678151249597054e-08,USEFUL,88.76201247678462,93.31615791228155,0,False,7.4519794088008e-10,1.208268899709879e-07
v12a_debut_multiplier,3F_L_N,event,88,-184.7910733844469,-295.75601382803944,-72.84109563253016,56.62176973514365,33,55,37.5,0.000872571853210425,0.024622831581791033,WORSE,-200.9822739232793,-170.57035036698517,0,False,0.002617715559631275,0.042210568425927485
v12a_debut_multiplier,3F_L_N,non_event,254,-47.206479461151694,-101.04655096765012,7.011108410018024,27.501087191797435,111,143,43.7,0.029865826031326568,0.051547154918323845,bad?,-52.735987427972766,-43.13900661936283,0,False,0.03359905428524239,0.06627491346641637
v12a_debut_multiplier,3F_R_A,event,88,70.69071741511502,16.622600629791894,125.90191504654985,27.87451972738738,54,34,61.4,0.02309695056979463,0.04221061162240417,maybe,62.235493698933674,77.20087245533861,0,False,0.026822265177826023,0.0562808154965389
v12a_debut_multiplier,3F_R_A,non_event,254,90.60141352812825,66.63508917560003,115.47330957689023,12.466046340772978,168,86,66.1,9.611508426294967e-11,2.969049282052772e-07,USEFUL,88.07755131196723,92.77094147340348,0,False,7.4519794088008e-10,1.3360721769237475e-06
v12a_debut_multiplier,3F_R_N,event,88,-169.27252190580504,-297.69334611171956,-38.34943866374596,66.0742164621084,33,55,37.5,0.0019913742419612594,0.024622831581791033,WORSE,-192.3728707935189,-151.62172829248027,0,False,0.0034137844147907304,0.042210568425927485
v12a_debut_multiplier,3F_R_N,non_event,254,-77.35724788919458,-137.63489410397494,-16.782091357556236,30.537153234010805,99,155,39.0,0.003965548571464762,0.0005330546112503461,WORSE,-83.31041954378782,-71.92842516310301,0,False,0.005948322857197143,0.0015991638337510383
v12b_debut_multiplier_half,2F_L_N,event,88,179.80935104052574,78.47073179079955,277.95892319277107,50.87895650181388,54,34,61.4,0.0015213912521253104,0.04221061162240417,USEFUL,166.81927710843374,191.60303282093892,0,False,0.0031853520483011884,0.0562808154965389
v12b_debut_multiplier_half,2F_L_N,non_event,254,161.18181386965182,115.15062909116781,208.07199447395882,23.761296614258793,174,80,68.5,4.5210274033025147e-10,3.5932700028230267e-09,USEFUL,157.06724129720462,165.20155721701033,0,False,2.0344623314861316e-09,6.467886005081449e-08
v12b_debut_multiplier_half,2F_R_N,event,88,94.12739594742607,-6.266761363636366,195.40484152519164,51.6233960332691,47,41,53.4,0.16715475444324046,0.594288295146939,ns,78.24968840880764,106.08101371001247,0,False,0.1769873870575487,0.6112679607225658
v12b_debut_multiplier_half,2F_R_N,non_event,254,84.80156057300066,35.69888886253677,134.3615851200076,24.904746725443374,144,110,56.7,0.001610939667551902,0.038186372679904615,USEFUL,80.3968998523739,88.69610457640839,0,False,0.0031853520483011884,0.0562808154965389
v12b_debut_multiplier_half,3F_L_A,event,88,141.68503559693318,79.8565529162103,205.60995858433728,32.209909801221855,50,38,56.8,0.0012430037716616757,0.2407931245390016,USEFUL,132.8840188339565,146.17449106771915,0,False,0.0029639600379403096,0.27089226510637676
v12b_debut_multiplier_half,3F_L_A,non_event,254,90.96549188881512,64.6825609524713,116.70041623185655,13.199042233843345,172,82,67.7,1.448995996155711e-10,1.678151249597054e-08,USEFUL,88.71101004809755,93.26515548359448,0,False,7.4519794088008e-10,1.208268899709879e-07
v12b_debut_multiplier_half,3F_L_N,event,88,-178.4614594742607,-289.2772864184009,-66.64485726998909,56.34240411628739,33,55,37.5,0.0013173155724179155,0.024622831581791033,WORSE,-194.57990583021746,-164.1679822739233,0,False,0.0029639600379403096,0.042210568425927485
v12b_debut_multiplier_half,3F_L_N,non_event,254,-52.56605160800683,-105.85170761787309,2.513776562944675,27.310767057261362,107,147,42.1,0.014033160292789846,0.01424146738381468,bad?,-58.11674365445973,-48.519762845849804,0,False,0.018042634662158375,0.03204330161358303
v12b_debut_multiplier_half,3F_R_A,event,88,71.59494797371303,17.865476108981387,126.70799390744799,27.916825276897836,54,34,61.4,0.02186923171323478,0.04221061162240417,maybe,63.150117712228216,78.11549646863315,0,False,0.026243078055881736,0.0562808154965389
v12b_debut_multiplier_half,3F_R_A,non_event,254,90.90622331847072,67.10193767194762,115.71707024950194,12.45520019558428,168,86,66.1,7.619795583286736e-11,2.969049282052772e-07,USEFUL,88.3835658840897,93.07695604552598,0,False,7.4519794088008e-10,1.3360721769237475e-06
v12b_debut_multiplier_half,3F_R_N,event,88,-162.4785733844469,-293.083919769989,-29.556860966593643,67.07825345625669,33,55,37.5,0.0035368802859705086,0.024622831581791033,WORSE,-185.50083090984626,-144.74968840880766,0,False,0.005535986534562535,0.042210568425927485
v12b_debut_multiplier_half,3F_R_N,non_event,254,-81.64998576985106,-141.26665046010814,-21.876781733232143,30.338598675521798,93,161,36.6,0.0019119519056985477,2.3625030431918905e-05,WORSE,-87.4841182913472,-76.23813038716129,0,False,0.0034137844147907304,8.505010955490807e-05
