hall,date,machine_name,machine_number,diff,games,days_since_debut,debut_phase,games_14d,games_tier,pre_existing
蒲田7,2026-02-21,スマート沖スロ ニューキングハナハナV,3020,-700,3315,47.0,15-60日,4060.190051020408,中,False
蒲田7,2026-02-21,スマート沖スロ ニューキングハナハナV,3021,-2000,3426,47.0,15-60日,4060.190051020408,中,False
蒲田7,2026-02-21,スマート沖スロ ニューキングハナハナV,3022,-800,2648,47.0,15-60日,4060.190051020408,中,False
蒲田7,2026-02-21,スマート沖スロ ニューキングハナハナV,3023,-700,1328,47.0,15-60日,4060.190051020408,中,False
蒲田7,2026-02-21,スマート沖スロ ニューキングハナハナV,3024,-500,4793,47.0,15-60日,4060.190051020408,中,False
蒲田7,2026-02-22,スマート沖スロ ニューキングハナハナV,3017,0,5655,48.0,15-60日,3863.127551020408,中,False
蒲田7,2026-02-22,スマート沖スロ ニューキングハナハナV,3018,2800,8667,48.0,15-60日,3863.127551020408,中,False
蒲田7,2026-02-22,スマート沖スロ ニューキングハナハナV,3019,-1300,3151,48.0,15-60日,3863.127551020408,中,False
蒲田7,2026-02-22,スマート沖スロ ニューキングハナハナV,3020,-200,7757,48.0,15-60日,3863.127551020408,中,False
蒲田7,2026-02-22,スマート沖スロ ニューキングハナハナV,3021,-1400,2216,48.0,15-60日,3863.127551020408,中,False
蒲田7,2026-02-22,スマート沖スロ ニューキングハナハナV,3022,-2400,5931,48.0,15-60日,3863.127551020408,中,False
蒲田7,2026-02-22,スマート沖スロ ニューキングハナハナV,3023,1700,6828,48.0,15-60日,3863.127551020408,中,False
蒲田7,2026-02-22,スマート沖スロ ニューキングハナハナV,3024,0,4901,48.0,15-60日,3863.127551020408,中,False
蒲田7,2026-02-23,スマート沖スロ ニューキングハナハナV,3017,-400,2898,49.0,15-60日,3906.9400510204077,中,False
蒲田7,2026-02-23,スマート沖スロ ニューキングハナハナV,3018,-1900,5631,49.0,15-60日,3906.9400510204077,中,False
蒲田7,2026-02-23,スマート沖スロ ニューキングハナハナV,3019,-900,1400,49.0,15-60日,3906.9400510204077,中,False
蒲田7,2026-02-23,スマート沖スロ ニューキングハナハナV,3020,1700,7626,49.0,15-60日,3906.9400510204077,中,False
蒲田7,2026-02-23,スマート沖スロ ニューキングハナハナV,3021,-500,5687,49.0,15-60日,3906.9400510204077,中,False
蒲田7,2026-02-23,スマート沖スロ ニューキングハナハナV,3022,-400,3357,49.0,15-60日,3906.9400510204077,中,False
蒲田7,2026-02-23,スマート沖スロ ニューキングハナハナV,3023,-500,1321,49.0,15-60日,3906.9400510204077,中,False
蒲田7,2026-02-23,スマート沖スロ ニューキングハナハナV,3024,-200,888,49.0,15-60日,3906.9400510204077,中,False
蒲田7,2026-02-24,スマート沖スロ ニューキングハナハナV,3017,1700,7714,50.0,15-60日,3935.0114795918366,中,False
蒲田7,2026-02-24,スマート沖スロ ニューキングハナハナV,3018,-1500,2676,50.0,15-60日,3935.0114795918366,中,False
蒲田7,2026-02-24,スマート沖スロ ニューキングハナハナV,3019,-800,2063,50.0,15-60日,3935.0114795918366,中,False
蒲田7,2026-02-24,スマート沖スロ ニューキングハナハナV,3020,-400,1837,50.0,15-60日,3935.0114795918366,中,False
蒲田7,2026-02-24,スマート沖スロ ニューキングハナハナV,3021,-1600,2881,50.0,15-60日,3935.0114795918366,中,False
蒲田7,2026-02-24,スマート沖スロ ニューキングハナハナV,3022,-200,1521,50.0,15-60日,3935.0114795918366,中,False
蒲田7,2026-02-24,スマート沖スロ ニューキングハナハナV,3023,-800,2202,50.0,15-60日,3935.0114795918366,中,False
蒲田7,2026-02-24,スマート沖スロ ニューキングハナハナV,3024,-900,2140,50.0,15-60日,3935.0114795918366,中,False
蒲田7,2026-02-25,スマート沖スロ ニューキングハナハナV,3017,-500,668,51.0,15-60日,3804.538265306122,中,False
蒲田7,2026-02-25,スマート沖スロ ニューキングハナハナV,3018,-800,2079,51.0,15-60日,3804.538265306122,中,False
蒲田7,2026-02-25,スマート沖スロ ニューキングハナハナV,3019,-300,2536,51.0,15-60日,3804.538265306122,中,False
蒲田7,2026-02-25,スマート沖スロ ニューキングハナハナV,3020,-700,563,51.0,15-60日,3804.538265306122,中,False
蒲田7,2026-02-25,スマート沖スロ ニューキングハナハナV,3021,-500,1494,51.0,15-60日,3804.538265306122,中,False
蒲田7,2026-02-25,スマート沖スロ ニューキングハナハナV,3022,900,3243,51.0,15-60日,3804.538265306122,中,False
蒲田7,2026-02-25,スマート沖スロ ニューキングハナハナV,3023,-200,564,51.0,15-60日,3804.538265306122,中,False
蒲田7,2026-02-25,スマート沖スロ ニューキングハナハナV,3024,1800,7394,51.0,15-60日,3804.538265306122,中,False
蒲田7,2026-02-26,スマート沖スロ ニューキングハナハナV,3017,600,3784,52.0,15-60日,3682.8864795918366,中,False
蒲田7,2026-02-26,スマート沖スロ ニューキングハナハナV,3018,-400,700,52.0,15-60日,3682.8864795918366,中,False
蒲田7,2026-02-26,スマート沖スロ ニューキングハナハナV,3019,-900,2669,52.0,15-60日,3682.8864795918366,中,False
蒲田7,2026-02-26,スマート沖スロ ニューキングハナハナV,3020,-400,4395,52.0,15-60日,3682.8864795918366,中,False
蒲田7,2026-02-26,スマート沖スロ ニューキングハナハナV,3021,900,4113,52.0,15-60日,3682.8864795918366,中,False
蒲田7,2026-02-26,スマート沖スロ ニューキングハナハナV,3022,-500,467,52.0,15-60日,3682.8864795918366,中,False
蒲田7,2026-02-26,スマート沖スロ ニューキングハナハナV,3023,-900,4724,52.0,15-60日,3682.8864795918366,中,False
蒲田7,2026-02-26,スマート沖スロ ニューキングハナハナV,3024,-1300,2189,52.0,15-60日,3682.8864795918366,中,False
蒲田7,2026-02-27,スマート沖スロ ニューキングハナハナV,3017,300,4516,53.0,15-60日,3727.5293367346935,中,False
蒲田7,2026-02-27,スマート沖スロ ニューキングハナハナV,3018,800,1933,53.0,15-60日,3727.5293367346935,中,False
蒲田7,2026-02-27,スマート沖スロ ニューキングハナハナV,3019,-300,7830,53.0,15-60日,3727.5293367346935,中,False
蒲田7,2026-02-27,スマート沖スロ ニューキングハナハナV,3020,-1200,3019,53.0,15-60日,3727.5293367346935,中,False
蒲田7,2026-02-27,スマート沖スロ ニューキングハナハナV,3021,-800,3124,53.0,15-60日,3727.5293367346935,中,False
蒲田7,2026-02-27,スマート沖スロ ニューキングハナハナV,3022,-700,2102,53.0,15-60日,3727.5293367346935,中,False
蒲田7,2026-02-27,スマート沖スロ ニューキングハナハナV,3023,-800,3331,53.0,15-60日,3727.5293367346935,中,False
蒲田7,2026-02-27,スマート沖スロ ニューキングハナハナV,3024,-600,4818,53.0,15-60日,3727.5293367346935,中,False
蒲田7,2026-02-28,スマート沖スロ ニューキングハナハナV,3017,300,6620,54.0,15-60日,3798.270408163265,中,False
蒲田7,2026-02-28,スマート沖スロ ニューキングハナハナV,3018,200,6726,54.0,15-60日,3798.270408163265,中,False
蒲田7,2026-02-28,スマート沖スロ ニューキングハナハナV,3019,400,6269,54.0,15-60日,3798.270408163265,中,False
蒲田7,2026-02-28,スマート沖スロ ニューキングハナハナV,3020,200,7165,54.0,15-60日,3798.270408163265,中,False
蒲田7,2026-02-28,スマート沖スロ ニューキングハナハナV,3021,-400,6414,54.0,15-60日,3798.270408163265,中,False
蒲田7,2026-02-28,スマート沖スロ ニューキングハナハナV,3022,300,6548,54.0,15-60日,3798.270408163265,中,False
蒲田7,2026-02-28,スマート沖スロ ニューキングハナハナV,3023,2400,7988,54.0,15-60日,3798.270408163265,中,False
蒲田7,2026-02-28,スマート沖スロ ニューキングハナハナV,3024,1600,8616,54.0,15-60日,3798.270408163265,中,False
蒲田7,2026-03-01,スマート沖スロ ニューキングハナハナV,3017,-600,2852,55.0,15-60日,3963.225765306122,中,False
蒲田7,2026-03-01,スマート沖スロ ニューキングハナハナV,3018,-1000,3029,55.0,15-60日,3963.225765306122,中,False
蒲田7,2026-03-01,スマート沖スロ ニューキングハナハナV,3019,1500,6248,55.0,15-60日,3963.225765306122,中,False
蒲田7,2026-03-01,スマート沖スロ ニューキングハナハナV,3020,-700,1726,55.0,15-60日,3963.225765306122,中,False
蒲田7,2026-03-01,スマート沖スロ ニューキングハナハナV,3021,-600,8027,55.0,15-60日,3963.225765306122,中,False
蒲田7,2026-03-01,スマート沖スロ ニューキングハナハナV,3022,-400,1415,55.0,15-60日,3963.225765306122,中,False
蒲田7,2026-03-01,スマート沖スロ ニューキングハナハナV,3023,-800,2626,55.0,15-60日,3963.225765306122,中,False
蒲田7,2026-03-01,スマート沖スロ ニューキングハナハナV,3024,-600,2083,55.0,15-60日,3963.225765306122,中,False
蒲田7,2026-03-02,スマート沖スロ ニューキングハナハナV,3017,-400,650,56.0,15-60日,3797.8061224489793,中,False
蒲田7,2026-03-02,スマート沖スロ ニューキングハナハナV,3018,-100,3163,56.0,15-60日,3797.8061224489793,中,False
蒲田7,2026-03-02,スマート沖スロ ニューキングハナハナV,3019,-1000,899,56.0,15-60日,3797.8061224489793,中,False
蒲田7,2026-03-02,スマート沖スロ ニューキングハナハナV,3020,-600,643,56.0,15-60日,3797.8061224489793,中,False
蒲田7,2026-03-02,スマート沖スロ ニューキングハナハナV,3021,-500,563,56.0,15-60日,3797.8061224489793,中,False
蒲田7,2026-03-02,スマート沖スロ ニューキングハナハナV,3022,100,6536,56.0,15-60日,3797.8061224489793,中,False
蒲田7,2026-03-02,スマート沖スロ ニューキングハナハナV,3023,-300,943,56.0,15-60日,3797.8061224489793,中,False
蒲田7,2026-03-02,スマート沖スロ ニューキングハナハナV,3024,200,2163,56.0,15-60日,3797.8061224489793,中,False
蒲田7,2026-03-03,スマート沖スロ ニューキングハナハナV,3017,800,2748,57.0,15-60日,3678.5293367346935,中,False
蒲田7,2026-03-03,スマート沖スロ ニューキングハナハナV,3018,100,5996,57.0,15-60日,3678.5293367346935,中,False
蒲田7,2026-03-03,スマート沖スロ ニューキングハナハナV,3019,500,5989,57.0,15-60日,3678.5293367346935,中,False
蒲田7,2026-03-03,スマート沖スロ ニューキングハナハナV,3020,800,3641,57.0,15-60日,3678.5293367346935,中,False
蒲田7,2026-03-03,スマート沖スロ ニューキングハナハナV,3021,-500,971,57.0,15-60日,3678.5293367346935,中,False
蒲田7,2026-03-03,スマート沖スロ ニューキングハナハナV,3022,3100,6600,57.0,15-60日,3678.5293367346935,中,False
蒲田7,2026-03-03,スマート沖スロ ニューキングハナハナV,3023,-300,879,57.0,15-60日,3678.5293367346935,中,False
蒲田7,2026-03-03,スマート沖スロ ニューキングハナハナV,3024,0,801,57.0,15-60日,3678.5293367346935,中,False
蒲田7,2026-03-04,スマート沖スロ ニューキングハナハナV,3018,700,4773,58.0,15-60日,3502.984693877551,低,False
蒲田7,2026-03-04,スマート沖スロ ニューキングハナハナV,3020,400,445,58.0,15-60日,3502.984693877551,低,False
蒲田7,2026-03-04,スマート沖スロ ニューキングハナハナV,3021,4400,6101,58.0,15-60日,3502.984693877551,低,False
蒲田7,2026-03-04,スマート沖スロ ニューキングハナハナV,3022,500,3354,58.0,15-60日,3502.984693877551,低,False
蒲田7,2026-03-04,スマート沖スロ ニューキングハナハナV,3023,100,1286,58.0,15-60日,3502.984693877551,低,False
蒲田7,2026-03-04,スマート沖スロ ニューキングハナハナV,3024,-300,1019,58.0,15-60日,3502.984693877551,低,False
蒲田7,2026-03-05,スマート沖スロ ニューキングハナハナV,3017,2200,7571,59.0,15-60日,3512.3983843537417,低,False
蒲田7,2026-03-05,スマート沖スロ ニューキングハナハナV,3018,1100,4126,59.0,15-60日,3512.3983843537417,低,False
蒲田7,2026-03-05,スマート沖スロ ニューキングハナハナV,3019,-500,604,59.0,15-60日,3512.3983843537417,低,False
蒲田7,2026-03-05,スマート沖スロ ニューキングハナハナV,3020,-100,1900,59.0,15-60日,3512.3983843537417,低,False
蒲田7,2026-03-05,スマート沖スロ ニューキングハナハナV,3021,-800,1923,59.0,15-60日,3512.3983843537417,低,False
蒲田7,2026-03-05,スマート沖スロ ニューキングハナハナV,3022,600,2793,59.0,15-60日,3512.3983843537417,低,False
蒲田7,2026-03-05,スマート沖スロ ニューキングハナハナV,3023,-100,1882,59.0,15-60日,3512.3983843537417,低,False
蒲田7,2026-03-05,スマート沖スロ ニューキングハナハナV,3024,-1100,4684,59.0,15-60日,3512.3983843537417,低,False
蒲田7,2026-03-06,スマート沖スロ ニューキングハナハナV,3017,-1200,1301,60.0,15-60日,3496.4761904761904,低,False
蒲田7,2026-03-06,スマート沖スロ ニューキングハナハナV,3018,-200,748,60.0,15-60日,3496.4761904761904,低,False
蒲田7,2026-03-06,スマート沖スロ ニューキングハナハナV,3019,800,3421,60.0,15-60日,3496.4761904761904,低,False
蒲田7,2026-03-06,スマート沖スロ ニューキングハナハナV,3020,1400,1116,60.0,15-60日,3496.4761904761904,低,False
蒲田7,2026-03-06,スマート沖スロ ニューキングハナハナV,3021,-1200,987,60.0,15-60日,3496.4761904761904,低,False
蒲田7,2026-03-06,スマート沖スロ ニューキングハナハナV,3022,300,4002,60.0,15-60日,3496.4761904761904,低,False
蒲田7,2026-03-06,スマート沖スロ ニューキングハナハナV,3023,-100,2048,60.0,15-60日,3496.4761904761904,低,False
蒲田7,2026-03-06,スマート沖スロ ニューキングハナハナV,3024,-700,513,60.0,15-60日,3496.4761904761904,低,False
蒲田7,2026-03-07,スマート沖スロ ニューキングハナハナV,3017,500,7138,61.0,61-180日,3441.270833333333,低,False
蒲田7,2026-03-07,スマート沖スロ ニューキングハナハナV,3018,-500,6367,61.0,61-180日,3441.270833333333,低,False
蒲田7,2026-03-07,スマート沖スロ ニューキングハナハナV,3019,-500,6589,61.0,61-180日,3441.270833333333,低,False
蒲田7,2026-03-07,スマート沖スロ ニューキングハナハナV,3020,-500,6711,61.0,61-180日,3441.270833333333,低,False
蒲田7,2026-03-07,スマート沖スロ ニューキングハナハナV,3021,2700,7348,61.0,61-180日,3441.270833333333,低,False
蒲田7,2026-03-07,スマート沖スロ ニューキングハナハナV,3022,-1100,5820,61.0,61-180日,3441.270833333333,低,False
蒲田7,2026-03-07,スマート沖スロ ニューキングハナハナV,3023,-1900,4698,61.0,61-180日,3441.270833333333,低,False
蒲田7,2026-03-07,スマート沖スロ ニューキングハナハナV,3024,200,7368,61.0,61-180日,3441.270833333333,低,False
蒲田7,2026-03-08,スマート沖スロ ニューキングハナハナV,3017,-300,3680,62.0,61-180日,3669.958333333333,中,False
蒲田7,2026-03-08,スマート沖スロ ニューキングハナハナV,3018,-1500,1459,62.0,61-180日,3669.958333333333,中,False
蒲田7,2026-03-08,スマート沖スロ ニューキングハナハナV,3019,-1700,1474,62.0,61-180日,3669.958333333333,中,False
蒲田7,2026-03-08,スマート沖スロ ニューキングハナハナV,3020,-100,1068,62.0,61-180日,3669.958333333333,中,False
蒲田7,2026-03-08,スマート沖スロ ニューキングハナハナV,3021,-900,3539,62.0,61-180日,3669.958333333333,中,False
蒲田7,2026-03-08,スマート沖スロ ニューキングハナハナV,3022,-500,4295,62.0,61-180日,3669.958333333333,中,False
蒲田7,2026-03-08,スマート沖スロ ニューキングハナハナV,3023,1200,2885,62.0,61-180日,3669.958333333333,中,False
蒲田7,2026-03-08,スマート沖スロ ニューキングハナハナV,3024,200,3063,62.0,61-180日,3669.958333333333,中,False
蒲田7,2026-03-09,スマート沖スロ ニューキングハナハナV,3017,500,1092,63.0,61-180日,3458.8601190476193,低,False
蒲田7,2026-03-09,スマート沖スロ ニューキングハナハナV,3023,2500,5706,63.0,61-180日,3458.8601190476193,低,False
蒲田7,2026-03-10,スマート沖スロ ニューキングハナハナV,3017,200,2519,64.0,61-180日,3444.431547619048,低,False
蒲田7,2026-03-10,スマート沖スロ ニューキングハナハナV,3018,-900,2148,64.0,61-180日,3444.431547619048,低,False
蒲田7,2026-03-10,スマート沖スロ ニューキングハナハナV,3019,-700,2227,64.0,61-180日,3444.431547619048,低,False
蒲田7,2026-03-10,スマート沖スロ ニューキングハナハナV,3020,-900,1342,64.0,61-180日,3444.431547619048,低,False
蒲田7,2026-03-10,スマート沖スロ ニューキングハナハナV,3021,-300,856,64.0,61-180日,3444.431547619048,低,False
蒲田7,2026-03-10,スマート沖スロ ニューキングハナハナV,3022,1900,5789,64.0,61-180日,3444.431547619048,低,False
蒲田7,2026-03-10,スマート沖スロ ニューキングハナハナV,3023,200,491,64.0,61-180日,3444.431547619048,低,False
蒲田7,2026-03-11,スマート沖スロ ニューキングハナハナV,3017,-100,4290,65.0,61-180日,3395.6279761904766,低,False
蒲田7,2026-03-11,スマート沖スロ ニューキングハナハナV,3018,100,2279,65.0,61-180日,3395.6279761904766,低,False
蒲田7,2026-03-11,スマート沖スロ ニューキングハナハナV,3020,2800,8761,65.0,61-180日,3395.6279761904766,低,False
蒲田7,2026-03-11,スマート沖スロ ニューキングハナハナV,3021,2000,3226,65.0,61-180日,3395.6279761904766,低,False
蒲田7,2026-03-11,スマート沖スロ ニューキングハナハナV,3022,-1000,1415,65.0,61-180日,3395.6279761904766,低,False
蒲田7,2026-03-11,スマート沖スロ ニューキングハナハナV,3023,0,1449,65.0,61-180日,3395.6279761904766,低,False
蒲田7,2026-03-11,スマート沖スロ ニューキングハナハナV,3024,700,1757,65.0,61-180日,3395.6279761904766,低,False
蒲田7,2026-03-12,スマート沖スロ ニューキングハナハナV,3017,-200,1643,66.0,61-180日,3466.5833333333335,低,False
蒲田7,2026-03-12,スマート沖スロ ニューキングハナハナV,3018,-1200,2601,66.0,61-180日,3466.5833333333335,低,False
蒲田7,2026-03-12,スマート沖スロ ニューキングハナハナV,3019,1900,6236,66.0,61-180日,3466.5833333333335,低,False
蒲田7,2026-03-12,スマート沖スロ ニューキングハナハナV,3021,1600,6630,66.0,61-180日,3466.5833333333335,低,False
蒲田7,2026-03-12,スマート沖スロ ニューキングハナハナV,3022,-100,690,66.0,61-180日,3466.5833333333335,低,False
蒲田7,2026-03-12,スマート沖スロ ニューキングハナハナV,3023,300,1441,66.0,61-180日,3466.5833333333335,低,False
蒲田7,2026-03-12,スマート沖スロ ニューキングハナハナV,3024,-1100,4426,66.0,61-180日,3466.5833333333335,低,False
蒲田7,2026-03-13,スマート沖スロ ニューキングハナハナV,3017,-1000,1342,67.0,61-180日,3502.3601190476193,低,False
蒲田7,2026-03-13,スマート沖スロ ニューキングハナハナV,3018,-300,1894,67.0,61-180日,3502.3601190476193,低,False
蒲田7,2026-03-13,スマート沖スロ ニューキングハナハナV,3019,-300,1154,67.0,61-180日,3502.3601190476193,低,False
蒲田7,2026-03-13,スマート沖スロ ニューキングハナハナV,3020,200,2483,67.0,61-180日,3502.3601190476193,低,False
蒲田7,2026-03-13,スマート沖スロ ニューキングハナハナV,3021,500,3999,67.0,61-180日,3502.3601190476193,低,False
蒲田7,2026-03-13,スマート沖スロ ニューキングハナハナV,3022,0,516,67.0,61-180日,3502.3601190476193,低,False
蒲田7,2026-03-13,スマート沖スロ ニューキングハナハナV,3023,-300,1108,67.0,61-180日,3502.3601190476193,低,False
蒲田7,2026-03-13,スマート沖スロ ニューキングハナハナV,3024,-600,1093,67.0,61-180日,3502.3601190476193,低,False
蒲田7,2026-03-14,スマート沖スロ ニューキングハナハナV,3017,-300,5538,68.0,61-180日,3349.824404761905,低,False
蒲田7,2026-03-14,スマート沖スロ ニューキングハナハナV,3018,-1700,3218,68.0,61-180日,3349.824404761905,低,False
蒲田7,2026-03-14,スマート沖スロ ニューキングハナハナV,3019,-200,3830,68.0,61-180日,3349.824404761905,低,False
蒲田7,2026-03-14,スマート沖スロ ニューキングハナハナV,3020,-100,2421,68.0,61-180日,3349.824404761905,低,False
蒲田7,2026-03-14,スマート沖スロ ニューキングハナハナV,3021,600,3328,68.0,61-180日,3349.824404761905,低,False
蒲田7,2026-03-14,スマート沖スロ ニューキングハナハナV,3022,2000,7038,68.0,61-180日,3349.824404761905,低,False
蒲田7,2026-03-14,スマート沖スロ ニューキングハナハナV,3023,-500,2751,68.0,61-180日,3349.824404761905,低,False
蒲田7,2026-03-14,スマート沖スロ ニューキングハナハナV,3024,-400,6686,68.0,61-180日,3349.824404761905,低,False
蒲田7,2026-03-15,スマート沖スロ ニューキングハナハナV,3017,-1300,2421,69.0,61-180日,3157.538690476191,低,False
蒲田7,2026-03-15,スマート沖スロ ニューキングハナハナV,3018,-100,7223,69.0,61-180日,3157.538690476191,低,False
蒲田7,2026-03-15,スマート沖スロ ニューキングハナハナV,3019,300,6596,69.0,61-180日,3157.538690476191,低,False
蒲田7,2026-03-15,スマート沖スロ ニューキングハナハナV,3020,-200,2404,69.0,61-180日,3157.538690476191,低,False
蒲田7,2026-03-15,スマート沖スロ ニューキングハナハナV,3021,-700,1823,69.0,61-180日,3157.538690476191,低,False
蒲田7,2026-03-15,スマート沖スロ ニューキングハナハナV,3022,-2900,3099,69.0,61-180日,3157.538690476191,低,False
蒲田7,2026-03-15,スマート沖スロ ニューキングハナハナV,3023,-500,1052,69.0,61-180日,3157.538690476191,低,False
蒲田7,2026-03-15,スマート沖スロ ニューキングハナハナV,3024,-200,1931,69.0,61-180日,3157.538690476191,低,False
蒲田7,2026-03-16,スマート沖スロ ニューキングハナハナV,3017,400,2213,70.0,61-180日,3144.5297619047624,低,False
蒲田7,2026-03-16,スマート沖スロ ニューキングハナハナV,3018,0,2450,70.0,61-180日,3144.5297619047624,低,False
蒲田7,2026-03-16,スマート沖スロ ニューキングハナハナV,3019,-600,713,70.0,61-180日,3144.5297619047624,低,False
蒲田7,2026-03-16,スマート沖スロ ニューキングハナハナV,3020,500,5645,70.0,61-180日,3144.5297619047624,低,False
蒲田7,2026-03-16,スマート沖スロ ニューキングハナハナV,3021,600,3818,70.0,61-180日,3144.5297619047624,低,False
蒲田7,2026-03-16,スマート沖スロ ニューキングハナハナV,3022,500,5140,70.0,61-180日,3144.5297619047624,低,False
蒲田7,2026-03-16,スマート沖スロ ニューキングハナハナV,3023,-100,618,70.0,61-180日,3144.5297619047624,低,False
蒲田7,2026-03-16,スマート沖スロ ニューキングハナハナV,3024,600,3760,70.0,61-180日,3144.5297619047624,低,False
蒲田7,2026-03-17,スマート沖スロ ニューキングハナハナV,3017,-1100,1799,71.0,61-180日,3223.074404761905,低,False
蒲田7,2026-03-17,スマート沖スロ ニューキングハナハナV,3018,-600,3136,71.0,61-180日,3223.074404761905,低,False
蒲田7,2026-03-17,スマート沖スロ ニューキングハナハナV,3019,300,3239,71.0,61-180日,3223.074404761905,低,False
蒲田7,2026-03-17,スマート沖スロ ニューキングハナハナV,3020,2100,6238,71.0,61-180日,3223.074404761905,低,False
蒲田7,2026-03-17,スマート沖スロ ニューキングハナハナV,3021,-600,1196,71.0,61-180日,3223.074404761905,低,False
蒲田7,2026-03-17,スマート沖スロ ニューキングハナハナV,3022,-1200,2036,71.0,61-180日,3223.074404761905,低,False
蒲田7,2026-03-17,スマート沖スロ ニューキングハナハナV,3023,4000,8045,71.0,61-180日,3223.074404761905,低,False
蒲田7,2026-03-17,スマート沖スロ ニューキングハナハナV,3024,2600,5811,71.0,61-180日,3223.074404761905,低,False
蒲田7,2026-03-18,スマート沖スロ ニューキングハナハナV,3017,-1200,1660,72.0,61-180日,3257.6726190476193,低,False
蒲田7,2026-03-18,スマート沖スロ ニューキングハナハナV,3018,-100,6279,72.0,61-180日,3257.6726190476193,低,False
蒲田7,2026-03-18,スマート沖スロ ニューキングハナハナV,3019,-1000,4250,72.0,61-180日,3257.6726190476193,低,False
蒲田7,2026-03-18,スマート沖スロ ニューキングハナハナV,3020,-1800,3898,72.0,61-180日,3257.6726190476193,低,False
蒲田7,2026-03-18,スマート沖スロ ニューキングハナハナV,3021,800,6173,72.0,61-180日,3257.6726190476193,低,False
蒲田7,2026-03-18,スマート沖スロ ニューキングハナハナV,3022,-400,743,72.0,61-180日,3257.6726190476193,低,False
蒲田7,2026-03-18,スマート沖スロ ニューキングハナハナV,3023,1700,7116,72.0,61-180日,3257.6726190476193,低,False
蒲田7,2026-03-18,スマート沖スロ ニューキングハナハナV,3024,-900,1137,72.0,61-180日,3257.6726190476193,低,False
蒲田7,2026-03-19,スマート沖スロ ニューキングハナハナV,3017,-300,990,73.0,61-180日,3334.625,低,False
蒲田7,2026-03-19,スマート沖スロ ニューキングハナハナV,3018,-100,4927,73.0,61-180日,3334.625,低,False
蒲田7,2026-03-19,スマート沖スロ ニューキングハナハナV,3019,1600,5157,73.0,61-180日,3334.625,低,False
蒲田7,2026-03-19,スマート沖スロ ニューキングハナハナV,3020,-800,4036,73.0,61-180日,3334.625,低,False
蒲田7,2026-03-19,スマート沖スロ ニューキングハナハナV,3021,-200,2640,73.0,61-180日,3334.625,低,False
蒲田7,2026-03-19,スマート沖スロ ニューキングハナハナV,3022,100,1248,73.0,61-180日,3334.625,低,False
蒲田7,2026-03-19,スマート沖スロ ニューキングハナハナV,3023,100,1081,73.0,61-180日,3334.625,低,False
蒲田7,2026-03-19,スマート沖スロ ニューキングハナハナV,3024,-400,580,73.0,61-180日,3334.625,低,False
蒲田7,2026-03-20,スマート沖スロ ニューキングハナハナV,3017,-900,2877,74.0,61-180日,3291.5535714285716,低,False
蒲田7,2026-03-20,スマート沖スロ ニューキングハナハナV,3018,-1400,2898,74.0,61-180日,3291.5535714285716,低,False
蒲田7,2026-03-20,スマート沖スロ ニューキングハナハナV,3019,-1200,1959,74.0,61-180日,3291.5535714285716,低,False
蒲田7,2026-03-20,スマート沖スロ ニューキングハナハナV,3020,300,7147,74.0,61-180日,3291.5535714285716,低,False
蒲田7,2026-03-20,スマート沖スロ ニューキングハナハナV,3021,-300,955,74.0,61-180日,3291.5535714285716,低,False
蒲田7,2026-03-20,スマート沖スロ ニューキングハナハナV,3022,-1300,4996,74.0,61-180日,3291.5535714285716,低,False
蒲田7,2026-03-20,スマート沖スロ ニューキングハナハナV,3023,200,2163,74.0,61-180日,3291.5535714285716,低,False
蒲田7,2026-03-20,スマート沖スロ ニューキングハナハナV,3024,200,4986,74.0,61-180日,3291.5535714285716,低,False
蒲田7,2026-03-21,スマート沖スロ ニューキングハナハナV,3017,100,2019,75.0,61-180日,3415.1696428571427,低,False
蒲田7,2026-03-21,スマート沖スロ ニューキングハナハナV,3018,700,2695,75.0,61-180日,3415.1696428571427,低,False
蒲田7,2026-03-21,スマート沖スロ ニューキングハナハナV,3019,-800,1496,75.0,61-180日,3415.1696428571427,低,False
蒲田7,2026-03-21,スマート沖スロ ニューキングハナハナV,3020,-100,1475,75.0,61-180日,3415.1696428571427,低,False
蒲田7,2026-03-21,スマート沖スロ ニューキングハナハナV,3021,-200,6552,75.0,61-180日,3415.1696428571427,低,False
蒲田7,2026-03-21,スマート沖スロ ニューキングハナハナV,3022,2800,6959,75.0,61-180日,3415.1696428571427,低,False
蒲田7,2026-03-21,スマート沖スロ ニューキングハナハナV,3023,0,3159,75.0,61-180日,3415.1696428571427,低,False
蒲田7,2026-03-21,スマート沖スロ ニューキングハナハナV,3024,-200,5746,75.0,61-180日,3415.1696428571427,低,False
蒲田7,2026-03-22,スマート沖スロ ニューキングハナハナV,3017,200,6690,76.0,61-180日,3219.2946428571427,低,False
蒲田7,2026-03-22,スマート沖スロ ニューキングハナハナV,3018,-100,5939,76.0,61-180日,3219.2946428571427,低,False
蒲田7,2026-03-22,スマート沖スロ ニューキングハナハナV,3019,-800,2958,76.0,61-180日,3219.2946428571427,低,False
蒲田7,2026-03-22,スマート沖スロ ニューキングハナハナV,3020,-2000,4913,76.0,61-180日,3219.2946428571427,低,False
蒲田7,2026-03-22,スマート沖スロ ニューキングハナハナV,3021,-1000,3040,76.0,61-180日,3219.2946428571427,低,False
蒲田7,2026-03-22,スマート沖スロ ニューキングハナハナV,3022,-200,7327,76.0,61-180日,3219.2946428571427,低,False
