hall,machine_name,event_type,n_event_days,n_normal_days,hit104_rate_event,hit104_rate_normal,hit104_gap,hit104_chi2_p,hit104_cramers_v,bottom3_rate_event,bottom3_rate_normal,bottom3_gap,bottom3_chi2_p,bottom3_cramers_v,note
みとや,いざ！番長,is_any_event,635,627,28.661417322834648,27.591706539074963,1.0697107837596853,0.6726088744054486,0.011895129841679602,2.204724409448819,2.8708133971291865,0.6660889876803675,0.45169989539682653,0.02118484748684153,
みとや,いざ！番長,is_weekend,387,875,29.457364341085274,27.54285714285714,1.914507198228133,0.48550585640333876,0.019633543660052256,2.3255813953488373,2.6285714285714286,0.3029900332225912,0.7522217273749688,0.008887104908807886,
みとや,いざ！番長,is_x_day,344,918,27.61627906976744,28.322440087145967,-0.7061610173785269,0.8037963609606478,0.006993369596266662,2.616279069767442,2.505446623093682,-0.11083244667376002,0.9112005749781205,0.0031393514496378823,
みとや,からくりサーカス,is_any_event,1638,1377,31.257631257631257,28.903413217138706,2.354218040492551,0.16070369916951627,0.025546055772268417,2.625152625152625,2.178649237472767,-0.4465033876798583,0.4268877272847217,0.014469912764412039,
みとや,からくりサーカス,is_weekend,978,2037,31.595092024539877,29.504172803141877,2.090919221398,0.24166140767901742,0.021323350747098343,2.2494887525562373,2.503681885125184,0.2541931325689468,0.6707648167063065,0.007741872075074684,
みとや,からくりサーカス,is_x_day,870,2145,32.068965517241374,29.41724941724942,2.6517160999919547,0.15067997096806218,0.026173002929899377,3.3333333333333335,2.051282051282051,-1.2820512820512824,0.03797703067367667,0.037791654682018054,
みとや,アズールレーン THE ANIMATION,is_any_event,411,430,29.927007299270077,27.44186046511628,2.4851468341537952,0.42559733449533277,0.027474072897497412,2.67639902676399,3.953488372093023,1.277089345329033,0.3021050317667283,0.03558378420924814,
みとや,アズールレーン THE ANIMATION,is_weekend,251,590,31.47410358565737,27.45762711864407,4.016476467013302,0.23849748107335653,0.040646574089169954,2.788844621513944,3.5593220338983054,0.7704774123843614,0.5687474560748884,0.019651625960372333,
みとや,アズールレーン THE ANIMATION,is_x_day,234,607,28.63247863247863,28.665568369028005,-0.03308973654937475,0.992411726955078,0.00032795287100903964,2.9914529914529915,3.459637561779242,0.4681845703262506,0.7344959928555271,0.011694861491458942,
みとや,ゴッドイーター リザレクション,is_any_event,1546,1533,31.82406209573092,29.419439008480104,2.4046230872508154,0.14780112065421627,0.026083529890057692,0.7761966364812419,0.3913894324853229,-0.38480720399591906,0.16138986312243314,0.025237777007845213,
みとや,ゴッドイーター リザレクション,is_weekend,923,2156,31.74431202600217,30.14842300556586,1.59588902043631,0.37875654424272975,0.01586249305865134,0.8667388949079089,0.463821892393321,-0.4029170025145879,0.17907000701914466,0.024214355033413404,
みとや,ゴッドイーター リザレクション,is_x_day,826,2253,33.171912832929785,29.69374167776298,3.4781711551668053,0.06358035173006306,0.033432210922846296,0.9685230024213075,0.4438526409232135,-0.524670361498094,0.09065063898069317,0.030492233294317293,warning: 25.0% of expected cells are below 5
みとや,バイオハザード RE:3,is_any_event,125,202,33.6,26.237623762376238,7.362376237623764,0.15415538436057052,0.0788030276215016,0.8,2.4752475247524752,1.6752475247524752,0.27269794572714906,0.060657084886155524,warning: 50.0% of expected cells are below 5
みとや,バイオハザード RE:3,is_weekend,84,243,35.714285714285715,26.74897119341564,8.965314520870077,0.11871592065475524,0.08627848584857734,0.0,2.4691358024691357,2.4691358024691357,0.14606784302732898,0.08038214945114694,warning: 50.0% of expected cells are below 5
みとや,バイオハザード RE:3,is_x_day,87,240,31.03448275862069,28.333333333333332,2.7011494252873582,0.634484138996596,0.02629105790739944,1.1494252873563218,2.083333333333333,0.9339080459770113,0.5781755768622419,0.030749724054306198,warning: 50.0% of expected cells are below 5
みとや,ビッグドリーム THE GOLDEN PUSHER,is_any_event,88,128,32.95454545454545,31.25,1.7045454545454533,0.7917824276451928,0.017962703241769438,9.090909090909092,11.71875,2.6278409090909083,0.5384101449826431,0.041860346379220335,
