hall,machine_name,n_machine_days,days_since_last_seen,volatility_score,hit104_rate,bottom3_lift,volatility_rank
蒲田7,バイオハザード RE:3,747,0,0.6744665504095652,29.852744310575634,1.2476507165022686,1
蒲田7,シャーマンキング,1176,0,0.512295768102287,35.2891156462585,2.5912934264895635,2
蒲田7,バンドリ！,703,0,0.48987977630025664,34.85064011379801,0.0,3
蒲田7,からくりサーカス,5090,0,0.46611601310822354,36.56188605108055,1.7121664745592469,4
蒲田7,ビッグドリーム THE GOLDEN PUSHER,313,0,0.44344102130749197,35.78274760383386,18.63670287481239,5
蒲田7,アズールレーン THE ANIMATION,2191,0,0.433555855432581,31.99452304883615,2.245994822785161,6
蒲田7,タクトオーパス デスティニー,195,0,0.43128344899124155,25.128205128205128,1.193530837591249,7
蒲田7,沖ドキ!DUO アンコール,2925,0,0.4216960175648694,31.965811965811962,2.804617004083872,8
蒲田7,モンスターハンターライズ,5511,0,0.42094622322914504,33.478497550353836,0.12795524287659898,9
蒲田7,ゴッドイーター リザレクション,5216,0,0.4025541541113971,31.441717791411044,0.22490230200372544,10
蒲田7,ヨルムンガンド,333,16,0.39764864115078885,29.429429429429426,2.811317251777303,11
蒲田7,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,828,0,0.3869934734061348,35.990338164251206,0.5665884585657858,12
蒲田7,機動戦士ガンダムユニコーン 覚醒DRIVE,439,23,0.3868218722226418,27.10706150341686,0.0,13
蒲田7,無職転生 ～異世界行ったら本気だす～,1049,0,0.3778695790909071,32.50714966634891,1.1145965278159864,14
蒲田7,BIRDIE WING ‐Golf Girls' Story‐,109,0,0.3770030981610426,25.688073394495415,0.0,15
蒲田7,七つの魔剣が支配する,1700,0,0.3753017038968794,33.294117647058826,0.0,16
蒲田7,アクダマドライブ,123,23,0.37398701499957354,30.081300813008134,1.9023282545621334,17
蒲田7,ガールズ&パンツァー 最終章,994,0,0.3720833022065032,38.22937625754527,0.0,18
蒲田7,北斗の拳 転生の章2,4418,0,0.37182179752534544,31.23585332729742,1.164997925184141,19
蒲田7,新鬼武者3,3416,0,0.35999769278073745,31.879391100702577,1.2333513510324952,20
蒲田7,いざ！番長,3421,0,0.35674776915318707,30.19584916691026,0.20555291032515863,21
蒲田7,東京喰種,14376,0,0.3520186324856463,37.659988870339454,5.188780654346429,22
蒲田7,真打 吉宗,1255,0,0.3419415477031407,35.776892430278885,3.7177334695194726,23
蒲田7,革命機ヴァルヴレイヴ,2324,0,0.3321623582771424,30.46471600688468,1.11120992989566,24
蒲田7,マギアレコード 魔法少女まどか☆マギカ外伝,12082,0,0.3231217011540859,34.87833140208575,0.19437083188189883,25
蒲田7,プリズムナナ,578,0,0.32273290112149733,29.06574394463668,0.8098065778308721,26
蒲田7,スーパーブラックジャック,3759,0,0.32221203334854953,36.41926044160681,0.18735804896265193,27
蒲田7,ToLOVEるダークネス TRANCE ver.8.7,2851,0,0.319781367515504,38.51280252542967,2.638966843068473,28
蒲田7,化物語,1924,0,0.3104542987116113,33.78378378378378,0.6078668968992267,29
蒲田7,ミリオンゴッド‐神々の軌跡‐,1672,0,0.3084629911178995,26.375598086124402,9.354871829731344,30
蒲田7,革命機ヴァルヴレイヴ2,5906,0,0.2959087054771515,30.748391466305453,3.8792228010719025,31
蒲田7,かぐや様は告らせたい,6483,0,0.2896290088349414,31.559463211476167,2.0311904607489932,32
蒲田7,モンキーターンV,14006,0,0.2803389577577655,34.84935027845209,0.01675439043910778,33
蒲田7,とある魔術の禁書目録,113,0,0.26987137282508133,26.548672566371685,0.0,34
蒲田7,攻殻機動隊,441,0,0.25903772178704393,32.426303854875286,2.1183190814717108,35
蒲田7,スマスロ北斗の拳,9705,0,0.256262782905447,41.16434827408552,0.04841911836421727,36
蒲田7,ゾンビランドサガ,1005,0,0.25273813311837423,31.542288557213933,0.0,37
蒲田7,ソードアート・オンライン,2254,0,0.25252297252335165,37.62200532386868,0.0,38
蒲田7,甲鉄城のカバネリ 海門(うなと)決戦,4153,0,0.24782774419026343,34.04767637852155,2.9198826548285397,39
蒲田7,虚構推理,419,0,0.2306878779256528,30.071599045346066,0.5567307341908355,40
蒲田7,戦国乙女4 戦乱に閃く炯眼の軍師,4617,0,0.22803600375180416,30.88585661685077,0.20336815687308987,41
蒲田7,グランベルム,554,0,0.22801900013346024,38.44765342960289,0.0,42
蒲田7,戦国乙女5 業火を穿つ宿焔の双刃,498,0,0.2256839112889771,31.92771084337349,5.576219027572855,43
蒲田7,ソードアート・オンラインII,264,0,0.22198145715136924,35.60606060606061,31.57723849842543,44
蒲田7,甲鉄城のカバネリ,1908,0,0.21367479368959913,44.0251572327044,0.0,45
蒲田7,スマスロ炎炎ノ消防隊2,1842,0,0.20402460848405887,30.456026058631924,2.0275303984289272,46
蒲田7,スーパーリオエース2,392,0,0.19790702951927752,31.122448979591837,4.1547150978220815,47
蒲田7,痛いのは嫌なので防御力に極振りしたいと思います。,2329,0,0.19519686538046538,35.68054959209962,0.0,48
蒲田7,ドッチ,140,0,0.18089912174625042,32.142857142857146,0.0,49
蒲田7,東京リベンジャーズ,4918,0,0.1783770015938206,30.113867425782836,0.7618678605200185,50
蒲田7,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,1834,0,0.16557150644964494,33.36968375136314,0.0,51
蒲田7,この素晴らしい世界に祝福を！,854,0,0.16284587367368042,39.34426229508197,0.0,52
蒲田7,不二子BT,498,0,0.13756605283255846,29.71887550200803,0.0,53
蒲田7,戦国†恋姫,203,0,0.13589346192532373,33.99014778325123,0.0,54
蒲田7,ディスクアップ ULTRAREMIX,3539,0,0.13585879347292998,38.90929641141565,0.0,55
蒲田7,アレックス ブライト,1336,0,0.13259975040813124,31.511976047904195,0.0,56
蒲田7,SHAKE BONUS TRIGGER,839,0,0.1314261522207838,28.128724672228845,0.0,57
蒲田7,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,1335,0,0.12831191223483365,34.531835205992515,0.0,58
蒲田7,A‐SLOT+ 異世界かるてっと,252,0,0.12198196215009496,26.58730158730159,0.0,59
蒲田7,スマスロ サンダーV,476,0,0.1171320231760561,31.30252100840336,0.0,60
蒲田7,ネオアイムジャグラーEX,8861,0,0.1083030239845366,26.610991987360343,0.0,61
蒲田7,マジカルハロウィン8,345,0,0.1066355204022825,38.26086956521739,0.0,62
蒲田7,ハッピージャグラーVIII,3523,0,0.10621054788890998,28.044280442804425,0.0,63
蒲田7,ゴーゴージャグラー3,8104,0,0.10294326560126027,26.332675222112538,0.0,64
蒲田7,ファンキージャグラー2,8457,0,0.10277527108048376,28.20148989003193,0.0,65
蒲田7,スマスロ ハナビ,723,0,0.1024909116216565,26.970954356846473,0.0,66
蒲田7,ウルトラミラクルジャグラー,1773,0,0.10241357594044893,26.84715172024817,0.0,67
蒲田7,キングハナハナ-30,5680,0,0.10231756822114518,30.545774647887324,0.0,68
蒲田7,うみねこのなく頃に2,888,0,0.10215688296635234,31.41891891891892,0.0,69
蒲田7,バーサスリヴァイズ,1059,0,0.10175522350277802,34.65533522190746,0.0,70
蒲田7,ジャグラーガールズ,3166,0,0.10146487295526742,27.70056854074542,0.0,71
蒲田7,ディスクアップ2,768,0,0.09962518903487944,35.28645833333333,0.0,72
蒲田7,ミスタージャグラー,2134,0,0.09503109098663366,28.069353327085285,0.0,73
蒲田7,新ハナビ,2791,0,0.0939538903260551,30.884987459691864,0.0,74
蒲田7,マイジャグラーV,20260,0,0.0887345731472883,27.033563672260613,0.0,75
