hall,machine_name,event_type,n_event_days,n_normal_days,hit104_rate_event,hit104_rate_normal,hit104_gap,hit104_chi2_p,hit104_cramers_v,bottom3_rate_event,bottom3_rate_normal,bottom3_gap,bottom3_chi2_p,bottom3_cramers_v,note
蒲田1,からくりサーカス,is_any_event,3269,2466,37.13673906393392,33.09002433090024,4.0467147330336815,0.0015102027159352325,0.041895218699913396,2.0495564392780667,1.5004055150040552,-0.5491509242740116,0.12284192485194713,0.020374468204027132,
蒲田1,からくりサーカス,is_weekend,1941,3794,36.527563111798045,34.81813389562467,1.7094292161733762,0.20020608876611903,0.016914938696642654,1.90623390005152,1.7659462308908802,-0.14028766916063984,0.7063691063800916,0.004974752709796628,
蒲田1,からくりサーカス,is_x_day,1871,3864,37.73383217530733,34.26501035196687,3.4688218233404555,0.010009445417935572,0.03400911418780045,2.351683591662213,1.5527950310559007,-0.7988885606063123,0.03352948654774462,0.02806934133670667,
蒲田1,アズールレーン THE ANIMATION,is_any_event,452,434,36.283185840707965,32.71889400921659,3.5642918314913743,0.2646803166027433,0.03747249647691643,1.7699115044247788,1.3824884792626728,-0.387423025162106,0.6438889308516607,0.015530207192912268,
蒲田1,アズールレーン THE ANIMATION,is_weekend,270,616,40.0,32.142857142857146,7.857142857142854,0.023573276010532947,0.07606102569051393,1.8518518518518516,1.461038961038961,-0.3908128908128907,0.6676510890223359,0.01442510085201289,warning: 25.0% of expected cells are below 5
蒲田1,アズールレーン THE ANIMATION,is_x_day,275,611,31.272727272727273,36.00654664484452,-4.733819372117246,0.17037167829781039,0.046059999041570994,1.4545454545454546,1.6366612111292964,0.18211575658384183,0.8406142251547908,0.006756351164439367,warning: 25.0% of expected cells are below 5
蒲田1,シャーマンキング,is_any_event,394,331,32.99492385786802,35.34743202416919,-2.3525081663011704,0.5055820307958235,0.024724688147106613,3.807106598984772,2.719033232628399,-1.0880733663563733,0.4146779723695678,0.030293932808242434,
蒲田1,シャーマンキング,is_weekend,230,495,32.17391304347826,34.94949494949495,-2.77558190601669,0.4630197235216845,0.027255750197145608,3.91304347826087,3.0303030303030303,-0.8827404479578398,0.5363732188860817,0.022963332508975108,
蒲田1,シャーマンキング,is_x_day,232,493,31.896551724137932,35.09127789046653,-3.1947261663285964,0.39718615257697676,0.03144406359789258,4.310344827586207,2.839756592292089,-1.4705882352941182,0.30186816702363856,0.03834369041608571,
蒲田1,チバリヨ2プラス,is_any_event,920,774,30.869565217391305,30.23255813953488,0.6370070778564241,0.7768217230773355,0.00688715902715446,3.4782608695652173,2.5839793281653747,-0.8942815413998426,0.28781097662105626,0.025825599544337517,
蒲田1,チバリヨ2プラス,is_weekend,541,1153,32.16266173752311,29.835212489158717,2.327449248364392,0.332369417415638,0.023551846661992042,3.512014787430684,2.8620988725065044,-0.6499159149241795,0.4696792545238515,0.017566377438451974,
蒲田1,チバリヨ2プラス,is_x_day,535,1159,29.719626168224302,30.97497842968076,-1.2553522614564585,0.6021706295458702,0.012665305723079173,4.485981308411215,2.4158757549611733,-2.070105553450041,0.02167356281946949,0.05578569540630758,
蒲田1,デビル メイ クライ5 スタイリッシュトライブ,is_any_event,587,496,33.73083475298126,29.435483870967744,4.295350882013516,0.13033949016712987,0.04596815732276749,0.34071550255536626,0.4032258064516129,0.06251030389624662,0.8658277651213716,0.005134176341268047,warning: 50.0% of expected cells are below 5
蒲田1,デビル メイ クライ5 スタイリッシュトライブ,is_weekend,350,733,34.285714285714285,30.559345156889496,3.726369128824789,0.21797667569547008,0.03743436256221273,0.5714285714285714,0.2728512960436562,-0.2985772753849152,0.4487152329724061,0.023019826292999732,warning: 50.0% of expected cells are below 5
