index,segment,avg_diff,avg_diff_other,win_rate,payout_rate,avg_diff_vs_other,hit@10,lift@10,hit@20,lift@20,hit@50,lift@50,test_date,variant,window,event_type
0,2F_L_N,236.0,165.5120481927711,36.0,96.66534577155002,70.48795180722891,1.0,1.4280000000000002,2.0,1.4280000000000002,4.0,1.1424,2025-10-06,v6a_hit_an,90,non_event
1,2F_R_N,246.0,164.75903614457832,38.0,99.5496436651888,81.24096385542168,2.0,2.8560000000000003,2.0,1.4280000000000002,5.0,1.428,2025-10-06,v6a_hit_an,90,non_event
2,3F_L_A,28.0,181.17469879518072,36.0,96.64352086698496,-153.17469879518072,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-06,v6a_hit_an,90,non_event
3,3F_L_N,602.0,137.95180722891567,46.0,102.60405965633304,464.04819277108436,1.0,1.4280000000000002,1.0,0.7140000000000001,5.0,1.428,2025-10-06,v6a_hit_an,90,non_event
4,3F_R_A,26.0,181.32530120481928,42.0,95.45062125390508,-155.32530120481928,0.0,0.0,0.0,0.0,1.0,0.2856,2025-10-06,v6a_hit_an,90,non_event
5,3F_R_N,-234.0,200.90361445783134,36.0,92.89089015795176,-434.90361445783134,0.0,0.0,0.0,0.0,4.0,1.1424,2025-10-06,v6a_hit_an,90,non_event
0,2F_L_N,172.0,170.33132530120483,36.0,95.46433532998695,1.6686746987951722,1.0,1.4280000000000002,2.0,1.4280000000000002,4.0,1.1424,2025-10-06,v7_lift_weights,90,non_event
1,2F_R_N,718.0,129.21686746987953,46.0,105.32742240707549,588.7831325301205,3.0,4.284000000000001,3.0,2.1420000000000003,7.0,1.9992,2025-10-06,v7_lift_weights,90,non_event
2,3F_L_A,-8.0,183.8855421686747,34.0,96.1195252705532,-191.8855421686747,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-06,v7_lift_weights,90,non_event
3,3F_L_N,546.0,142.16867469879517,46.0,102.89217738883363,403.83132530120486,1.0,1.4280000000000002,1.0,0.7140000000000001,5.0,1.428,2025-10-06,v7_lift_weights,90,non_event
4,3F_R_A,64.0,178.46385542168676,46.0,96.36239941750398,-114.46385542168676,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-06,v7_lift_weights,90,non_event
5,3F_R_N,-30.0,185.5421686746988,38.0,94.60225624126699,-215.5421686746988,1.0,1.4280000000000002,1.0,0.7140000000000001,5.0,1.428,2025-10-06,v7_lift_weights,90,non_event
0,2F_L_N,234.0,165.66265060240963,38.0,96.75865179003384,68.33734939759037,1.0,1.4280000000000002,2.0,1.4280000000000002,4.0,1.1424,2025-10-06,v8_dynamic,90,non_event
1,2F_R_N,356.0,156.47590361445782,42.0,101.1124248961914,199.52409638554218,2.0,2.8560000000000003,2.0,1.4280000000000002,5.0,1.428,2025-10-06,v8_dynamic,90,non_event
2,3F_L_A,28.0,181.17469879518072,36.0,96.64352086698499,-153.17469879518072,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-06,v8_dynamic,90,non_event
3,3F_L_N,602.0,137.95180722891567,46.0,102.60405965633306,464.04819277108436,1.0,1.4280000000000002,1.0,0.7140000000000001,5.0,1.428,2025-10-06,v8_dynamic,90,non_event
4,3F_R_A,88.0,176.65662650602408,46.0,95.81509142256976,-88.65662650602408,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-06,v8_dynamic,90,non_event
5,3F_R_N,-32.0,185.69277108433735,38.0,94.82703910993419,-217.69277108433735,1.0,1.4280000000000002,1.0,0.7140000000000001,5.0,1.428,2025-10-06,v8_dynamic,90,non_event
0,2F_L_N,526.0,151.20481927710844,42.0,103.06368492707307,374.7951807228916,2.0,2.8560000000000003,3.0,2.1420000000000003,6.0,1.7136,2025-10-07,v6a_hit_an,90,event
1,2F_R_N,-470.0,226.20481927710844,38.0,96.71563927662295,-696.2048192771084,0.0,0.0,0.0,0.0,1.0,0.2856,2025-10-07,v6a_hit_an,90,event
2,3F_L_A,110.0,182.53012048192772,48.0,98.57829425000453,-72.53012048192772,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-07,v6a_hit_an,90,event
3,3F_L_N,-138.0,201.20481927710844,38.0,100.33105732889213,-339.2048192771084,0.0,0.0,1.0,0.7140000000000001,7.0,1.9992,2025-10-07,v6a_hit_an,90,event
4,3F_R_A,520.0,151.65662650602408,60.0,101.0010285764731,368.34337349397595,0.0,0.0,0.0,0.0,1.0,0.2856,2025-10-07,v6a_hit_an,90,event
5,3F_R_N,-326.0,215.36144578313252,28.000000000000004,97.88405874121887,-541.3614457831325,2.0,2.8560000000000003,3.0,2.1420000000000003,4.0,1.1424,2025-10-07,v6a_hit_an,90,event
0,2F_L_N,112.0,182.37951807228916,38.0,100.76000649189845,-70.37951807228916,1.0,1.4280000000000002,2.0,1.4280000000000002,5.0,1.428,2025-10-07,v7_lift_weights,90,event
1,2F_R_N,-312.0,214.30722891566265,40.0,97.98355604594417,-526.3072289156627,0.0,0.0,0.0,0.0,2.0,0.5712,2025-10-07,v7_lift_weights,90,event
2,3F_L_A,32.0,188.40361445783134,42.0,98.0334173401645,-156.40361445783134,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-07,v7_lift_weights,90,event
3,3F_L_N,-94.0,197.89156626506025,36.0,100.9239552755814,-291.89156626506025,0.0,0.0,1.0,0.7140000000000001,7.0,1.9992,2025-10-07,v7_lift_weights,90,event
4,3F_R_A,482.0,154.51807228915663,57.99999999999999,100.82949312309076,327.48192771084337,0.0,0.0,0.0,0.0,1.0,0.2856,2025-10-07,v7_lift_weights,90,event
5,3F_R_N,180.0,177.25903614457832,32.0,102.27105537204689,2.7409638554216826,2.0,2.8560000000000003,4.0,2.8560000000000003,7.0,1.9992,2025-10-07,v7_lift_weights,90,event
0,2F_L_N,274.0,170.18072289156626,42.0,101.74715785975636,103.81927710843374,1.0,1.4280000000000002,2.0,1.4280000000000002,5.0,1.428,2025-10-07,v8_dynamic,90,event
