hall,machine_name,outcome,window0_range,window0_n,window0_p,window0_effect,window0_top_weekday,window1_range,window1_n,window1_p,window1_effect,window1_top_weekday,n_common_weekdays,spearman_rho,spearman_p,recent_significant,consistent_with_prior_window,note
蒲田7,A‐SLOT+ 異世界かるてっと,hit104,2026-05-06..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window1_n=0 < 40
蒲田7,A‐SLOT+ 異世界かるてっと,plus,2026-05-06..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window1_n=0 < 40
蒲田7,SHAKE BONUS TRIGGER,hit104,2026-04-02..2026-06-30,184,0.15282724793346428,0.13543777283336866,日,2026-01-02..2026-04-01,359,0.20434134047741964,0.08312149502547814,木,7,0.5413071845204606,0.20953707288955709,False,True,
蒲田7,SHAKE BONUS TRIGGER,plus,2026-04-02..2026-06-30,184,0.0801511602513216,0.1693044889620216,日,2026-01-02..2026-04-01,359,0.057210018167399825,0.13164825575550884,日,7,0.7207499701564473,0.06763499473028162,False,True,
蒲田7,ToLOVEるダークネス TRANCE ver.8.7,hit104,2026-04-02..2026-06-30,497,0.9885768210636645,0.0,月,2026-01-02..2026-04-01,495,0.5482641195951559,0.0,水,7,0.28571428571428575,0.5345092286010406,False,False,
蒲田7,ToLOVEるダークネス TRANCE ver.8.7,plus,2026-04-02..2026-06-30,497,0.7517144299807318,0.0,日,2026-01-02..2026-04-01,495,0.13328694506888666,0.08757711575807743,土,7,-0.18018749253911182,0.6990457740939313,False,False,
蒲田7,いざ！番長,hit104,2026-04-02..2026-06-30,509,0.08557130617336732,0.10000304841090339,水,2026-01-02..2026-04-01,839,0.8549727261093627,0.0,水,7,0.8928571428571429,0.006807187408935393,False,True,
蒲田7,いざ！番長,plus,2026-04-02..2026-06-30,509,0.006205508456251847,0.15368784469866878,水,2026-01-02..2026-04-01,839,0.7622564889584639,0.0,水,7,0.8928571428571429,0.006807187408935393,True,True,
蒲田7,うみねこのなく頃に2,hit104,2026-04-02..2026-06-30,604,0.22695077464441787,0.059646197051134324,金,2026-03-04..2026-04-01,164,0.8027831907491444,0.0,日,7,0.4182509562856521,0.3503951126391441,False,False,
蒲田7,うみねこのなく頃に2,plus,2026-04-02..2026-06-30,604,0.22906929421617844,0.059228267163936414,金,2026-03-04..2026-04-01,164,0.5248360226358584,0.0,日,7,0.3243374865704013,0.477885479739931,False,False,
