hall,machine_name,outcome,window0_range,window0_n,window0_p,window0_effect,window0_top_weekday,window1_range,window1_n,window1_p,window1_effect,window1_top_weekday,n_common_weekdays,spearman_rho,spearman_p,recent_significant,consistent_with_prior_window,note
ヒロキ,A‐SLOT+ 異世界かるてっと,hit104,2026-05-06..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window1_n=0 < 40
ヒロキ,A‐SLOT+ 異世界かるてっと,plus,2026-05-06..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window1_n=0 < 40
ヒロキ,Re:ゼロから始める異世界生活 season2,hit104,2026-04-21..2026-06-29,,,,,empty,,,,,,,,False,False,skip: window1_n=0 < 40
ヒロキ,Re:ゼロから始める異世界生活 season2,plus,2026-04-21..2026-06-29,,,,,empty,,,,,,,,False,False,skip: window1_n=0 < 40
ヒロキ,SHAKE BONUS TRIGGER,hit104,2026-04-02..2026-06-30,88,0.8965657796889724,0.0,水,2026-01-02..2026-04-01,88,0.6814353359697329,0.0,土,7,-0.32001305386844187,0.4841140254475298,False,False,
ヒロキ,SHAKE BONUS TRIGGER,plus,2026-04-02..2026-06-30,88,0.6550246877453576,0.0,金,2026-01-02..2026-04-01,88,0.7730608535699109,0.0,土,7,0.03739787960033829,0.9365557760533524,False,False,
ヒロキ,ToLOVEるダークネス TRANCE ver.8.7,hit104,2026-04-03..2026-06-30,201,0.9763203314381179,0.0,月,2026-01-02..2026-04-01,218,0.2686034834849916,0.0852217429694165,木,7,0.3571428571428572,0.431611352038328,False,False,
ヒロキ,ToLOVEるダークネス TRANCE ver.8.7,plus,2026-04-03..2026-06-30,201,0.9457980300520051,0.0,木,2026-01-02..2026-04-01,218,0.2752613775150262,0.08298281989170542,木,7,0.198206241793023,0.6700850339168265,False,False,
ヒロキ,いざ！番長,hit104,2026-04-02..2026-06-30,308,0.12319955315472261,0.11436225750770448,土,2026-01-02..2026-04-01,380,0.8098517268368994,0.0,火,7,0.03571428571428572,0.9394082054712856,False,False,
ヒロキ,いざ！番長,plus,2026-04-02..2026-06-30,308,0.282589512610613,0.0678714893967196,土,2026-01-02..2026-04-01,380,0.7550461746310924,0.0,火,7,-0.14414999403128945,0.7578179356488596,False,False,
ヒロキ,うみねこのなく頃に2,hit104,2026-04-01..2026-06-29,,,,,2026-03-04..2026-03-31,,,,,,,,False,False,skip: window1_n=28 < 40
ヒロキ,うみねこのなく頃に2,plus,2026-04-01..2026-06-29,,,,,2026-03-04..2026-03-31,,,,,,,,False,False,skip: window1_n=28 < 40
