hall,machine_name,period,dd,n,rb_rate_pooled,rb_rate_mean
レイトギャップ,スマスロ北斗の拳,full,1,120.0,0.0026576658113014683,0.002552241666666667
レイトギャップ,スマスロ北斗の拳,full,2,106.0,0.002537671430595867,0.0024753490566037733
レイトギャップ,スマスロ北斗の拳,full,3,111.0,0.0024581868413857937,0.00234390990990991
レイトギャップ,スマスロ北斗の拳,full,4,130.0,0.0028122232478370035,0.0026508461538461542
レイトギャップ,スマスロ北斗の拳,full,5,100.0,0.002422174260675073,0.00235241
レイトギャップ,スマスロ北斗の拳,full,6,214.0,0.0026900643604183426,0.002586014018691589
レイトギャップ,スマスロ北斗の拳,full,7,142.0,0.0027550980672127103,0.0026327112676056337
レイトギャップ,スマスロ北斗の拳,full,8,79.0,0.002427496989297806,0.0023755949367088606
レイトギャップ,スマスロ北斗の拳,full,9,74.0,0.002455417001877179,0.0023829594594594592
レイトギャップ,スマスロ北斗の拳,full,10,80.0,0.0028454126518642647,0.0026898875
レイトギャップ,スマスロ北斗の拳,full,11,109.0,0.0027404574578777314,0.002605954128440367
レイトギャップ,スマスロ北斗の拳,full,12,99.0,0.0024166205053597844,0.002331767676767677
レイトギャップ,スマスロ北斗の拳,full,13,98.0,0.002352867271444929,0.002320989795918367
レイトギャップ,スマスロ北斗の拳,full,14,102.0,0.002633098632590026,0.002540235294117647
レイトギャップ,スマスロ北斗の拳,full,15,92.0,0.002420968387354942,0.0024126739130434782
レイトギャップ,スマスロ北斗の拳,full,16,196.0,0.002653740900062373,0.002545341836734694
レイトギャップ,スマスロ北斗の拳,full,17,100.0,0.0026698822308234547,0.00253509
レイトギャップ,スマスロ北斗の拳,full,18,90.0,0.002438249753528349,0.0023895222222222222
レイトギャップ,スマスロ北斗の拳,full,19,179.0,0.0027738518234773535,0.0026085195530726256
レイトギャップ,スマスロ北斗の拳,full,20,126.0,0.002445537252049695,0.0023805158730158733
レイトギャップ,スマスロ北斗の拳,full,21,103.0,0.0025707748601070013,0.002511621359223301
レイトギャップ,スマスロ北斗の拳,full,22,109.0,0.002564121996630011,0.0024728440366972478
レイトギャップ,スマスロ北斗の拳,full,23,96.0,0.002331188476127586,0.0023189791666666667
レイトギャップ,スマスロ北斗の拳,full,24,108.0,0.002696500286861733,0.0025563611111111112
レイトギャップ,スマスロ北斗の拳,full,25,77.0,0.0024727063551349604,0.0024263896103896105
レイトギャップ,スマスロ北斗の拳,full,26,206.0,0.002831886199690461,0.002690631067961165
レイトギャップ,スマスロ北斗の拳,full,27,127.0,0.002796451821567635,0.0026955275590551183
レイトギャップ,スマスロ北斗の拳,full,28,102.0,0.0023993101983179835,0.002353950980392157
レイトギャップ,スマスロ北斗の拳,full,29,126.0,0.0025436459476269294,0.002489309523809524
レイトギャップ,スマスロ北斗の拳,full,30,145.0,0.002987445279836458,0.002845751724137931
レイトギャップ,スマスロ北斗の拳,full,31,64.0,0.002688172043010753,0.002561390625
レイトギャップ,スマスロ北斗の拳,recent60d,1,3.0,0.0036189737624402222,0.0036453333333333333
レイトギャップ,スマスロ北斗の拳,recent60d,2,,,
レイトギャップ,スマスロ北斗の拳,recent60d,3,3.0,0.001943823500826125,0.0017586666666666664
レイトギャップ,スマスロ北斗の拳,recent60d,4,5.0,0.0025361843543661726,0.0024634
レイトギャップ,スマスロ北斗の拳,recent60d,5,2.0,0.0023589185265831974,0.0023555
