hall,machine_name,period,dd,n,rb_rate_pooled,rb_rate_mean
ヒロキ,スマスロ北斗の拳,full,1,105.0,0.002452218015851539,0.0023828000000000005
ヒロキ,スマスロ北斗の拳,full,2,72.0,0.0028130742325238206,0.0026816944444444444
ヒロキ,スマスロ北斗の拳,full,3,75.0,0.002526061794257922,0.002452426666666667
ヒロキ,スマスロ北斗の拳,full,4,60.0,0.0027074349721549207,0.0026284499999999996
ヒロキ,スマスロ北斗の拳,full,5,72.0,0.0025003639539962147,0.0023903055555555557
ヒロキ,スマスロ北斗の拳,full,6,143.0,0.0026698046791302898,0.002564265734265734
ヒロキ,スマスロ北斗の拳,full,7,103.0,0.0026110031412521924,0.0025116019417475727
ヒロキ,スマスロ北斗の拳,full,8,64.0,0.002871511208339473,0.0027568125
ヒロキ,スマスロ北斗の拳,full,9,54.0,0.0027370785343048916,0.0026397592592592592
ヒロキ,スマスロ北斗の拳,full,10,75.0,0.002539881963348146,0.0024485333333333333
ヒロキ,スマスロ北斗の拳,full,11,137.0,0.0026044026547870623,0.0024943503649635036
ヒロキ,スマスロ北斗の拳,full,12,77.0,0.002563859393241745,0.002435025974025974
ヒロキ,スマスロ北斗の拳,full,13,98.0,0.0025242888600560264,0.002440591836734694
ヒロキ,スマスロ北斗の拳,full,14,74.0,0.002801416025597386,0.002664756756756757
ヒロキ,スマスロ北斗の拳,full,15,75.0,0.002549209548946784,0.0024798399999999996
ヒロキ,スマスロ北斗の拳,full,16,134.0,0.0026920246349304722,0.0025438059701492536
ヒロキ,スマスロ北斗の拳,full,17,70.0,0.002641049904596435,0.0025178285714285713
ヒロキ,スマスロ北斗の拳,full,18,56.0,0.0026270363068680255,0.0024663571428571425
ヒロキ,スマスロ北斗の拳,full,19,51.0,0.002550884838178243,0.0024558235294117646
ヒロキ,スマスロ北斗の拳,full,20,76.0,0.002702977578194677,0.002597263157894737
ヒロキ,スマスロ北斗の拳,full,21,56.0,0.0023925676750936997,0.0023943750000000002
ヒロキ,スマスロ北斗の拳,full,22,93.0,0.002704202436041972,0.002538956989247312
