hall,machine_name,period,dd,n,rb_rate_pooled,rb_rate_mean
ザシティ,スマスロ北斗の拳,full,1,37.0,0.002676032781401572,0.002503837837837838
ザシティ,スマスロ北斗の拳,full,2,37.0,0.002352820827579152,0.0024066216216216216
ザシティ,スマスロ北斗の拳,full,3,38.0,0.002616148696908792,0.002497157894736842
ザシティ,スマスロ北斗の拳,full,4,23.0,0.0027439687024559878,0.002768
ザシティ,スマスロ北斗の拳,full,5,30.0,0.0025213746160869925,0.0025449333333333332
ザシティ,スマスロ北斗の拳,full,6,46.0,0.002856501282031197,0.002692391304347826
ザシティ,スマスロ北斗の拳,full,7,34.0,0.002583702114344464,0.0025401176470588233
ザシティ,スマスロ北斗の拳,full,8,65.0,0.0028381473825353372,0.0026471692307692305
ザシティ,スマスロ北斗の拳,full,9,24.0,0.0029704648079664276,0.00282325
ザシティ,スマスロ北斗の拳,full,10,22.0,0.0024673160728018455,0.0024371363636363635
ザシティ,スマスロ北斗の拳,full,11,25.0,0.0026685926234224088,0.0026652399999999997
ザシティ,スマスロ北斗の拳,full,12,21.0,0.0024467411938409616,0.0024150476190476187
ザシティ,スマスロ北斗の拳,full,13,32.0,0.0028579949301655153,0.00271109375
ザシティ,スマスロ北斗の拳,full,14,30.0,0.0027274459273817523,0.0025569666666666667
ザシティ,スマスロ北斗の拳,full,15,24.0,0.002402454555980086,0.00238125
ザシティ,スマスロ北斗の拳,full,16,24.0,0.002362713157817499,0.002290458333333333
ザシティ,スマスロ北斗の拳,full,17,26.0,0.0023136671624524874,0.0022728846153846154
ザシティ,スマスロ北斗の拳,full,18,58.0,0.002628120893561104,0.002507103448275862
ザシティ,スマスロ北斗の拳,full,19,17.0,0.0022838141523395393,0.0022509411764705884
ザシティ,スマスロ北斗の拳,full,20,23.0,0.0031689943350720735,0.0029636521739130435
ザシティ,スマスロ北斗の拳,full,21,19.0,0.002692712950109548,0.0025175263157894735
ザシティ,スマスロ北斗の拳,full,22,16.0,0.0027962445139904815,0.00258625
ザシティ,スマスロ北斗の拳,full,23,22.0,0.0022458385931949623,0.002204636363636364
ザシティ,スマスロ北斗の拳,full,24,24.0,0.00212961679498973,0.0020990833333333334
ザシティ,スマスロ北斗の拳,full,25,18.0,0.0027449691674237883,0.0026874444444444446
ザシティ,スマスロ北斗の拳,full,26,33.0,0.0027980413710402717,0.002665
