weekday,seg,rank_source,even_n,odd_n,even_avg_diff,odd_avg_diff,delta_diff,cohen_d,u_stat,p_value,bonferroni_p
木,N,rank_from_min,8693,9490,368.77947774071094,304.7945205479452,63.98495719276576,0.019664808517433928,41924554.0,0.05576810858405736,0.11153621716811472
木,A,rank_from_min,3346,3512,458.90615660490135,408.997722095672,49.90843450922938,0.03584128337231204,6003377.5,0.11877793398598098,0.23755586797196196
木,A,rank_from_max,3327,3531,455.5455365193868,412.4327386009629,43.112797918423894,0.03095979707122632,5996330.5,0.13476201495458018,0.26952402990916036
木,N,rank_from_max,8647,9536,323.38383254307854,346.26677852348996,-22.88294598041142,-0.007032431299980532,40893773.5,0.3430661726573818,0.6861323453147636
