feature,mi_score
is_at_series,0.46926929788115923
prior_top1_rate,0.4569372088245469
machine_type_encoded,0.4523635866034714
weekday_prior_top1_rate,0.43983438335243696
roll7_rank_pct,0.21340475313318308
lag1_rank_pct,0.14757034931976754
is_atype,0.12993056786782708
lag7_rank_pct,0.12562358633783877
