weekday,entity,machine_type,mean_diff,rank_pct_mean,n_days,top1_rate
土,スマスロ炎炎ノ消防隊2,AT系,-467.7083333333333,0.6469102963189767,16,0.0
土,スマスロ秘宝伝,AT系,-242.156862745098,0.6191737858617654,17,0.0
土,スマート沖スロ ニューキングハナハナV,A型,113.46153846153847,0.4808959156785244,13,0.0
土,スーパーブラックジャック,AT系,474.6446488294314,0.43545586246268564,46,0.0
土,スーパーリオエース2,AT系,-318.75,0.5211267605633803,2,0.0
土,ソードアート・オンライン,AT系,277.3162525879917,0.45041506264198305,46,0.0
土,ゾンビランドサガ,AT系,353.9855072463768,0.541584767839056,46,0.043478260869565216
土,タクトオーパス デスティニー,AT系,-1000.0,0.823943661971831,2,0.0
土,ダーリン・イン・ザ・フランキス,AT系,-110.20146520146521,0.5596761909620389,26,0.038461538461538464
土,ディスクアップ ULTRAREMIX,BT,409.03939056112966,0.37027321188265894,46,0.0
土,ディスクアップ2,BT,-207.6086956521739,0.5860524173261024,46,0.0
土,デビル メイ クライ5 スタイリッシュトライブ,AT系,100.17361111111109,0.5772942225888377,24,0.041666666666666664
土,ドッチ,AT系,450.0,0.42245696400625976,5,0.0
土,ネオアイムジャグラーEX,A型,83.96409574234652,0.47443474024451177,37,0.0
土,ネオプラネット,AT系,140.0,0.5666198069607161,11,0.0
土,ハイパーラッシュ,BT,548.0392156862746,0.4430219161734521,17,0.0
土,ハイビリターン‐30,BT,-121.42857142857147,0.6580216247808299,4,0.0
土,ハッピージャグラーVIII,A型,313.4782608695652,0.4261661150068833,46,0.0
土,バイオハザード RE:2,AT系,492.3076923076923,0.5005319450277125,13,0.0
土,バイオハザード RE:3,AT系,-100.0,0.5070422535211268,2,0.0
土,バイオハザード5,AT系,440.7828282828283,0.4915733657986225,22,0.0
土,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,AT系,767.7536231884058,0.45258140931151436,46,0.08695652173913043
土,バベル,AT系,-883.3333333333334,0.6229508196721312,2,0.0
土,バンドリ！,AT系,858.695652173913,0.4834678922374515,46,0.13043478260869565
土,バーサスリヴァイズ,BT,41.30434782608695,0.5096109737448457,46,0.0
土,バーニングエクスプレス,AT系,156.25,0.6060314685314685,8,0.0
土,ビッグドリーム THE GOLDEN PUSHER,AT系,-1064.2857142857142,0.5492957746478874,2,0.0
土,ファンキージャグラー2,A型,395.10869565217394,0.41114514550892245,46,0.0
土,プリズムナナ,AT系,34.72222222222225,0.5955863726722576,24,0.041666666666666664
土,マイジャグラーV,A型,209.1914569031274,0.44899921737841736,46,0.0
土,マギアレコード 魔法少女まどか☆マギカ外伝,AT系,525.0822067957617,0.41876253084841863,46,0.0
土,マジカルハロウィン ボーナストリガー,BT,-86.66666666666667,0.5330290730872433,15,0.0
土,マジカルハロウィン8,BT,252.17391304347825,0.47420864328736084,46,0.021739130434782608
土,マタドールIII,BT,-275.0,0.6979006656426011,5,0.0
土,ミスタージャグラー,A型,98.91304347826087,0.4980898773716835,46,0.0
土,ミリオンゴッド‐神々の軌跡‐,AT系,-1113.4222222222222,0.8169405320813772,5,0.0
土,モンキーターンV,AT系,391.67737559791533,0.4146272043448577,46,0.021739130434782608
土,モンスターハンターライズ,AT系,280.6929517117302,0.45727905338202707,46,0.0
土,ヨルムンガンド,AT系,-260.0,0.5291471048513302,7,0.0
土,ラブ嬢3～Wご指名はいかがですか?～,AT系,-138.88888888888889,0.5909256181875476,9,0.0
土,ルパン三世 大航海者の秘宝,AT系,5025.0,0.025423728813559324,2,0.5
土,ヱヴァンゲリヲン ～約束の扉～,BT,-33.76893939393939,0.5354779209142756,44,0.0
土,七つの魔剣が支配する,AT系,338.6128364389234,0.487886420765958,46,0.0
土,不二子BT,BT,-145.83333333333331,0.5546077312896608,22,0.0
土,主役は銭形5,AT系,-293.452380952381,0.5534893952903132,28,0.03571428571428571
土,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,BT,235.32608695652175,0.4744732295021282,46,0.0
土,化物語,AT系,-418.3823529411765,0.6021895074233562,24,0.0
土,北斗の拳 転生の章2,AT系,-84.42307692307693,0.5607398232168593,20,0.0
土,吉宗,AT系,59.50259515570933,0.5711580838124748,34,0.029411764705882353
土,咲‐Saki‐ 頂上決戦,AT系,-823.1481481481482,0.7517420932790336,18,0.0
土,回胴黙示録カイジ 狂宴,AT系,477.77777777777777,0.5062799577326076,9,0.1111111111111111
土,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,AT系,319.0217391304348,0.47567085514791396,46,0.0
土,戦国†恋姫,BT,303.7037037037037,0.4967351154181375,27,0.037037037037037035
土,戦国乙女4 戦乱に閃く炯眼の軍師,AT系,618.0586080586081,0.3948912838379075,46,0.0
土,押忍!番長ZERO,AT系,578.2051282051282,0.43660696833713936,13,0.0
土,押忍！番長4,AT系,1017.948717948718,0.4186434186339919,13,0.0
土,攻殻機動隊,AT系,-300.0,0.5803751403347622,16,0.0
土,新ハナビ,BT,171.7391304347826,0.453667930770553,46,0.0
土,新鬼武者3,AT系,396.8551056786351,0.4320954150694485,33,0.0
土,東京リベンジャーズ,AT系,367.1918524859701,0.44009553860342343,37,0.02702702702702703
土,東京喰種,AT系,-194.37963944856838,0.6092151794841633,46,0.0
土,機動戦士ガンダムユニコーン 覚醒DRIVE,AT系,-344.76190476190476,0.6262128325508607,5,0.0
土,沖ドキ!DUO アンコール,AT系,168.14851814851815,0.4777941603047376,22,0.0
土,沖ドキ!ゴージャス 30Φ,AT系,-205.82706766917295,0.6198058864862023,24,0.0
土,無職転生 ～異世界行ったら本気だす～,AT系,-300.9469696969697,0.5908502043244291,22,0.045454545454545456
土,甲鉄城のカバネリ,AT系,268.75,0.45632904785892986,46,0.0
土,甲鉄城のカバネリ 海門(うなと)決戦,AT系,-8.333333333333329,0.5928690095484339,12,0.0
土,痛いのは嫌なので防御力に極振りしたいと思います。,AT系,446.0869565217391,0.42101667388356523,46,0.0
土,真・一騎当千,AT系,431.8181818181818,0.5408361904265272,22,0.0
土,真打 吉宗,AT系,-11.428571428571429,0.5262407780013414,7,0.0
土,範馬刃牙,AT系,-211.45833333333334,0.5501710950080515,12,0.0
土,絶対衝激IV,AT系,-1158.3333333333333,0.8140520993343573,7,0.0
土,翔べ！ハーレムエース,BT,184.84848484848487,0.5717570085794667,11,0.0
土,荒野のコトブキ飛行隊,AT系,-375.0,0.6158506144393241,7,0.0
土,虚構推理,AT系,-577.1428571428571,0.6109993293091884,7,0.0
土,転生したら剣でした,AT系,-241.11111111111111,0.6448768276725265,9,0.0
土,鉄拳6,AT系,411.2345679012345,0.41580790555071023,18,0.05555555555555555
土,銀河英雄伝説 Die Neue These,AT系,166.66666666666666,0.6422468835512314,12,0.16666666666666666
土,防空少女ラブキューレ2～極限の共鳴～,AT系,-313.6363636363636,0.6641406148755716,22,0.0
土,革命機ヴァルヴレイヴ,AT系,434.7183507549361,0.4812007059750014,41,0.07317073170731707
土,革命機ヴァルヴレイヴ2,AT系,-189.59770114942532,0.5891726521508894,29,0.0
土,麻雀格闘倶楽部 覚醒,AT系,283.3333333333333,0.5403864653864654,12,0.16666666666666666
日,A‐SLOT+ 異世界かるてっと,BT,-338.88888888888886,0.615414710485133,6,0.0
日,L麻雀物語,AT系,666.0714285714286,0.6017539014122519,14,0.21428571428571427
日,SHAKE BONUS TRIGGER,BT,470.8333333333333,0.42180126484325536,30,0.0
日,ToLOVEるダークネス TRANCE ver.8.7,AT系,396.79292929292933,0.475770472880356,44,0.045454545454545456
日,いざ！番長,AT系,95.61688311688312,0.546055683891379,44,0.022727272727272728
日,うみねこのなく頃に2,BT,415.0,0.3871487378376539,15,0.0
日,かぐや様は告らせたい,AT系,-283.1140350877193,0.653579421231952,44,0.0
日,からくりサーカス,AT系,-121.21964438382933,0.5892045374963287,44,0.022727272727272728
日,この素晴らしい世界に祝福を！,AT系,351.32575757575756,0.47653621719763933,44,0.0
日,とある科学の超電磁砲2,AT系,491.85185185185185,0.4599179933163841,27,0.0
日,とある魔術の禁書目録,AT系,1081.8181818181818,0.4038587033841167,11,0.09090909090909091
日,わたしの幸せな結婚,AT系,774.4444444444445,0.4496749162165224,9,0.0
日,アイムジャグラーEX-TP,A型,209.71373126047249,0.47954473813603604,25,0.0
日,アクダマドライブ,AT系,-1441.6666666666667,0.82896452790819,6,0.0
日,アズールレーン THE ANIMATION,AT系,39.25,0.5375433365121682,40,0.025
日,アレックス ブライト,BT,42.234848484848484,0.5157262733729776,44,0.0
日,ウルトラミラクルジャグラー,A型,382.27272727272725,0.449549634494188,44,0.022727272727272728
日,ガールズ&パンツァー 最終章,AT系,-41.28787878787878,0.5764176519943531,44,0.022727272727272728
日,キングハナハナ-30,A型,246.02272727272728,0.4729283910156742,44,0.0
日,クランキークレスト,BT,419.8412698412698,0.4253594359092345,21,0.0
日,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,BT,-38.970588235294116,0.5309240393265098,34,0.0
日,グランベルム,AT系,-279.4117647058824,0.6496040947122852,34,0.0
日,ゴッドイーター リザレクション,AT系,213.23286339329118,0.51181421034308,44,0.022727272727272728
日,ゴブリンスレイヤーII,AT系,750.6493506493508,0.42874396135265697,11,0.0
日,ゴーゴージャグラー3,A型,143.77470355731225,0.49590894900267113,44,0.0
日,シャーマンキング,AT系,91.66666666666669,0.5651915189805535,44,0.045454545454545456
日,ジャグラーガールズ,A型,409.3434343434344,0.43613648587819687,44,0.0
日,スマスロ サンダーV,BT,-4.545454545454546,0.5338581776120049,11,0.0
日,スマスロ ドルアーガの塔,BT,-1150.0,0.8821233411397346,5,0.0
日,スマスロ ハナビ,BT,-12.0,0.501940305277721,15,0.0
日,スマスロ北斗の拳,AT系,434.3407034070509,0.4200751117662734,44,0.0
日,スマスロ炎炎ノ消防隊,AT系,216.66666666666669,0.4937554905991015,38,0.0
日,スマスロ炎炎ノ消防隊2,AT系,-522.7777777777778,0.7069844185888277,15,0.0
日,スマスロ秘宝伝,AT系,296.07843137254895,0.43663821969448563,17,0.0
日,スマート沖スロ ニューキングハナハナV,A型,-117.3076923076923,0.5655214350866525,13,0.0
日,スーパーブラックジャック,AT系,277.4475524475525,0.4741541895694375,44,0.022727272727272728
日,スーパーリオエース2,AT系,75.0,0.6197183098591549,1,0.0
日,ソードアート・オンライン,AT系,196.72619047619045,0.48630846470467265,44,0.0
日,ゾンビランドサガ,AT系,571.4015151515151,0.5183289320567744,44,0.06818181818181818
日,タクトオーパス デスティニー,AT系,-925.0,0.8309859154929577,1,0.0
日,ダーリン・イン・ザ・フランキス,AT系,54.70476190476195,0.614188865654294,25,0.04
日,ディスクアップ ULTRAREMIX,BT,326.5956770502225,0.42675904533061537,44,0.0
日,ディスクアップ2,BT,282.3863636363636,0.48063658012759186,44,0.022727272727272728
日,デビル メイ クライ5 スタイリッシュトライブ,AT系,528.2246376811595,0.4401585839099809,23,0.043478260869565216
日,ドッチ,AT系,-162.5,0.5969776995305164,4,0.0
日,ネオアイムジャグラーEX,A型,145.2663957007168,0.46197947046205495,35,0.0
日,ネオプラネット,AT系,-654.5454545454545,0.7224714994601359,11,0.0
日,ハイパーラッシュ,BT,334.375,0.5293123143589308,16,0.0
日,ハイビリターン‐30,BT,-407.14285714285717,0.8376680303915839,4,0.0
日,ハッピージャグラーVIII,A型,183.86363636363637,0.497195040994443,44,0.0
日,バイオハザード RE:2,AT系,326.9230769230769,0.48097814257954524,13,0.07692307692307693
日,バイオハザード RE:3,AT系,-1325.0,0.9154929577464789,1,0.0
日,バイオハザード5,AT系,170.2380952380952,0.5632048830201423,21,0.0
日,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,AT系,288.25757575757575,0.5138342381803833,44,0.045454545454545456
日,バベル,AT系,66.66666666666667,0.4426229508196721,1,0.0
日,バンドリ！,AT系,402.27272727272725,0.4785462761202227,44,0.022727272727272728
日,バーサスリヴァイズ,BT,482.3863636363636,0.3868520903244525,44,0.0
日,バーニングエクスプレス,AT系,1137.5,0.5552752802752803,8,0.125
日,ビッグドリーム THE GOLDEN PUSHER,AT系,2371.4285714285716,0.08450704225352113,1,0.0
日,ファンキージャグラー2,A型,370.45454545454544,0.44526244536240506,44,0.022727272727272728
日,プリズムナナ,AT系,-186.9565217391304,0.5768906463546896,23,0.0
日,マイジャグラーV,A型,381.29984051036683,0.4450354659895155,44,0.0
日,マギアレコード 魔法少女まどか☆マギカ外伝,AT系,35.741341991342004,0.5287789180969619,44,0.0
日,マジカルハロウィン ボーナストリガー,BT,97.6190476190476,0.45808666404262555,14,0.0
日,マジカルハロウィン8,BT,561.3636363636364,0.4131457702346637,44,0.022727272727272728
日,マタドールIII,BT,45.0,0.5210445468509984,5,0.0
日,ミスタージャグラー,A型,228.4090909090909,0.45655259578596324,44,0.0
日,ミリオンゴッド‐神々の軌跡‐,AT系,-518.0694444444445,0.6498435054773083,4,0.0
日,モンキーターンV,AT系,373.04448425138077,0.454335418248151,44,0.0
日,モンスターハンターライズ,AT系,136.61783211815182,0.5201138519500431,44,0.0
日,ヨルムンガンド,AT系,-1200.0,0.8575247782994261,6,0.0
日,ラブ嬢3～Wご指名はいかがですか?～,AT系,1088.888888888889,0.43592635918698147,9,0.1111111111111111
日,ルパン三世 大航海者の秘宝,AT系,3750.0,0.07627118644067797,2,0.5
日,ヱヴァンゲリヲン ～約束の扉～,BT,68.83720930232558,0.5259464832963844,43,0.0
日,七つの魔剣が支配する,AT系,925.9740259740261,0.36423703546716857,44,0.045454545454545456
日,不二子BT,BT,538.8888888888889,0.4161198619710561,21,0.0
日,主役は銭形5,AT系,-507.4074074074074,0.6201537668812336,27,0.0
日,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,BT,386.3636363636364,0.4325549662389123,44,0.0
日,化物語,AT系,-134.99573742540497,0.5128634462708852,23,0.0
日,北斗の拳 転生の章2,AT系,183.80566801619435,0.5957516066977181,19,0.05263157894736842
日,吉宗,AT系,619.5766488413548,0.4769606186507149,33,0.0
日,咲‐Saki‐ 頂上決戦,AT系,-33.33333333333335,0.5677521857059411,17,0.0
日,回胴黙示録カイジ 狂宴,AT系,1255.5555555555557,0.36482027297308556,9,0.1111111111111111
日,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,AT系,334.14772727272725,0.4673928171604071,44,0.0
日,戦国†恋姫,BT,388.46153846153845,0.46456259904697184,26,0.038461538461538464
日,戦国乙女4 戦乱に閃く炯眼の軍師,AT系,412.3379745254746,0.4603212213513866,44,0.0
日,押忍!番長ZERO,AT系,1166.6666666666667,0.271765507545376,13,0.0
日,押忍！番長4,AT系,850.0,0.44473200967233883,13,0.0
日,攻殻機動隊,AT系,1091.111111111111,0.40384942505273186,15,0.13333333333333333
日,新ハナビ,BT,338.0681818181818,0.4176266262985695,44,0.0
日,新鬼武者3,AT系,49.04445649227434,0.5171952475082806,31,0.0
日,東京リベンジャーズ,AT系,48.86267327443798,0.5607883916173844,35,0.0
日,東京喰種,AT系,-158.92461197339244,0.6252682106862211,44,0.0
日,機動戦士ガンダムユニコーン 覚醒DRIVE,AT系,-657.1428571428571,0.8000293427230046,4,0.0
日,沖ドキ!DUO アンコール,AT系,397.65102622245485,0.48256474592971843,21,0.0
日,沖ドキ!ゴージャス 30Φ,AT系,-277.2801569140242,0.6371707625202787,23,0.0
日,無職転生 ～異世界行ったら本気だす～,AT系,107.93650793650792,0.5433020048604862,21,0.0
日,甲鉄城のカバネリ,AT系,330.6818181818182,0.4514969801226043,44,0.0
日,甲鉄城のカバネリ 海門(うなと)決戦,AT系,-498.39572192513367,0.6729821175626441,11,0.0
日,痛いのは嫌なので防御力に極振りしたいと思います。,AT系,282.72727272727275,0.4728493233701826,44,0.0
日,真・一騎当千,AT系,469.04761904761904,0.5366992632699725,21,0.047619047619047616
日,真打 吉宗,AT系,-325.55555555555554,0.6463223787167449,6,0.0
日,範馬刃牙,AT系,271.875,0.47363123993558776,12,0.0
日,絶対衝激IV,AT系,-469.0476190476191,0.5853837502743033,7,0.0
日,翔べ！ハーレムエース,BT,1039.3939393939393,0.34282227642081337,11,0.0
日,荒野のコトブキ飛行隊,AT系,250.0,0.5226142473118279,7,0.0
日,虚構推理,AT系,273.3333333333333,0.45213875847678664,6,0.0
日,転生したら剣でした,AT系,-288.8888888888889,0.6481197018831427,9,0.0
日,鉄拳6,AT系,245.13227513227514,0.48173307030982065,18,0.0
日,銀河英雄伝説 Die Neue These,AT系,687.5,0.45011896316244143,12,0.08333333333333333
日,防空少女ラブキューレ2～極限の共鳴～,AT系,1542.857142857143,0.4163185357324964,21,0.14285714285714285
日,革命機ヴァルヴレイヴ,AT系,56.37973137973139,0.5744570632257995,39,0.02564102564102564
日,革命機ヴァルヴレイヴ2,AT系,44.82142857142858,0.5309572349876367,28,0.0
日,麻雀格闘倶楽部 覚醒,AT系,508.3333333333333,0.4985708735708736,12,0.08333333333333333
月,A‐SLOT+ 異世界かるてっと,BT,-242.8571428571429,0.5691649899396378,7,0.0
月,L麻雀物語,AT系,-45.0,0.6015853047260548,15,0.0
月,SHAKE BONUS TRIGGER,BT,-91.12903225806451,0.5490640352910101,31,0.0
月,ToLOVEるダークネス TRANCE ver.8.7,AT系,1000.1449275362319,0.4016995913941421,46,0.10869565217391304
月,いざ！番長,AT系,246.40269151138716,0.4953703411299129,46,0.021739130434782608
月,うみねこのなく頃に2,BT,-35.04464285714286,0.49812408569776145,16,0.0
月,かぐや様は告らせたい,AT系,190.04958047292143,0.5355597018526668,46,0.021739130434782608
月,からくりサーカス,AT系,316.281031562141,0.5031977318573111,46,0.0
月,この素晴らしい世界に祝福を！,AT系,31.340579710144933,0.5274582217895194,46,0.0
月,とある科学の超電磁砲2,AT系,-492.8205128205128,0.6465301736746341,26,0.0
月,とある魔術の禁書目録,AT系,-241.66666666666666,0.710750918554807,12,0.08333333333333333
月,わたしの幸せな結婚,AT系,370.0,0.49740251185673906,9,0.0
月,アイムジャグラーEX-TP,A型,206.81913523103728,0.4823865328940385,26,0.0
月,アクダマドライブ,AT系,671.4285714285714,0.44855242566510173,7,0.0
月,アズールレーン THE ANIMATION,AT系,-63.92857142857143,0.5574084780029316,42,0.023809523809523808
月,アレックス ブライト,BT,196.7391304347826,0.45837553371035494,46,0.0
月,ウルトラミラクルジャグラー,A型,315.6521739130435,0.4538364822683146,46,0.0
月,ガールズ&パンツァー 最終章,AT系,670.1086956521739,0.4332092601112522,46,0.0
月,キングハナハナ-30,A型,262.5,0.4211521350641451,46,0.0
月,クランキークレスト,BT,216.66666666666669,0.5109628664740105,23,0.0
月,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,BT,48.57142857142857,0.5002640829736994,35,0.0
月,グランベルム,AT系,666.6666666666666,0.39216779137890145,36,0.027777777777777776
月,ゴッドイーター リザレクション,AT系,204.47105324343175,0.49422929222536505,46,0.0
月,ゴブリンスレイヤーII,AT系,-231.60173160173161,0.5668093983311375,11,0.0
月,ゴーゴージャグラー3,A型,238.1852551984877,0.43596403102600456,46,0.0
月,シャーマンキング,AT系,-344.5652173913044,0.6222882278402825,46,0.043478260869565216
月,ジャグラーガールズ,A型,112.31884057971016,0.49765433066944764,46,0.0
月,スマスロ サンダーV,BT,-125.0,0.5390711823274591,12,0.0
月,スマスロ ドルアーガの塔,BT,-541.6666666666666,0.6084222395697806,6,0.0
月,スマスロ ハナビ,BT,-65.0,0.486533710110907,16,0.0
月,スマスロ北斗の拳,AT系,606.5070215043451,0.32130746961965323,46,0.0
月,スマスロ炎炎ノ消防隊,AT系,475.64102564102564,0.5099745142251835,39,0.05128205128205128
月,スマスロ炎炎ノ消防隊2,AT系,-313.0208333333333,0.5925008079880247,16,0.0
月,スマスロ秘宝伝,AT系,-339.21568627450984,0.6000102341534567,17,0.0
月,スマート沖スロ ニューキングハナハナV,A型,103.84615384615384,0.42616803486368704,13,0.0
月,スーパーブラックジャック,AT系,287.9076086956522,0.5214084063406853,46,0.043478260869565216
月,スーパーリオエース2,AT系,-943.75,0.767605633802817,2,0.0
月,ソードアート・オンライン,AT系,490.81262939958594,0.3986722492056572,46,0.021739130434782608
月,ゾンビランドサガ,AT系,-194.74637681159422,0.6137601047389226,46,0.0
月,タクトオーパス デスティニー,AT系,-362.5,0.5845070422535211,2,0.0
月,ダーリン・イン・ザ・フランキス,AT系,122.49084249084247,0.5902805040856489,26,0.038461538461538464
月,ディスクアップ ULTRAREMIX,BT,182.47677443329616,0.4766408734223303,46,0.0
月,ディスクアップ2,BT,261.4130434782609,0.47751354988899175,46,0.0
月,デビル メイ クライ5 スタイリッシュトライブ,AT系,457.3958333333333,0.5309336959069374,24,0.041666666666666664
月,ドッチ,AT系,-1140.0,0.8338419405320814,5,0.0
月,ネオアイムジャグラーEX,A型,91.59984725967698,0.4536171105677069,37,0.0
月,ネオプラネット,AT系,-236.36363636363637,0.5893394484303575,11,0.0
月,ハイパーラッシュ,BT,270.3703703703704,0.5272097750577642,18,0.0
月,ハイビリターン‐30,BT,714.2857142857142,0.5354324956165984,4,0.0
月,ハッピージャグラーVIII,A型,351.5217391304348,0.4597452239076488,46,0.0
月,バイオハザード RE:2,AT系,485.7142857142857,0.4596567170196196,14,0.0
月,バイオハザード RE:3,AT系,-509.375,0.7887323943661971,2,0.0
月,バイオハザード5,AT系,1182.1256038647343,0.37820715800269017,23,0.0
月,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,AT系,588.0434782608696,0.44662395268071403,46,0.043478260869565216
月,バベル,AT系,-400.0,0.7704918032786885,1,0.0
月,バンドリ！,AT系,505.4347826086956,0.5080836153934566,46,0.06521739130434782
月,バーサスリヴァイズ,BT,235.14492753623188,0.471226157003804,46,0.0
月,バーニングエクスプレス,AT系,485.7142857142857,0.5814360242931672,7,0.0
月,ビッグドリーム THE GOLDEN PUSHER,AT系,-1150.0,0.5492957746478874,2,0.0
月,ファンキージャグラー2,A型,156.25,0.4624276485380206,46,0.0
月,プリズムナナ,AT系,-482.60869565217394,0.6610151151805616,23,0.043478260869565216
月,マイジャグラーV,A型,231.38825324180016,0.4515539187680161,46,0.021739130434782608
月,マギアレコード 魔法少女まどか☆マギカ外伝,AT系,199.616368286445,0.4601783492030571,46,0.0
月,マジカルハロウィン ボーナストリガー,BT,-262.22222222222223,0.576469182014198,15,0.0
月,マジカルハロウィン8,BT,582.6086956521739,0.4234632096851581,46,0.0
月,マタドールIII,BT,280.0,0.4881720430107527,5,0.0
月,ミスタージャグラー,A型,290.2173913043478,0.4454873655257134,46,0.0
月,ミリオンゴッド‐神々の軌跡‐,AT系,-1282.1888888888889,0.9269561815336462,5,0.0
月,モンキーターンV,AT系,423.8434354251446,0.36835647047642334,46,0.0
月,モンスターハンターライズ,AT系,347.3748724078842,0.5057756512936632,46,0.06521739130434782
月,ヨルムンガンド,AT系,-280.0,0.5987871674491393,7,0.0
月,ラブ嬢3～Wご指名はいかがですか?～,AT系,27.77777777777778,0.6599343617813607,9,0.0
月,ルパン三世 大航海者の秘宝,AT系,-1116.6666666666667,0.8813559322033898,3,0.0
月,ヱヴァンゲリヲン ～約束の扉～,BT,134.9431818181818,0.48464214448843834,44,0.0
月,七つの魔剣が支配する,AT系,-98.8095238095238,0.5671605223166579,46,0.0
月,不二子BT,BT,-172.34848484848487,0.5446703117964878,22,0.0
月,主役は銭形5,AT系,-191.97530864197532,0.6130435935962113,27,0.0
月,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,BT,248.91304347826087,0.46774177132926337,46,0.0
月,化物語,AT系,-278.1329923273657,0.5854206396033921,23,0.0
月,北斗の拳 転生の章2,AT系,-50.76923076923075,0.5348692837746726,20,0.0
月,吉宗,AT系,280.6401384083045,0.512475191126496,34,0.029411764705882353
月,咲‐Saki‐ 頂上決戦,AT系,-95.61403508771929,0.6217011369314349,19,0.0
月,回胴黙示録カイジ 狂宴,AT系,1294.4444444444443,0.41118517447835023,9,0.0
月,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,AT系,164.34782608695653,0.4803571106229416,46,0.0
月,戦国†恋姫,BT,-203.7037037037037,0.6069183752173903,27,0.0
月,戦国乙女4 戦乱に閃く炯眼の軍師,AT系,270.090778786431,0.5208883114732046,46,0.021739130434782608
月,押忍!番長ZERO,AT系,411.90476190476187,0.5378133229498884,14,0.0
月,押忍！番長4,AT系,1527.9761904761904,0.4068587082401193,14,0.2857142857142857
月,攻殻機動隊,AT系,-329.1666666666667,0.49929619990474244,16,0.0
月,新ハナビ,BT,331.5217391304348,0.3914401234817831,46,0.0
月,新鬼武者3,AT系,327.6260504201681,0.41893454786270895,32,0.0
月,東京リベンジャーズ,AT系,-16.613842349136462,0.5282071664523709,37,0.0
月,東京喰種,AT系,46.60657476139978,0.5134216778470001,46,0.0
月,機動戦士ガンダムユニコーン 覚醒DRIVE,AT系,205.7142857142857,0.3972613458528952,5,0.0
月,沖ドキ!DUO アンコール,AT系,-197.1250971250971,0.5649309833807133,22,0.0
