machine_type,high_anomaly_days,normal_days,rank_pct_high_anomaly_mean,rank_pct_normal_mean,change_pct,enough_high_sample_ge5
AT系,12,299,0.5165872355864773,0.5129695303464936,-0.007052475880078273,1
A型,12,299,0.47000788375085656,0.45980429133384343,-0.022191163956764282,1
BT,12,299,0.46823741075900055,0.4861436062905791,0.036833140043141144,1
