feature,mi_score
entity_encoded,0.009073340619996095
is_at_series,0.007215430240003817
prior_top1_rate,0.005649485781008323
machine_type_encoded,0.00436780580688545
is_bt,0.0028970764823875728
lag1_rank_pct,0.0015708878627889167
weekday_prior_top1_rate,0.0014342575591262952
lag7_rank_pct,0.0005954895464617138
roll7_rank_pct,0.00044101955432251927
is_atype,0.00037557456071768414
