test_type,group_a,group_b,n_entities,statistic,p_value,cliffs_delta,is_significant_5pct
mannwhitney_pair,L麻雀物語,北斗の拳 転生の章2,94,7144.0,0.8775919415575225,-0.011621472053126691,0
mannwhitney_pair,L麻雀物語,吉宗,94,12214.0,0.8960493855748739,-0.00892567348263551,0
mannwhitney_pair,L麻雀物語,咲‐Saki‐ 頂上決戦,94,5446.0,0.0277142520937949,-0.16880341880341876,1
mannwhitney_pair,L麻雀物語,回胴黙示録カイジ 狂宴,94,3654.0,0.21247508971616336,0.11538461538461542,0
mannwhitney_pair,L麻雀物語,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,94,17392.5,0.48851222546149464,0.04522235576923084,0
mannwhitney_pair,L麻雀物語,戦国†恋姫,94,9841.5,0.9250463135940057,0.006700081833060478,0
mannwhitney_pair,L麻雀物語,戦国乙女4 戦乱に閃く炯眼の軍師,94,17629.5,0.3622979777023413,0.05946514423076921,0
mannwhitney_pair,L麻雀物語,押忍!番長ZERO,94,5095.0,0.43330387389449443,0.06500836120401332,0
mannwhitney_pair,L麻雀物語,押忍！番長4,94,5243.5,0.24666912308364708,0.09604933110367897,0
mannwhitney_pair,L麻雀物語,攻殻機動隊,94,5296.5,0.2972261862820731,-0.0823804573804574,0
mannwhitney_pair,L麻雀物語,新ハナビ,94,17815.0,0.27931940246645426,0.07061298076923084,0
mannwhitney_pair,L麻雀物語,新鬼武者3,94,11845.5,0.9901638497922569,-0.0008856275303643635,0
mannwhitney_pair,L麻雀物語,東京リベンジャーズ,94,13448.5,0.9254666229518675,0.006322957198443557,0
mannwhitney_pair,L麻雀物語,東京喰種,94,15603.0,0.3397114548918245,-0.0623197115384615,0
mannwhitney_pair,L麻雀物語,沖ドキ!DUO アンコール,94,7625.0,0.5720224555644001,-0.041603821015585685,0
mannwhitney_pair,L麻雀物語,沖ドキ!ゴージャス 30Φ,94,7590.5,0.08149038452833164,-0.12592123445416858,0
mannwhitney_pair,L麻雀物語,無職転生 ～異世界行ったら本気だす～,94,7365.5,0.3130311887918428,-0.07422071392659624,0
mannwhitney_pair,L麻雀物語,甲鉄城のカバネリ,94,18495.0,0.08759820090858235,0.11147836538461542,0
mannwhitney_pair,L麻雀物語,甲鉄城のカバネリ 海門(うなと)決戦,94,3746.0,0.1214388602866245,-0.13206672845227063,0
mannwhitney_pair,L麻雀物語,痛いのは嫌なので防御力に極振りしたいと思います。,94,18067.0,0.1888533716241565,0.0857572115384615,0
mannwhitney_pair,L麻雀物語,真・一騎当千,94,7241.5,0.1925724664912568,-0.09571678321678323,0
mannwhitney_pair,L麻雀物語,範馬刃牙,94,4144.0,0.5467791194991269,-0.05128205128205132,0
mannwhitney_pair,L麻雀物語,翔べ！ハーレムエース,94,4167.0,0.6409720969856237,0.040709290709290746,0
mannwhitney_pair,L麻雀物語,転生したら剣でした,94,3006.5,0.2943395284096161,-0.09660456730769229,0
mannwhitney_pair,L麻雀物語,鉄拳6,94,6452.5,0.8437265792427077,-0.015186202686202632,0
mannwhitney_pair,L麻雀物語,銀河英雄伝説 Die Neue These,94,3825.5,0.18258471187023895,-0.11364689527340133,0
mannwhitney_pair,L麻雀物語,防空少女ラブキューレ2～極限の共鳴～,94,8427.5,0.47591435356257394,0.05238511488511488,0
mannwhitney_pair,L麻雀物語,革命機ヴァルヴレイヴ,94,14630.0,0.8882399447392163,-0.009344528710725886,0
mannwhitney_pair,L麻雀物語,革命機ヴァルヴレイヴ2,94,10159.5,0.74133059245085,-0.02312499999999995,0
mannwhitney_pair,L麻雀物語,麻雀格闘倶楽部 覚醒,94,4234.0,0.8245518763939397,-0.01899907321594063,0
mannwhitney_pair,SHAKE BONUS TRIGGER,ToLOVEるダークネス TRANCE ver.8.7,94,38668.0,0.01951544238849244,0.11886574074074074,1
mannwhitney_pair,SHAKE BONUS TRIGGER,いざ！番長,94,35632.5,0.5421685875031514,0.03103298611111116,0
mannwhitney_pair,SHAKE BONUS TRIGGER,うみねこのなく頃に2,94,13959.5,0.014900453937262853,0.1644561227894561,1
mannwhitney_pair,SHAKE BONUS TRIGGER,かぐや様は告らせたい,94,34013.0,0.7559988742793512,-0.015827546296296346,0
mannwhitney_pair,SHAKE BONUS TRIGGER,からくりサーカス,94,35402.0,0.632311231724724,0.024363425925925997,0
mannwhitney_pair,SHAKE BONUS TRIGGER,この素晴らしい世界に祝福を！,94,38603.0,0.021529813647939808,0.11698495370370376,1
mannwhitney_pair,SHAKE BONUS TRIGGER,とある科学の超電磁砲2,94,19096.5,0.3459638725434536,-0.05444147355912066,0
mannwhitney_pair,SHAKE BONUS TRIGGER,とある魔術の禁書目録,94,8038.0,0.16683149348039628,-0.10330209727800088,0
mannwhitney_pair,SHAKE BONUS TRIGGER,わたしの幸せな結婚,94,7634.5,0.14075476540399542,0.12206055261610826,0
mannwhitney_pair,SHAKE BONUS TRIGGER,アイムジャグラーEX-TP,94,24039.5,8.014325344334885e-05,0.22976775117659098,1
mannwhitney_pair,SHAKE BONUS TRIGGER,アズールレーン THE ANIMATION,94,27530.5,0.014339826142567319,-0.12701357179096906,1
mannwhitney_pair,SHAKE BONUS TRIGGER,アレックス ブライト,94,37193.5,0.13436230234659302,0.07620081018518521,0
mannwhitney_pair,SHAKE BONUS TRIGGER,ウルトラミラクルジャグラー,94,39252.5,0.007633445146059227,0.1357783564814814,1
mannwhitney_pair,SHAKE BONUS TRIGGER,ガールズ&パンツァー 最終章,94,37176.5,0.13689452376532063,0.07570891203703711,0
mannwhitney_pair,SHAKE BONUS TRIGGER,キングハナハナ-30,94,43319.5,6.345442487329939e-07,0.2534577546296297,1
mannwhitney_pair,SHAKE BONUS TRIGGER,クランキークレスト,94,18196.0,0.12313038256917595,0.09403559403559414,0
mannwhitney_pair,SHAKE BONUS TRIGGER,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,94,26071.5,0.8439997272994303,-0.010644353369763215,0
mannwhitney_pair,SHAKE BONUS TRIGGER,グランベルム,94,27705.5,0.38307906632875743,0.047071050642479184,0
mannwhitney_pair,SHAKE BONUS TRIGGER,ゴッドイーター リザレクション,94,36788.5,0.20521401466418066,0.06448206018518521,0
mannwhitney_pair,SHAKE BONUS TRIGGER,ゴブリンスレイヤーII,94,7253.0,0.09601012420974642,-0.12782587782587784,0
mannwhitney_pair,SHAKE BONUS TRIGGER,ゴーゴージャグラー3,94,40774.5,0.0004104349100850625,0.17981770833333344,1
mannwhitney_pair,SHAKE BONUS TRIGGER,シャーマンキング,94,31958.0,0.13899817397367503,-0.07528935185185182,0
mannwhitney_pair,SHAKE BONUS TRIGGER,ジャグラーガールズ,94,41223.0,0.00015168758104408016,0.19279513888888888,1
mannwhitney_pair,SHAKE BONUS TRIGGER,スマスロ サンダーV,94,10437.5,0.027787864505710944,0.16437974118697007,1
mannwhitney_pair,SHAKE BONUS TRIGGER,スマスロ ハナビ,94,13566.5,0.051257878913974854,0.1316733400066734,0
mannwhitney_pair,SHAKE BONUS TRIGGER,スマスロ北斗の拳,94,46189.0,3.792686922232937e-11,0.3364872685185185,1
mannwhitney_pair,SHAKE BONUS TRIGGER,スマスロ炎炎ノ消防隊,94,29169.0,0.8938279261084454,-0.007046568627451011,0
mannwhitney_pair,SHAKE BONUS TRIGGER,スマスロ炎炎ノ消防隊2,94,10365.5,0.04510535970386191,-0.13534367701034367,1
mannwhitney_pair,SHAKE BONUS TRIGGER,スマスロ秘宝伝,94,11765.5,0.20049293621516306,-0.08453937130407718,0
mannwhitney_pair,SHAKE BONUS TRIGGER,スマート沖スロ ニューキングハナハナV,94,10802.5,0.17027292161375096,0.0991554741554741,0
mannwhitney_pair,SHAKE BONUS TRIGGER,スーパーブラックジャック,94,38022.5,0.049012103795113365,0.10018807870370372,1
mannwhitney_pair,SHAKE BONUS TRIGGER,ソードアート・オンライン,94,42634.5,4.414182475552837e-06,0.23363715277777786,1
mannwhitney_pair,SHAKE BONUS TRIGGER,ゾンビランドサガ,94,33578.0,0.5767865537250085,-0.028414351851851816,0
mannwhitney_pair,SHAKE BONUS TRIGGER,ダーリン・イン・ザ・フランキス,94,16476.5,0.006998056628449558,-0.1571260487006343,1
mannwhitney_pair,SHAKE BONUS TRIGGER,ディスクアップ ULTRAREMIX,94,43411.0,4.843833415474383e-07,0.25610532407407405,1
mannwhitney_pair,SHAKE BONUS TRIGGER,ディスクアップ2,94,37346.5,0.1131677077916776,0.08062789351851851,0
mannwhitney_pair,SHAKE BONUS TRIGGER,デビル メイ クライ5 スタイリッシュトライブ,94,18924.5,0.40850376266349364,0.049262585939232606,0
mannwhitney_pair,SHAKE BONUS TRIGGER,ネオアイムジャグラーEX,94,32484.0,0.0014098258640086706,0.17034154777345445,1
mannwhitney_pair,SHAKE BONUS TRIGGER,ネオプラネット,94,7760.5,0.3846005564582389,-0.06679894179894175,0
mannwhitney_pair,SHAKE BONUS TRIGGER,ハイパーラッシュ,94,14648.5,0.047872563697080414,0.13028549382716048,1
mannwhitney_pair,SHAKE BONUS TRIGGER,ハッピージャグラーVIII,94,42064.5,1.9832848668500522e-05,0.21714409722222228,1
mannwhitney_pair,SHAKE BONUS TRIGGER,バイオハザード RE:2,94,10699.5,0.2861311312225986,0.07684178743961345,0
mannwhitney_pair,SHAKE BONUS TRIGGER,バイオハザード5,94,18744.0,0.0373288806230832,0.12698412698412698,1
mannwhitney_pair,SHAKE BONUS TRIGGER,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,94,35877.0,0.4541122490536802,0.038107638888888795,0
mannwhitney_pair,SHAKE BONUS TRIGGER,バンドリ！,94,33585.5,0.5796545972096094,-0.028197337962962976,0
mannwhitney_pair,SHAKE BONUS TRIGGER,バーサスリヴァイズ,94,40952.0,0.0002788476294249766,0.18495370370370368,1
mannwhitney_pair,SHAKE BONUS TRIGGER,ファンキージャグラー2,94,42446.0,7.336173648073122e-06,0.22818287037037033,1
mannwhitney_pair,SHAKE BONUS TRIGGER,プリズムナナ,94,15479.5,0.02211298203611933,-0.13657407407407407,1
mannwhitney_pair,SHAKE BONUS TRIGGER,マイジャグラーV,94,41817.5,3.685794222995202e-05,0.2099971064814814,1
mannwhitney_pair,SHAKE BONUS TRIGGER,マギアレコード 魔法少女まどか☆マギカ外伝,94,41325.0,0.0001199194369501329,0.19574652777777768,1
mannwhitney_pair,SHAKE BONUS TRIGGER,マジカルハロウィン ボーナストリガー,94,10853.0,0.6253542655226163,-0.03374287749287752,0
mannwhitney_pair,SHAKE BONUS TRIGGER,マジカルハロウィン8,94,39768.5,0.003063852860779882,0.15070891203703707,1
mannwhitney_pair,SHAKE BONUS TRIGGER,ミスタージャグラー,94,40965.5,0.0002706549864039248,0.18534432870370376,1
mannwhitney_pair,SHAKE BONUS TRIGGER,モンキーターンV,94,44356.5,2.5469978504838683e-08,0.28346354166666665,1
mannwhitney_pair,SHAKE BONUS TRIGGER,モンスターハンターライズ,94,39023.5,0.011159747670405729,0.12915219907407405,1
mannwhitney_pair,SHAKE BONUS TRIGGER,ラブ嬢3～Wご指名はいかがですか?～,94,6972.0,0.7662690863287499,0.024691358024691468,0
mannwhitney_pair,SHAKE BONUS TRIGGER,ヱヴァンゲリヲン ～約束の扉～,94,36213.0,0.07246079868932553,0.09220050669562063,0
mannwhitney_pair,SHAKE BONUS TRIGGER,七つの魔剣が支配する,94,37981.0,0.0517883513126636,0.09898726851851847,0
mannwhitney_pair,SHAKE BONUS TRIGGER,不二子BT,94,17873.5,0.1814189919893191,0.08166908738804168,0
mannwhitney_pair,SHAKE BONUS TRIGGER,主役は銭形5,94,19637.5,0.272706109488553,-0.06273864070255819,0
mannwhitney_pair,SHAKE BONUS TRIGGER,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,94,41476.5,8.409324333431031e-05,0.2001302083333334,1
mannwhitney_pair,SHAKE BONUS TRIGGER,化物語,94,16930.5,0.3513375766650708,-0.055639223560910334,0
mannwhitney_pair,SHAKE BONUS TRIGGER,北斗の拳 転生の章2,94,15465.5,0.6312300548981036,0.030209166000532806,0
mannwhitney_pair,SHAKE BONUS TRIGGER,吉宗,94,26342.5,0.5919242966490701,0.029164713236443207,0
mannwhitney_pair,SHAKE BONUS TRIGGER,咲‐Saki‐ 頂上決戦,94,10507.5,0.0004400999378737062,-0.22784391534391535,1
mannwhitney_pair,SHAKE BONUS TRIGGER,回胴黙示録カイジ 狂宴,94,8534.5,0.002139157132795401,0.25433568489124037,1
mannwhitney_pair,SHAKE BONUS TRIGGER,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,94,39063.0,0.010463825190958021,0.13029513888888888,1
mannwhitney_pair,SHAKE BONUS TRIGGER,戦国†恋姫,94,21343.5,0.37479743246271513,0.051196808510638236,0
mannwhitney_pair,SHAKE BONUS TRIGGER,戦国乙女4 戦乱に閃く炯眼の軍師,94,39529.5,0.004722644922645806,0.14379340277777786,1
mannwhitney_pair,SHAKE BONUS TRIGGER,押忍!番長ZERO,94,11672.0,0.015259035943709623,0.174718196457327,1
mannwhitney_pair,SHAKE BONUS TRIGGER,押忍！番長4,94,11396.5,0.041246786487671445,0.1469907407407407,1
mannwhitney_pair,SHAKE BONUS TRIGGER,攻殻機動隊,94,11405.0,0.47178371208718906,-0.04863196529863201,0
mannwhitney_pair,SHAKE BONUS TRIGGER,新ハナビ,94,42651.5,4.213904326605711e-06,0.23412905092592595,1
mannwhitney_pair,SHAKE BONUS TRIGGER,新鬼武者3,94,25738.0,0.40995649965698566,0.045240415854451044,0
mannwhitney_pair,SHAKE BONUS TRIGGER,東京リベンジャーズ,94,29575.0,0.21941766450282918,0.06553537973771428,0
mannwhitney_pair,SHAKE BONUS TRIGGER,東京喰種,94,32715.5,0.29440888206180404,-0.053370949074074026,0
mannwhitney_pair,SHAKE BONUS TRIGGER,沖ドキ!DUO アンコール,94,16279.0,0.8086126411072085,-0.014826918421689705,0
mannwhitney_pair,SHAKE BONUS TRIGGER,沖ドキ!ゴージャス 30Φ,94,14875.0,0.003263962531369465,-0.1752605899312486,1
mannwhitney_pair,SHAKE BONUS TRIGGER,無職転生 ～異世界行ったら本気だす～,94,15770.0,0.4553828506453097,-0.04563059791817958,0
mannwhitney_pair,SHAKE BONUS TRIGGER,甲鉄城のカバネリ,94,43090.0,1.2354989917853246e-06,0.24681712962962954,1
mannwhitney_pair,SHAKE BONUS TRIGGER,甲鉄城のカバネリ 海門(うなと)決戦,94,7521.5,0.031242821238433388,-0.16092146363230697,1
mannwhitney_pair,SHAKE BONUS TRIGGER,痛いのは嫌なので防御力に極振りしたいと思います。,94,41236.0,0.00014724096702540477,0.19317129629629637,1
mannwhitney_pair,SHAKE BONUS TRIGGER,真・一騎当千,94,15025.0,0.11315411417534249,-0.09662097162097161,0
mannwhitney_pair,SHAKE BONUS TRIGGER,範馬刃牙,94,9035.0,0.9568508393577614,-0.004078483245149922,0
mannwhitney_pair,SHAKE BONUS TRIGGER,翔べ！ハーレムエース,94,9380.5,0.09554772956706432,0.1280062530062529,0
mannwhitney_pair,SHAKE BONUS TRIGGER,転生したら剣でした,94,5998.5,0.10855495018482055,-0.13216145833333337,0
mannwhitney_pair,SHAKE BONUS TRIGGER,鉄拳6,94,14048.0,0.6182662395853392,0.0323339212228102,0
mannwhitney_pair,SHAKE BONUS TRIGGER,銀河英雄伝説 Die Neue These,94,8090.0,0.1919693413207283,-0.09750111557340468,0
mannwhitney_pair,SHAKE BONUS TRIGGER,防空少女ラブキューレ2～極限の共鳴～,94,18006.5,0.17544022767737955,0.08264189514189524,0
mannwhitney_pair,SHAKE BONUS TRIGGER,革命機ヴァルヴレイヴ,94,31720.0,0.5127546982459468,0.034167970787689184,0
mannwhitney_pair,SHAKE BONUS TRIGGER,革命機ヴァルヴレイヴ2,94,21771.0,0.8893245900079308,0.007916666666666572,0
mannwhitney_pair,SHAKE BONUS TRIGGER,麻雀格闘倶楽部 覚醒,94,8817.5,0.8273623865329236,-0.016343150379295013,0
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,いざ！番長,94,46716.0,0.055229227075876665,-0.08757812499999995,0
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,うみねこのなく頃に2,94,17597.5,0.886080996989566,-0.009149774774774744,0
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,かぐや様は告らせたい,94,45001.5,0.008045144397983824,-0.12106445312500003,1
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,からくりサーカス,94,46736.0,0.05632208828651527,-0.08718749999999997,0
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,この素晴らしい世界に祝福を！,94,50345.0,0.7148367415299006,-0.016699218750000022,0
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,とある科学の超電磁砲2,94,26008.5,0.013996124615779858,-0.13073195187165776,1
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,とある魔術の禁書目録,94,11091.0,0.020636708304170765,-0.16483433734939756,1
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,わたしの幸せな結婚,94,10000.5,0.9216451877391534,-0.00788690476190479,0
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,アイムジャグラーEX-TP,94,28965.0,0.9976933203432259,0.0001726519337017507,0
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,アズールレーン THE ANIMATION,94,37519.0,2.538177151273501e-05,-0.1969392123287671,1
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,アレックス ブライト,94,47549.0,0.11855213567249341,-0.07130859374999998,0
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,ウルトラミラクルジャグラー,94,49367.0,0.433308707930498,-0.03580078124999997,0
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,ガールズ&パンツァー 最終章,94,49236.0,0.4011521257416789,-0.03835937499999997,0
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,キングハナハナ-30,94,52837.0,0.4840900367823753,0.03197265625000001,0
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,クランキークレスト,94,23168.5,0.2922267006759487,-0.059719967532467555,0
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,94,34178.0,0.011226568750509832,-0.12453893442622954,1
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,グランベルム,94,37144.0,0.2850981325959582,-0.0524489795918367,0
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,ゴッドイーター リザレクション,94,47581.5,0.12186646198080082,-0.070673828125,0
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,ゴブリンスレイヤーII,94,9771.5,0.004822294434674268,-0.2068587662337662,1
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,ゴーゴージャグラー3,94,49506.0,0.46900004785839944,-0.033085937499999996,0
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,シャーマンキング,94,43852.0,0.00167569172699622,-0.14351562500000004,1
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,ジャグラーガールズ,94,50966.5,0.9206410973502811,-0.00456054687499996,0
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,スマスロ サンダーV,94,13236.0,0.9633076742124195,-0.0033132530120482118,0
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,スマスロ ハナビ,94,16902.0,0.44825299956334064,-0.04831081081081079,0
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,スマスロ北斗の拳,94,56803.0,0.01659662724526981,0.10943359374999995,1
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,スマスロ炎炎ノ消防隊,94,38993.0,0.029058488913654344,-0.10402113970588234,1
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,スマスロ炎炎ノ消防隊2,94,13904.5,0.0006515419792373559,-0.21708896396396393,1
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,スマスロ秘宝伝,94,15803.5,0.006168936008007963,-0.169984243697479,1
mannwhitney_pair,ToLOVEるダークネス TRANCE ver.8.7,スマート沖スロ ニューキングハナハナV,94,13328.5,0.21825855116462567,-0.08458104395604393,0
