hall,machine_name,outcome,window0_range,window0_n,window0_p,window0_effect,window0_top_dd,window1_range,window1_n,window1_p,window1_effect,window1_top_dd,n_common_dd_levels,spearman_rho,spearman_p,recent_significant,consistent_with_prior_window,note
みとや,A‐SLOT+ 異世界かるてっと,hit104,2026-05-06..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window0_n=105 < 200; window1_n=0 < 200
みとや,A‐SLOT+ 異世界かるてっと,plus,2026-05-06..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window0_n=105 < 200; window1_n=0 < 200
みとや,GALFY,hit104,2026-06-24..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window0_n=7 < 200; window1_n=0 < 200
みとや,GALFY,plus,2026-06-24..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window0_n=7 < 200; window1_n=0 < 200
みとや,SHAKE BONUS TRIGGER,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=87 < 200; window1_n=121 < 200
みとや,SHAKE BONUS TRIGGER,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=87 < 200; window1_n=121 < 200
みとや,いざ！番長,hit104,2026-04-02..2026-06-30,223,0.6344707040437602,0.0,1.0,2026-01-02..2026-04-01,211,0.9127665538282388,0.0,8.0,30,-0.08191706322229775,0.666949991650094,False,False,
みとや,いざ！番長,plus,2026-04-02..2026-06-30,223,0.7690214943199181,0.0,24.0,2026-01-02..2026-04-01,211,0.6491979378722873,0.0,8.0,30,-0.27326957100768434,0.1439777265038615,False,False,
みとや,うみねこのなく頃に2,hit104,2026-04-02..2026-06-30,,,,,2026-03-04..2026-04-01,,,,,,,,False,False,skip: window0_n=173 < 200; window1_n=58 < 200
みとや,うみねこのなく頃に2,plus,2026-04-02..2026-06-30,,,,,2026-03-04..2026-04-01,,,,,,,,False,False,skip: window0_n=173 < 200; window1_n=58 < 200
みとや,かぐや様は告らせたい,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=192 < 200
みとや,かぐや様は告らせたい,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=192 < 200
みとや,からくりサーカス,hit104,2026-04-02..2026-06-30,202,0.7189183686918419,0.0,13.0,2026-01-02..2026-04-01,225,0.054282863201898464,0.24312813966126745,16.0,30,0.14298601842564704,0.4509845705661062,False,False,
みとや,からくりサーカス,plus,2026-04-02..2026-06-30,202,0.7029912106213279,0.0,9.0,2026-01-02..2026-04-01,225,0.04059934517195315,0.2555643468729266,3.0,30,0.15825560076923234,0.4035756957616334,False,False,
みとや,アズールレーン THE ANIMATION,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=160 < 200
みとや,アズールレーン THE ANIMATION,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=160 < 200
みとや,アレックス ブライト,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=87 < 200; window1_n=126 < 200
みとや,アレックス ブライト,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=87 < 200; window1_n=126 < 200
みとや,ウルトラミラクルジャグラー,hit104,2026-04-02..2026-06-30,429,0.5174837649409365,0.0,22.0,2026-01-02..2026-04-01,442,0.07192591875613265,0.16431760141308627,30.0,30,-0.04397245589816923,0.8175288556637357,False,False,
みとや,ウルトラミラクルジャグラー,plus,2026-04-02..2026-06-30,429,0.283021119987863,0.09425154203494326,22.0,2026-01-02..2026-04-01,442,0.14122320268203553,0.13695452426110297,30.0,30,-0.013962466062425122,0.9416235584281872,False,False,
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,hit104,2026-04-02..2026-06-30,252,0.027094651909998456,0.25445701210742516,4.0,2026-01-02..2026-04-01,320,0.004374721060004649,0.2748577919657406,27.0,30,-0.06365929688277536,0.738228831861758,True,False,
