hall,machine_name,outcome,window0_range,window0_n,window0_p,window0_effect,window0_top_dd,window1_range,window1_n,window1_p,window1_effect,window1_top_dd,n_common_dd_levels,spearman_rho,spearman_p,recent_significant,consistent_with_prior_window,note
楽園,A‐SLOT+ 異世界かるてっと,hit104,2026-05-06..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window0_n=112 < 200; window1_n=0 < 200
楽園,A‐SLOT+ 異世界かるてっと,plus,2026-05-06..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window0_n=112 < 200; window1_n=0 < 200
楽園,GALFY,hit104,2026-06-24..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window0_n=19 < 200; window1_n=0 < 200
楽園,GALFY,plus,2026-06-24..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window0_n=19 < 200; window1_n=0 < 200
楽園,HEY！エリートサラリーマン鏡,hit104,2026-04-02..2026-06-30,263,0.19847877247055937,0.15362904734910152,25.0,2026-01-02..2026-04-01,273,0.5271922574506754,0.0,11.0,30,-0.07107791271960373,0.7089698028336305,False,False,
楽園,HEY！エリートサラリーマン鏡,plus,2026-04-02..2026-06-30,263,0.11998741384920485,0.1868447963855682,15.0,2026-01-02..2026-04-01,273,0.5836234614704632,0.0,6.0,30,-0.1255722264580088,0.5084922901498755,False,False,
楽園,SHAKE BONUS TRIGGER,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=178 < 200; window1_n=179 < 200
楽園,SHAKE BONUS TRIGGER,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=178 < 200; window1_n=179 < 200
楽園,SLOTドルアーガの塔,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=88 < 200; window1_n=133 < 200
楽園,SLOTドルアーガの塔,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=88 < 200; window1_n=133 < 200
楽園,Sister Quest,hit104,2026-04-03..2026-06-30,,,,,2026-02-13..2026-03-31,,,,,,,,False,False,skip: window0_n=59 < 200; window1_n=40 < 200
楽園,Sister Quest,plus,2026-04-03..2026-06-30,,,,,2026-02-13..2026-03-31,,,,,,,,False,False,skip: window0_n=59 < 200; window1_n=40 < 200
楽園,ToLOVEるダークネス,hit104,2026-04-02..2026-06-30,219,0.3815549410606241,0.08468912188938336,15.0,2026-01-02..2026-04-01,291,0.08142183177920688,0.1968365586067408,8.0,30,-0.36631600434184036,0.04648572413106513,False,False,
楽園,ToLOVEるダークネス,plus,2026-04-02..2026-06-30,219,0.25855842041592086,0.14261900779419057,11.0,2026-01-02..2026-04-01,291,0.10504103373443074,0.1846483112883127,8.0,30,-0.3372235691366684,0.06839973578854405,False,False,
楽園,ToLOVEるダークネス TRANCE ver.8.7,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=67 < 200; window1_n=67 < 200
楽園,ToLOVEるダークネス TRANCE ver.8.7,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=67 < 200; window1_n=67 < 200
楽園,ありふれた職業で世界最強,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=70 < 200; window1_n=76 < 200
楽園,ありふれた職業で世界最強,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=70 < 200; window1_n=76 < 200
楽園,いざ！番長,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=165 < 200
楽園,いざ！番長,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=165 < 200
楽園,うみねこのなく頃に2,hit104,2026-04-02..2026-06-30,,,,,2026-03-04..2026-04-01,,,,,,,,False,False,skip: window1_n=116 < 200
楽園,うみねこのなく頃に2,plus,2026-04-02..2026-06-30,,,,,2026-03-04..2026-04-01,,,,,,,,False,False,skip: window1_n=116 < 200
楽園,かぐや様は告らせたい,hit104,2026-04-02..2026-06-30,232,0.0730521770776917,0.22569233811598005,13.0,2026-01-02..2026-04-01,389,0.8233173481258099,0.0,15.0,29,-0.18476379491710088,0.3373007189051911,False,False,
楽園,かぐや様は告らせたい,plus,2026-04-02..2026-06-30,232,0.06536088918792875,0.23101398761572878,13.0,2026-01-02..2026-04-01,389,0.7315265919971008,0.0,15.0,29,-0.06454420015046033,0.7394067220869446,False,False,
楽園,からくりサーカス,hit104,2026-04-02..2026-06-30,302,0.18502830552082067,0.14846044250089585,16.0,2026-01-02..2026-04-01,338,0.30121064527398717,0.1006239561556372,9.0,31,-0.2874520674808141,0.11688199856115086,False,False,
楽園,からくりサーカス,plus,2026-04-02..2026-06-30,302,0.03710297334987593,0.22386604969553472,16.0,2026-01-02..2026-04-01,338,0.42309901961732,0.04733583449074299,11.0,31,-0.3522485045050066,0.05196256254585728,True,False,
楽園,けものフレンズ,hit104,2026-04-06..2026-06-07,,,,,2025-12-11..2026-02-27,,,,,,,,False,False,skip: window0_n=53 < 200; window1_n=65 < 200
楽園,けものフレンズ,plus,2026-04-06..2026-06-07,,,,,2025-12-11..2026-02-27,,,,,,,,False,False,skip: window0_n=53 < 200; window1_n=65 < 200
楽園,この素晴らしい世界に祝福を！,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=136 < 200
楽園,この素晴らしい世界に祝福を！,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=136 < 200
楽園,とある科学の超電磁砲,hit104,2026-04-03..2026-06-30,,,,,2026-02-13..2026-04-01,,,,,,,,False,False,skip: window0_n=25 < 200; window1_n=36 < 200
楽園,とある科学の超電磁砲,plus,2026-04-03..2026-06-30,,,,,2026-02-13..2026-04-01,,,,,,,,False,False,skip: window0_n=25 < 200; window1_n=36 < 200
楽園,とある科学の超電磁砲2,hit104,2026-04-02..2026-06-30,282,0.5162371496255359,0.0,9.0,2026-01-02..2026-04-01,419,0.8665292249991127,0.0,13.0,31,0.030948045206686776,0.868731664489216,False,False,
楽園,とある科学の超電磁砲2,plus,2026-04-02..2026-06-30,282,0.37507724143277793,0.07850322185860999,9.0,2026-01-02..2026-04-01,419,0.8096454975601901,0.0,3.0,31,-0.012501278267137933,0.9467836662190082,False,False,
楽園,とある魔術の禁書目録,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-03-31,,,,,,,,False,False,skip: window0_n=69 < 200; window1_n=73 < 200
楽園,とある魔術の禁書目録,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-03-31,,,,,,,,False,False,skip: window0_n=69 < 200; window1_n=73 < 200
楽園,アズールレーン THE ANIMATION,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=195 < 200
楽園,アズールレーン THE ANIMATION,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=195 < 200
楽園,アレックス ブライト,hit104,2026-04-02..2026-06-30,338,0.6943369948603832,0.0,17.0,2026-01-02..2026-04-01,347,0.2901711526589371,0.10315960579498398,7.0,31,0.10913076910069573,0.5589547074838597,False,False,
楽園,アレックス ブライト,plus,2026-04-02..2026-06-30,338,0.898471770123671,0.0,17.0,2026-01-02..2026-04-01,347,0.26825448437646093,0.11060086942883829,12.0,31,0.09927043645963507,0.5951995045867432,False,False,
楽園,ガールズ&パンツァー 最終章,hit104,2026-03-24..2026-06-21,,,,,2026-03-16..2026-03-23,,,,,,,,False,False,skip: window1_n=33 < 200
楽園,ガールズ&パンツァー 最終章,plus,2026-03-24..2026-06-21,,,,,2026-03-16..2026-03-23,,,,,,,,False,False,skip: window1_n=33 < 200
楽園,キングハナハナ-30,hit104,2026-04-02..2026-06-30,866,0.30380623090329695,0.06273566329368732,27.0,2026-01-02..2026-04-01,902,0.2856340046848086,0.0653450388549947,30.0,31,0.0357865409491681,0.8484284977809364,False,False,
楽園,キングハナハナ-30,plus,2026-04-02..2026-06-30,866,0.28071468439205044,0.06773186458341657,7.0,2026-01-02..2026-04-01,902,0.011675384964618087,0.1498000268749032,4.0,31,-0.018763240285120115,0.9201975823228148,False,False,
楽園,ギルティクラウン2,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-03-31,,,,,,,,False,False,skip: window0_n=67 < 200; window1_n=70 < 200
楽園,ギルティクラウン2,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-03-31,,,,,,,,False,False,skip: window0_n=67 < 200; window1_n=70 < 200
楽園,クランキークレスト,hit104,2026-04-02..2026-06-30,219,0.6938762338043863,0.0,21.0,2026-01-02..2026-04-01,308,0.637411532630977,0.0,17.0,30,-0.08800165690976833,0.6437782077577473,False,False,
楽園,クランキークレスト,plus,2026-04-02..2026-06-30,219,0.5516518501286081,0.0,30.0,2026-01-02..2026-04-01,308,0.4438998146882236,0.032798533213093777,2.0,30,-0.16896396830771002,0.37208670788928877,False,False,
楽園,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,hit104,2026-04-02..2026-06-30,287,0.37396318540510515,0.07838703965983959,8.0,2026-01-02..2026-04-01,342,0.4041505671419544,0.057877994195473896,27.0,31,0.02474296572452425,0.8948880072507414,False,False,
楽園,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,plus,2026-04-02..2026-06-30,287,0.6327988763233405,0.0,20.0,2026-01-02..2026-04-01,342,0.2704392944135344,0.11065115256344163,27.0,31,0.10329788271410698,0.5802728027966795,False,False,
楽園,グランベルム,hit104,2026-04-01..2026-06-29,,,,,2026-01-01..2026-03-31,,,,,,,,False,False,skip: window0_n=107 < 200; window1_n=127 < 200
楽園,グランベルム,plus,2026-04-01..2026-06-29,,,,,2026-01-01..2026-03-31,,,,,,,,False,False,skip: window0_n=107 < 200; window1_n=127 < 200
楽園,コードギアス反逆のルルーシュ3,hit104,2026-03-09..2026-06-06,,,,,2025-12-11..2026-03-08,,,,,,,,False,False,skip: window0_n=75 < 200; window1_n=69 < 200
楽園,コードギアス反逆のルルーシュ3,plus,2026-03-09..2026-06-06,,,,,2025-12-11..2026-03-08,,,,,,,,False,False,skip: window0_n=75 < 200; window1_n=69 < 200
楽園,コードギアス反逆のルルーシュ3 C.C.&Kallen ver.,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=163 < 200; window1_n=106 < 200
楽園,コードギアス反逆のルルーシュ3 C.C.&Kallen ver.,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=163 < 200; window1_n=106 < 200
楽園,ゴッドイーター リザレクション,hit104,2026-04-03..2026-06-30,383,0.08322091434719216,0.17082654037208703,8.0,2026-01-02..2026-04-01,514,0.4937367890482146,0.0,19.0,31,0.03906723277686149,0.8347153299769157,False,False,
楽園,ゴッドイーター リザレクション,plus,2026-04-03..2026-06-30,383,0.49858324413178845,0.0,8.0,2026-01-02..2026-04-01,514,0.3029436994311971,0.08142535798731432,19.0,31,0.0012117540695375604,0.9948381247951479,False,False,
楽園,ゴブリンスレイヤーII,hit104,2026-03-10..2026-06-07,,,,,2026-03-04..2026-03-09,,,,,,,,False,False,skip: window1_n=40 < 200
楽園,ゴブリンスレイヤーII,plus,2026-03-10..2026-06-07,,,,,2026-03-04..2026-03-09,,,,,,,,False,False,skip: window1_n=40 < 200
楽園,ゴーゴージャグラー3,hit104,2026-04-02..2026-06-30,1231,0.15017508920693284,0.08044115564767529,31.0,2026-01-02..2026-04-01,1236,0.03925491747935734,0.10982989830513376,20.0,31,-0.0973362297639428,0.6024266153373289,False,False,
楽園,ゴーゴージャグラー3,plus,2026-04-02..2026-06-30,1231,0.1311468011497813,0.08428454819826163,13.0,2026-01-02..2026-04-01,1236,0.002366704861685256,0.1465228373228408,20.0,31,0.21873105677914734,0.23713497731155989,False,False,
楽園,ゴールデンカムイ,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=68 < 200; window1_n=39 < 200
