hall,machine_name,outcome,window0_range,window0_n,window0_p,window0_effect,window0_top_dd,window1_range,window1_n,window1_p,window1_effect,window1_top_dd,n_common_dd_levels,spearman_rho,spearman_p,recent_significant,consistent_with_prior_window,note
ヒロキ,A‐SLOT+ 異世界かるてっと,hit104,2026-05-06..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window0_n=52 < 200; window1_n=0 < 200
ヒロキ,A‐SLOT+ 異世界かるてっと,plus,2026-05-06..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window0_n=52 < 200; window1_n=0 < 200
ヒロキ,Re:ゼロから始める異世界生活 season2,hit104,2026-04-21..2026-06-29,,,,,empty,,,,,,,,False,False,skip: window0_n=123 < 200; window1_n=0 < 200
ヒロキ,Re:ゼロから始める異世界生活 season2,plus,2026-04-21..2026-06-29,,,,,empty,,,,,,,,False,False,skip: window0_n=123 < 200; window1_n=0 < 200
ヒロキ,SHAKE BONUS TRIGGER,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=88 < 200; window1_n=88 < 200
ヒロキ,SHAKE BONUS TRIGGER,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=88 < 200; window1_n=88 < 200
ヒロキ,ToLOVEるダークネス TRANCE ver.8.7,hit104,2026-04-03..2026-06-30,201,0.577537698417801,0.0,1.0,2026-01-02..2026-04-01,218,0.06158134525712818,0.24112186635061808,19.0,30,-0.37769817140971795,0.03961324581831128,False,False,
ヒロキ,ToLOVEるダークネス TRANCE ver.8.7,plus,2026-04-03..2026-06-30,201,0.5154816564003737,0.0,1.0,2026-01-02..2026-04-01,218,0.06187485608833069,0.24089626273670037,19.0,30,-0.23036373154104844,0.22069055095494347,False,False,
ヒロキ,いざ！番長,hit104,2026-04-02..2026-06-30,308,0.5251358658794212,0.0,9.0,2026-01-02..2026-04-01,380,0.865313300241156,0.0,15.0,31,-0.03128321686032363,0.8673224278309012,False,False,
ヒロキ,いざ！番長,plus,2026-04-02..2026-06-30,308,0.6147626588829915,0.0,9.0,2026-01-02..2026-04-01,380,0.7735042251882062,0.0,30.0,31,-0.08880564167067138,0.6347367914884385,False,False,
ヒロキ,うみねこのなく頃に2,hit104,2026-04-01..2026-06-29,,,,,2026-03-04..2026-03-31,,,,,,,,False,False,skip: window0_n=83 < 200; window1_n=28 < 200
ヒロキ,うみねこのなく頃に2,plus,2026-04-01..2026-06-29,,,,,2026-03-04..2026-03-31,,,,,,,,False,False,skip: window0_n=83 < 200; window1_n=28 < 200
ヒロキ,かぐや様は告らせたい,hit104,2026-04-02..2026-06-30,230,0.935070340690751,0.0,21.0,2026-01-02..2026-04-01,285,0.5661482313529043,0.0,29.0,27,-0.07260193557691233,0.7189404624017288,False,False,
ヒロキ,かぐや様は告らせたい,plus,2026-04-02..2026-06-30,230,0.8810058081554732,0.0,21.0,2026-01-02..2026-04-01,285,0.674911361377762,0.0,29.0,27,0.006748467527657827,0.9733499746886188,False,False,
ヒロキ,からくりサーカス,hit104,2026-04-03..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=137 < 200
ヒロキ,からくりサーカス,plus,2026-04-03..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=137 < 200
ヒロキ,この素晴らしい世界に祝福を！,hit104,2026-04-02..2026-06-30,202,0.29646033811197847,0.1313235745683412,18.0,2026-01-02..2026-04-01,220,0.8024367559563359,0.0,3.0,31,-0.0016294942525566117,0.9930586566486157,False,False,
ヒロキ,この素晴らしい世界に祝福を！,plus,2026-04-02..2026-06-30,202,0.16043718235049576,0.19246454882056468,28.0,2026-01-02..2026-04-01,220,0.7024140064335624,0.0,16.0,31,0.03013340560663612,0.8721584736893865,False,False,
ヒロキ,とある科学の超電磁砲2,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=81 < 200; window1_n=84 < 200
ヒロキ,とある科学の超電磁砲2,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=81 < 200; window1_n=84 < 200
ヒロキ,ひぐらしのなく頃に 業,hit104,2026-04-22..2026-06-07,,,,,empty,,,,,,,,False,False,skip: window0_n=26 < 200; window1_n=0 < 200
ヒロキ,ひぐらしのなく頃に 業,plus,2026-04-22..2026-06-07,,,,,empty,,,,,,,,False,False,skip: window0_n=26 < 200; window1_n=0 < 200
ヒロキ,ひぐらしのなく頃に祭2,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=66 < 200; window1_n=81 < 200
ヒロキ,ひぐらしのなく頃に祭2,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=66 < 200; window1_n=81 < 200
ヒロキ,アイムジャグラーEX-TP,hit104,2026-04-02..2026-06-30,487,0.08097030132529628,0.15252580663720136,30.0,2026-01-02..2026-04-01,492,0.2131399720573122,0.10855090167973563,27.0,31,0.08451274447516786,0.6512542410553488,False,False,
ヒロキ,アイムジャグラーEX-TP,plus,2026-04-02..2026-06-30,487,0.11113721988767214,0.14070670865028875,30.0,2026-01-02..2026-04-01,492,0.18467129027182216,0.11668003493801676,20.0,31,-0.12522741311035065,0.5020713039039177,False,False,
ヒロキ,アクダマドライブ,hit104,2026-05-06..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window0_n=46 < 200; window1_n=0 < 200
ヒロキ,アクダマドライブ,plus,2026-05-06..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window0_n=46 < 200; window1_n=0 < 200
ヒロキ,アズールレーン THE ANIMATION,hit104,2026-04-04..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=63 < 200; window1_n=81 < 200
ヒロキ,アズールレーン THE ANIMATION,plus,2026-04-04..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=63 < 200; window1_n=81 < 200
ヒロキ,アレックス ブライト,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=72 < 200; window1_n=86 < 200
ヒロキ,アレックス ブライト,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=72 < 200; window1_n=86 < 200
ヒロキ,クランキークレスト,hit104,2026-04-01..2026-06-28,,,,,2025-12-31..2026-03-30,,,,,,,,False,False,skip: window0_n=66 < 200; window1_n=76 < 200
ヒロキ,クランキークレスト,plus,2026-04-01..2026-06-28,,,,,2025-12-31..2026-03-30,,,,,,,,False,False,skip: window0_n=66 < 200; window1_n=76 < 200
ヒロキ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=77 < 200; window1_n=88 < 200
ヒロキ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=77 < 200; window1_n=88 < 200
ヒロキ,ケロット4,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=82 < 200; window1_n=85 < 200
ヒロキ,ケロット4,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=82 < 200; window1_n=85 < 200
ヒロキ,ゴッドイーター リザレクション,hit104,2026-04-02..2026-06-30,369,0.9023894258071955,0.0,23.0,2026-01-02..2026-04-01,395,0.3186991995110616,0.08744433393902204,11.0,31,0.12864381958356988,0.4903837243714981,False,False,
ヒロキ,ゴッドイーター リザレクション,plus,2026-04-02..2026-06-30,369,0.7781781458265785,0.0,23.0,2026-01-02..2026-04-01,395,0.2206067770271048,0.11867516890024146,22.0,31,0.03001517158680241,0.8726560195175445,False,False,
ヒロキ,ゴーゴージャグラー3,hit104,2026-04-02..2026-06-30,478,0.6189085805837055,0.0,1.0,2026-01-02..2026-04-01,477,0.04689286249923208,0.1716088824570215,10.0,31,0.2218967722695592,0.23024603787466544,False,False,
